Year,Teknologia berriztagarri mota,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2016,Hidraulikoa,,,Orexa,W_PER_CAPITA,Orexa,0.0
2021,Hidraulikoa,,,Orexa,W_PER_CAPITA,Orexa,0.0
2014,Hidraulikoa,,,Orexa,W_PER_CAPITA,Orexa,0.0
2013,Hidraulikoa,,,Orio,W_PER_CAPITA,Orio,0.0
2011,Hidraulikoa,,,Orio,W_PER_CAPITA,Orio,0.0
2022,Hidraulikoa,,,Orio,W_PER_CAPITA,Orio,0.0
2018,Hidraulikoa,,,Orio,W_PER_CAPITA,Orio,0.0
2020,Hidraulikoa,,,Orio,W_PER_CAPITA,Orio,0.0
2016,Hidraulikoa,,,Orio,W_PER_CAPITA,Orio,0.0
2019,Hidraulikoa,,,Orio,W_PER_CAPITA,Orio,0.0
2012,Hidraulikoa,,,Orio,W_PER_CAPITA,Orio,0.0
2015,Hidraulikoa,,,Orio,W_PER_CAPITA,Orio,0.0
2023,Hidraulikoa,,,Orio,W_PER_CAPITA,Orio,0.0
2017,Hidraulikoa,,,Orio,W_PER_CAPITA,Orio,0.0
2021,Hidraulikoa,,,Orio,W_PER_CAPITA,Orio,0.0
2014,Hidraulikoa,,,Orio,W_PER_CAPITA,Orio,0.0
2010,Hidraulikoa,,,Orio,W_PER_CAPITA,Orio,0.0
2010,Hidraulikoa,,,Ormaiztegi,W_PER_CAPITA,Ormaiztegi,0.0
2016,Hidraulikoa,,,Ormaiztegi,W_PER_CAPITA,Ormaiztegi,0.0
2015,Hidraulikoa,,,Ormaiztegi,W_PER_CAPITA,Ormaiztegi,0.0
2014,Hidraulikoa,,,Ormaiztegi,W_PER_CAPITA,Ormaiztegi,0.0
2018,Hidraulikoa,,,Ormaiztegi,W_PER_CAPITA,Ormaiztegi,0.0
2017,Hidraulikoa,,,Ormaiztegi,W_PER_CAPITA,Ormaiztegi,0.0
2022,Hidraulikoa,,,Ormaiztegi,W_PER_CAPITA,Ormaiztegi,0.0
2019,Hidraulikoa,,,Ormaiztegi,W_PER_CAPITA,Ormaiztegi,0.0
2013,Hidraulikoa,,,Ormaiztegi,W_PER_CAPITA,Ormaiztegi,0.0
2021,Hidraulikoa,,,Ormaiztegi,W_PER_CAPITA,Ormaiztegi,0.0
2020,Hidraulikoa,,,Ormaiztegi,W_PER_CAPITA,Ormaiztegi,0.0
2023,Hidraulikoa,,,Ormaiztegi,W_PER_CAPITA,Ormaiztegi,0.0
2012,Hidraulikoa,,,Ormaiztegi,W_PER_CAPITA,Ormaiztegi,0.0
2011,Hidraulikoa,,,Ormaiztegi,W_PER_CAPITA,Ormaiztegi,0.0
2017,Hidraulikoa,,,ES48075,W_PER_CAPITA,ES48075,126.1
2014,Hidraulikoa,,,ES48075,W_PER_CAPITA,ES48075,125.3
2016,Hidraulikoa,,,ES48075,W_PER_CAPITA,ES48075,126.1
2020,Hidraulikoa,,,ES48075,W_PER_CAPITA,ES48075,120.7
2010,Hidraulikoa,,,ES48075,W_PER_CAPITA,ES48075,158.7
2023,Hidraulikoa,,,ES48075,W_PER_CAPITA,ES48075,120.5
2019,Hidraulikoa,,,ES48075,W_PER_CAPITA,ES48075,125.4
2015,Hidraulikoa,,,ES48075,W_PER_CAPITA,ES48075,125.2
2013,Hidraulikoa,,,ES48075,W_PER_CAPITA,ES48075,125.8
2012,Hidraulikoa,,,ES48075,W_PER_CAPITA,ES48075,125.5
2021,Hidraulikoa,,,ES48075,W_PER_CAPITA,ES48075,120.0
2011,Hidraulikoa,,,ES48075,W_PER_CAPITA,ES48075,153.5
2018,Hidraulikoa,,,ES48075,W_PER_CAPITA,ES48075,126.3
2022,Hidraulikoa,,,ES48075,W_PER_CAPITA,ES48075,120.9
2018,Hidraulikoa,,,ES48083,W_PER_CAPITA,ES48083,0.0
2022,Hidraulikoa,,,ES48083,W_PER_CAPITA,ES48083,0.0
2019,Hidraulikoa,,,ES48083,W_PER_CAPITA,ES48083,0.0
2013,Hidraulikoa,,,ES48083,W_PER_CAPITA,ES48083,0.0
2020,Hidraulikoa,,,ES48083,W_PER_CAPITA,ES48083,0.0
2015,Hidraulikoa,,,ES48083,W_PER_CAPITA,ES48083,0.0
2012,Hidraulikoa,,,ES48083,W_PER_CAPITA,ES48083,0.0
2017,Hidraulikoa,,,ES48083,W_PER_CAPITA,ES48083,0.0
2010,Hidraulikoa,,,ES48083,W_PER_CAPITA,ES48083,0.0
2021,Hidraulikoa,,,ES48083,W_PER_CAPITA,ES48083,0.0
2016,Hidraulikoa,,,ES48083,W_PER_CAPITA,ES48083,0.0
2011,Hidraulikoa,,,ES48083,W_PER_CAPITA,ES48083,0.0
2014,Hidraulikoa,,,ES48083,W_PER_CAPITA,ES48083,0.0
2023,Hidraulikoa,,,ES48083,W_PER_CAPITA,ES48083,0.0
2020,Hidraulikoa,,,ES48072,W_PER_CAPITA,ES48072,0.0
2013,Hidraulikoa,,,ES48072,W_PER_CAPITA,ES48072,0.0
2010,Hidraulikoa,,,ES48072,W_PER_CAPITA,ES48072,0.0
2015,Hidraulikoa,,,ES48072,W_PER_CAPITA,ES48072,0.0
2023,Hidraulikoa,,,ES48072,W_PER_CAPITA,ES48072,0.0
2021,Hidraulikoa,,,ES48072,W_PER_CAPITA,ES48072,0.0
2017,Hidraulikoa,,,ES48072,W_PER_CAPITA,ES48072,0.0
2011,Hidraulikoa,,,ES48072,W_PER_CAPITA,ES48072,0.0
2012,Hidraulikoa,,,ES48072,W_PER_CAPITA,ES48072,0.0
2016,Hidraulikoa,,,ES48072,W_PER_CAPITA,ES48072,0.0
2018,Hidraulikoa,,,ES48072,W_PER_CAPITA,ES48072,0.0
2022,Hidraulikoa,,,ES48072,W_PER_CAPITA,ES48072,0.0
2014,Hidraulikoa,,,ES48072,W_PER_CAPITA,ES48072,0.0
2019,Hidraulikoa,,,ES48072,W_PER_CAPITA,ES48072,0.0
2016,Hidraulikoa,,,Oyón-Oion,W_PER_CAPITA,Oyón-Oion,0.0
2017,Hidraulikoa,,,Oyón-Oion,W_PER_CAPITA,Oyón-Oion,0.0
2013,Hidraulikoa,,,Oyón-Oion,W_PER_CAPITA,Oyón-Oion,0.0
2020,Hidraulikoa,,,Oyón-Oion,W_PER_CAPITA,Oyón-Oion,0.0
2019,Hidraulikoa,,,Oyón-Oion,W_PER_CAPITA,Oyón-Oion,0.0
2014,Hidraulikoa,,,Oyón-Oion,W_PER_CAPITA,Oyón-Oion,0.0
2010,Hidraulikoa,,,Oyón-Oion,W_PER_CAPITA,Oyón-Oion,0.0
2018,Hidraulikoa,,,Oyón-Oion,W_PER_CAPITA,Oyón-Oion,0.0
2015,Hidraulikoa,,,Oyón-Oion,W_PER_CAPITA,Oyón-Oion,0.0
2012,Hidraulikoa,,,Oyón-Oion,W_PER_CAPITA,Oyón-Oion,0.0
2022,Hidraulikoa,,,Oyón-Oion,W_PER_CAPITA,Oyón-Oion,0.0
2011,Hidraulikoa,,,Oyón-Oion,W_PER_CAPITA,Oyón-Oion,0.0
2023,Hidraulikoa,,,Oyón-Oion,W_PER_CAPITA,Oyón-Oion,0.0
2021,Hidraulikoa,,,Oyón-Oion,W_PER_CAPITA,Oyón-Oion,0.0
2023,Hidraulikoa,,,Pasaia,W_PER_CAPITA,Pasaia,0.0
2019,Hidraulikoa,,,Pasaia,W_PER_CAPITA,Pasaia,0.0
2011,Hidraulikoa,,,Pasaia,W_PER_CAPITA,Pasaia,0.0
2016,Hidraulikoa,,,Pasaia,W_PER_CAPITA,Pasaia,0.0
2015,Hidraulikoa,,,Pasaia,W_PER_CAPITA,Pasaia,0.0
2013,Hidraulikoa,,,Pasaia,W_PER_CAPITA,Pasaia,0.0
2018,Hidraulikoa,,,Pasaia,W_PER_CAPITA,Pasaia,0.0
2020,Hidraulikoa,,,Pasaia,W_PER_CAPITA,Pasaia,0.0
2012,Hidraulikoa,,,Pasaia,W_PER_CAPITA,Pasaia,0.0
2014,Hidraulikoa,,,Pasaia,W_PER_CAPITA,Pasaia,0.0
2021,Hidraulikoa,,,Pasaia,W_PER_CAPITA,Pasaia,0.0
2017,Hidraulikoa,,,Pasaia,W_PER_CAPITA,Pasaia,0.0
2022,Hidraulikoa,,,Pasaia,W_PER_CAPITA,Pasaia,0.0
2010,Hidraulikoa,,,Pasaia,W_PER_CAPITA,Pasaia,0.0
2015,Hidraulikoa,,,Peñacerrada-Urizaharra,W_PER_CAPITA,Peñacerrada-Urizaharra,0.0
2020,Hidraulikoa,,,Peñacerrada-Urizaharra,W_PER_CAPITA,Peñacerrada-Urizaharra,0.0
2011,Hidraulikoa,,,Peñacerrada-Urizaharra,W_PER_CAPITA,Peñacerrada-Urizaharra,0.0
2019,Hidraulikoa,,,Peñacerrada-Urizaharra,W_PER_CAPITA,Peñacerrada-Urizaharra,0.0
2017,Hidraulikoa,,,Peñacerrada-Urizaharra,W_PER_CAPITA,Peñacerrada-Urizaharra,0.0
2012,Hidraulikoa,,,Peñacerrada-Urizaharra,W_PER_CAPITA,Peñacerrada-Urizaharra,0.0
2010,Hidraulikoa,,,Peñacerrada-Urizaharra,W_PER_CAPITA,Peñacerrada-Urizaharra,0.0
2018,Hidraulikoa,,,Peñacerrada-Urizaharra,W_PER_CAPITA,Peñacerrada-Urizaharra,0.0
2023,Hidraulikoa,,,Peñacerrada-Urizaharra,W_PER_CAPITA,Peñacerrada-Urizaharra,0.0
2014,Hidraulikoa,,,Peñacerrada-Urizaharra,W_PER_CAPITA,Peñacerrada-Urizaharra,0.0
2013,Hidraulikoa,,,Peñacerrada-Urizaharra,W_PER_CAPITA,Peñacerrada-Urizaharra,0.0
2016,Hidraulikoa,,,Peñacerrada-Urizaharra,W_PER_CAPITA,Peñacerrada-Urizaharra,0.0
2021,Hidraulikoa,,,Peñacerrada-Urizaharra,W_PER_CAPITA,Peñacerrada-Urizaharra,0.0
2022,Hidraulikoa,,,Peñacerrada-Urizaharra,W_PER_CAPITA,Peñacerrada-Urizaharra,0.0
2016,Hidraulikoa,,,ES48077,W_PER_CAPITA,ES48077,0.0
2012,Hidraulikoa,,,ES48077,W_PER_CAPITA,ES48077,0.0
2021,Hidraulikoa,,,ES48077,W_PER_CAPITA,ES48077,0.0
2022,Hidraulikoa,,,ES48077,W_PER_CAPITA,ES48077,0.0
2018,Hidraulikoa,,,ES48077,W_PER_CAPITA,ES48077,0.0
2010,Hidraulikoa,,,ES48077,W_PER_CAPITA,ES48077,0.0
2011,Hidraulikoa,,,ES48077,W_PER_CAPITA,ES48077,0.0
2020,Hidraulikoa,,,ES48077,W_PER_CAPITA,ES48077,0.0
2017,Hidraulikoa,,,ES48077,W_PER_CAPITA,ES48077,0.0
2015,Hidraulikoa,,,ES48077,W_PER_CAPITA,ES48077,0.0
2023,Hidraulikoa,,,ES48077,W_PER_CAPITA,ES48077,0.0
2013,Hidraulikoa,,,ES48077,W_PER_CAPITA,ES48077,0.0
2019,Hidraulikoa,,,ES48077,W_PER_CAPITA,ES48077,0.0
2014,Hidraulikoa,,,ES48077,W_PER_CAPITA,ES48077,0.0
2016,Hidraulikoa,,,ES48078,W_PER_CAPITA,ES48078,0.0
2019,Hidraulikoa,,,ES48078,W_PER_CAPITA,ES48078,0.0
2011,Hidraulikoa,,,ES48078,W_PER_CAPITA,ES48078,0.0
2015,Hidraulikoa,,,ES48078,W_PER_CAPITA,ES48078,0.0
2013,Hidraulikoa,,,ES48078,W_PER_CAPITA,ES48078,0.0
2020,Hidraulikoa,,,ES48078,W_PER_CAPITA,ES48078,0.0
2023,Hidraulikoa,,,ES48078,W_PER_CAPITA,ES48078,0.0
2021,Hidraulikoa,,,ES48078,W_PER_CAPITA,ES48078,0.0
2018,Hidraulikoa,,,ES48078,W_PER_CAPITA,ES48078,0.0
2022,Hidraulikoa,,,ES48078,W_PER_CAPITA,ES48078,0.0
2017,Hidraulikoa,,,ES48078,W_PER_CAPITA,ES48078,0.0
2010,Hidraulikoa,,,ES48078,W_PER_CAPITA,ES48078,0.0
2012,Hidraulikoa,,,ES48078,W_PER_CAPITA,ES48078,0.0
2014,Hidraulikoa,,,ES48078,W_PER_CAPITA,ES48078,0.0
2018,Hidraulikoa,,,Ribera Baja / Erriberabeitia,W_PER_CAPITA,Ribera Baja / Erriberabeitia,0.0
2017,Hidraulikoa,,,Ribera Baja / Erriberabeitia,W_PER_CAPITA,Ribera Baja / Erriberabeitia,0.0
2015,Hidraulikoa,,,Ribera Baja / Erriberabeitia,W_PER_CAPITA,Ribera Baja / Erriberabeitia,0.0
2022,Hidraulikoa,,,Ribera Baja / Erriberabeitia,W_PER_CAPITA,Ribera Baja / Erriberabeitia,0.0
2016,Hidraulikoa,,,Ribera Baja / Erriberabeitia,W_PER_CAPITA,Ribera Baja / Erriberabeitia,0.0
2019,Hidraulikoa,,,Ribera Baja / Erriberabeitia,W_PER_CAPITA,Ribera Baja / Erriberabeitia,0.0
2020,Hidraulikoa,,,Ribera Baja / Erriberabeitia,W_PER_CAPITA,Ribera Baja / Erriberabeitia,0.0
2012,Hidraulikoa,,,Ribera Baja / Erriberabeitia,W_PER_CAPITA,Ribera Baja / Erriberabeitia,0.0
2013,Hidraulikoa,,,Ribera Baja / Erriberabeitia,W_PER_CAPITA,Ribera Baja / Erriberabeitia,0.0
2011,Hidraulikoa,,,Ribera Baja / Erriberabeitia,W_PER_CAPITA,Ribera Baja / Erriberabeitia,0.0
2023,Hidraulikoa,,,Ribera Baja / Erriberabeitia,W_PER_CAPITA,Ribera Baja / Erriberabeitia,0.0
2021,Hidraulikoa,,,Ribera Baja / Erriberabeitia,W_PER_CAPITA,Ribera Baja / Erriberabeitia,0.0
2010,Hidraulikoa,,,Ribera Baja / Erriberabeitia,W_PER_CAPITA,Ribera Baja / Erriberabeitia,0.0
2014,Hidraulikoa,,,Ribera Baja / Erriberabeitia,W_PER_CAPITA,Ribera Baja / Erriberabeitia,0.0
2019,Hidraulikoa,,,Samaniego,W_PER_CAPITA,Samaniego,0.0
2017,Hidraulikoa,,,Samaniego,W_PER_CAPITA,Samaniego,0.0
2016,Hidraulikoa,,,Samaniego,W_PER_CAPITA,Samaniego,0.0
2021,Hidraulikoa,,,Samaniego,W_PER_CAPITA,Samaniego,0.0
2012,Hidraulikoa,,,Samaniego,W_PER_CAPITA,Samaniego,0.0
2015,Hidraulikoa,,,Samaniego,W_PER_CAPITA,Samaniego,0.0
2010,Hidraulikoa,,,Samaniego,W_PER_CAPITA,Samaniego,0.0
2023,Hidraulikoa,,,Samaniego,W_PER_CAPITA,Samaniego,0.0
2022,Hidraulikoa,,,Samaniego,W_PER_CAPITA,Samaniego,0.0
2013,Hidraulikoa,,,Samaniego,W_PER_CAPITA,Samaniego,0.0
2011,Hidraulikoa,,,Samaniego,W_PER_CAPITA,Samaniego,0.0
2020,Hidraulikoa,,,Samaniego,W_PER_CAPITA,Samaniego,0.0
2014,Hidraulikoa,,,Samaniego,W_PER_CAPITA,Samaniego,0.0
2018,Hidraulikoa,,,Samaniego,W_PER_CAPITA,Samaniego,0.0
2016,Hidraulikoa,,,San Millán / Donemiliaga,W_PER_CAPITA,San Millán / Donemiliaga,0.0
2014,Hidraulikoa,,,San Millán / Donemiliaga,W_PER_CAPITA,San Millán / Donemiliaga,0.0
2013,Hidraulikoa,,,San Millán / Donemiliaga,W_PER_CAPITA,San Millán / Donemiliaga,0.0
2023,Hidraulikoa,,,San Millán / Donemiliaga,W_PER_CAPITA,San Millán / Donemiliaga,0.0
2022,Hidraulikoa,,,San Millán / Donemiliaga,W_PER_CAPITA,San Millán / Donemiliaga,0.0
2019,Hidraulikoa,,,San Millán / Donemiliaga,W_PER_CAPITA,San Millán / Donemiliaga,0.0
2018,Hidraulikoa,,,San Millán / Donemiliaga,W_PER_CAPITA,San Millán / Donemiliaga,0.0
2017,Hidraulikoa,,,San Millán / Donemiliaga,W_PER_CAPITA,San Millán / Donemiliaga,0.0
2012,Hidraulikoa,,,San Millán / Donemiliaga,W_PER_CAPITA,San Millán / Donemiliaga,0.0
2020,Hidraulikoa,,,San Millán / Donemiliaga,W_PER_CAPITA,San Millán / Donemiliaga,0.0
2010,Hidraulikoa,,,San Millán / Donemiliaga,W_PER_CAPITA,San Millán / Donemiliaga,0.0
2015,Hidraulikoa,,,San Millán / Donemiliaga,W_PER_CAPITA,San Millán / Donemiliaga,0.0
2021,Hidraulikoa,,,San Millán / Donemiliaga,W_PER_CAPITA,San Millán / Donemiliaga,0.0
2011,Hidraulikoa,,,San Millán / Donemiliaga,W_PER_CAPITA,San Millán / Donemiliaga,0.0
2016,Hidraulikoa,,,ES48082,W_PER_CAPITA,ES48082,0.0
2023,Hidraulikoa,,,ES48082,W_PER_CAPITA,ES48082,0.0
2015,Hidraulikoa,,,ES48082,W_PER_CAPITA,ES48082,0.0
2017,Hidraulikoa,,,ES48082,W_PER_CAPITA,ES48082,0.0
2014,Hidraulikoa,,,ES48082,W_PER_CAPITA,ES48082,0.0
2018,Hidraulikoa,,,ES48082,W_PER_CAPITA,ES48082,0.0
2022,Hidraulikoa,,,ES48082,W_PER_CAPITA,ES48082,0.0
2011,Hidraulikoa,,,ES48082,W_PER_CAPITA,ES48082,0.0
2021,Hidraulikoa,,,ES48082,W_PER_CAPITA,ES48082,0.0
2013,Hidraulikoa,,,ES48082,W_PER_CAPITA,ES48082,0.0
2010,Hidraulikoa,,,ES48082,W_PER_CAPITA,ES48082,0.0
2012,Hidraulikoa,,,ES48082,W_PER_CAPITA,ES48082,0.0
2020,Hidraulikoa,,,ES48082,W_PER_CAPITA,ES48082,0.0
2019,Hidraulikoa,,,ES48082,W_PER_CAPITA,ES48082,0.0
2023,Hidraulikoa,,,Segura,W_PER_CAPITA,Segura,0.0
2021,Hidraulikoa,,,Segura,W_PER_CAPITA,Segura,0.0
2011,Hidraulikoa,,,Segura,W_PER_CAPITA,Segura,0.0
2016,Hidraulikoa,,,Segura,W_PER_CAPITA,Segura,0.0
2018,Hidraulikoa,,,Segura,W_PER_CAPITA,Segura,0.0
2014,Hidraulikoa,,,Segura,W_PER_CAPITA,Segura,0.0
2012,Hidraulikoa,,,Segura,W_PER_CAPITA,Segura,0.0
2013,Hidraulikoa,,,Segura,W_PER_CAPITA,Segura,0.0
2019,Hidraulikoa,,,Segura,W_PER_CAPITA,Segura,0.0
2022,Hidraulikoa,,,Segura,W_PER_CAPITA,Segura,0.0
2020,Hidraulikoa,,,Segura,W_PER_CAPITA,Segura,0.0
2015,Hidraulikoa,,,Segura,W_PER_CAPITA,Segura,0.0
2010,Hidraulikoa,,,Segura,W_PER_CAPITA,Segura,0.0
2017,Hidraulikoa,,,Segura,W_PER_CAPITA,Segura,0.0
2014,Hidraulikoa,,,ES48084,W_PER_CAPITA,ES48084,0.0
2021,Hidraulikoa,,,ES48084,W_PER_CAPITA,ES48084,0.0
2013,Hidraulikoa,,,ES48084,W_PER_CAPITA,ES48084,0.0
2016,Hidraulikoa,,,ES48084,W_PER_CAPITA,ES48084,0.0
2018,Hidraulikoa,,,ES48084,W_PER_CAPITA,ES48084,0.0
2023,Hidraulikoa,,,ES48084,W_PER_CAPITA,ES48084,0.0
2015,Hidraulikoa,,,ES48084,W_PER_CAPITA,ES48084,0.0
2022,Hidraulikoa,,,ES48084,W_PER_CAPITA,ES48084,0.0
2019,Hidraulikoa,,,ES48084,W_PER_CAPITA,ES48084,0.0
2017,Hidraulikoa,,,ES48084,W_PER_CAPITA,ES48084,0.0
2012,Hidraulikoa,,,ES48084,W_PER_CAPITA,ES48084,0.0
2010,Hidraulikoa,,,ES48084,W_PER_CAPITA,ES48084,0.0
2020,Hidraulikoa,,,ES48084,W_PER_CAPITA,ES48084,0.0
2011,Hidraulikoa,,,ES48084,W_PER_CAPITA,ES48084,0.0
2018,Hidraulikoa,,,ES48904,W_PER_CAPITA,ES48904,0.0
2010,Hidraulikoa,,,ES48904,W_PER_CAPITA,ES48904,0.0
2022,Hidraulikoa,,,ES48904,W_PER_CAPITA,ES48904,0.0
2015,Hidraulikoa,,,ES48904,W_PER_CAPITA,ES48904,0.0
2020,Hidraulikoa,,,ES48904,W_PER_CAPITA,ES48904,0.0
2011,Hidraulikoa,,,ES48904,W_PER_CAPITA,ES48904,0.0
2023,Hidraulikoa,,,ES48904,W_PER_CAPITA,ES48904,0.0
2013,Hidraulikoa,,,ES48904,W_PER_CAPITA,ES48904,0.0
2019,Hidraulikoa,,,ES48904,W_PER_CAPITA,ES48904,0.0
2012,Hidraulikoa,,,ES48904,W_PER_CAPITA,ES48904,0.0
2021,Hidraulikoa,,,ES48904,W_PER_CAPITA,ES48904,0.0
2016,Hidraulikoa,,,ES48904,W_PER_CAPITA,ES48904,0.0
2017,Hidraulikoa,,,ES48904,W_PER_CAPITA,ES48904,0.0
2014,Hidraulikoa,,,ES48904,W_PER_CAPITA,ES48904,0.0
2022,Hidraulikoa,,,ES48085,W_PER_CAPITA,ES48085,0.0
2010,Hidraulikoa,,,ES48085,W_PER_CAPITA,ES48085,0.0
2011,Hidraulikoa,,,ES48085,W_PER_CAPITA,ES48085,0.0
2012,Hidraulikoa,,,ES48085,W_PER_CAPITA,ES48085,0.0
2021,Hidraulikoa,,,ES48085,W_PER_CAPITA,ES48085,0.0
2019,Hidraulikoa,,,ES48085,W_PER_CAPITA,ES48085,0.0
2015,Hidraulikoa,,,ES48085,W_PER_CAPITA,ES48085,0.0
2023,Hidraulikoa,,,ES48085,W_PER_CAPITA,ES48085,0.0
2020,Hidraulikoa,,,ES48085,W_PER_CAPITA,ES48085,0.0
2017,Hidraulikoa,,,ES48085,W_PER_CAPITA,ES48085,0.0
2013,Hidraulikoa,,,ES48085,W_PER_CAPITA,ES48085,0.0
2016,Hidraulikoa,,,ES48085,W_PER_CAPITA,ES48085,0.0
2014,Hidraulikoa,,,ES48085,W_PER_CAPITA,ES48085,0.0
2018,Hidraulikoa,,,ES48085,W_PER_CAPITA,ES48085,0.0
2021,Hidraulikoa,,,ES48086,W_PER_CAPITA,ES48086,0.0
2022,Hidraulikoa,,,ES48086,W_PER_CAPITA,ES48086,0.0
2013,Hidraulikoa,,,ES48086,W_PER_CAPITA,ES48086,0.0
2017,Hidraulikoa,,,ES48086,W_PER_CAPITA,ES48086,0.0
2015,Hidraulikoa,,,ES48086,W_PER_CAPITA,ES48086,0.0
2023,Hidraulikoa,,,ES48086,W_PER_CAPITA,ES48086,0.0
2018,Hidraulikoa,,,ES48086,W_PER_CAPITA,ES48086,0.0
2016,Hidraulikoa,,,ES48086,W_PER_CAPITA,ES48086,0.0
2014,Hidraulikoa,,,ES48086,W_PER_CAPITA,ES48086,0.0
2012,Hidraulikoa,,,ES48086,W_PER_CAPITA,ES48086,0.0
2020,Hidraulikoa,,,ES48086,W_PER_CAPITA,ES48086,0.0
2019,Hidraulikoa,,,ES48086,W_PER_CAPITA,ES48086,0.0
2010,Hidraulikoa,,,ES48086,W_PER_CAPITA,ES48086,0.0
2011,Hidraulikoa,,,ES48086,W_PER_CAPITA,ES48086,0.0
2020,Hidraulikoa,,,Soraluze-Placencia de las Armas,W_PER_CAPITA,Soraluze-Placencia de las Armas,104.2
2010,Hidraulikoa,,,Soraluze-Placencia de las Armas,W_PER_CAPITA,Soraluze-Placencia de las Armas,101.5
2022,Hidraulikoa,,,Soraluze-Placencia de las Armas,W_PER_CAPITA,Soraluze-Placencia de las Armas,108.9
2014,Hidraulikoa,,,Soraluze-Placencia de las Armas,W_PER_CAPITA,Soraluze-Placencia de las Armas,102.9
2017,Hidraulikoa,,,Soraluze-Placencia de las Armas,W_PER_CAPITA,Soraluze-Placencia de las Armas,101.3
2023,Hidraulikoa,,,Soraluze-Placencia de las Armas,W_PER_CAPITA,Soraluze-Placencia de las Armas,107.3
2012,Hidraulikoa,,,Soraluze-Placencia de las Armas,W_PER_CAPITA,Soraluze-Placencia de las Armas,100.8
2021,Hidraulikoa,,,Soraluze-Placencia de las Armas,W_PER_CAPITA,Soraluze-Placencia de las Armas,106.0
2013,Hidraulikoa,,,Soraluze-Placencia de las Armas,W_PER_CAPITA,Soraluze-Placencia de las Armas,101.5
2018,Hidraulikoa,,,Soraluze-Placencia de las Armas,W_PER_CAPITA,Soraluze-Placencia de las Armas,101.6
2011,Hidraulikoa,,,Soraluze-Placencia de las Armas,W_PER_CAPITA,Soraluze-Placencia de las Armas,101.4
2015,Hidraulikoa,,,Soraluze-Placencia de las Armas,W_PER_CAPITA,Soraluze-Placencia de las Armas,103.2
2016,Hidraulikoa,,,Soraluze-Placencia de las Armas,W_PER_CAPITA,Soraluze-Placencia de las Armas,101.3
2019,Hidraulikoa,,,Soraluze-Placencia de las Armas,W_PER_CAPITA,Soraluze-Placencia de las Armas,100.7
2019,Hidraulikoa,,,ES48076,W_PER_CAPITA,ES48076,0.0
2020,Hidraulikoa,,,ES48076,W_PER_CAPITA,ES48076,0.0
2022,Hidraulikoa,,,ES48076,W_PER_CAPITA,ES48076,0.0
2015,Hidraulikoa,,,ES48076,W_PER_CAPITA,ES48076,0.0
2011,Hidraulikoa,,,ES48076,W_PER_CAPITA,ES48076,0.0
2013,Hidraulikoa,,,ES48076,W_PER_CAPITA,ES48076,0.0
2017,Hidraulikoa,,,ES48076,W_PER_CAPITA,ES48076,0.0
2023,Hidraulikoa,,,ES48076,W_PER_CAPITA,ES48076,0.0
2021,Hidraulikoa,,,ES48076,W_PER_CAPITA,ES48076,0.0
2018,Hidraulikoa,,,ES48076,W_PER_CAPITA,ES48076,0.0
2016,Hidraulikoa,,,ES48076,W_PER_CAPITA,ES48076,0.0
2014,Hidraulikoa,,,ES48076,W_PER_CAPITA,ES48076,0.0
2012,Hidraulikoa,,,ES48076,W_PER_CAPITA,ES48076,0.0
2010,Hidraulikoa,,,ES48076,W_PER_CAPITA,ES48076,0.0
2015,Hidraulikoa,,,Tolosa,W_PER_CAPITA,Tolosa,13.1
2017,Hidraulikoa,,,Tolosa,W_PER_CAPITA,Tolosa,13.1
2014,Hidraulikoa,,,Tolosa,W_PER_CAPITA,Tolosa,13.2
2021,Hidraulikoa,,,Tolosa,W_PER_CAPITA,Tolosa,12.7
2023,Hidraulikoa,,,Tolosa,W_PER_CAPITA,Tolosa,12.5
2020,Hidraulikoa,,,Tolosa,W_PER_CAPITA,Tolosa,12.7
2013,Hidraulikoa,,,Tolosa,W_PER_CAPITA,Tolosa,13.3
2018,Hidraulikoa,,,Tolosa,W_PER_CAPITA,Tolosa,13.0
2010,Hidraulikoa,,,Tolosa,W_PER_CAPITA,Tolosa,8.3
2012,Hidraulikoa,,,Tolosa,W_PER_CAPITA,Tolosa,13.3
2022,Hidraulikoa,,,Tolosa,W_PER_CAPITA,Tolosa,12.5
2016,Hidraulikoa,,,Tolosa,W_PER_CAPITA,Tolosa,13.2
2011,Hidraulikoa,,,Tolosa,W_PER_CAPITA,Tolosa,8.1
2019,Hidraulikoa,,,Tolosa,W_PER_CAPITA,Tolosa,12.9
2014,Hidraulikoa,,,ES48087,W_PER_CAPITA,ES48087,0.0
2016,Hidraulikoa,,,ES48087,W_PER_CAPITA,ES48087,0.0
2017,Hidraulikoa,,,ES48087,W_PER_CAPITA,ES48087,0.0
2011,Hidraulikoa,,,ES48087,W_PER_CAPITA,ES48087,0.0
2020,Hidraulikoa,,,ES48087,W_PER_CAPITA,ES48087,0.0
2013,Hidraulikoa,,,ES48087,W_PER_CAPITA,ES48087,0.0
2023,Hidraulikoa,,,ES48087,W_PER_CAPITA,ES48087,0.0
2021,Hidraulikoa,,,ES48087,W_PER_CAPITA,ES48087,0.0
2019,Hidraulikoa,,,ES48087,W_PER_CAPITA,ES48087,0.0
2015,Hidraulikoa,,,ES48087,W_PER_CAPITA,ES48087,0.0
