Year,Series,Institucion,Territorio,Units,Value
2015,SG_DMK_PSRVC,EU_DMK_POL_AUT,ES211,RO,0.2
2010,SG_DMK_PSRVC,EU_DMK_UNI,ES212,RO,0.76
2019,SG_DMK_PSRVC,EU_DMK_UNI,,RO,1.04
2020,SG_DMK_PSRVC,EU_DMK_UNI,,RO,1.05
2018,SG_DMK_PSRVC,EU_DMK_POL_AUT,ES211,RO,0.21
2017,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES212,RO,1.6
2010,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES212,RO,1.6
2012,SG_DMK_PSRVC,EU_DMK_JUST_AUT,,RO,1.55
2013,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES212,RO,1.58
2011,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES212,RO,1.61
2015,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES212,RO,1.55
2018,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES211,RO,1.56
2018,SG_DMK_PSRVC,EU_DMK_JUST_AUT,,RO,1.54
2020,SG_DMK_PSRVC,EU_DMK_JUST_AUT,,RO,1.55
2023,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES211,RO,1.55
2017,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES213,RO,1.5
2012,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES212,RO,1.6
2019,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES212,RO,1.6
2015,SG_DMK_PSRVC,EU_DMK_JUST_AUT,,RO,1.52
2010,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES211,RO,1.59
2013,SG_DMK_PSRVC,EU_DMK_JUST_AUT,,RO,1.54
2014,SG_DMK_PSRVC,EU_DMK_JUST_AUT,,RO,1.53
2021,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES213,RO,1.51
2016,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES213,RO,1.51
2013,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES213,RO,1.5
2012,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES213,RO,1.51
2015,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES213,RO,1.51
2010,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES213,RO,1.51
2017,SG_DMK_PSRVC,EU_DMK_JUST_AUT,,RO,1.53
2014,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES213,RO,1.49
2011,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES213,RO,1.5
2016,SG_DMK_PSRVC,EU_DMK_JUST_AUT,,RO,1.53
2011,SG_DMK_PSRVC,EU_DMK_JUST_AUT,,RO,1.55
2022,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES211,RO,1.54
2018,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES213,RO,1.49
2022,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES213,RO,1.5
2023,SG_DMK_PSRVC,EU_DMK_JUST_AUT,,RO,1.54
2016,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES211,RO,1.5
2019,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES211,RO,1.58
2014,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES211,RO,1.57
2012,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES211,RO,1.59
2010,SG_DMK_PSRVC,EU_DMK_JUST_AUT,,RO,1.55
2017,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES211,RO,1.53
2019,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES213,RO,1.5
2015,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES211,RO,1.54
2022,SG_DMK_PSRVC,EU_DMK_JUST_AUT,,RO,1.54
2023,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES213,RO,1.51
2011,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES211,RO,1.61
2013,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES211,RO,1.58
2020,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES213,RO,1.52
2021,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES211,RO,1.58
2019,SG_DMK_PSRVC,EU_DMK_JUST_AUT,,RO,1.54
2020,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES211,RO,1.57
2023,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES212,RO,1.6
2022,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES212,RO,1.62
2021,SG_DMK_PSRVC,EU_DMK_JUST_AUT,,RO,1.55
2020,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES212,RO,1.6
2018,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES212,RO,1.6
2021,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES212,RO,1.6
2016,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES212,RO,1.57
2014,SG_DMK_PSRVC,EU_DMK_JUST_AUT,ES212,RO,1.59
2020,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,,RO,1.11
2017,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,,RO,1.07
2023,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES212,RO,1.09
2013,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES212,RO,1.03
2013,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES211,RO,1.22
2018,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES213,RO,1.02
2022,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES211,RO,1.28
2016,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES213,RO,0.92
2014,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES213,RO,0.89
2012,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES213,RO,0.89
2010,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES213,RO,0.9
2016,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES211,RO,1.24
2015,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES213,RO,0.9
2023,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES211,RO,1.27
2011,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES213,RO,0.91
2014,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES211,RO,1.23
2013,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES213,RO,0.89
2017,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES213,RO,1.01
2015,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,,RO,1.01
2019,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES211,RO,1.24
2010,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES211,RO,1.2
2017,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES211,RO,1.26
2015,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES211,RO,1.22
2011,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES211,RO,1.17
2021,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES211,RO,1.26
2010,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES212,RO,1.01
2016,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,,RO,1.03
2022,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,,RO,1.13
2020,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES211,RO,1.27
2022,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES212,RO,1.09
2013,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,,RO,1.01
2012,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES211,RO,1.22
2018,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,,RO,1.08
2021,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES213,RO,1.06
2018,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES211,RO,1.26
2021,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,,RO,1.11
2019,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,,RO,1.09
2022,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES213,RO,1.08
2019,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES213,RO,1.03
2020,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES212,RO,1.07
2018,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES212,RO,1.05
2016,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES212,RO,1.02
2010,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,,RO,1.0
2014,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES212,RO,1.01
2023,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES213,RO,1.08
2021,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES212,RO,1.07
2012,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES212,RO,1.01
2011,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,,RO,1.0
2017,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES212,RO,1.04
2012,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,,RO,1.0
2023,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,,RO,1.12
2019,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES212,RO,1.06
2011,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES212,RO,1.01
2015,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES212,RO,1.02
2020,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,ES213,RO,1.05
2014,SG_DMK_PSRVC,EU_DMK_PSRVC_LOC,,RO,1.0
2020,SG_DMK_PSRVC,EU_DMK_MUN,,RO,1.03
2022,SG_DMK_PSRVC,EU_DMK_MUN,ES212,RO,1.03
2020,SG_DMK_PSRVC,EU_DMK_MUN,ES212,RO,1.02
2021,SG_DMK_PSRVC,EU_DMK_MUN,ES212,RO,1.02
2023,SG_DMK_PSRVC,EU_DMK_MUN,ES212,RO,1.02
2023,SG_DMK_PSRVC,EU_DMK_MUN,,RO,1.05
2022,SG_DMK_PSRVC,EU_DMK_MUN,,RO,1.05
2022,SG_DMK_PSRVC,EU_DMK_MUN,ES213,RO,1.0
2021,SG_DMK_PSRVC,EU_DMK_MUN,ES213,RO,0.97
2023,SG_DMK_PSRVC,EU_DMK_MUN,ES213,RO,1.0
2020,SG_DMK_PSRVC,EU_DMK_MUN,ES213,RO,0.97
2021,SG_DMK_PSRVC,EU_DMK_MUN,,RO,1.03
2020,SG_DMK_PSRVC,EU_DMK_MUN,ES211,RO,1.19
2022,SG_DMK_PSRVC,EU_DMK_MUN,ES211,RO,1.22
2021,SG_DMK_PSRVC,EU_DMK_MUN,ES211,RO,1.19
2023,SG_DMK_PSRVC,EU_DMK_MUN,ES211,RO,1.2
2020,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES212,RO,0.6
2018,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES212,RO,0.62
2023,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES211,RO,0.62
2016,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES212,RO,0.62
2014,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES212,RO,0.61
2021,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES212,RO,0.61
2017,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES212,RO,0.62
2013,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES212,RO,0.6
2011,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES212,RO,0.62
2015,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES211,RO,0.56
2019,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES212,RO,0.63
2016,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES211,RO,0.55
2018,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,,RO,0.65
2010,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES213,RO,0.72
2013,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,,RO,0.63
2022,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES211,RO,0.61
2014,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES213,RO,0.67
2016,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,,RO,0.65
2010,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES211,RO,0.6
2023,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,,RO,0.63
2020,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,,RO,0.64
2017,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,,RO,0.65
2015,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,,RO,0.65
2012,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,,RO,0.63
2021,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,,RO,0.64
2011,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,,RO,0.65
2017,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES211,RO,0.57
2022,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,,RO,0.65
2017,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES213,RO,0.7
2022,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES213,RO,0.7
2020,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES213,RO,0.7
2020,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES211,RO,0.57
2018,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES213,RO,0.7
2016,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES213,RO,0.7
2012,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES213,RO,0.66
2018,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES211,RO,0.58
2023,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES213,RO,0.68
2019,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES213,RO,0.69
2015,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES213,RO,0.7
2011,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES213,RO,0.69
2012,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES211,RO,0.58
2013,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES213,RO,0.67
2011,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES211,RO,0.6
2019,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES211,RO,0.58
2019,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,,RO,0.65
2021,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES211,RO,0.57
2014,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES211,RO,0.58
2014,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,,RO,0.63
2013,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES211,RO,0.57
2010,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,,RO,0.69
2021,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES213,RO,0.68
2023,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES212,RO,0.57
2015,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES212,RO,0.63
2012,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES212,RO,0.6
2010,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES212,RO,0.68
2022,SG_DMK_PSRVC,EU_DMK_PSRVC_NAC,ES212,RO,0.6
2018,SG_DMK_PSRVC,EU_DMK_FA,ES212,RO,0.19
2010,SG_DMK_PSRVC,EU_DMK_FA,ES212,RO,0.23
2010,SG_DMK_PSRVC,EU_DMK_FA,,RO,0.27
2016,SG_DMK_PSRVC,EU_DMK_FA,ES212,RO,0.17
2017,SG_DMK_PSRVC,EU_DMK_FA,ES211,RO,0.28
2017,SG_DMK_PSRVC,EU_DMK_FA,ES212,RO,0.18
2012,SG_DMK_PSRVC,EU_DMK_FA,ES212,RO,0.16
2013,SG_DMK_PSRVC,EU_DMK_FA,ES212,RO,0.15
2015,SG_DMK_PSRVC,EU_DMK_FA,ES212,RO,0.16
2021,SG_DMK_PSRVC,EU_DMK_FA,ES212,RO,0.15
2020,SG_DMK_PSRVC,EU_DMK_FA,ES212,RO,0.15
2023,SG_DMK_PSRVC,EU_DMK_FA,,RO,0.2
2014,SG_DMK_PSRVC,EU_DMK_FA,ES212,RO,0.15
2016,SG_DMK_PSRVC,EU_DMK_FA,,RO,0.19
2023,SG_DMK_PSRVC,EU_DMK_FA,ES212,RO,0.15
2020,SG_DMK_PSRVC,EU_DMK_FA,ES211,RO,0.28
2011,SG_DMK_PSRVC,EU_DMK_FA,ES212,RO,0.18
2022,SG_DMK_PSRVC,EU_DMK_FA,ES212,RO,0.15
2017,SG_DMK_PSRVC,EU_DMK_FA,,RO,0.21
2011,SG_DMK_PSRVC,EU_DMK_FA,,RO,0.23
2011,SG_DMK_PSRVC,EU_DMK_FA,ES211,RO,0.29
2019,SG_DMK_PSRVC,EU_DMK_FA,,RO,0.19
2021,SG_DMK_PSRVC,EU_DMK_FA,,RO,0.2
2010,SG_DMK_PSRVC,EU_DMK_FA,ES211,RO,0.32
2018,SG_DMK_PSRVC,EU_DMK_FA,,RO,0.2
2022,SG_DMK_PSRVC,EU_DMK_FA,,RO,0.19
2014,SG_DMK_PSRVC,EU_DMK_FA,,RO,0.21
2012,SG_DMK_PSRVC,EU_DMK_FA,ES211,RO,0.27
2013,SG_DMK_PSRVC,EU_DMK_FA,,RO,0.21
2020,SG_DMK_PSRVC,EU_DMK_FA,,RO,0.19
2016,SG_DMK_PSRVC,EU_DMK_FA,ES211,RO,0.23
2021,SG_DMK_PSRVC,EU_DMK_FA,ES213,RO,0.16
2023,SG_DMK_PSRVC,EU_DMK_FA,ES213,RO,0.16
2012,SG_DMK_PSRVC,EU_DMK_FA,,RO,0.22
2011,SG_DMK_PSRVC,EU_DMK_FA,ES213,RO,0.21
2022,SG_DMK_PSRVC,EU_DMK_FA,ES213,RO,0.16
2012,SG_DMK_PSRVC,EU_DMK_FA,ES213,RO,0.22
2010,SG_DMK_PSRVC,EU_DMK_FA,ES213,RO,0.24
2022,SG_DMK_PSRVC,EU_DMK_FA,ES211,RO,0.3
2019,SG_DMK_PSRVC,EU_DMK_FA,ES213,RO,0.16
2013,SG_DMK_PSRVC,EU_DMK_FA,ES213,RO,0.22
2014,SG_DMK_PSRVC,EU_DMK_FA,ES213,RO,0.2
2015,SG_DMK_PSRVC,EU_DMK_FA,ES213,RO,0.19
2019,SG_DMK_PSRVC,EU_DMK_FA,ES211,RO,0.27
2020,SG_DMK_PSRVC,EU_DMK_FA,ES213,RO,0.17
2018,SG_DMK_PSRVC,EU_DMK_FA,ES213,RO,0.16
2016,SG_DMK_PSRVC,EU_DMK_FA,ES213,RO,0.18
2017,SG_DMK_PSRVC,EU_DMK_FA,ES213,RO,0.18
2015,SG_DMK_PSRVC,EU_DMK_FA,,RO,0.19
2018,SG_DMK_PSRVC,EU_DMK_FA,ES211,RO,0.27
2014,SG_DMK_PSRVC,EU_DMK_FA,ES211,RO,0.26
2013,SG_DMK_PSRVC,EU_DMK_FA,ES211,RO,0.26
2015,SG_DMK_PSRVC,EU_DMK_FA,ES211,RO,0.21
2023,SG_DMK_PSRVC,EU_DMK_FA,ES211,RO,0.33
2021,SG_DMK_PSRVC,EU_DMK_FA,ES211,RO,0.31
2019,SG_DMK_PSRVC,EU_DMK_FA,ES212,RO,0.17
2016,SG_DMK_PSRVC,EU_DMK_FCSE,ES211,RO,0.19
2011,SG_DMK_PSRVC,EU_DMK_FCSE,ES212,RO,0.2
2013,SG_DMK_PSRVC,EU_DMK_FCSE,ES212,RO,0.22
2017,SG_DMK_PSRVC,EU_DMK_FCSE,ES212,RO,0.24
2023,SG_DMK_PSRVC,EU_DMK_FCSE,,RO,0.25
2018,SG_DMK_PSRVC,EU_DMK_FCSE,ES211,RO,0.25
2020,SG_DMK_PSRVC,EU_DMK_FCSE,ES212,RO,0.24
2022,SG_DMK_PSRVC,EU_DMK_FCSE,ES211,RO,0.21
2014,SG_DMK_PSRVC,EU_DMK_FCSE,ES212,RO,0.23
2013,SG_DMK_PSRVC,EU_DMK_FCSE,ES211,RO,0.2
2023,SG_DMK_PSRVC,EU_DMK_FCSE,ES212,RO,0.28
2020,SG_DMK_PSRVC,EU_DMK_FCSE,,RO,0.21
2019,SG_DMK_PSRVC,EU_DMK_FCSE,ES212,RO,0.27
2012,SG_DMK_PSRVC,EU_DMK_FCSE,,RO,0.19
2021,SG_DMK_PSRVC,EU_DMK_FCSE,ES212,RO,0.25
2021,SG_DMK_PSRVC,EU_DMK_FCSE,,RO,0.22
2016,SG_DMK_PSRVC,EU_DMK_FCSE,,RO,0.21
2016,SG_DMK_PSRVC,EU_DMK_FCSE,ES212,RO,0.24
2010,SG_DMK_PSRVC,EU_DMK_FCSE,ES212,RO,0.17
2022,SG_DMK_PSRVC,EU_DMK_FCSE,ES212,RO,0.27
2020,SG_DMK_PSRVC,EU_DMK_FCSE,ES211,RO,0.2
2011,SG_DMK_PSRVC,EU_DMK_FCSE,ES211,RO,0.18
2021,SG_DMK_PSRVC,EU_DMK_FCSE,ES211,RO,0.2
2015,SG_DMK_PSRVC,EU_DMK_FCSE,,RO,0.21
2015,SG_DMK_PSRVC,EU_DMK_FCSE,ES211,RO,0.19
2014,SG_DMK_PSRVC,EU_DMK_FCSE,ES211,RO,0.2
2010,SG_DMK_PSRVC,EU_DMK_FCSE,ES211,RO,0.14
2011,SG_DMK_PSRVC,EU_DMK_FCSE,ES213,RO,0.16
2010,SG_DMK_PSRVC,EU_DMK_FCSE,ES213,RO,0.15
2013,SG_DMK_PSRVC,EU_DMK_FCSE,,RO,0.2
2017,SG_DMK_PSRVC,EU_DMK_FCSE,ES213,RO,0.18
2016,SG_DMK_PSRVC,EU_DMK_FCSE,ES213,RO,0.19
2014,SG_DMK_PSRVC,EU_DMK_FCSE,,RO,0.21
2022,SG_DMK_PSRVC,EU_DMK_FCSE,,RO,0.24
2023,SG_DMK_PSRVC,EU_DMK_FCSE,ES211,RO,0.23
2019,SG_DMK_PSRVC,EU_DMK_FCSE,ES211,RO,0.24
2017,SG_DMK_PSRVC,EU_DMK_FCSE,ES211,RO,0.19
2012,SG_DMK_PSRVC,EU_DMK_FCSE,ES213,RO,0.18
2013,SG_DMK_PSRVC,EU_DMK_FCSE,ES213,RO,0.18
2022,SG_DMK_PSRVC,EU_DMK_FCSE,ES213,RO,0.23
2020,SG_DMK_PSRVC,EU_DMK_FCSE,ES213,RO,0.2
2023,SG_DMK_PSRVC,EU_DMK_FCSE,ES213,RO,0.24
2021,SG_DMK_PSRVC,EU_DMK_FCSE,ES213,RO,0.21
2019,SG_DMK_PSRVC,EU_DMK_FCSE,ES213,RO,0.23
2019,SG_DMK_PSRVC,EU_DMK_FCSE,,RO,0.24
2018,SG_DMK_PSRVC,EU_DMK_FCSE,ES213,RO,0.22
2014,SG_DMK_PSRVC,EU_DMK_FCSE,ES213,RO,0.18
2011,SG_DMK_PSRVC,EU_DMK_FCSE,,RO,0.18
2015,SG_DMK_PSRVC,EU_DMK_FCSE,ES213,RO,0.19
2018,SG_DMK_PSRVC,EU_DMK_FCSE,,RO,0.24
2015,SG_DMK_PSRVC,EU_DMK_FCSE,ES212,RO,0.24
2017,SG_DMK_PSRVC,EU_DMK_FCSE,,RO,0.17
2018,SG_DMK_PSRVC,EU_DMK_FCSE,ES212,RO,0.26
2012,SG_DMK_PSRVC,EU_DMK_FCSE,ES212,RO,0.21
2010,SG_DMK_PSRVC,EU_DMK_FCSE,,RO,0.16
2012,SG_DMK_PSRVC,EU_DMK_FCSE,ES211,RO,0.2
2020,SG_DMK_PSRVC,EU_DMK_JUST_NAC,,RO,1.39
2011,SG_DMK_PSRVC,EU_DMK_JUST_NAC,ES212,RO,1.5
2013,SG_DMK_PSRVC,EU_DMK_JUST_NAC,ES212,RO,1.37
2022,SG_DMK_PSRVC,EU_DMK_JUST_NAC,ES212,RO,1.45
2020,SG_DMK_PSRVC,EU_DMK_JUST_NAC,ES212,RO,1.32
2018,SG_DMK_PSRVC,EU_DMK_JUST_NAC,ES212,RO,1.31
2014,SG_DMK_PSRVC,EU_DMK_JUST_NAC,ES212,RO,1.37
2017,SG_DMK_PSRVC,EU_DMK_JUST_NAC,ES212,RO,1.4
2012,SG_DMK_PSRVC,EU_DMK_JUST_NAC,ES212,RO,1.5
2010,SG_DMK_PSRVC,EU_DMK_JUST_NAC,ES212,RO,1.61
2015,SG_DMK_PSRVC,EU_DMK_JUST_NAC,ES212,RO,1.46
2019,SG_DMK_PSRVC,EU_DMK_JUST_NAC,ES212,RO,1.41
2022,SG_DMK_PSRVC,EU_DMK_JUST_NAC,,RO,1.41
2023,SG_DMK_PSRVC,EU_DMK_JUST_NAC,ES212,RO,1.43
2014,SG_DMK_PSRVC,EU_DMK_JUST_NAC,,RO,1.4
2010,SG_DMK_PSRVC,EU_DMK_JUST_NAC,ES211,RO,1.3
2010,SG_DMK_PSRVC,EU_DMK_JUST_NAC,,RO,1.46
2021,SG_DMK_PSRVC,EU_DMK_JUST_NAC,,RO,1.4
2018,SG_DMK_PSRVC,EU_DMK_JUST_NAC,ES213,RO,1.35
2023,SG_DMK_PSRVC,EU_DMK_JUST_NAC,,RO,1.55
2012,SG_DMK_PSRVC,EU_DMK_JUST_NAC,,RO,1.41
2021,SG_DMK_PSRVC,EU_DMK_JUST_NAC,ES213,RO,1.38
2018,SG_DMK_PSRVC,EU_DMK_JUST_NAC,,RO,1.32
2011,SG_DMK_PSRVC,EU_DMK_JUST_NAC,ES213,RO,1.4
2011,SG_DMK_PSRVC,EU_DMK_JUST_NAC,,RO,1.41
2022,SG_DMK_PSRVC,EU_DMK_JUST_NAC,ES213,RO,1.38
2020,SG_DMK_PSRVC,EU_DMK_JUST_NAC,ES213,RO,1.43
2017,SG_DMK_PSRVC,EU_DMK_JUST_NAC,,RO,1.38
2023,SG_DMK_PSRVC,EU_DMK_JUST_NAC,ES213,RO,1.57
2019,SG_DMK_PSRVC,EU_DMK_JUST_NAC,ES213,RO,1.37
2016,SG_DMK_PSRVC,EU_DMK_JUST_NAC,ES213,RO,1.4
2014,SG_DMK_PSRVC,EU_DMK_JUST_NAC,ES213,RO,1.44
2015,SG_DMK_PSRVC,EU_DMK_JUST_NAC,ES213,RO,1.36
2012,SG_DMK_PSRVC,EU_DMK_JUST_NAC,ES213,RO,1.45
2010,SG_DMK_PSRVC,EU_DMK_JUST_NAC,ES213,RO,1.39
2023,SG_DMK_PSRVC,EU_DMK_JUST_NAC,ES211,RO,1.7
2013,SG_DMK_PSRVC,EU_DMK_JUST_NAC,,RO,1.4
2013,SG_DMK_PSRVC,EU_DMK_JUST_NAC,ES213,RO,1.43
2017,SG_DMK_PSRVC,EU_DMK_JUST_NAC,ES213,RO,1.39
2019,SG_DMK_PSRVC,EU_DMK_JUST_NAC,ES211,RO,1.39
2021,SG_DMK_PSRVC,EU_DMK_JUST_NAC,ES211,RO,1.42
2019,SG_DMK_PSRVC,EU_DMK_JUST_NAC,,RO,1.39
2015,SG_DMK_PSRVC,EU_DMK_JUST_NAC,,RO,1.4
2022,SG_DMK_PSRVC,EU_DMK_JUST_NAC,ES211,RO,1.41
2020,SG_DMK_PSRVC,EU_DMK_JUST_NAC,ES211,RO,1.37
