Year,Lurraldea,Eskualdea,Udalerria,Unidad,GeoCode,Value
2010,,,Aduna,1.000 biztanle bakoitzeko,Aduna,0.0
2011,,,Aduna,1.000 biztanle bakoitzeko,Aduna,0.0
2012,,,Aduna,1.000 biztanle bakoitzeko,Aduna,0.0
2013,,,Aduna,1.000 biztanle bakoitzeko,Aduna,0.0
2014,,,Aduna,1.000 biztanle bakoitzeko,Aduna,0.0
2015,,,Aduna,1.000 biztanle bakoitzeko,Aduna,0.0
2016,,,Aduna,1.000 biztanle bakoitzeko,Aduna,0.0
2017,,,Aduna,1.000 biztanle bakoitzeko,Aduna,0.0
2018,,,Aduna,1.000 biztanle bakoitzeko,Aduna,0.0
2019,,,Aduna,1.000 biztanle bakoitzeko,Aduna,0.0
2020,,,Aduna,1.000 biztanle bakoitzeko,Aduna,0.0
2021,,,Aduna,1.000 biztanle bakoitzeko,Aduna,0.0
2022,,,Aduna,1.000 biztanle bakoitzeko,Aduna,0.0
2010,,,Aizarnazabal,1.000 biztanle bakoitzeko,Aizarnazabal,0.0
2011,,,Aizarnazabal,1.000 biztanle bakoitzeko,Aizarnazabal,0.0
2012,,,Aizarnazabal,1.000 biztanle bakoitzeko,Aizarnazabal,0.0
2013,,,Aizarnazabal,1.000 biztanle bakoitzeko,Aizarnazabal,0.0
2014,,,Aizarnazabal,1.000 biztanle bakoitzeko,Aizarnazabal,0.0
2015,,,Aizarnazabal,1.000 biztanle bakoitzeko,Aizarnazabal,0.0
2016,,,Aizarnazabal,1.000 biztanle bakoitzeko,Aizarnazabal,0.0
2017,,,Aizarnazabal,1.000 biztanle bakoitzeko,Aizarnazabal,0.0
2018,,,Aizarnazabal,1.000 biztanle bakoitzeko,Aizarnazabal,0.0
2019,,,Aizarnazabal,1.000 biztanle bakoitzeko,Aizarnazabal,0.0
2020,,,Aizarnazabal,1.000 biztanle bakoitzeko,Aizarnazabal,0.0
2021,,,Aizarnazabal,1.000 biztanle bakoitzeko,Aizarnazabal,0.0
2022,,,Aizarnazabal,1.000 biztanle bakoitzeko,Aizarnazabal,0.0
2010,,,Albiztur,1.000 biztanle bakoitzeko,Albiztur,0.0
2011,,,Albiztur,1.000 biztanle bakoitzeko,Albiztur,0.0
2012,,,Albiztur,1.000 biztanle bakoitzeko,Albiztur,0.0
2013,,,Albiztur,1.000 biztanle bakoitzeko,Albiztur,0.0
2014,,,Albiztur,1.000 biztanle bakoitzeko,Albiztur,0.0
2015,,,Albiztur,1.000 biztanle bakoitzeko,Albiztur,0.0
2016,,,Albiztur,1.000 biztanle bakoitzeko,Albiztur,0.0
2017,,,Albiztur,1.000 biztanle bakoitzeko,Albiztur,0.0
2018,,,Albiztur,1.000 biztanle bakoitzeko,Albiztur,0.0
2019,,,Albiztur,1.000 biztanle bakoitzeko,Albiztur,0.0
2020,,,Albiztur,1.000 biztanle bakoitzeko,Albiztur,0.0
2021,,,Albiztur,1.000 biztanle bakoitzeko,Albiztur,0.0
2022,,,Albiztur,1.000 biztanle bakoitzeko,Albiztur,0.0
2010,,,Alegia,1.000 biztanle bakoitzeko,Alegia,0.0
2011,,,Alegia,1.000 biztanle bakoitzeko,Alegia,0.0
2012,,,Alegia,1.000 biztanle bakoitzeko,Alegia,0.0
2013,,,Alegia,1.000 biztanle bakoitzeko,Alegia,0.0
2014,,,Alegia,1.000 biztanle bakoitzeko,Alegia,0.0
2015,,,Alegia,1.000 biztanle bakoitzeko,Alegia,0.0
2016,,,Alegia,1.000 biztanle bakoitzeko,Alegia,0.0
2017,,,Alegia,1.000 biztanle bakoitzeko,Alegia,0.0
2018,,,Alegia,1.000 biztanle bakoitzeko,Alegia,0.0
2019,,,Alegia,1.000 biztanle bakoitzeko,Alegia,0.0
2020,,,Alegia,1.000 biztanle bakoitzeko,Alegia,0.0
2021,,,Alegia,1.000 biztanle bakoitzeko,Alegia,0.0
2022,,,Alegia,1.000 biztanle bakoitzeko,Alegia,0.0
2010,,,Alkiza,1.000 biztanle bakoitzeko,Alkiza,0.0
2011,,,Alkiza,1.000 biztanle bakoitzeko,Alkiza,0.0
2012,,,Alkiza,1.000 biztanle bakoitzeko,Alkiza,0.0
2013,,,Alkiza,1.000 biztanle bakoitzeko,Alkiza,0.0
2014,,,Alkiza,1.000 biztanle bakoitzeko,Alkiza,0.0
2015,,,Alkiza,1.000 biztanle bakoitzeko,Alkiza,0.0
2016,,,Alkiza,1.000 biztanle bakoitzeko,Alkiza,0.0
2017,,,Alkiza,1.000 biztanle bakoitzeko,Alkiza,0.0
2018,,,Alkiza,1.000 biztanle bakoitzeko,Alkiza,0.0
2019,,,Alkiza,1.000 biztanle bakoitzeko,Alkiza,0.0
2020,,,Alkiza,1.000 biztanle bakoitzeko,Alkiza,0.0
2021,,,Alkiza,1.000 biztanle bakoitzeko,Alkiza,0.0
2022,,,Alkiza,1.000 biztanle bakoitzeko,Alkiza,0.0
2010,,,Altzo,1.000 biztanle bakoitzeko,Altzo,0.0
2011,,,Altzo,1.000 biztanle bakoitzeko,Altzo,0.0
2012,,,Altzo,1.000 biztanle bakoitzeko,Altzo,0.0
2013,,,Altzo,1.000 biztanle bakoitzeko,Altzo,0.0
2014,,,Altzo,1.000 biztanle bakoitzeko,Altzo,0.0
2015,,,Altzo,1.000 biztanle bakoitzeko,Altzo,0.0
2016,,,Altzo,1.000 biztanle bakoitzeko,Altzo,0.0
2017,,,Altzo,1.000 biztanle bakoitzeko,Altzo,0.0
2018,,,Altzo,1.000 biztanle bakoitzeko,Altzo,0.0
2019,,,Altzo,1.000 biztanle bakoitzeko,Altzo,0.0
2020,,,Altzo,1.000 biztanle bakoitzeko,Altzo,0.0
2021,,,Altzo,1.000 biztanle bakoitzeko,Altzo,0.0
2022,,,Altzo,1.000 biztanle bakoitzeko,Altzo,0.0
2010,,,Amezketa,1.000 biztanle bakoitzeko,Amezketa,0.0
2011,,,Amezketa,1.000 biztanle bakoitzeko,Amezketa,0.0
2012,,,Amezketa,1.000 biztanle bakoitzeko,Amezketa,0.0
2013,,,Amezketa,1.000 biztanle bakoitzeko,Amezketa,0.0
2014,,,Amezketa,1.000 biztanle bakoitzeko,Amezketa,0.0
2015,,,Amezketa,1.000 biztanle bakoitzeko,Amezketa,0.0
2016,,,Amezketa,1.000 biztanle bakoitzeko,Amezketa,0.0
2017,,,Amezketa,1.000 biztanle bakoitzeko,Amezketa,0.0
2018,,,Amezketa,1.000 biztanle bakoitzeko,Amezketa,0.0
2019,,,Amezketa,1.000 biztanle bakoitzeko,Amezketa,0.0
2020,,,Amezketa,1.000 biztanle bakoitzeko,Amezketa,0.0
2021,,,Amezketa,1.000 biztanle bakoitzeko,Amezketa,0.0
2022,,,Amezketa,1.000 biztanle bakoitzeko,Amezketa,0.0
2010,,,Andoain,1.000 biztanle bakoitzeko,Andoain,6.9
2011,,,Andoain,1.000 biztanle bakoitzeko,Andoain,0.0
2012,,,Andoain,1.000 biztanle bakoitzeko,Andoain,0.0
2013,,,Andoain,1.000 biztanle bakoitzeko,Andoain,0.0
2014,,,Andoain,1.000 biztanle bakoitzeko,Andoain,0.0
2015,,,Andoain,1.000 biztanle bakoitzeko,Andoain,0.0
2016,,,Andoain,1.000 biztanle bakoitzeko,Andoain,0.0
2017,,,Andoain,1.000 biztanle bakoitzeko,Andoain,0.0
2018,,,Andoain,1.000 biztanle bakoitzeko,Andoain,0.0
2019,,,Andoain,1.000 biztanle bakoitzeko,Andoain,0.0
2020,,,Andoain,1.000 biztanle bakoitzeko,Andoain,0.0
2021,,,Andoain,1.000 biztanle bakoitzeko,Andoain,0.0
2022,,,Andoain,1.000 biztanle bakoitzeko,Andoain,0.0
2010,,Bidasoa Beherea / Bajo Bidasoa,,1.000 biztanle bakoitzeko,Bidasoa Beherea / Bajo Bidasoa,0.4
2011,,Bidasoa Beherea / Bajo Bidasoa,,1.000 biztanle bakoitzeko,Bidasoa Beherea / Bajo Bidasoa,0.4
2012,,Bidasoa Beherea / Bajo Bidasoa,,1.000 biztanle bakoitzeko,Bidasoa Beherea / Bajo Bidasoa,0.3
2013,,Bidasoa Beherea / Bajo Bidasoa,,1.000 biztanle bakoitzeko,Bidasoa Beherea / Bajo Bidasoa,0.9
2014,,Bidasoa Beherea / Bajo Bidasoa,,1.000 biztanle bakoitzeko,Bidasoa Beherea / Bajo Bidasoa,1.3
2015,,Bidasoa Beherea / Bajo Bidasoa,,1.000 biztanle bakoitzeko,Bidasoa Beherea / Bajo Bidasoa,1.3
2016,,Bidasoa Beherea / Bajo Bidasoa,,1.000 biztanle bakoitzeko,Bidasoa Beherea / Bajo Bidasoa,1.6
2017,,Bidasoa Beherea / Bajo Bidasoa,,1.000 biztanle bakoitzeko,Bidasoa Beherea / Bajo Bidasoa,1.6
2018,,Bidasoa Beherea / Bajo Bidasoa,,1.000 biztanle bakoitzeko,Bidasoa Beherea / Bajo Bidasoa,1.9
2019,,Bidasoa Beherea / Bajo Bidasoa,,1.000 biztanle bakoitzeko,Bidasoa Beherea / Bajo Bidasoa,1.5
2020,,Bidasoa Beherea / Bajo Bidasoa,,1.000 biztanle bakoitzeko,Bidasoa Beherea / Bajo Bidasoa,1.5
2021,,Bidasoa Beherea / Bajo Bidasoa,,1.000 biztanle bakoitzeko,Bidasoa Beherea / Bajo Bidasoa,1.7
2022,,Bidasoa Beherea / Bajo Bidasoa,,1.000 biztanle bakoitzeko,Bidasoa Beherea / Bajo Bidasoa,1.3
2010,,,Anoeta,1.000 biztanle bakoitzeko,Anoeta,0.0
2011,,,Anoeta,1.000 biztanle bakoitzeko,Anoeta,0.0
2012,,,Anoeta,1.000 biztanle bakoitzeko,Anoeta,0.0
2013,,,Anoeta,1.000 biztanle bakoitzeko,Anoeta,14.1
2014,,,Anoeta,1.000 biztanle bakoitzeko,Anoeta,14.0
2015,,,Anoeta,1.000 biztanle bakoitzeko,Anoeta,13.9
2016,,,Anoeta,1.000 biztanle bakoitzeko,Anoeta,13.6
2017,,,Anoeta,1.000 biztanle bakoitzeko,Anoeta,13.4
2018,,,Anoeta,1.000 biztanle bakoitzeko,Anoeta,0.0
2019,,,Anoeta,1.000 biztanle bakoitzeko,Anoeta,0.0
2020,,,Anoeta,1.000 biztanle bakoitzeko,Anoeta,0.0
2021,,,Anoeta,1.000 biztanle bakoitzeko,Anoeta,0.0
2022,,,Anoeta,1.000 biztanle bakoitzeko,Anoeta,0.0
2010,,,Antzuola,1.000 biztanle bakoitzeko,Antzuola,0.0
2011,,,Antzuola,1.000 biztanle bakoitzeko,Antzuola,0.0
2012,,,Antzuola,1.000 biztanle bakoitzeko,Antzuola,0.0
2013,,,Antzuola,1.000 biztanle bakoitzeko,Antzuola,0.0
2014,,,Antzuola,1.000 biztanle bakoitzeko,Antzuola,0.0
2015,,,Antzuola,1.000 biztanle bakoitzeko,Antzuola,0.0
2016,,,Antzuola,1.000 biztanle bakoitzeko,Antzuola,0.0
2017,,,Antzuola,1.000 biztanle bakoitzeko,Antzuola,0.0
2018,,,Antzuola,1.000 biztanle bakoitzeko,Antzuola,0.0
2019,,,Antzuola,1.000 biztanle bakoitzeko,Antzuola,0.0
2020,,,Antzuola,1.000 biztanle bakoitzeko,Antzuola,0.0
2021,,,Antzuola,1.000 biztanle bakoitzeko,Antzuola,0.0
2022,,,Antzuola,1.000 biztanle bakoitzeko,Antzuola,0.0
2010,,,Arama,1.000 biztanle bakoitzeko,Arama,0.0
2011,,,Arama,1.000 biztanle bakoitzeko,Arama,0.0
2012,,,Arama,1.000 biztanle bakoitzeko,Arama,0.0
2013,,,Arama,1.000 biztanle bakoitzeko,Arama,0.0
2014,,,Arama,1.000 biztanle bakoitzeko,Arama,0.0
2015,,,Arama,1.000 biztanle bakoitzeko,Arama,0.0
2016,,,Arama,1.000 biztanle bakoitzeko,Arama,0.0
2017,,,Arama,1.000 biztanle bakoitzeko,Arama,0.0
2018,,,Arama,1.000 biztanle bakoitzeko,Arama,0.0
2019,,,Arama,1.000 biztanle bakoitzeko,Arama,0.0
2020,,,Arama,1.000 biztanle bakoitzeko,Arama,0.0
2021,,,Arama,1.000 biztanle bakoitzeko,Arama,0.0
2022,,,Arama,1.000 biztanle bakoitzeko,Arama,0.0
2010,,,Aretxabaleta,1.000 biztanle bakoitzeko,Aretxabaleta,15.2
2011,,,Aretxabaleta,1.000 biztanle bakoitzeko,Aretxabaleta,15.1
2012,,,Aretxabaleta,1.000 biztanle bakoitzeko,Aretxabaleta,14.9
2013,,,Aretxabaleta,1.000 biztanle bakoitzeko,Aretxabaleta,0.0
2014,,,Aretxabaleta,1.000 biztanle bakoitzeko,Aretxabaleta,0.0
2015,,,Aretxabaleta,1.000 biztanle bakoitzeko,Aretxabaleta,0.0
2016,,,Aretxabaleta,1.000 biztanle bakoitzeko,Aretxabaleta,0.0
2017,,,Aretxabaleta,1.000 biztanle bakoitzeko,Aretxabaleta,0.0
2018,,,Aretxabaleta,1.000 biztanle bakoitzeko,Aretxabaleta,0.0
2019,,,Aretxabaleta,1.000 biztanle bakoitzeko,Aretxabaleta,0.0
2020,,,Aretxabaleta,1.000 biztanle bakoitzeko,Aretxabaleta,0.0
2021,,,Aretxabaleta,1.000 biztanle bakoitzeko,Aretxabaleta,0.0
2022,,,Aretxabaleta,1.000 biztanle bakoitzeko,Aretxabaleta,0.0
2010,,,Asteasu,1.000 biztanle bakoitzeko,Asteasu,0.0
2011,,,Asteasu,1.000 biztanle bakoitzeko,Asteasu,0.0
2012,,,Asteasu,1.000 biztanle bakoitzeko,Asteasu,0.0
2013,,,Asteasu,1.000 biztanle bakoitzeko,Asteasu,0.0
2014,,,Asteasu,1.000 biztanle bakoitzeko,Asteasu,0.0
2015,,,Asteasu,1.000 biztanle bakoitzeko,Asteasu,0.0
2016,,,Asteasu,1.000 biztanle bakoitzeko,Asteasu,0.0
2017,,,Asteasu,1.000 biztanle bakoitzeko,Asteasu,0.0
2018,,,Asteasu,1.000 biztanle bakoitzeko,Asteasu,0.0
2019,,,Asteasu,1.000 biztanle bakoitzeko,Asteasu,0.0
2020,,,Asteasu,1.000 biztanle bakoitzeko,Asteasu,0.0
2021,,,Asteasu,1.000 biztanle bakoitzeko,Asteasu,0.0
2022,,,Asteasu,1.000 biztanle bakoitzeko,Asteasu,0.0
2010,,,Ataun,1.000 biztanle bakoitzeko,Ataun,0.0
2011,,,Ataun,1.000 biztanle bakoitzeko,Ataun,0.0
2012,,,Ataun,1.000 biztanle bakoitzeko,Ataun,0.0
2013,,,Ataun,1.000 biztanle bakoitzeko,Ataun,0.0
2014,,,Ataun,1.000 biztanle bakoitzeko,Ataun,0.0
2015,,,Ataun,1.000 biztanle bakoitzeko,Ataun,0.0
2016,,,Ataun,1.000 biztanle bakoitzeko,Ataun,0.0
2017,,,Ataun,1.000 biztanle bakoitzeko,Ataun,0.0
2018,,,Ataun,1.000 biztanle bakoitzeko,Ataun,0.0
2019,,,Ataun,1.000 biztanle bakoitzeko,Ataun,0.0
2020,,,Ataun,1.000 biztanle bakoitzeko,Ataun,0.0
2021,,,Ataun,1.000 biztanle bakoitzeko,Ataun,0.0
2022,,,Ataun,1.000 biztanle bakoitzeko,Ataun,0.0
2010,,,Aia,1.000 biztanle bakoitzeko,Aia,0.0
2011,,,Aia,1.000 biztanle bakoitzeko,Aia,0.0
2012,,,Aia,1.000 biztanle bakoitzeko,Aia,0.0
2013,,,Aia,1.000 biztanle bakoitzeko,Aia,0.0
2014,,,Aia,1.000 biztanle bakoitzeko,Aia,0.0
2015,,,Aia,1.000 biztanle bakoitzeko,Aia,0.0
2016,,,Aia,1.000 biztanle bakoitzeko,Aia,0.0
2017,,,Aia,1.000 biztanle bakoitzeko,Aia,0.0
2018,,,Aia,1.000 biztanle bakoitzeko,Aia,0.0
2019,,,Aia,1.000 biztanle bakoitzeko,Aia,0.0
2020,,,Aia,1.000 biztanle bakoitzeko,Aia,0.0
2021,,,Aia,1.000 biztanle bakoitzeko,Aia,0.0
2022,,,Aia,1.000 biztanle bakoitzeko,Aia,0.0
2010,,,Azkoitia,1.000 biztanle bakoitzeko,Azkoitia,0.0
2011,,,Azkoitia,1.000 biztanle bakoitzeko,Azkoitia,0.0
2012,,,Azkoitia,1.000 biztanle bakoitzeko,Azkoitia,0.0
2013,,,Azkoitia,1.000 biztanle bakoitzeko,Azkoitia,0.0
2014,,,Azkoitia,1.000 biztanle bakoitzeko,Azkoitia,0.0
2015,,,Azkoitia,1.000 biztanle bakoitzeko,Azkoitia,0.0
2016,,,Azkoitia,1.000 biztanle bakoitzeko,Azkoitia,0.0
2017,,,Azkoitia,1.000 biztanle bakoitzeko,Azkoitia,1.4
2018,,,Azkoitia,1.000 biztanle bakoitzeko,Azkoitia,1.3
2019,,,Azkoitia,1.000 biztanle bakoitzeko,Azkoitia,1.3
2020,,,Azkoitia,1.000 biztanle bakoitzeko,Azkoitia,1.3
2021,,,Azkoitia,1.000 biztanle bakoitzeko,Azkoitia,1.3
2022,,,Azkoitia,1.000 biztanle bakoitzeko,Azkoitia,1.2
2010,,,Azpeitia,1.000 biztanle bakoitzeko,Azpeitia,0.0
2011,,,Azpeitia,1.000 biztanle bakoitzeko,Azpeitia,0.0
2012,,,Azpeitia,1.000 biztanle bakoitzeko,Azpeitia,0.0
2013,,,Azpeitia,1.000 biztanle bakoitzeko,Azpeitia,0.0
2014,,,Azpeitia,1.000 biztanle bakoitzeko,Azpeitia,0.0
2015,,,Azpeitia,1.000 biztanle bakoitzeko,Azpeitia,0.0
2016,,,Azpeitia,1.000 biztanle bakoitzeko,Azpeitia,0.0
2017,,,Azpeitia,1.000 biztanle bakoitzeko,Azpeitia,0.0
2018,,,Azpeitia,1.000 biztanle bakoitzeko,Azpeitia,0.0
2019,,,Azpeitia,1.000 biztanle bakoitzeko,Azpeitia,0.0
2020,,,Azpeitia,1.000 biztanle bakoitzeko,Azpeitia,0.0
2021,,,Azpeitia,1.000 biztanle bakoitzeko,Azpeitia,0.0
2022,,,Azpeitia,1.000 biztanle bakoitzeko,Azpeitia,0.0
2010,,,Beasain,1.000 biztanle bakoitzeko,Beasain,0.0
2011,,,Beasain,1.000 biztanle bakoitzeko,Beasain,1.0
2012,,,Beasain,1.000 biztanle bakoitzeko,Beasain,3.8
2013,,,Beasain,1.000 biztanle bakoitzeko,Beasain,5.6
2014,,,Beasain,1.000 biztanle bakoitzeko,Beasain,5.5
2015,,,Beasain,1.000 biztanle bakoitzeko,Beasain,5.5
2016,,,Beasain,1.000 biztanle bakoitzeko,Beasain,4.6
2017,,,Beasain,1.000 biztanle bakoitzeko,Beasain,1.8
2018,,,Beasain,1.000 biztanle bakoitzeko,Beasain,0.0
2019,,,Beasain,1.000 biztanle bakoitzeko,Beasain,0.0
2020,,,Beasain,1.000 biztanle bakoitzeko,Beasain,0.0
2021,,,Beasain,1.000 biztanle bakoitzeko,Beasain,0.0
2022,,,Beasain,1.000 biztanle bakoitzeko,Beasain,0.0
2010,,Debabarrena / Bajo Deba,,1.000 biztanle bakoitzeko,Debabarrena / Bajo Deba,4.5
2011,,Debabarrena / Bajo Deba,,1.000 biztanle bakoitzeko,Debabarrena / Bajo Deba,5.0
2012,,Debabarrena / Bajo Deba,,1.000 biztanle bakoitzeko,Debabarrena / Bajo Deba,5.0
2013,,Debabarrena / Bajo Deba,,1.000 biztanle bakoitzeko,Debabarrena / Bajo Deba,5.8
2014,,Debabarrena / Bajo Deba,,1.000 biztanle bakoitzeko,Debabarrena / Bajo Deba,3.7
2015,,Debabarrena / Bajo Deba,,1.000 biztanle bakoitzeko,Debabarrena / Bajo Deba,2.7
2016,,Debabarrena / Bajo Deba,,1.000 biztanle bakoitzeko,Debabarrena / Bajo Deba,2.4
2017,,Debabarrena / Bajo Deba,,1.000 biztanle bakoitzeko,Debabarrena / Bajo Deba,2.4
2018,,Debabarrena / Bajo Deba,,1.000 biztanle bakoitzeko,Debabarrena / Bajo Deba,1.4
2019,,Debabarrena / Bajo Deba,,1.000 biztanle bakoitzeko,Debabarrena / Bajo Deba,1.4
2020,,Debabarrena / Bajo Deba,,1.000 biztanle bakoitzeko,Debabarrena / Bajo Deba,1.1
2021,,Debabarrena / Bajo Deba,,1.000 biztanle bakoitzeko,Debabarrena / Bajo Deba,0.0
2022,,Debabarrena / Bajo Deba,,1.000 biztanle bakoitzeko,Debabarrena / Bajo Deba,0.0
2010,,,Beizama,1.000 biztanle bakoitzeko,Beizama,0.0
2011,,,Beizama,1.000 biztanle bakoitzeko,Beizama,0.0
2012,,,Beizama,1.000 biztanle bakoitzeko,Beizama,0.0
2013,,,Beizama,1.000 biztanle bakoitzeko,Beizama,0.0
2014,,,Beizama,1.000 biztanle bakoitzeko,Beizama,0.0
2015,,,Beizama,1.000 biztanle bakoitzeko,Beizama,0.0
2016,,,Beizama,1.000 biztanle bakoitzeko,Beizama,0.0
2017,,,Beizama,1.000 biztanle bakoitzeko,Beizama,0.0
2018,,,Beizama,1.000 biztanle bakoitzeko,Beizama,0.0
2019,,,Beizama,1.000 biztanle bakoitzeko,Beizama,0.0
2020,,,Beizama,1.000 biztanle bakoitzeko,Beizama,0.0
2021,,,Beizama,1.000 biztanle bakoitzeko,Beizama,0.0
2022,,,Beizama,1.000 biztanle bakoitzeko,Beizama,0.0
2010,,,Belauntza,1.000 biztanle bakoitzeko,Belauntza,0.0
2011,,,Belauntza,1.000 biztanle bakoitzeko,Belauntza,0.0
2012,,,Belauntza,1.000 biztanle bakoitzeko,Belauntza,0.0
2013,,,Belauntza,1.000 biztanle bakoitzeko,Belauntza,0.0
2014,,,Belauntza,1.000 biztanle bakoitzeko,Belauntza,0.0
2015,,,Belauntza,1.000 biztanle bakoitzeko,Belauntza,0.0
2016,,,Belauntza,1.000 biztanle bakoitzeko,Belauntza,0.0
2017,,,Belauntza,1.000 biztanle bakoitzeko,Belauntza,0.0
2018,,,Belauntza,1.000 biztanle bakoitzeko,Belauntza,0.0
2019,,,Belauntza,1.000 biztanle bakoitzeko,Belauntza,0.0
2020,,,Belauntza,1.000 biztanle bakoitzeko,Belauntza,0.0
2021,,,Belauntza,1.000 biztanle bakoitzeko,Belauntza,0.0
2022,,,Belauntza,1.000 biztanle bakoitzeko,Belauntza,0.0
2010,,,Berastegi,1.000 biztanle bakoitzeko,Berastegi,0.0
2011,,,Berastegi,1.000 biztanle bakoitzeko,Berastegi,0.0
2012,,,Berastegi,1.000 biztanle bakoitzeko,Berastegi,0.0
2013,,,Berastegi,1.000 biztanle bakoitzeko,Berastegi,0.0
2014,,,Berastegi,1.000 biztanle bakoitzeko,Berastegi,0.0
2015,,,Berastegi,1.000 biztanle bakoitzeko,Berastegi,0.0
2016,,,Berastegi,1.000 biztanle bakoitzeko,Berastegi,0.0
2017,,,Berastegi,1.000 biztanle bakoitzeko,Berastegi,0.0
2018,,,Berastegi,1.000 biztanle bakoitzeko,Berastegi,0.0
2019,,,Berastegi,1.000 biztanle bakoitzeko,Berastegi,0.0
2020,,,Berastegi,1.000 biztanle bakoitzeko,Berastegi,0.0
2021,,,Berastegi,1.000 biztanle bakoitzeko,Berastegi,0.0
2022,,,Berastegi,1.000 biztanle bakoitzeko,Berastegi,0.0
2010,,,Berrobi,1.000 biztanle bakoitzeko,Berrobi,0.0
2011,,,Berrobi,1.000 biztanle bakoitzeko,Berrobi,0.0
2012,,,Berrobi,1.000 biztanle bakoitzeko,Berrobi,0.0
2013,,,Berrobi,1.000 biztanle bakoitzeko,Berrobi,0.0
2014,,,Berrobi,1.000 biztanle bakoitzeko,Berrobi,0.0
2015,,,Berrobi,1.000 biztanle bakoitzeko,Berrobi,0.0
2016,,,Berrobi,1.000 biztanle bakoitzeko,Berrobi,0.0
2017,,,Berrobi,1.000 biztanle bakoitzeko,Berrobi,0.0
2018,,,Berrobi,1.000 biztanle bakoitzeko,Berrobi,0.0
2019,,,Berrobi,1.000 biztanle bakoitzeko,Berrobi,0.0
2020,,,Berrobi,1.000 biztanle bakoitzeko,Berrobi,0.0
2021,,,Berrobi,1.000 biztanle bakoitzeko,Berrobi,0.0
2022,,,Berrobi,1.000 biztanle bakoitzeko,Berrobi,0.0
2010,,,Bidania-Goiatz,1.000 biztanle bakoitzeko,Bidania-Goiatz,0.0
2011,,,Bidania-Goiatz,1.000 biztanle bakoitzeko,Bidania-Goiatz,0.0
2012,,,Bidania-Goiatz,1.000 biztanle bakoitzeko,Bidania-Goiatz,0.0
2013,,,Bidania-Goiatz,1.000 biztanle bakoitzeko,Bidania-Goiatz,0.0
2014,,,Bidania-Goiatz,1.000 biztanle bakoitzeko,Bidania-Goiatz,0.0
2015,,,Bidania-Goiatz,1.000 biztanle bakoitzeko,Bidania-Goiatz,0.0
2016,,,Bidania-Goiatz,1.000 biztanle bakoitzeko,Bidania-Goiatz,0.0
2017,,,Bidania-Goiatz,1.000 biztanle bakoitzeko,Bidania-Goiatz,0.0
2018,,,Bidania-Goiatz,1.000 biztanle bakoitzeko,Bidania-Goiatz,0.0
2019,,,Bidania-Goiatz,1.000 biztanle bakoitzeko,Bidania-Goiatz,0.0
2020,,,Bidania-Goiatz,1.000 biztanle bakoitzeko,Bidania-Goiatz,0.0
2021,,,Bidania-Goiatz,1.000 biztanle bakoitzeko,Bidania-Goiatz,0.0
2022,,,Bidania-Goiatz,1.000 biztanle bakoitzeko,Bidania-Goiatz,0.0
2010,,,Zegama,1.000 biztanle bakoitzeko,Zegama,0.0
2011,,,Zegama,1.000 biztanle bakoitzeko,Zegama,0.0
2012,,,Zegama,1.000 biztanle bakoitzeko,Zegama,0.0
2013,,,Zegama,1.000 biztanle bakoitzeko,Zegama,0.0
2014,,,Zegama,1.000 biztanle bakoitzeko,Zegama,0.0
2015,,,Zegama,1.000 biztanle bakoitzeko,Zegama,0.0
2016,,,Zegama,1.000 biztanle bakoitzeko,Zegama,0.0
2017,,,Zegama,1.000 biztanle bakoitzeko,Zegama,0.0
2018,,,Zegama,1.000 biztanle bakoitzeko,Zegama,0.0
2019,,,Zegama,1.000 biztanle bakoitzeko,Zegama,0.0
2020,,,Zegama,1.000 biztanle bakoitzeko,Zegama,0.0
2021,,,Zegama,1.000 biztanle bakoitzeko,Zegama,0.0
2022,,,Zegama,1.000 biztanle bakoitzeko,Zegama,0.0
2010,,,Zerain,1.000 biztanle bakoitzeko,Zerain,0.0
2011,,,Zerain,1.000 biztanle bakoitzeko,Zerain,0.0
2012,,,Zerain,1.000 biztanle bakoitzeko,Zerain,0.0
2013,,,Zerain,1.000 biztanle bakoitzeko,Zerain,0.0
2014,,,Zerain,1.000 biztanle bakoitzeko,Zerain,0.0
2015,,,Zerain,1.000 biztanle bakoitzeko,Zerain,0.0
2016,,,Zerain,1.000 biztanle bakoitzeko,Zerain,0.0
2017,,,Zerain,1.000 biztanle bakoitzeko,Zerain,0.0
2018,,,Zerain,1.000 biztanle bakoitzeko,Zerain,0.0
2019,,,Zerain,1.000 biztanle bakoitzeko,Zerain,0.0
2020,,,Zerain,1.000 biztanle bakoitzeko,Zerain,0.0
2021,,,Zerain,1.000 biztanle bakoitzeko,Zerain,0.0
2022,,,Zerain,1.000 biztanle bakoitzeko,Zerain,0.0
2010,,,Zestoa,1.000 biztanle bakoitzeko,Zestoa,0.0
2011,,,Zestoa,1.000 biztanle bakoitzeko,Zestoa,0.0
2012,,,Zestoa,1.000 biztanle bakoitzeko,Zestoa,9.9
2013,,,Zestoa,1.000 biztanle bakoitzeko,Zestoa,9.8
2014,,,Zestoa,1.000 biztanle bakoitzeko,Zestoa,9.6
2015,,,Zestoa,1.000 biztanle bakoitzeko,Zestoa,9.5
2016,,,Zestoa,1.000 biztanle bakoitzeko,Zestoa,9.5
2017,,,Zestoa,1.000 biztanle bakoitzeko,Zestoa,0.0
