Year,Territorio,Comarca,Municipio,Units,GeoCode,Desaggregation,Value
2019,,,ES01009,PT,ES01009,All,0.0
2018,,,ES01009,PT,ES01009,All,0.0
2010,,,ES01009,PT,ES01009,All,0.0
2013,,,ES01009,PT,ES01009,All,0.0
2011,,,ES01009,PT,ES01009,All,0.0
2015,,,ES20014,PT,ES20014,All,0.4
2014,,,ES20014,PT,ES20014,All,0.1
2019,,,ES20014,PT,ES20014,All,0.7
2018,,,ES20014,PT,ES20014,All,0.7
2016,,,ES20014,PT,ES20014,All,0.7
2012,,,ES20014,PT,ES20014,All,0.5
2017,,,ES20014,PT,ES20014,All,0.7
2011,,,ES20014,PT,ES20014,All,0.5
2023,,,ES20014,PT,ES20014,All,1.6
2022,,,ES20014,PT,ES20014,All,1.3
2013,,,ES20014,PT,ES20014,All,0.5
2010,,,ES20014,PT,ES20014,All,0.1
2021,,,ES20014,PT,ES20014,All,0.8
2020,,,ES20014,PT,ES20014,All,0.7
2012,,,ES20903,PT,ES20903,All,3.3
2017,,,ES20903,PT,ES20903,All,8.5
2019,,,ES20903,PT,ES20903,All,7.9
2020,,,ES20903,PT,ES20903,All,5.6
2021,,,ES20903,PT,ES20903,All,8.6
2022,,,ES20903,PT,ES20903,All,8.7
2023,,,ES20903,PT,ES20903,All,8.6
2016,,,ES20903,PT,ES20903,All,5.5
2011,,,ES20903,PT,ES20903,All,2.6
2014,,,ES20903,PT,ES20903,All,4.0
2010,,,ES20903,PT,ES20903,All,3.1
2018,,,ES20903,PT,ES20903,All,8.5
2015,,,ES20903,PT,ES20903,All,4.6
2013,,,ES20903,PT,ES20903,All,3.9
2021,,,ES20015,PT,ES20015,All,4.5
2022,,,ES20015,PT,ES20015,All,4.5
2016,,,ES20015,PT,ES20015,All,1.4
2010,,,ES20015,PT,ES20015,All,1.5
2012,,,ES20015,PT,ES20015,All,1.6
2018,,,ES20015,PT,ES20015,All,1.4
2014,,,ES20015,PT,ES20015,All,1.8
2015,,,ES20015,PT,ES20015,All,1.7
2017,,,ES20015,PT,ES20015,All,1.4
2013,,,ES20015,PT,ES20015,All,1.6
2023,,,ES20015,PT,ES20015,All,4.9
2020,,,ES20015,PT,ES20015,All,5.0
2011,,,ES20015,PT,ES20015,All,1.5
2019,,,ES20015,PT,ES20015,All,5.2
2011,,,ES48091,PT,ES48091,All,1.4
2013,,,ES48091,PT,ES48091,All,1.4
2018,,,ES48091,PT,ES48091,All,0.9
2017,,,ES48091,PT,ES48091,All,1.2
2023,,,ES48091,PT,ES48091,All,1.9
2019,,,ES48091,PT,ES48091,All,0.8
2010,,,ES48091,PT,ES48091,All,1.1
2015,,,ES48091,PT,ES48091,All,1.4
2014,,,ES48091,PT,ES48091,All,1.4
2012,,,ES48091,PT,ES48091,All,1.4
2021,,,ES48091,PT,ES48091,All,1.8
2016,,,ES48091,PT,ES48091,All,1.2
2020,,,ES48091,PT,ES48091,All,0.9
2022,,,ES48091,PT,ES48091,All,1.9
2022,,,ES48070,PT,ES48070,All,0.7
2013,,,ES48070,PT,ES48070,All,0.5
2019,,,ES48070,PT,ES48070,All,0.7
2015,,,ES48070,PT,ES48070,All,0.7
2021,,,ES48070,PT,ES48070,All,0.7
2011,,,ES48070,PT,ES48070,All,0.6
2018,,,ES48070,PT,ES48070,All,0.6
2014,,,ES48070,PT,ES48070,All,0.5
2023,,,ES48070,PT,ES48070,All,0.7
2016,,,ES48070,PT,ES48070,All,0.7
2012,,,ES48070,PT,ES48070,All,0.6
2010,,,ES48070,PT,ES48070,All,0.6
2017,,,ES48070,PT,ES48070,All,0.4
2020,,,ES48070,PT,ES48070,All,0.7
2018,,,ES01010,PT,ES01010,All,0.1
2017,,,ES01010,PT,ES01010,All,0.1
2012,,,ES01010,PT,ES01010,All,0.1
2023,,,ES01010,PT,ES01010,All,0.1
2011,,,ES01010,PT,ES01010,All,0.0
2010,,,ES01010,PT,ES01010,All,0.0
2014,,,ES01010,PT,ES01010,All,0.1
2019,,,ES01010,PT,ES01010,All,0.1
2020,,,ES01010,PT,ES01010,All,0.1
2013,,,ES01010,PT,ES01010,All,0.1
2021,,,ES01010,PT,ES01010,All,0.1
2016,,,ES01010,PT,ES01010,All,0.1
2015,,,ES01010,PT,ES01010,All,0.1
2022,,,ES01010,PT,ES01010,All,0.1
2013,,,ES20017,PT,ES20017,All,0.1
2011,,,ES20017,PT,ES20017,All,1.1
2021,,,ES20017,PT,ES20017,All,3.9
2018,,,ES20017,PT,ES20017,All,1.0
2016,,,ES20017,PT,ES20017,All,0.2
2022,,,ES20017,PT,ES20017,All,3.9
2020,,,ES20017,PT,ES20017,All,1.6
2023,,,ES20017,PT,ES20017,All,6.8
2010,,,ES20017,PT,ES20017,All,1.1
2019,,,ES20017,PT,ES20017,All,1.6
2017,,,ES20017,PT,ES20017,All,0.2
2014,,,ES20017,PT,ES20017,All,0.1
2012,,,ES20017,PT,ES20017,All,0.4
2015,,,ES20017,PT,ES20017,All,0.2
2015,,,ES20018,PT,ES20018,All,1.4
2022,,,ES20018,PT,ES20018,All,3.0
2010,,,ES20018,PT,ES20018,All,0.3
2013,,,ES20018,PT,ES20018,All,0.3
2014,,,ES20018,PT,ES20018,All,0.9
2019,,,ES20018,PT,ES20018,All,1.7
2016,,,ES20018,PT,ES20018,All,1.5
2017,,,ES20018,PT,ES20018,All,1.5
2012,,,ES20018,PT,ES20018,All,0.3
2011,,,ES20018,PT,ES20018,All,0.3
2023,,,ES20018,PT,ES20018,All,3.3
2018,,,ES20018,PT,ES20018,All,1.7
2020,,,ES20018,PT,ES20018,All,2.3
2021,,,ES20018,PT,ES20018,All,2.4
2020,,,ES48012,PT,ES48012,All,2.9
2015,,,ES48012,PT,ES48012,All,1.7
2021,,,ES48012,PT,ES48012,All,2.9
2011,,,ES48012,PT,ES48012,All,1.1
2018,,,ES48012,PT,ES48012,All,5.7
2017,,,ES48012,PT,ES48012,All,4.7
2023,,,ES48012,PT,ES48012,All,2.9
2013,,,ES48012,PT,ES48012,All,1.1
2012,,,ES48012,PT,ES48012,All,1.1
2019,,,ES48012,PT,ES48012,All,5.7
2014,,,ES48012,PT,ES48012,All,1.1
2016,,,ES48012,PT,ES48012,All,5.0
2022,,,ES48012,PT,ES48012,All,2.8
2010,,,ES48012,PT,ES48012,All,0.8
2022,,,ES20904,PT,ES20904,All,18.3
2021,,,ES20904,PT,ES20904,All,18.3
2014,,,ES20904,PT,ES20904,All,0.0
2018,,,ES20904,PT,ES20904,All,0.0
2010,,,ES20904,PT,ES20904,All,0.0
2015,,,ES20904,PT,ES20904,All,0.0
2013,,,ES20904,PT,ES20904,All,0.0
2020,,,ES20904,PT,ES20904,All,18.5
2012,,,ES20904,PT,ES20904,All,0.0
2011,,,ES20904,PT,ES20904,All,0.0
2019,,,ES20904,PT,ES20904,All,18.5
2016,,,ES20904,PT,ES20904,All,0.0
2017,,,ES20904,PT,ES20904,All,0.0
2023,,,ES20904,PT,ES20904,All,18.3
2011,,,ES48090,PT,ES48090,All,0.0
2023,,,ES48090,PT,ES48090,All,0.0
2012,,,ES48090,PT,ES48090,All,0.0
2016,,,ES48090,PT,ES48090,All,0.0
2020,,,ES48090,PT,ES48090,All,0.0
2018,,,ES48090,PT,ES48090,All,0.0
2010,,,ES48090,PT,ES48090,All,0.0
2017,,,ES48090,PT,ES48090,All,0.0
2021,,,ES48090,PT,ES48090,All,0.0
2013,,,ES48090,PT,ES48090,All,0.0
2022,,,ES48090,PT,ES48090,All,0.0
2019,,,ES48090,PT,ES48090,All,0.0
2014,,,ES48090,PT,ES48090,All,0.0
2015,,,ES48090,PT,ES48090,All,0.0
2014,,,ES01011,PT,ES01011,All,2.1
2023,,,ES01011,PT,ES01011,All,6.4
2021,,,ES01011,PT,ES01011,All,5.7
2020,,,ES01011,PT,ES01011,All,5.1
2013,,,ES01011,PT,ES01011,All,4.8
2010,,,ES01011,PT,ES01011,All,1.8
2022,,,ES01011,PT,ES01011,All,6.1
2011,,,ES01011,PT,ES01011,All,3.4
2012,,,ES01011,PT,ES01011,All,4.0
2016,,,ES01011,PT,ES01011,All,3.2
2017,,,ES01011,PT,ES01011,All,3.2
2018,,,ES01011,PT,ES01011,All,7.0
2019,,,ES01011,PT,ES01011,All,5.0
2015,,,ES01011,PT,ES01011,All,2.2
2020,,,ES48013,PT,ES48013,All,0.0
2016,,,ES48013,PT,ES48013,All,0.0
2021,,,ES48013,PT,ES48013,All,0.0
2015,,,ES48013,PT,ES48013,All,0.0
2017,,,ES48013,PT,ES48013,All,0.0
2023,,,ES48013,PT,ES48013,All,0.0
2012,,,ES48013,PT,ES48013,All,0.0
2014,,,ES48013,PT,ES48013,All,0.0
2018,,,ES48013,PT,ES48013,All,0.0
2022,,,ES48013,PT,ES48013,All,0.0
2019,,,ES48013,PT,ES48013,All,0.0
2013,,,ES48013,PT,ES48013,All,0.0
2010,,,ES48013,PT,ES48013,All,0.0
2011,,,ES48013,PT,ES48013,All,0.0
2017,,,ES48014,PT,ES48014,All,0.0
2012,,,ES48014,PT,ES48014,All,2.8
2018,,,ES48014,PT,ES48014,All,0.0
2014,,,ES48014,PT,ES48014,All,2.1
2010,,,ES48014,PT,ES48014,All,0.0
2021,,,ES48014,PT,ES48014,All,1.0
2011,,,ES48014,PT,ES48014,All,2.8
2019,,,ES48014,PT,ES48014,All,0.0
2013,,,ES48014,PT,ES48014,All,2.8
2015,,,ES48014,PT,ES48014,All,2.1
2023,,,ES48014,PT,ES48014,All,2.3
2016,,,ES48014,PT,ES48014,All,2.1
2020,,,ES48014,PT,ES48014,All,0.0
2022,,,ES48014,PT,ES48014,All,2.3
2012,,,ES01013,PT,ES01013,All,2.8
2017,,,ES01013,PT,ES01013,All,3.0
2011,,,ES01013,PT,ES01013,All,2.7
2014,,,ES01013,PT,ES01013,All,2.9
2013,,,ES01013,PT,ES01013,All,2.6
2019,,,ES01013,PT,ES01013,All,5.9
2023,,,ES01013,PT,ES01013,All,6.7
2015,,,ES01013,PT,ES01013,All,2.9
2018,,,ES01013,PT,ES01013,All,4.4
2010,,,ES01013,PT,ES01013,All,3.1
2022,,,ES01013,PT,ES01013,All,7.4
2016,,,ES01013,PT,ES01013,All,3.0
2021,,,ES01013,PT,ES01013,All,6.1
2020,,,ES01013,PT,ES01013,All,6.1
2014,,,ES48015,PT,ES48015,All,0.0
2010,,,ES48015,PT,ES48015,All,0.0
2023,,,ES48015,PT,ES48015,All,0.0
2019,,,ES48015,PT,ES48015,All,0.0
2016,,,ES48015,PT,ES48015,All,0.0
2017,,,ES48015,PT,ES48015,All,0.0
2013,,,ES48015,PT,ES48015,All,0.0
2015,,,ES48015,PT,ES48015,All,0.0
2011,,,ES48015,PT,ES48015,All,0.0
2021,,,ES48015,PT,ES48015,All,0.0
2012,,,ES48015,PT,ES48015,All,0.0
2018,,,ES48015,PT,ES48015,All,0.0
2020,,,ES48015,PT,ES48015,All,0.0
2022,,,ES48015,PT,ES48015,All,0.0
2020,,,ES20019,PT,ES20019,All,1.8
2019,,,ES20019,PT,ES20019,All,1.8
2015,,,ES20019,PT,ES20019,All,0.9
2018,,,ES20019,PT,ES20019,All,1.1
2021,,,ES20019,PT,ES20019,All,1.8
2014,,,ES20019,PT,ES20019,All,0.7
2012,,,ES20019,PT,ES20019,All,0.9
2011,,,ES20019,PT,ES20019,All,1.3
2013,,,ES20019,PT,ES20019,All,0.7
2010,,,ES20019,PT,ES20019,All,0.6
2017,,,ES20019,PT,ES20019,All,1.0
2023,,,ES20019,PT,ES20019,All,2.4
2022,,,ES20019,PT,ES20019,All,1.8
2016,,,ES20019,PT,ES20019,All,1.0
2019,,,ES48092,PT,ES48092,All,0.0
2016,,,ES48092,PT,ES48092,All,0.0
2021,,,ES48092,PT,ES48092,All,0.0
2017,,,ES48092,PT,ES48092,All,0.0
2013,,,ES48092,PT,ES48092,All,0.0
2012,,,ES48092,PT,ES48092,All,0.0
2020,,,ES48092,PT,ES48092,All,0.0
2018,,,ES48092,PT,ES48092,All,0.0
2014,,,ES48092,PT,ES48092,All,0.0
2015,,,ES48092,PT,ES48092,All,0.0
2022,,,ES48092,PT,ES48092,All,0.0
2010,,,ES48092,PT,ES48092,All,0.0
2023,,,ES48092,PT,ES48092,All,0.0
2011,,,ES48092,PT,ES48092,All,0.0
2012,,,ES20020,PT,ES20020,All,4.9
2018,,,ES20020,PT,ES20020,All,4.8
2015,,,ES20020,PT,ES20020,All,4.8
2019,,,ES20020,PT,ES20020,All,5.6
2014,,,ES20020,PT,ES20020,All,4.8
2020,,,ES20020,PT,ES20020,All,5.0
2013,,,ES20020,PT,ES20020,All,4.9
2011,,,ES20020,PT,ES20020,All,4.9
2023,,,ES20020,PT,ES20020,All,30.1
2017,,,ES20020,PT,ES20020,All,5.5
2022,,,ES20020,PT,ES20020,All,30.7
2021,,,ES20020,PT,ES20020,All,29.4
2010,,,ES20020,PT,ES20020,All,5.2
2016,,,ES20020,PT,ES20020,All,5.4
2020,,,ES20021,PT,ES20021,All,0.0
2022,,,ES20021,PT,ES20021,All,12.9
2016,,,ES20021,PT,ES20021,All,0.0
2014,,,ES20021,PT,ES20021,All,0.0
2023,,,ES20021,PT,ES20021,All,12.9
2013,,,ES20021,PT,ES20021,All,0.0
2015,,,ES20021,PT,ES20021,All,0.2
2021,,,ES20021,PT,ES20021,All,0.0
2010,,,ES20021,PT,ES20021,All,0.0
2017,,,ES20021,PT,ES20021,All,0.0
2018,,,ES20021,PT,ES20021,All,0.0
2012,,,ES20021,PT,ES20021,All,0.0
2019,,,ES20021,PT,ES20021,All,0.0
2011,,,ES20021,PT,ES20021,All,0.0
2010,,,ES48016,PT,ES48016,All,0.0
2018,,,ES48016,PT,ES48016,All,0.0
2014,,,ES48016,PT,ES48016,All,0.0
2021,,,ES48016,PT,ES48016,All,0.1
2013,,,ES48016,PT,ES48016,All,0.0
2019,,,ES48016,PT,ES48016,All,0.0
2012,,,ES48016,PT,ES48016,All,0.0
2016,,,ES48016,PT,ES48016,All,0.0
2020,,,ES48016,PT,ES48016,All,0.0
2022,,,ES48016,PT,ES48016,All,0.0
2011,,,ES48016,PT,ES48016,All,0.0
2015,,,ES48016,PT,ES48016,All,0.0
2017,,,ES48016,PT,ES48016,All,0.0
2023,,,ES48016,PT,ES48016,All,0.0
2022,,,ES01014,PT,ES01014,All,0.1
2021,,,ES01014,PT,ES01014,All,0.1
2013,,,ES01014,PT,ES01014,All,0.3
2019,,,ES01014,PT,ES01014,All,0.0
2017,,,ES01014,PT,ES01014,All,0.0
2020,,,ES01014,PT,ES01014,All,0.1
2023,,,ES01014,PT,ES01014,All,0.1
2014,,,ES01014,PT,ES01014,All,0.3
2011,,,ES01014,PT,ES01014,All,0.3
2010,,,ES01014,PT,ES01014,All,0.3
2016,,,ES01014,PT,ES01014,All,0.3
2015,,,ES01014,PT,ES01014,All,0.3
2018,,,ES01014,PT,ES01014,All,0.0
2012,,,ES01014,PT,ES01014,All,0.3
2021,,,ES20022,PT,ES20022,All,0.0
2017,,,ES20022,PT,ES20022,All,0.0
2011,,,ES20022,PT,ES20022,All,0.0
2014,,,ES20022,PT,ES20022,All,0.0
2013,,,ES20022,PT,ES20022,All,0.0
2012,,,ES20022,PT,ES20022,All,0.0
2015,,,ES20022,PT,ES20022,All,0.0
2018,,,ES20022,PT,ES20022,All,0.0
2022,,,ES20022,PT,ES20022,All,0.0
2019,,,ES20022,PT,ES20022,All,0.0
2016,,,ES20022,PT,ES20022,All,0.0
2020,,,ES20022,PT,ES20022,All,0.0
2023,,,ES20022,PT,ES20022,All,0.0
2010,,,ES20022,PT,ES20022,All,0.0
2014,,,ES20074,PT,ES20074,All,2.6
2011,,,ES20074,PT,ES20074,All,2.0
2016,,,ES20074,PT,ES20074,All,2.8
2017,,,ES20074,PT,ES20074,All,2.6
2020,,,ES20074,PT,ES20074,All,5.1
2018,,,ES20074,PT,ES20074,All,3.5
2010,,,ES20074,PT,ES20074,All,1.7
2015,,,ES20074,PT,ES20074,All,3.0
2019,,,ES20074,PT,ES20074,All,4.8
2013,,,ES20074,PT,ES20074,All,2.2
2012,,,ES20074,PT,ES20074,All,2.3
2022,,,ES20074,PT,ES20074,All,3.5
2023,,,ES20074,PT,ES20074,All,8.4
2021,,,ES20074,PT,ES20074,All,2.9
2015,,,ES48017,PT,ES48017,All,0.9
2011,,,ES48017,PT,ES48017,All,0.4
2017,,,ES48017,PT,ES48017,All,2.2
2013,,,ES48017,PT,ES48017,All,0.9
2010,,,ES48017,PT,ES48017,All,0.4
2012,,,ES48017,PT,ES48017,All,0.8
2016,,,ES48017,PT,ES48017,All,2.2
2020,,,ES48017,PT,ES48017,All,2.4
2022,,,ES48017,PT,ES48017,All,2.2
2021,,,ES48017,PT,ES48017,All,2.2
2019,,,ES48017,PT,ES48017,All,2.4
2018,,,ES48017,PT,ES48017,All,2.3
2014,,,ES48017,PT,ES48017,All,0.9
2023,,,ES48017,PT,ES48017,All,2.4
2012,,,ES01016,PT,ES01016,All,0.0
2013,,,ES01016,PT,ES01016,All,0.0
2014,,,ES01016,PT,ES01016,All,0.0
2016,,,ES01016,PT,ES01016,All,0.1
2021,,,ES01016,PT,ES01016,All,7.8
2022,,,ES01016,PT,ES01016,All,9.5
2018,,,ES01016,PT,ES01016,All,6.6
2010,,,ES01016,PT,ES01016,All,0.0
2023,,,ES01016,PT,ES01016,All,10.7
2015,,,ES01016,PT,ES01016,All,0.0
2020,,,ES01016,PT,ES01016,All,6.7
2019,,,ES01016,PT,ES01016,All,6.7
2011,,,ES01016,PT,ES01016,All,0.0
2017,,,ES01016,PT,ES01016,All,6.6
2014,,,ES48018,PT,ES48018,All,0.8
2016,,,ES48018,PT,ES48018,All,0.8
2019,,,ES48018,PT,ES48018,All,0.6
2023,,,ES48018,PT,ES48018,All,1.1
2017,,,ES48018,PT,ES48018,All,0.6
2021,,,ES48018,PT,ES48018,All,1.1
2020,,,ES48018,PT,ES48018,All,1.1
2011,,,ES48018,PT,ES48018,All,1.1
2015,,,ES48018,PT,ES48018,All,0.8
2010,,,ES48018,PT,ES48018,All,0.0
2018,,,ES48018,PT,ES48018,All,0.6
2022,,,ES48018,PT,ES48018,All,1.1
2013,,,ES48018,PT,ES48018,All,0.6
2012,,,ES48018,PT,ES48018,All,1.1
2015,,,ES48019,PT,ES48019,All,0.2
2010,,,ES48019,PT,ES48019,All,0.4
2014,,,ES48019,PT,ES48019,All,0.3
2019,,,ES48019,PT,ES48019,All,0.3
2018,,,ES48019,PT,ES48019,All,0.3
2013,,,ES48019,PT,ES48019,All,0.3
2011,,,ES48019,PT,ES48019,All,0.4
2012,,,ES48019,PT,ES48019,All,0.3
2016,,,ES48019,PT,ES48019,All,0.2
2020,,,ES48019,PT,ES48019,All,0.3
2022,,,ES48019,PT,ES48019,All,0.3
2017,,,ES48019,PT,ES48019,All,0.3
2023,,,ES48019,PT,ES48019,All,2.0
2021,,,ES48019,PT,ES48019,All,0.3
2013,,,ES20023,PT,ES20023,All,5.7
2019,,,ES20023,PT,ES20023,All,6.3
2010,,,ES20023,PT,ES20023,All,5.5
2012,,,ES20023,PT,ES20023,All,4.7
2018,,,ES20023,PT,ES20023,All,5.4
2015,,,ES20023,PT,ES20023,All,5.9
2022,,,ES20023,PT,ES20023,All,8.0
2017,,,ES20023,PT,ES20023,All,4.9
2014,,,ES20023,PT,ES20023,All,5.8
2021,,,ES20023,PT,ES20023,All,5.0
2016,,,ES20023,PT,ES20023,All,6.6
2023,,,ES20023,PT,ES20023,All,8.1
2020,,,ES20023,PT,ES20023,All,5.8
2011,,,ES20023,PT,ES20023,All,5.6
2022,,,ES20024,PT,ES20024,All,11.0
2023,,,ES20024,PT,ES20024,All,14.0
2013,,,ES20024,PT,ES20024,All,0.0
2021,,,ES20024,PT,ES20024,All,7.1
2017,,,ES20024,PT,ES20024,All,0.0
2010,,,ES20024,PT,ES20024,All,0.0
2018,,,ES20024,PT,ES20024,All,0.0
2016,,,ES20024,PT,ES20024,All,0.0
2012,,,ES20024,PT,ES20024,All,0.0
2011,,,ES20024,PT,ES20024,All,0.0
2020,,,ES20024,PT,ES20024,All,9.2
2014,,,ES20024,PT,ES20024,All,0.0
2019,,,ES20024,PT,ES20024,All,0.0
2015,,,ES20024,PT,ES20024,All,0.0
2023,,,ES48020,PT,ES48020,All,1.0
2012,,,ES48020,PT,ES48020,All,0.0
2018,,,ES48020,PT,ES48020,All,1.5
2010,,,ES48020,PT,ES48020,All,0.0
2021,,,ES48020,PT,ES48020,All,1.0
2019,,,ES48020,PT,ES48020,All,1.6
2015,,,ES48020,PT,ES48020,All,0.0
2017,,,ES48020,PT,ES48020,All,1.5
2014,,,ES48020,PT,ES48020,All,0.0
2016,,,ES48020,PT,ES48020,All,1.5
2020,,,ES48020,PT,ES48020,All,1.0
2022,,,ES48020,PT,ES48020,All,1.0
2011,,,ES48020,PT,ES48020,All,0.0
2013,,,ES48020,PT,ES48020,All,0.0
2015,,,ES48021,PT,ES48021,All,5.0
2011,,,ES48021,PT,ES48021,All,2.2
2017,,,ES48021,PT,ES48021,All,5.6
2018,,,ES48021,PT,ES48021,All,5.8
2013,,,ES48021,PT,ES48021,All,5.1
2023,,,ES48021,PT,ES48021,All,5.8
2014,,,ES48021,PT,ES48021,All,4.5
2021,,,ES48021,PT,ES48021,All,5.8
2019,,,ES48021,PT,ES48021,All,5.5
2010,,,ES48021,PT,ES48021,All,2.1
2012,,,ES48021,PT,ES48021,All,4.5
2016,,,ES48021,PT,ES48021,All,5.7
2020,,,ES48021,PT,ES48021,All,5.6
2022,,,ES48021,PT,ES48021,All,5.8
2022,,,ES01017,PT,ES01017,All,8.8
2021,,,ES01017,PT,ES01017,All,4.9
2018,,,ES01017,PT,ES01017,All,3.4
2011,,,ES01017,PT,ES01017,All,1.4
2014,,,ES01017,PT,ES01017,All,2.4
2020,,,ES01017,PT,ES01017,All,4.8
2023,,,ES01017,PT,ES01017,All,9.0
2017,,,ES01017,PT,ES01017,All,3.3
2019,,,ES01017,PT,ES01017,All,4.8
2010,,,ES01017,PT,ES01017,All,0.3
2013,,,ES01017,PT,ES01017,All,2.3
2016,,,ES01017,PT,ES01017,All,3.2
2015,,,ES01017,PT,ES01017,All,2.3
2012,,,ES01017,PT,ES01017,All,2.2
2020,,,ES20029,PT,ES20029,All,6.2
2018,,,ES20029,PT,ES20029,All,3.3
2012,,,ES20029,PT,ES20029,All,3.8
2013,,,ES20029,PT,ES20029,All,3.1
2017,,,ES20029,PT,ES20029,All,3.1
2022,,,ES20029,PT,ES20029,All,7.0
2019,,,ES20029,PT,ES20029,All,6.1
2011,,,ES20029,PT,ES20029,All,3.8
2015,,,ES20029,PT,ES20029,All,5.3
2021,,,ES20029,PT,ES20029,All,7.0
2023,,,ES20029,PT,ES20029,All,7.1
2010,,,ES20029,PT,ES20029,All,3.7
2014,,,ES20029,PT,ES20029,All,2.9
2016,,,ES20029,PT,ES20029,All,6.6
2023,,,ES48901,PT,ES48901,All,4.3
2021,,,ES48901,PT,ES48901,All,4.5
2018,,,ES48901,PT,ES48901,All,7.4
2016,,,ES48901,PT,ES48901,All,7.4
2010,,,ES48901,PT,ES48901,All,0.0
2012,,,ES48901,PT,ES48901,All,0.0
2013,,,ES48901,PT,ES48901,All,0.0
2019,,,ES48901,PT,ES48901,All,8.5
2014,,,ES48901,PT,ES48901,All,0.0
2017,,,ES48901,PT,ES48901,All,7.4
2020,,,ES48901,PT,ES48901,All,4.5
2015,,,ES48901,PT,ES48901,All,3.7
2011,,,ES48901,PT,ES48901,All,0.0
2022,,,ES48901,PT,ES48901,All,4.4
2014,,,ES48026,PT,ES48026,All,0.2
2013,,,ES48026,PT,ES48026,All,0.2
2021,,,ES48026,PT,ES48026,All,1.0
2023,,,ES48026,PT,ES48026,All,2.2
2020,,,ES48026,PT,ES48026,All,0.4
2016,,,ES48026,PT,ES48026,All,0.3
2012,,,ES48026,PT,ES48026,All,0.2
2017,,,ES48026,PT,ES48026,All,0.3
2011,,,ES48026,PT,ES48026,All,0.2
2019,,,ES48026,PT,ES48026,All,0.4
2010,,,ES48026,PT,ES48026,All,0.3
2018,,,ES48026,PT,ES48026,All,0.3
2022,,,ES48026,PT,ES48026,All,2.4
2015,,,ES48026,PT,ES48026,All,0.2
2017,,,ES20069,PT,ES20069,All,0.9
2021,,,ES20069,PT,ES20069,All,1.5
2019,,,ES20069,PT,ES20069,All,1.4
2011,,,ES20069,PT,ES20069,All,0.8
2010,,,ES20069,PT,ES20069,All,0.9
2012,,,ES20069,PT,ES20069,All,0.8
2016,,,ES20069,PT,ES20069,All,0.9
2020,,,ES20069,PT,ES20069,All,1.6
2022,,,ES20069,PT,ES20069,All,2.8
2014,,,ES20069,PT,ES20069,All,0.8
2018,,,ES20069,PT,ES20069,All,0.9
2023,,,ES20069,PT,ES20069,All,2.8
2015,,,ES20069,PT,ES20069,All,0.9
2013,,,ES20069,PT,ES20069,All,1.1
2016,,,ES48027,PT,ES48027,All,0.0
2019,,,ES48027,PT,ES48027,All,0.0
2017,,,ES48027,PT,ES48027,All,0.0
2011,,,ES48027,PT,ES48027,All,0.0
2021,,,ES48027,PT,ES48027,All,0.0
2014,,,ES48027,PT,ES48027,All,0.0
2020,,,ES48027,PT,ES48027,All,0.0
2022,,,ES48027,PT,ES48027,All,5.9
2023,,,ES48027,PT,ES48027,All,5.9
2018,,,ES48027,PT,ES48027,All,0.0
2013,,,ES48027,PT,ES48027,All,0.0
2015,,,ES48027,PT,ES48027,All,0.0
2010,,,ES48027,PT,ES48027,All,0.0
2012,,,ES48027,PT,ES48027,All,0.0
2013,,,ES48028,PT,ES48028,All,1.1
2023,,,ES48028,PT,ES48028,All,15.7
2015,,,ES48028,PT,ES48028,All,1.3
2011,,,ES48028,PT,ES48028,All,1.1
2010,,,ES48028,PT,ES48028,All,1.1
2018,,,ES48028,PT,ES48028,All,1.1
2019,,,ES48028,PT,ES48028,All,1.3
2017,,,ES48028,PT,ES48028,All,1.1
2021,,,ES48028,PT,ES48028,All,14.8
2012,,,ES48028,PT,ES48028,All,1.1
2014,,,ES48028,PT,ES48028,All,1.1
2016,,,ES48028,PT,ES48028,All,0.7
2020,,,ES48028,PT,ES48028,All,15.2
2022,,,ES48028,PT,ES48028,All,15.7
2021,,,ES20030,PT,ES20030,All,17.2
2018,,,ES20030,PT,ES20030,All,5.5
2017,,,ES20030,PT,ES20030,All,5.7
2016,,,ES20030,PT,ES20030,All,4.0
2022,,,ES20030,PT,ES20030,All,17.1
2012,,,ES20030,PT,ES20030,All,3.4
2015,,,ES20030,PT,ES20030,All,5.7
2023,,,ES20030,PT,ES20030,All,22.3
2010,,,ES20030,PT,ES20030,All,3.4
2011,,,ES20030,PT,ES20030,All,3.4
2014,,,ES20030,PT,ES20030,All,5.0
2020,,,ES20030,PT,ES20030,All,14.5
2013,,,ES20030,PT,ES20030,All,3.4
2019,,,ES20030,PT,ES20030,All,10.7
2011,,,ES48031,PT,ES48031,All,0.0
2017,,,ES48031,PT,ES48031,All,0.0
2013,,,ES48031,PT,ES48031,All,0.0
2021,,,ES48031,PT,ES48031,All,0.0
2012,,,ES48031,PT,ES48031,All,0.0
2016,,,ES48031,PT,ES48031,All,0.0
2020,,,ES48031,PT,ES48031,All,0.0
2019,,,ES48031,PT,ES48031,All,0.0
2014,,,ES48031,PT,ES48031,All,0.0
2015,,,ES48031,PT,ES48031,All,0.0
2018,,,ES48031,PT,ES48031,All,0.0
2010,,,ES48031,PT,ES48031,All,0.0
2023,,,ES48031,PT,ES48031,All,0.0
2022,,,ES48031,PT,ES48031,All,0.0
2014,,,ES01021,PT,ES01021,All,1.5
2012,,,ES01021,PT,ES01021,All,1.3
