Year,Territorio histórico,Comarca,Municipio,Units,GeoCode,Desaggregation,Value
2016,,,Berriz,Porcentaje,Berriz,All,0.2
2020,,,Berriz,Porcentaje,Berriz,All,0.3
2022,,,Berriz,Porcentaje,Berriz,All,0.3
2017,,,Berriz,Porcentaje,Berriz,All,0.3
2023,,,Berriz,Porcentaje,Berriz,All,2.0
2021,,,Berriz,Porcentaje,Berriz,All,0.3
2013,,,Berrobi,Porcentaje,Berrobi,All,5.7
2019,,,Berrobi,Porcentaje,Berrobi,All,6.3
2010,,,Berrobi,Porcentaje,Berrobi,All,5.5
2012,,,Berrobi,Porcentaje,Berrobi,All,4.7
2018,,,Berrobi,Porcentaje,Berrobi,All,5.4
2015,,,Berrobi,Porcentaje,Berrobi,All,5.9
2022,,,Berrobi,Porcentaje,Berrobi,All,8.0
2017,,,Berrobi,Porcentaje,Berrobi,All,4.9
2014,,,Berrobi,Porcentaje,Berrobi,All,5.8
2021,,,Berrobi,Porcentaje,Berrobi,All,5.0
2016,,,Berrobi,Porcentaje,Berrobi,All,6.6
2023,,,Berrobi,Porcentaje,Berrobi,All,8.1
2020,,,Berrobi,Porcentaje,Berrobi,All,5.8
2011,,,Berrobi,Porcentaje,Berrobi,All,5.6
2022,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,All,11.0
2023,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,All,14.0
2013,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,All,0.0
2021,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,All,7.1
2017,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,All,0.0
2010,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,All,0.0
2018,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,All,0.0
2016,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,All,0.0
2012,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,All,0.0
2011,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,All,0.0
2020,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,All,9.2
2014,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,All,0.0
2019,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,All,0.0
2015,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,All,0.0
2023,,,Bilbao,Porcentaje,Bilbao,All,1.0
2012,,,Bilbao,Porcentaje,Bilbao,All,0.0
2018,,,Bilbao,Porcentaje,Bilbao,All,1.5
2010,,,Bilbao,Porcentaje,Bilbao,All,0.0
2021,,,Bilbao,Porcentaje,Bilbao,All,1.0
2019,,,Bilbao,Porcentaje,Bilbao,All,1.6
2015,,,Bilbao,Porcentaje,Bilbao,All,0.0
2017,,,Bilbao,Porcentaje,Bilbao,All,1.5
2014,,,Bilbao,Porcentaje,Bilbao,All,0.0
2016,,,Bilbao,Porcentaje,Bilbao,All,1.5
2020,,,Bilbao,Porcentaje,Bilbao,All,1.0
2022,,,Bilbao,Porcentaje,Bilbao,All,1.0
2011,,,Bilbao,Porcentaje,Bilbao,All,0.0
2013,,,Bilbao,Porcentaje,Bilbao,All,0.0
2015,,,Busturia,Porcentaje,Busturia,All,5.0
2011,,,Busturia,Porcentaje,Busturia,All,2.2
2017,,,Busturia,Porcentaje,Busturia,All,5.6
2018,,,Busturia,Porcentaje,Busturia,All,5.8
2013,,,Busturia,Porcentaje,Busturia,All,5.1
2023,,,Busturia,Porcentaje,Busturia,All,5.8
2014,,,Busturia,Porcentaje,Busturia,All,4.5
2021,,,Busturia,Porcentaje,Busturia,All,5.8
2019,,,Busturia,Porcentaje,Busturia,All,5.5
2010,,,Busturia,Porcentaje,Busturia,All,2.1
2012,,,Busturia,Porcentaje,Busturia,All,4.5
2016,,,Busturia,Porcentaje,Busturia,All,5.7
2020,,,Busturia,Porcentaje,Busturia,All,5.6
2022,,,Busturia,Porcentaje,Busturia,All,5.8
2022,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,All,8.8
2021,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,All,4.9
2018,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,All,3.4
2011,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,All,1.4
2014,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,All,2.4
2020,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,All,4.8
2023,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,All,9.0
2017,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,All,3.3
2019,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,All,4.8
2010,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,All,0.3
2013,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,All,2.3
2016,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,All,3.2
2015,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,All,2.3
2012,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,All,2.2
2020,,,Deba,Porcentaje,Deba,All,6.2
2018,,,Deba,Porcentaje,Deba,All,3.3
2012,,,Deba,Porcentaje,Deba,All,3.8
2013,,,Deba,Porcentaje,Deba,All,3.1
2017,,,Deba,Porcentaje,Deba,All,3.1
2022,,,Deba,Porcentaje,Deba,All,7.0
2019,,,Deba,Porcentaje,Deba,All,6.1
2011,,,Deba,Porcentaje,Deba,All,3.8
2015,,,Deba,Porcentaje,Deba,All,5.3
2021,,,Deba,Porcentaje,Deba,All,7.0
2023,,,Deba,Porcentaje,Deba,All,7.1
2010,,,Deba,Porcentaje,Deba,All,3.7
2014,,,Deba,Porcentaje,Deba,All,2.9
2016,,,Deba,Porcentaje,Deba,All,6.6
2023,,,Derio,Porcentaje,Derio,All,4.3
2021,,,Derio,Porcentaje,Derio,All,4.5
2018,,,Derio,Porcentaje,Derio,All,7.4
2016,,,Derio,Porcentaje,Derio,All,7.4
2010,,,Derio,Porcentaje,Derio,All,0.0
2012,,,Derio,Porcentaje,Derio,All,0.0
2013,,,Derio,Porcentaje,Derio,All,0.0
2019,,,Derio,Porcentaje,Derio,All,8.5
2014,,,Derio,Porcentaje,Derio,All,0.0
2017,,,Derio,Porcentaje,Derio,All,7.4
2020,,,Derio,Porcentaje,Derio,All,4.5
2015,,,Derio,Porcentaje,Derio,All,3.7
2011,,,Derio,Porcentaje,Derio,All,0.0
2022,,,Derio,Porcentaje,Derio,All,4.4
2014,,,Dima,Porcentaje,Dima,All,0.2
2013,,,Dima,Porcentaje,Dima,All,0.2
2021,,,Dima,Porcentaje,Dima,All,1.0
2023,,,Dima,Porcentaje,Dima,All,2.2
2020,,,Dima,Porcentaje,Dima,All,0.4
2016,,,Dima,Porcentaje,Dima,All,0.3
2012,,,Dima,Porcentaje,Dima,All,0.2
2017,,,Dima,Porcentaje,Dima,All,0.3
2011,,,Dima,Porcentaje,Dima,All,0.2
2019,,,Dima,Porcentaje,Dima,All,0.4
2010,,,Dima,Porcentaje,Dima,All,0.3
2018,,,Dima,Porcentaje,Dima,All,0.3
2022,,,Dima,Porcentaje,Dima,All,2.4
2015,,,Dima,Porcentaje,Dima,All,0.2
2017,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,All,0.9
2021,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,All,1.5
2019,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,All,1.4
2011,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,All,0.8
2010,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,All,0.9
2012,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,All,0.8
2016,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,All,0.9
2020,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,All,1.6
2022,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,All,2.8
2014,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,All,0.8
2018,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,All,0.9
2023,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,All,2.8
2015,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,All,0.9
2013,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,All,1.1
2016,,,Durango,Porcentaje,Durango,All,0.0
2019,,,Durango,Porcentaje,Durango,All,0.0
2017,,,Durango,Porcentaje,Durango,All,0.0
2011,,,Durango,Porcentaje,Durango,All,0.0
2021,,,Durango,Porcentaje,Durango,All,0.0
2014,,,Durango,Porcentaje,Durango,All,0.0
2020,,,Durango,Porcentaje,Durango,All,0.0
2022,,,Durango,Porcentaje,Durango,All,5.9
2023,,,Durango,Porcentaje,Durango,All,5.9
2018,,,Durango,Porcentaje,Durango,All,0.0
2013,,,Durango,Porcentaje,Durango,All,0.0
2015,,,Durango,Porcentaje,Durango,All,0.0
2010,,,Durango,Porcentaje,Durango,All,0.0
2012,,,Durango,Porcentaje,Durango,All,0.0
2013,,,Ea,Porcentaje,Ea,All,1.1
2023,,,Ea,Porcentaje,Ea,All,15.7
2015,,,Ea,Porcentaje,Ea,All,1.3
2011,,,Ea,Porcentaje,Ea,All,1.1
2010,,,Ea,Porcentaje,Ea,All,1.1
2018,,,Ea,Porcentaje,Ea,All,1.1
2019,,,Ea,Porcentaje,Ea,All,1.3
2017,,,Ea,Porcentaje,Ea,All,1.1
2021,,,Ea,Porcentaje,Ea,All,14.8
2012,,,Ea,Porcentaje,Ea,All,1.1
2014,,,Ea,Porcentaje,Ea,All,1.1
2016,,,Ea,Porcentaje,Ea,All,0.7
2020,,,Ea,Porcentaje,Ea,All,15.2
2022,,,Ea,Porcentaje,Ea,All,15.7
2021,,,Eibar,Porcentaje,Eibar,All,17.2
2018,,,Eibar,Porcentaje,Eibar,All,5.5
2017,,,Eibar,Porcentaje,Eibar,All,5.7
2016,,,Eibar,Porcentaje,Eibar,All,4.0
2022,,,Eibar,Porcentaje,Eibar,All,17.1
2012,,,Eibar,Porcentaje,Eibar,All,3.4
2015,,,Eibar,Porcentaje,Eibar,All,5.7
2023,,,Eibar,Porcentaje,Eibar,All,22.3
2010,,,Eibar,Porcentaje,Eibar,All,3.4
2011,,,Eibar,Porcentaje,Eibar,All,3.4
2014,,,Eibar,Porcentaje,Eibar,All,5.0
2020,,,Eibar,Porcentaje,Eibar,All,14.5
2013,,,Eibar,Porcentaje,Eibar,All,3.4
2019,,,Eibar,Porcentaje,Eibar,All,10.7
2011,,,Elantxobe,Porcentaje,Elantxobe,All,0.0
2017,,,Elantxobe,Porcentaje,Elantxobe,All,0.0
2013,,,Elantxobe,Porcentaje,Elantxobe,All,0.0
2021,,,Elantxobe,Porcentaje,Elantxobe,All,0.0
2012,,,Elantxobe,Porcentaje,Elantxobe,All,0.0
2016,,,Elantxobe,Porcentaje,Elantxobe,All,0.0
2020,,,Elantxobe,Porcentaje,Elantxobe,All,0.0
2019,,,Elantxobe,Porcentaje,Elantxobe,All,0.0
2014,,,Elantxobe,Porcentaje,Elantxobe,All,0.0
2015,,,Elantxobe,Porcentaje,Elantxobe,All,0.0
2018,,,Elantxobe,Porcentaje,Elantxobe,All,0.0
2010,,,Elantxobe,Porcentaje,Elantxobe,All,0.0
2023,,,Elantxobe,Porcentaje,Elantxobe,All,0.0
2022,,,Elantxobe,Porcentaje,Elantxobe,All,0.0
2014,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,All,1.5
2012,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,All,1.3
2011,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,All,2.2
2021,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,All,2.1
2015,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,All,1.3
2019,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,All,2.2
2017,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,All,2.0
2013,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,All,1.9
2016,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,All,1.8
2010,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,All,1.6
2018,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,All,1.9
2022,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,All,3.1
2020,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,All,2.1
2023,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,All,3.1
2019,,,Elciego,Porcentaje,Elciego,All,17.7
2021,,,Elciego,Porcentaje,Elciego,All,21.7
2010,,,Elciego,Porcentaje,Elciego,All,0.0
2011,,,Elciego,Porcentaje,Elciego,All,0.0
2014,,,Elciego,Porcentaje,Elciego,All,0.5
2013,,,Elciego,Porcentaje,Elciego,All,8.3
2016,,,Elciego,Porcentaje,Elciego,All,1.1
2018,,,Elciego,Porcentaje,Elciego,All,14.1
2023,,,Elciego,Porcentaje,Elciego,All,23.1
2020,,,Elciego,Porcentaje,Elciego,All,17.8
2015,,,Elciego,Porcentaje,Elciego,All,0.5
2017,,,Elciego,Porcentaje,Elciego,All,1.1
2022,,,Elciego,Porcentaje,Elciego,All,23.1
2012,,,Elciego,Porcentaje,Elciego,All,19.9
2018,,,Elduain,Porcentaje,Elduain,All,0.6
2017,,,Elduain,Porcentaje,Elduain,All,0.5
2015,,,Elduain,Porcentaje,Elduain,All,0.3
2010,,,Elduain,Porcentaje,Elduain,All,0.0
2022,,,Elduain,Porcentaje,Elduain,All,0.8
2019,,,Elduain,Porcentaje,Elduain,All,0.7
2012,,,Elduain,Porcentaje,Elduain,All,0.0
2020,,,Elduain,Porcentaje,Elduain,All,0.7
2011,,,Elduain,Porcentaje,Elduain,All,0.0
2023,,,Elduain,Porcentaje,Elduain,All,0.8
2014,,,Elduain,Porcentaje,Elduain,All,0.3
2013,,,Elduain,Porcentaje,Elduain,All,0.0
2016,,,Elduain,Porcentaje,Elduain,All,0.5
2021,,,Elduain,Porcentaje,Elduain,All,0.7
2014,,,Elgeta,Porcentaje,Elgeta,All,0.0
2018,,,Elgeta,Porcentaje,Elgeta,All,0.0
2019,,,Elgeta,Porcentaje,Elgeta,All,0.0
2020,,,Elgeta,Porcentaje,Elgeta,All,0.0
2023,,,Elgeta,Porcentaje,Elgeta,All,3.7
2011,,,Elgeta,Porcentaje,Elgeta,All,0.0
2017,,,Elgeta,Porcentaje,Elgeta,All,0.0
2012,,,Elgeta,Porcentaje,Elgeta,All,0.0
2013,,,Elgeta,Porcentaje,Elgeta,All,0.0
2022,,,Elgeta,Porcentaje,Elgeta,All,1.8
2015,,,Elgeta,Porcentaje,Elgeta,All,0.0
2016,,,Elgeta,Porcentaje,Elgeta,All,0.0
2010,,,Elgeta,Porcentaje,Elgeta,All,0.0
2021,,,Elgeta,Porcentaje,Elgeta,All,1.8
2021,,,Elgoibar,Porcentaje,Elgoibar,All,4.7
2014,,,Elgoibar,Porcentaje,Elgoibar,All,0.8
2018,,,Elgoibar,Porcentaje,Elgoibar,All,2.0
2022,,,Elgoibar,Porcentaje,Elgoibar,All,4.8
2012,,,Elgoibar,Porcentaje,Elgoibar,All,1.4
2023,,,Elgoibar,Porcentaje,Elgoibar,All,4.8
2011,,,Elgoibar,Porcentaje,Elgoibar,All,1.4
2019,,,Elgoibar,Porcentaje,Elgoibar,All,4.7
2015,,,Elgoibar,Porcentaje,Elgoibar,All,0.8
2010,,,Elgoibar,Porcentaje,Elgoibar,All,1.4
2020,,,Elgoibar,Porcentaje,Elgoibar,All,3.8
2016,,,Elgoibar,Porcentaje,Elgoibar,All,1.9
2017,,,Elgoibar,Porcentaje,Elgoibar,All,1.9
2013,,,Elgoibar,Porcentaje,Elgoibar,All,0.7
2018,,,Elorrio,Porcentaje,Elorrio,All,0.4
2010,,,Elorrio,Porcentaje,Elorrio,All,0.1
2015,,,Elorrio,Porcentaje,Elorrio,All,0.1
2021,,,Elorrio,Porcentaje,Elorrio,All,18.3
2011,,,Elorrio,Porcentaje,Elorrio,All,0.1
2012,,,Elorrio,Porcentaje,Elorrio,All,0.1
2017,,,Elorrio,Porcentaje,Elorrio,All,0.2
2013,,,Elorrio,Porcentaje,Elorrio,All,0.1
2019,,,Elorrio,Porcentaje,Elorrio,All,3.4
2023,,,Elorrio,Porcentaje,Elorrio,All,24.4
2014,,,Elorrio,Porcentaje,Elorrio,All,0.1
2016,,,Elorrio,Porcentaje,Elorrio,All,0.2
2020,,,Elorrio,Porcentaje,Elorrio,All,3.6
2022,,,Elorrio,Porcentaje,Elorrio,All,24.0
2012,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,All,1.7
2011,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,All,0.2
2016,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,All,2.6
2015,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,All,2.4
2020,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,All,3.6
2023,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,All,5.7
2022,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,All,4.0
2010,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,All,0.2
2019,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,All,3.1
2014,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,All,1.7
2017,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,All,2.7
2018,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,All,2.7
2013,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,All,1.7
2021,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,All,3.8
2014,,,Erandio,Porcentaje,Erandio,All,0.1
2020,,,Erandio,Porcentaje,Erandio,All,7.9
2016,,,Erandio,Porcentaje,Erandio,All,0.5
2013,,,Erandio,Porcentaje,Erandio,All,0.1
2023,,,Erandio,Porcentaje,Erandio,All,11.6
2019,,,Erandio,Porcentaje,Erandio,All,7.8
2010,,,Erandio,Porcentaje,Erandio,All,0.1
2018,,,Erandio,Porcentaje,Erandio,All,0.6
2015,,,Erandio,Porcentaje,Erandio,All,0.3
2011,,,Erandio,Porcentaje,Erandio,All,0.1
2017,,,Erandio,Porcentaje,Erandio,All,0.5
2022,,,Erandio,Porcentaje,Erandio,All,11.6
2012,,,Erandio,Porcentaje,Erandio,All,0.1
2021,,,Erandio,Porcentaje,Erandio,All,9.2
2021,,,Ereño,Porcentaje,Ereño,All,0.0
2013,,,Ereño,Porcentaje,Ereño,All,0.0
2014,,,Ereño,Porcentaje,Ereño,All,0.0
2017,,,Ereño,Porcentaje,Ereño,All,0.0
2023,,,Ereño,Porcentaje,Ereño,All,133.1
2015,,,Ereño,Porcentaje,Ereño,All,0.0
2011,,,Ereño,Porcentaje,Ereño,All,0.0
2010,,,Ereño,Porcentaje,Ereño,All,0.0
2012,,,Ereño,Porcentaje,Ereño,All,0.0
2016,,,Ereño,Porcentaje,Ereño,All,0.0
2018,,,Ereño,Porcentaje,Ereño,All,0.0
2020,,,Ereño,Porcentaje,Ereño,All,0.0
2022,,,Ereño,Porcentaje,Ereño,All,0.0
2019,,,Ereño,Porcentaje,Ereño,All,0.0
2013,,,Ermua,Porcentaje,Ermua,All,0.0
2018,,,Ermua,Porcentaje,Ermua,All,0.0
2017,,,Ermua,Porcentaje,Ermua,All,0.0
2010,,,Ermua,Porcentaje,Ermua,All,0.0
2015,,,Ermua,Porcentaje,Ermua,All,0.0
2021,,,Ermua,Porcentaje,Ermua,All,0.0
2019,,,Ermua,Porcentaje,Ermua,All,0.0
2011,,,Ermua,Porcentaje,Ermua,All,0.0
2012,,,Ermua,Porcentaje,Ermua,All,0.0
2016,,,Ermua,Porcentaje,Ermua,All,0.0
2020,,,Ermua,Porcentaje,Ermua,All,0.0
2022,,,Ermua,Porcentaje,Ermua,All,0.0
2023,,,Ermua,Porcentaje,Ermua,All,0.0
2014,,,Ermua,Porcentaje,Ermua,All,0.0
2021,,,Errenteria,Porcentaje,Errenteria,All,2.8
2019,,,Errenteria,Porcentaje,Errenteria,All,0.5
2013,,,Errenteria,Porcentaje,Errenteria,All,0.3
2011,,,Errenteria,Porcentaje,Errenteria,All,0.0
2023,,,Errenteria,Porcentaje,Errenteria,All,3.2
2010,,,Errenteria,Porcentaje,Errenteria,All,0.0
2012,,,Errenteria,Porcentaje,Errenteria,All,0.3
2016,,,Errenteria,Porcentaje,Errenteria,All,0.3
2018,,,Errenteria,Porcentaje,Errenteria,All,0.3
2020,,,Errenteria,Porcentaje,Errenteria,All,0.9
2014,,,Errenteria,Porcentaje,Errenteria,All,0.3
2022,,,Errenteria,Porcentaje,Errenteria,All,3.2
2015,,,Errenteria,Porcentaje,Errenteria,All,0.3
2017,,,Errenteria,Porcentaje,Errenteria,All,0.3
2011,,,Errezil,Porcentaje,Errezil,All,0.6
2019,,,Errezil,Porcentaje,Errezil,All,3.5
2015,,,Errezil,Porcentaje,Errezil,All,2.8
2021,,,Errezil,Porcentaje,Errezil,All,5.1
2012,,,Errezil,Porcentaje,Errezil,All,0.6
2016,,,Errezil,Porcentaje,Errezil,All,2.9
2020,,,Errezil,Porcentaje,Errezil,All,3.9
2023,,,Errezil,Porcentaje,Errezil,All,7.8
2013,,,Errezil,Porcentaje,Errezil,All,1.3
2017,,,Errezil,Porcentaje,Errezil,All,2.7
2022,,,Errezil,Porcentaje,Errezil,All,5.0
2018,,,Errezil,Porcentaje,Errezil,All,2.9
2014,,,Errezil,Porcentaje,Errezil,All,1.5
2010,,,Errezil,Porcentaje,Errezil,All,0.6
2020,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,All,8.6
2015,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,All,4.0
2012,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,All,0.2
2019,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,All,8.0
2010,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,All,0.0
2021,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,All,8.9
2011,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,All,0.2
2023,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,All,10.4
2016,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,All,4.1
2018,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,All,5.5
2022,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,All,10.0
2013,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,All,2.5
2017,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,All,9.4
2014,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,All,3.6
2019,,,Errigoiti,Porcentaje,Errigoiti,All,29.0
2013,,,Errigoiti,Porcentaje,Errigoiti,All,22.3
2012,,,Errigoiti,Porcentaje,Errigoiti,All,22.3
2016,,,Errigoiti,Porcentaje,Errigoiti,All,20.4
2020,,,Errigoiti,Porcentaje,Errigoiti,All,30.3
2018,,,Errigoiti,Porcentaje,Errigoiti,All,19.2
2023,,,Errigoiti,Porcentaje,Errigoiti,All,34.9
2021,,,Errigoiti,Porcentaje,Errigoiti,All,33.4
2011,,,Errigoiti,Porcentaje,Errigoiti,All,22.3
2010,,,Errigoiti,Porcentaje,Errigoiti,All,22.3
2014,,,Errigoiti,Porcentaje,Errigoiti,All,22.3
2015,,,Errigoiti,Porcentaje,Errigoiti,All,22.6
2017,,,Errigoiti,Porcentaje,Errigoiti,All,20.0
2022,,,Errigoiti,Porcentaje,Errigoiti,All,33.4
2017,,,Eskoriatza,Porcentaje,Eskoriatza,All,2.3
2018,,,Eskoriatza,Porcentaje,Eskoriatza,All,2.6
2012,,,Eskoriatza,Porcentaje,Eskoriatza,All,2.4
2013,,,Eskoriatza,Porcentaje,Eskoriatza,All,2.2
2016,,,Eskoriatza,Porcentaje,Eskoriatza,All,2.3
2020,,,Eskoriatza,Porcentaje,Eskoriatza,All,2.8
2021,,,Eskoriatza,Porcentaje,Eskoriatza,All,5.6
2022,,,Eskoriatza,Porcentaje,Eskoriatza,All,51.5
2011,,,Eskoriatza,Porcentaje,Eskoriatza,All,2.5
2019,,,Eskoriatza,Porcentaje,Eskoriatza,All,2.8
2023,,,Eskoriatza,Porcentaje,Eskoriatza,All,56.2
2015,,,Eskoriatza,Porcentaje,Eskoriatza,All,2.2
2010,,,Eskoriatza,Porcentaje,Eskoriatza,All,3.3
2014,,,Eskoriatza,Porcentaje,Eskoriatza,All,2.3
2018,,,Etxebarri,Porcentaje,Etxebarri,All,0.0
2014,,,Etxebarri,Porcentaje,Etxebarri,All,0.0
2015,,,Etxebarri,Porcentaje,Etxebarri,All,0.0
2013,,,Etxebarri,Porcentaje,Etxebarri,All,0.0
2011,,,Etxebarri,Porcentaje,Etxebarri,All,0.0
2019,,,Etxebarri,Porcentaje,Etxebarri,All,0.0
2017,,,Etxebarri,Porcentaje,Etxebarri,All,0.0
2023,,,Etxebarri,Porcentaje,Etxebarri,All,13.1
2010,,,Etxebarri,Porcentaje,Etxebarri,All,0.0
2012,,,Etxebarri,Porcentaje,Etxebarri,All,0.0
2016,,,Etxebarri,Porcentaje,Etxebarri,All,0.0
2020,,,Etxebarri,Porcentaje,Etxebarri,All,13.1
2022,,,Etxebarri,Porcentaje,Etxebarri,All,13.1
2021,,,Etxebarri,Porcentaje,Etxebarri,All,13.1
2017,,,Etxebarria,Porcentaje,Etxebarria,All,0.0
2021,,,Etxebarria,Porcentaje,Etxebarria,All,0.2
2013,,,Etxebarria,Porcentaje,Etxebarria,All,0.0
2019,,,Etxebarria,Porcentaje,Etxebarria,All,0.0
2011,,,Etxebarria,Porcentaje,Etxebarria,All,0.0
2015,,,Etxebarria,Porcentaje,Etxebarria,All,0.0
2012,,,Etxebarria,Porcentaje,Etxebarria,All,0.0
2016,,,Etxebarria,Porcentaje,Etxebarria,All,0.0
2020,,,Etxebarria,Porcentaje,Etxebarria,All,0.2
2022,,,Etxebarria,Porcentaje,Etxebarria,All,0.0
2018,,,Etxebarria,Porcentaje,Etxebarria,All,0.0
2014,,,Etxebarria,Porcentaje,Etxebarria,All,0.0
2010,,,Etxebarria,Porcentaje,Etxebarria,All,0.0
2023,,,Etxebarria,Porcentaje,Etxebarria,All,0.0
2014,,,Ezkio-Itsaso,Porcentaje,Ezkio-Itsaso,All,8.6
2019,,,Ezkio-Itsaso,Porcentaje,Ezkio-Itsaso,All,13.3
2015,,,Ezkio-Itsaso,Porcentaje,Ezkio-Itsaso,All,9.8
2012,,,Ezkio-Itsaso,Porcentaje,Ezkio-Itsaso,All,4.6
2016,,,Ezkio-Itsaso,Porcentaje,Ezkio-Itsaso,All,9.1
2020,,,Ezkio-Itsaso,Porcentaje,Ezkio-Itsaso,All,13.5
2018,,,Ezkio-Itsaso,Porcentaje,Ezkio-Itsaso,All,9.4
2013,,,Ezkio-Itsaso,Porcentaje,Ezkio-Itsaso,All,5.0
2021,,,Ezkio-Itsaso,Porcentaje,Ezkio-Itsaso,All,14.7
