Year,Zerbitzu publikoak,Sexua,Lurralde historikoa,Units,Value
2022,Justizia-administrazioa,,Gipuzkoa,Porcentaje,16.7
2020,Justizia-administrazioa,,Gipuzkoa,Porcentaje,16.0
2016,Justizia-administrazioa,,Gipuzkoa,Porcentaje,13.2
2016,Justizia-administrazioa,Emakumea,,Porcentaje,13.5
2023,Justizia-administrazioa,Emakumea,,Porcentaje,27.0
2019,Justizia-administrazioa,Emakumea,,Porcentaje,17.9
2018,Justizia-administrazioa,Emakumea,,Porcentaje,16.7
2022,Justizia-administrazioa,Emakumea,,Porcentaje,17.5
2020,Justizia-administrazioa,Emakumea,,Porcentaje,17.7
2017,Justizia-administrazioa,Emakumea,,Porcentaje,25.5
2021,Justizia-administrazioa,Emakumea,,Porcentaje,10.6
2018,Justizia-administrazioa,Emakumea,Araba / Álava,Porcentaje,14.3
2020,Justizia-administrazioa,Emakumea,Araba / Álava,Porcentaje,26.7
2017,Justizia-administrazioa,Emakumea,Araba / Álava,Porcentaje,16.7
2016,Justizia-administrazioa,Emakumea,Araba / Álava,Porcentaje,11.1
2019,Justizia-administrazioa,Emakumea,Araba / Álava,Porcentaje,0.0
2023,Justizia-administrazioa,Emakumea,Araba / Álava,Porcentaje,29.1
2022,Justizia-administrazioa,Emakumea,Araba / Álava,Porcentaje,11.0
2021,Justizia-administrazioa,Emakumea,Araba / Álava,Porcentaje,0.0
2017,Justizia-administrazioa,Emakumea,Bizkaia,Porcentaje,27.8
2019,Justizia-administrazioa,Emakumea,Bizkaia,Porcentaje,9.1
2021,Justizia-administrazioa,Emakumea,Bizkaia,Porcentaje,22.8
2022,Justizia-administrazioa,Emakumea,Bizkaia,Porcentaje,28.4
2018,Justizia-administrazioa,Emakumea,Bizkaia,Porcentaje,20.0
2016,Justizia-administrazioa,Emakumea,Bizkaia,Porcentaje,8.3
2020,Justizia-administrazioa,Emakumea,Bizkaia,Porcentaje,18.2
2023,Justizia-administrazioa,Emakumea,Bizkaia,Porcentaje,35.9
2018,Justizia-administrazioa,Emakumea,Gipuzkoa,Porcentaje,14.3
2016,Justizia-administrazioa,Emakumea,Gipuzkoa,Porcentaje,21.1
2017,Justizia-administrazioa,Emakumea,Gipuzkoa,Porcentaje,28.6
2019,Justizia-administrazioa,Emakumea,Gipuzkoa,Porcentaje,25.8
2020,Justizia-administrazioa,Emakumea,Gipuzkoa,Porcentaje,12.0
2021,Justizia-administrazioa,Emakumea,Gipuzkoa,Porcentaje,5.0
2022,Justizia-administrazioa,Emakumea,Gipuzkoa,Porcentaje,11.9
2023,Justizia-administrazioa,Emakumea,Gipuzkoa,Porcentaje,20.3
2016,Justizia-administrazioa,Gizona,,Porcentaje,9.4
2018,Justizia-administrazioa,Gizona,,Porcentaje,21.7
2023,Justizia-administrazioa,Gizona,,Porcentaje,17.1
2022,Justizia-administrazioa,Gizona,,Porcentaje,23.6
2019,Justizia-administrazioa,Gizona,,Porcentaje,21.2
2021,Justizia-administrazioa,Gizona,,Porcentaje,24.3
2017,Justizia-administrazioa,Gizona,,Porcentaje,14.0
2020,Justizia-administrazioa,Gizona,,Porcentaje,17.2
2020,Justizia-administrazioa,Gizona,Araba / Álava,Porcentaje,16.7
2023,Justizia-administrazioa,Gizona,Araba / Álava,Porcentaje,5.2
2016,Justizia-administrazioa,Gizona,Araba / Álava,Porcentaje,10.0
2017,Justizia-administrazioa,Gizona,Araba / Álava,Porcentaje,28.6
2019,Justizia-administrazioa,Gizona,Araba / Álava,Porcentaje,0.0
2022,Justizia-administrazioa,Gizona,Araba / Álava,Porcentaje,19.7
2021,Justizia-administrazioa,Gizona,Araba / Álava,Porcentaje,14.5
2018,Justizia-administrazioa,Gizona,Araba / Álava,Porcentaje,11.1
2020,Justizia-administrazioa,Gizona,Bizkaia,Porcentaje,14.8
2017,Justizia-administrazioa,Gizona,Bizkaia,Porcentaje,10.5
2018,Justizia-administrazioa,Gizona,Bizkaia,Porcentaje,31.0
2021,Justizia-administrazioa,Gizona,Bizkaia,Porcentaje,18.8
2022,Justizia-administrazioa,Gizona,Bizkaia,Porcentaje,32.0
2023,Justizia-administrazioa,Gizona,Bizkaia,Porcentaje,28.9
2016,Justizia-administrazioa,Gizona,Bizkaia,Porcentaje,12.5
2019,Justizia-administrazioa,Gizona,Bizkaia,Porcentaje,16.7
2016,Justizia-administrazioa,Gizona,Gipuzkoa,Porcentaje,5.3
2018,Justizia-administrazioa,Gizona,Gipuzkoa,Porcentaje,13.6
2019,Justizia-administrazioa,Gizona,Gipuzkoa,Porcentaje,28.6
2020,Justizia-administrazioa,Gizona,Gipuzkoa,Porcentaje,20.0
2021,Justizia-administrazioa,Gizona,Gipuzkoa,Porcentaje,28.9
2022,Justizia-administrazioa,Gizona,Gipuzkoa,Porcentaje,20.7
2023,Justizia-administrazioa,Gizona,Gipuzkoa,Porcentaje,16.6
2017,Justizia-administrazioa,Gizona,Gipuzkoa,Porcentaje,8.3
2012,Herritarren segurtasuna,,,Porcentaje,59.3
2015,Herritarren segurtasuna,,,Porcentaje,60.2
2011,Herritarren segurtasuna,,,Porcentaje,32.2
2023,Herritarren segurtasuna,,,Porcentaje,59.5
2013,Herritarren segurtasuna,,,Porcentaje,53.6
2021,Herritarren segurtasuna,,,Porcentaje,61.5
2014,Herritarren segurtasuna,,,Porcentaje,46.1
2017,Herritarren segurtasuna,,,Porcentaje,66.9
2018,Herritarren segurtasuna,,,Porcentaje,72.6
2020,Herritarren segurtasuna,,,Porcentaje,55.3
2022,Herritarren segurtasuna,,,Porcentaje,56.2
2016,Herritarren segurtasuna,,,Porcentaje,61.7
2019,Herritarren segurtasuna,,,Porcentaje,60.2
2016,Herritarren segurtasuna,,Araba / Álava,Porcentaje,57.9
2018,Herritarren segurtasuna,,Araba / Álava,Porcentaje,73.7
2019,Herritarren segurtasuna,,Araba / Álava,Porcentaje,92.3
2017,Herritarren segurtasuna,,Araba / Álava,Porcentaje,80.8
2021,Herritarren segurtasuna,,Araba / Álava,Porcentaje,53.1
2023,Herritarren segurtasuna,,Araba / Álava,Porcentaje,65.7
2020,Herritarren segurtasuna,,Araba / Álava,Porcentaje,56.0
2022,Herritarren segurtasuna,,Araba / Álava,Porcentaje,37.0
2019,Herritarren segurtasuna,,Bizkaia,Porcentaje,50.0
2022,Herritarren segurtasuna,,Bizkaia,Porcentaje,69.7
2016,Herritarren segurtasuna,,Bizkaia,Porcentaje,60.0
2017,Herritarren segurtasuna,,Bizkaia,Porcentaje,51.1
2020,Herritarren segurtasuna,,Bizkaia,Porcentaje,56.9
2021,Herritarren segurtasuna,,Bizkaia,Porcentaje,72.2
2023,Herritarren segurtasuna,,Bizkaia,Porcentaje,61.4
2018,Herritarren segurtasuna,,Bizkaia,Porcentaje,67.9
2016,Herritarren segurtasuna,,Gipuzkoa,Porcentaje,65.2
2017,Herritarren segurtasuna,,Gipuzkoa,Porcentaje,74.5
2022,Herritarren segurtasuna,,Gipuzkoa,Porcentaje,53.8
2023,Herritarren segurtasuna,,Gipuzkoa,Porcentaje,56.0
2019,Herritarren segurtasuna,,Gipuzkoa,Porcentaje,60.7
2021,Herritarren segurtasuna,,Gipuzkoa,Porcentaje,57.2
2018,Herritarren segurtasuna,,Gipuzkoa,Porcentaje,77.8
2020,Herritarren segurtasuna,,Gipuzkoa,Porcentaje,53.6
2021,Herritarren segurtasuna,Emakumea,,Porcentaje,58.0
2022,Herritarren segurtasuna,Emakumea,,Porcentaje,51.7
2017,Herritarren segurtasuna,Emakumea,,Porcentaje,62.7
2018,Herritarren segurtasuna,Emakumea,,Porcentaje,62.5
2019,Herritarren segurtasuna,Emakumea,,Porcentaje,58.3
2020,Herritarren segurtasuna,Emakumea,,Porcentaje,50.0
2016,Herritarren segurtasuna,Emakumea,,Porcentaje,56.9
2023,Herritarren segurtasuna,Emakumea,,Porcentaje,56.4
2018,Herritarren segurtasuna,Emakumea,Araba / Álava,Porcentaje,70.0
2016,Herritarren segurtasuna,Emakumea,Araba / Álava,Porcentaje,44.4
2017,Herritarren segurtasuna,Emakumea,Araba / Álava,Porcentaje,75.0
2019,Herritarren segurtasuna,Emakumea,Araba / Álava,Porcentaje,83.3
2020,Herritarren segurtasuna,Emakumea,Araba / Álava,Porcentaje,57.1
2021,Herritarren segurtasuna,Emakumea,Araba / Álava,Porcentaje,33.4
2022,Herritarren segurtasuna,Emakumea,Araba / Álava,Porcentaje,25.8
2023,Herritarren segurtasuna,Emakumea,Araba / Álava,Porcentaje,70.7
2016,Herritarren segurtasuna,Emakumea,Bizkaia,Porcentaje,50.0
2017,Herritarren segurtasuna,Emakumea,Bizkaia,Porcentaje,44.0
2020,Herritarren segurtasuna,Emakumea,Bizkaia,Porcentaje,50.0
2021,Herritarren segurtasuna,Emakumea,Bizkaia,Porcentaje,66.4
2023,Herritarren segurtasuna,Emakumea,Bizkaia,Porcentaje,51.2
2022,Herritarren segurtasuna,Emakumea,Bizkaia,Porcentaje,62.8
2018,Herritarren segurtasuna,Emakumea,Bizkaia,Porcentaje,47.8
2019,Herritarren segurtasuna,Emakumea,Bizkaia,Porcentaje,43.5
2016,Herritarren segurtasuna,Emakumea,Gipuzkoa,Porcentaje,68.0
2017,Herritarren segurtasuna,Emakumea,Gipuzkoa,Porcentaje,77.3
2019,Herritarren segurtasuna,Emakumea,Gipuzkoa,Porcentaje,64.5
2021,Herritarren segurtasuna,Emakumea,Gipuzkoa,Porcentaje,56.2
2023,Herritarren segurtasuna,Emakumea,Gipuzkoa,Porcentaje,56.1
2022,Herritarren segurtasuna,Emakumea,Gipuzkoa,Porcentaje,52.0
2020,Herritarren segurtasuna,Emakumea,Gipuzkoa,Porcentaje,46.7
2018,Herritarren segurtasuna,Emakumea,Gipuzkoa,Porcentaje,73.9
2020,Herritarren segurtasuna,Gizona,,Porcentaje,60.9
2019,Herritarren segurtasuna,Gizona,,Porcentaje,62.1
2017,Herritarren segurtasuna,Gizona,,Porcentaje,71.2
2022,Herritarren segurtasuna,Gizona,,Porcentaje,60.6
2023,Herritarren segurtasuna,Gizona,,Porcentaje,62.9
2018,Herritarren segurtasuna,Gizona,,Porcentaje,82.0
2021,Herritarren segurtasuna,Gizona,,Porcentaje,65.6
2016,Herritarren segurtasuna,Gizona,,Porcentaje,66.7
2019,Herritarren segurtasuna,Gizona,Araba / Álava,Porcentaje,100.0
2016,Herritarren segurtasuna,Gizona,Araba / Álava,Porcentaje,70.0
2018,Herritarren segurtasuna,Gizona,Araba / Álava,Porcentaje,77.8
2021,Herritarren segurtasuna,Gizona,Araba / Álava,Porcentaje,65.6
2023,Herritarren segurtasuna,Gizona,Araba / Álava,Porcentaje,62.6
2017,Herritarren segurtasuna,Gizona,Araba / Álava,Porcentaje,85.7
2020,Herritarren segurtasuna,Gizona,Araba / Álava,Porcentaje,54.5
2022,Herritarren segurtasuna,Gizona,Araba / Álava,Porcentaje,49.0
2020,Herritarren segurtasuna,Gizona,Bizkaia,Porcentaje,63.0
2022,Herritarren segurtasuna,Gizona,Bizkaia,Porcentaje,78.5
2017,Herritarren segurtasuna,Gizona,Bizkaia,Porcentaje,60.0
2018,Herritarren segurtasuna,Gizona,Bizkaia,Porcentaje,83.3
2019,Herritarren segurtasuna,Gizona,Bizkaia,Porcentaje,57.1
2021,Herritarren segurtasuna,Gizona,Bizkaia,Porcentaje,80.0
2016,Herritarren segurtasuna,Gizona,Bizkaia,Porcentaje,69.2
2023,Herritarren segurtasuna,Gizona,Bizkaia,Porcentaje,76.3
2016,Herritarren segurtasuna,Gizona,Gipuzkoa,Porcentaje,61.9
2017,Herritarren segurtasuna,Gizona,Gipuzkoa,Porcentaje,72.0
2018,Herritarren segurtasuna,Gizona,Gipuzkoa,Porcentaje,81.8
2019,Herritarren segurtasuna,Gizona,Gipuzkoa,Porcentaje,56.7
2020,Herritarren segurtasuna,Gizona,Gipuzkoa,Porcentaje,61.5
2021,Herritarren segurtasuna,Gizona,Gipuzkoa,Porcentaje,58.4
2022,Herritarren segurtasuna,Gizona,Gipuzkoa,Porcentaje,55.2
2023,Herritarren segurtasuna,Gizona,Gipuzkoa,Porcentaje,55.8
2016,Gizarte zerbitzuak,,,Porcentaje,60.2
2013,Gizarte zerbitzuak,,,Porcentaje,32.7
2023,Gizarte zerbitzuak,,,Porcentaje,62.2
2019,Gizarte zerbitzuak,,,Porcentaje,57.5
2014,Gizarte zerbitzuak,,,Porcentaje,30.3
2022,Gizarte zerbitzuak,,,Porcentaje,51.6
2017,Gizarte zerbitzuak,,,Porcentaje,57.1
2011,Gizarte zerbitzuak,,,Porcentaje,35.2
2020,Gizarte zerbitzuak,,,Porcentaje,58.3
2015,Gizarte zerbitzuak,,,Porcentaje,36.4
2018,Gizarte zerbitzuak,,,Porcentaje,60.5
2012,Gizarte zerbitzuak,,,Porcentaje,47.6
2021,Gizarte zerbitzuak,,,Porcentaje,59.6
2023,Gizarte zerbitzuak,,Araba / Álava,Porcentaje,62.9
2022,Gizarte zerbitzuak,,Araba / Álava,Porcentaje,53.5
2019,Gizarte zerbitzuak,,Araba / Álava,Porcentaje,78.6
2020,Gizarte zerbitzuak,,Araba / Álava,Porcentaje,44.0
2018,Gizarte zerbitzuak,,Araba / Álava,Porcentaje,73.7
2021,Gizarte zerbitzuak,,Araba / Álava,Porcentaje,50.4
2017,Gizarte zerbitzuak,,Araba / Álava,Porcentaje,69.2
2016,Gizarte zerbitzuak,,Araba / Álava,Porcentaje,66.7
2023,Gizarte zerbitzuak,,Bizkaia,Porcentaje,53.9
2022,Gizarte zerbitzuak,,Bizkaia,Porcentaje,60.1
2021,Gizarte zerbitzuak,,Bizkaia,Porcentaje,57.2
2017,Gizarte zerbitzuak,,Bizkaia,Porcentaje,34.1
2019,Gizarte zerbitzuak,,Bizkaia,Porcentaje,48.7
2018,Gizarte zerbitzuak,,Bizkaia,Porcentaje,48.1
2020,Gizarte zerbitzuak,,Bizkaia,Porcentaje,65.3
2016,Gizarte zerbitzuak,,Bizkaia,Porcentaje,42.9
2022,Gizarte zerbitzuak,,Gipuzkoa,Porcentaje,46.0
2023,Gizarte zerbitzuak,,Gipuzkoa,Porcentaje,67.1
2019,Gizarte zerbitzuak,,Gipuzkoa,Porcentaje,58.3
2021,Gizarte zerbitzuak,,Gipuzkoa,Porcentaje,62.5
2017,Gizarte zerbitzuak,,Gipuzkoa,Porcentaje,71.1
2016,Gizarte zerbitzuak,,Gipuzkoa,Porcentaje,74.4
2020,Gizarte zerbitzuak,,Gipuzkoa,Porcentaje,58.5
2018,Gizarte zerbitzuak,,Gipuzkoa,Porcentaje,69.8
2019,Gizarte zerbitzuak,Emakumea,,Porcentaje,54.2
2017,Gizarte zerbitzuak,Emakumea,,Porcentaje,52.6
2022,Gizarte zerbitzuak,Emakumea,,Porcentaje,48.1
2020,Gizarte zerbitzuak,Emakumea,,Porcentaje,54.7
2016,Gizarte zerbitzuak,Emakumea,,Porcentaje,50.0
2018,Gizarte zerbitzuak,Emakumea,,Porcentaje,51.9
2023,Gizarte zerbitzuak,Emakumea,,Porcentaje,54.9
2021,Gizarte zerbitzuak,Emakumea,,Porcentaje,58.5
2016,Gizarte zerbitzuak,Emakumea,Araba / Álava,Porcentaje,55.6
2023,Gizarte zerbitzuak,Emakumea,Araba / Álava,Porcentaje,73.0
2022,Gizarte zerbitzuak,Emakumea,Araba / Álava,Porcentaje,38.6
2017,Gizarte zerbitzuak,Emakumea,Araba / Álava,Porcentaje,75.0
2018,Gizarte zerbitzuak,Emakumea,Araba / Álava,Porcentaje,66.7
2019,Gizarte zerbitzuak,Emakumea,Araba / Álava,Porcentaje,100.0
2020,Gizarte zerbitzuak,Emakumea,Araba / Álava,Porcentaje,40.0
2021,Gizarte zerbitzuak,Emakumea,Araba / Álava,Porcentaje,28.9
2021,Gizarte zerbitzuak,Emakumea,Bizkaia,Porcentaje,50.4
2019,Gizarte zerbitzuak,Emakumea,Bizkaia,Porcentaje,36.4
2016,Gizarte zerbitzuak,Emakumea,Bizkaia,Porcentaje,22.7
2017,Gizarte zerbitzuak,Emakumea,Bizkaia,Porcentaje,29.2
2018,Gizarte zerbitzuak,Emakumea,Bizkaia,Porcentaje,36.4
2020,Gizarte zerbitzuak,Emakumea,Bizkaia,Porcentaje,63.6
2022,Gizarte zerbitzuak,Emakumea,Bizkaia,Porcentaje,59.8
2023,Gizarte zerbitzuak,Emakumea,Bizkaia,Porcentaje,39.4
2023,Gizarte zerbitzuak,Emakumea,Gipuzkoa,Porcentaje,60.3
2016,Gizarte zerbitzuak,Emakumea,Gipuzkoa,Porcentaje,72.0
2020,Gizarte zerbitzuak,Emakumea,Gipuzkoa,Porcentaje,55.6
2017,Gizarte zerbitzuak,Emakumea,Gipuzkoa,Porcentaje,66.7
2018,Gizarte zerbitzuak,Emakumea,Gipuzkoa,Porcentaje,61.9
2019,Gizarte zerbitzuak,Emakumea,Gipuzkoa,Porcentaje,58.1
2021,Gizarte zerbitzuak,Emakumea,Gipuzkoa,Porcentaje,66.5
2022,Gizarte zerbitzuak,Emakumea,Gipuzkoa,Porcentaje,42.4
2019,Gizarte zerbitzuak,Gizona,,Porcentaje,61.1
2018,Gizarte zerbitzuak,Gizona,,Porcentaje,67.7
2022,Gizarte zerbitzuak,Gizona,,Porcentaje,54.8
2017,Gizarte zerbitzuak,Gizona,,Porcentaje,61.8
2020,Gizarte zerbitzuak,Gizona,,Porcentaje,61.9
2023,Gizarte zerbitzuak,Gizona,,Porcentaje,70.6
2021,Gizarte zerbitzuak,Gizona,,Porcentaje,60.9
2016,Gizarte zerbitzuak,Gizona,,Porcentaje,72.3
2022,Gizarte zerbitzuak,Gizona,Araba / Álava,Porcentaje,69.4
2016,Gizarte zerbitzuak,Gizona,Araba / Álava,Porcentaje,77.8
2018,Gizarte zerbitzuak,Gizona,Araba / Álava,Porcentaje,80.0
2019,Gizarte zerbitzuak,Gizona,Araba / Álava,Porcentaje,62.5
2020,Gizarte zerbitzuak,Gizona,Araba / Álava,Porcentaje,50.0
2023,Gizarte zerbitzuak,Gizona,Araba / Álava,Porcentaje,56.8
2021,Gizarte zerbitzuak,Gizona,Araba / Álava,Porcentaje,62.9
2017,Gizarte zerbitzuak,Gizona,Araba / Álava,Porcentaje,64.3
2019,Gizarte zerbitzuak,Gizona,Bizkaia,Porcentaje,64.7
2017,Gizarte zerbitzuak,Gizona,Bizkaia,Porcentaje,41.2
2018,Gizarte zerbitzuak,Gizona,Bizkaia,Porcentaje,56.7
2020,Gizarte zerbitzuak,Gizona,Bizkaia,Porcentaje,66.7
2021,Gizarte zerbitzuak,Gizona,Bizkaia,Porcentaje,67.0
2023,Gizarte zerbitzuak,Gizona,Bizkaia,Porcentaje,75.9
2016,Gizarte zerbitzuak,Gizona,Bizkaia,Porcentaje,65.0
2022,Gizarte zerbitzuak,Gizona,Bizkaia,Porcentaje,60.4
2016,Gizarte zerbitzuak,Gizona,Gipuzkoa,Porcentaje,77.8
2017,Gizarte zerbitzuak,Gizona,Gipuzkoa,Porcentaje,75.0
2018,Gizarte zerbitzuak,Gizona,Gipuzkoa,Porcentaje,77.3
2019,Gizarte zerbitzuak,Gizona,Gipuzkoa,Porcentaje,58.6
2021,Gizarte zerbitzuak,Gizona,Gipuzkoa,Porcentaje,57.1
2022,Gizarte zerbitzuak,Gizona,Gipuzkoa,Porcentaje,48.5
2023,Gizarte zerbitzuak,Gizona,Gipuzkoa,Porcentaje,75.2
2020,Gizarte zerbitzuak,Gizona,Gipuzkoa,Porcentaje,61.5
2014,Garraio publikoa,,,Porcentaje,72.6
2019,Garraio publikoa,,,Porcentaje,86.3
2016,Garraio publikoa,,,Porcentaje,83.9
2022,Garraio publikoa,,,Porcentaje,81.0
2017,Garraio publikoa,,,Porcentaje,87.9
2012,Garraio publikoa,,,Porcentaje,78.0
2018,Garraio publikoa,,,Porcentaje,83.1
2015,Garraio publikoa,,,Porcentaje,83.2
2021,Garraio publikoa,,,Porcentaje,85.2
2013,Garraio publikoa,,,Porcentaje,70.2
2011,Garraio publikoa,,,Porcentaje,78.1
2020,Garraio publikoa,,,Porcentaje,82.9
2023,Garraio publikoa,,,Porcentaje,81.2
2022,Garraio publikoa,,Araba / Álava,Porcentaje,63.6
2017,Garraio publikoa,,Araba / Álava,Porcentaje,88.0
2016,Garraio publikoa,,Araba / Álava,Porcentaje,68.4
2021,Garraio publikoa,,Araba / Álava,Porcentaje,83.4
2019,Garraio publikoa,,Araba / Álava,Porcentaje,78.6
2023,Garraio publikoa,,Araba / Álava,Porcentaje,82.9
2020,Garraio publikoa,,Araba / Álava,Porcentaje,72.0
2018,Garraio publikoa,,Araba / Álava,Porcentaje,76.5
2017,Garraio publikoa,,Bizkaia,Porcentaje,86.0
2021,Garraio publikoa,,Bizkaia,Porcentaje,72.7
2020,Garraio publikoa,,Bizkaia,Porcentaje,88.0
2019,Garraio publikoa,,Bizkaia,Porcentaje,86.0
2016,Garraio publikoa,,Bizkaia,Porcentaje,90.0
2023,Garraio publikoa,,Bizkaia,Porcentaje,74.2
2018,Garraio publikoa,,Bizkaia,Porcentaje,80.0
2022,Garraio publikoa,,Bizkaia,Porcentaje,77.5
2023,Garraio publikoa,,Gipuzkoa,Porcentaje,84.6
2020,Garraio publikoa,,Gipuzkoa,Porcentaje,83.3
2017,Garraio publikoa,,Gipuzkoa,Porcentaje,89.6
2018,Garraio publikoa,,Gipuzkoa,Porcentaje,89.1
2021,Garraio publikoa,,Gipuzkoa,Porcentaje,91.8
2016,Garraio publikoa,,Gipuzkoa,Porcentaje,83.7
2019,Garraio publikoa,,Gipuzkoa,Porcentaje,88.3
2022,Garraio publikoa,,Gipuzkoa,Porcentaje,87.9
2019,Garraio publikoa,Emakumea,,Porcentaje,87.1
2023,Garraio publikoa,Emakumea,,Porcentaje,80.8
2021,Garraio publikoa,Emakumea,,Porcentaje,83.7
2022,Garraio publikoa,Emakumea,,Porcentaje,78.0
2020,Garraio publikoa,Emakumea,,Porcentaje,83.3
2016,Garraio publikoa,Emakumea,,Porcentaje,86.9
2018,Garraio publikoa,Emakumea,,Porcentaje,86.0
2017,Garraio publikoa,Emakumea,,Porcentaje,86.2
2020,Garraio publikoa,Emakumea,Araba / Álava,Porcentaje,76.9
2022,Garraio publikoa,Emakumea,Araba / Álava,Porcentaje,58.8
2023,Garraio publikoa,Emakumea,Araba / Álava,Porcentaje,72.3
2018,Garraio publikoa,Emakumea,Araba / Álava,Porcentaje,87.5
2019,Garraio publikoa,Emakumea,Araba / Álava,Porcentaje,66.7
2021,Garraio publikoa,Emakumea,Araba / Álava,Porcentaje,70.9
2016,Garraio publikoa,Emakumea,Araba / Álava,Porcentaje,66.7
2017,Garraio publikoa,Emakumea,Araba / Álava,Porcentaje,81.8
2017,Garraio publikoa,Emakumea,Bizkaia,Porcentaje,78.3
2016,Garraio publikoa,Emakumea,Bizkaia,Porcentaje,91.7
2019,Garraio publikoa,Emakumea,Bizkaia,Porcentaje,82.6
2020,Garraio publikoa,Emakumea,Bizkaia,Porcentaje,87.5
2022,Garraio publikoa,Emakumea,Bizkaia,Porcentaje,74.6
2018,Garraio publikoa,Emakumea,Bizkaia,Porcentaje,76.0
2023,Garraio publikoa,Emakumea,Bizkaia,Porcentaje,73.9
2021,Garraio publikoa,Emakumea,Bizkaia,Porcentaje,68.4
2023,Garraio publikoa,Emakumea,Gipuzkoa,Porcentaje,87.4
2017,Garraio publikoa,Emakumea,Gipuzkoa,Porcentaje,95.8
2021,Garraio publikoa,Emakumea,Gipuzkoa,Porcentaje,92.6
2016,Garraio publikoa,Emakumea,Gipuzkoa,Porcentaje,89.3
2018,Garraio publikoa,Emakumea,Gipuzkoa,Porcentaje,95.8
2019,Garraio publikoa,Emakumea,Gipuzkoa,Porcentaje,93.9
2020,Garraio publikoa,Emakumea,Gipuzkoa,Porcentaje,82.8
2022,Garraio publikoa,Emakumea,Gipuzkoa,Porcentaje,86.0
2022,Garraio publikoa,Gizona,,Porcentaje,84.2
2020,Garraio publikoa,Gizona,,Porcentaje,82.5
2018,Garraio publikoa,Gizona,,Porcentaje,80.3
2016,Garraio publikoa,Gizona,,Porcentaje,80.7
2019,Garraio publikoa,Gizona,,Porcentaje,85.5
2021,Garraio publikoa,Gizona,,Porcentaje,86.9
2017,Garraio publikoa,Gizona,,Porcentaje,89.7
2023,Garraio publikoa,Gizona,,Porcentaje,81.8
2019,Garraio publikoa,Gizona,Araba / Álava,Porcentaje,87.5
2021,Garraio publikoa,Gizona,Araba / Álava,Porcentaje,91.4
2018,Garraio publikoa,Gizona,Araba / Álava,Porcentaje,66.7
2022,Garraio publikoa,Gizona,Araba / Álava,Porcentaje,68.6
2016,Garraio publikoa,Gizona,Araba / Álava,Porcentaje,70.0
2020,Garraio publikoa,Gizona,Araba / Álava,Porcentaje,66.7
2023,Garraio publikoa,Gizona,Araba / Álava,Porcentaje,89.8
2017,Garraio publikoa,Gizona,Araba / Álava,Porcentaje,92.9
2016,Garraio publikoa,Gizona,Bizkaia,Porcentaje,88.5
2018,Garraio publikoa,Gizona,Bizkaia,Porcentaje,83.3
2019,Garraio publikoa,Gizona,Bizkaia,Porcentaje,90.0
2020,Garraio publikoa,Gizona,Bizkaia,Porcentaje,88.5
2022,Garraio publikoa,Gizona,Bizkaia,Porcentaje,81.1
2023,Garraio publikoa,Gizona,Bizkaia,Porcentaje,74.8
2021,Garraio publikoa,Gizona,Bizkaia,Porcentaje,77.6
2017,Garraio publikoa,Gizona,Bizkaia,Porcentaje,95.0
2019,Garraio publikoa,Gizona,Gipuzkoa,Porcentaje,81.5
2016,Garraio publikoa,Gizona,Gipuzkoa,Porcentaje,76.2
2017,Garraio publikoa,Gizona,Gipuzkoa,Porcentaje,83.3
2018,Garraio publikoa,Gizona,Gipuzkoa,Porcentaje,81.8
2020,Garraio publikoa,Gizona,Gipuzkoa,Porcentaje,84.0
2022,Garraio publikoa,Gizona,Gipuzkoa,Porcentaje,89.6
2023,Garraio publikoa,Gizona,Gipuzkoa,Porcentaje,81.4
2021,Garraio publikoa,Gizona,Gipuzkoa,Porcentaje,90.8
2019,Herri-lanak,,,Porcentaje,65.2
2022,Herri-lanak,,,Porcentaje,51.2
2013,Herri-lanak,,,Porcentaje,50.0
2012,Herri-lanak,,,Porcentaje,57.3
2017,Herri-lanak,,,Porcentaje,66.4
2014,Herri-lanak,,,Porcentaje,52.3
2018,Herri-lanak,,,Porcentaje,62.8
2016,Herri-lanak,,,Porcentaje,58.2
2011,Herri-lanak,,,Porcentaje,59.8
2023,Herri-lanak,,,Porcentaje,66.5
2020,Herri-lanak,,,Porcentaje,56.9
2021,Herri-lanak,,,Porcentaje,63.4
2015,Herri-lanak,,,Porcentaje,55.0
2021,Herri-lanak,,Araba / Álava,Porcentaje,29.2
2020,Herri-lanak,,Araba / Álava,Porcentaje,51.9
2018,Herri-lanak,,Araba / Álava,Porcentaje,47.4
2019,Herri-lanak,,Araba / Álava,Porcentaje,64.3
2022,Herri-lanak,,Araba / Álava,Porcentaje,33.5
2016,Herri-lanak,,Araba / Álava,Porcentaje,52.6
2023,Herri-lanak,,Araba / Álava,Porcentaje,59.5
2017,Herri-lanak,,Araba / Álava,Porcentaje,72.0
2017,Herri-lanak,,Bizkaia,Porcentaje,76.2
2019,Herri-lanak,,Bizkaia,Porcentaje,64.3
2023,Herri-lanak,,Bizkaia,Porcentaje,52.7
2021,Herri-lanak,,Bizkaia,Porcentaje,65.8
2018,Herri-lanak,,Bizkaia,Porcentaje,72.5
2022,Herri-lanak,,Bizkaia,Porcentaje,51.0
2016,Herri-lanak,,Bizkaia,Porcentaje,54.3
2020,Herri-lanak,,Bizkaia,Porcentaje,68.1
2021,Herri-lanak,,Gipuzkoa,Porcentaje,68.3
