Year,Series,Province,County,Municipality,Units,GeoCode,Value
2015,EU_XPD_LOCALGBPC,,,Bergara,%,Bergara,97.25
2018,EU_XPD_LOCALGBPC,,,Bermeo,%,Bermeo,108.51
2019,EU_XPD_LOCALGBPC,,,Bermeo,%,Bermeo,103.65
2014,EU_XPD_LOCALGBPC,,,Bermeo,%,Bermeo,99.54
2020,EU_XPD_LOCALGBPC,,,Bermeo,%,Bermeo,100.3
2022,EU_XPD_LOCALGBPC,,,Bermeo,%,Bermeo,110.87
2011,EU_XPD_LOCALGBPC,,,Bermeo,%,Bermeo,108.42
2021,EU_XPD_LOCALGBPC,,,Bermeo,%,Bermeo,98.15
2017,EU_XPD_LOCALGBPC,,,Bermeo,%,Bermeo,102.31
2016,EU_XPD_LOCALGBPC,,,Bermeo,%,Bermeo,108.06
2010,EU_XPD_LOCALGBPC,,,Bermeo,%,Bermeo,126.5
2015,EU_XPD_LOCALGBPC,,,Bermeo,%,Bermeo,105.94
2012,EU_XPD_LOCALGBPC,,,Bermeo,%,Bermeo,91.25
2013,EU_XPD_LOCALGBPC,,,Bermeo,%,Bermeo,109.32
2010,EU_XPD_LOCALGBPC,,,Bernedo,%,Bernedo,113.07
2022,EU_XPD_LOCALGBPC,,,Bernedo,%,Bernedo,135.27
2020,EU_XPD_LOCALGBPC,,,Bernedo,%,Bernedo,94.45
2012,EU_XPD_LOCALGBPC,,,Bernedo,%,Bernedo,95.69
2021,EU_XPD_LOCALGBPC,,,Bernedo,%,Bernedo,88.73
2017,EU_XPD_LOCALGBPC,,,Bernedo,%,Bernedo,76.56
2016,EU_XPD_LOCALGBPC,,,Bernedo,%,Bernedo,114.24
2018,EU_XPD_LOCALGBPC,,,Bernedo,%,Bernedo,110.2
2015,EU_XPD_LOCALGBPC,,,Bernedo,%,Bernedo,63.08
2011,EU_XPD_LOCALGBPC,,,Bernedo,%,Bernedo,154.29
2013,EU_XPD_LOCALGBPC,,,Bernedo,%,Bernedo,103.68
2014,EU_XPD_LOCALGBPC,,,Bernedo,%,Bernedo,93.89
2019,EU_XPD_LOCALGBPC,,,Bernedo,%,Bernedo,126.05
2015,EU_XPD_LOCALGBPC,,,Berriatua,%,Berriatua,82.64
2010,EU_XPD_LOCALGBPC,,,Berriatua,%,Berriatua,107.28
2014,EU_XPD_LOCALGBPC,,,Berriatua,%,Berriatua,112.88
2011,EU_XPD_LOCALGBPC,,,Berriatua,%,Berriatua,175.98
2013,EU_XPD_LOCALGBPC,,,Berriatua,%,Berriatua,111.4
2021,EU_XPD_LOCALGBPC,,,Berriatua,%,Berriatua,98.65
2020,EU_XPD_LOCALGBPC,,,Berriatua,%,Berriatua,86.15
2016,EU_XPD_LOCALGBPC,,,Berriatua,%,Berriatua,110.0
2019,EU_XPD_LOCALGBPC,,,Berriatua,%,Berriatua,86.63
2017,EU_XPD_LOCALGBPC,,,Berriatua,%,Berriatua,127.06
2018,EU_XPD_LOCALGBPC,,,Berriatua,%,Berriatua,105.29
2012,EU_XPD_LOCALGBPC,,,Berriatua,%,Berriatua,129.27
2022,EU_XPD_LOCALGBPC,,,Berriatua,%,Berriatua,105.24
2012,EU_XPD_LOCALGBPC,,,Berriz,%,Berriz,120.03
2010,EU_XPD_LOCALGBPC,,,Berriz,%,Berriz,123.7
2015,EU_XPD_LOCALGBPC,,,Berriz,%,Berriz,107.56
2017,EU_XPD_LOCALGBPC,,,Berriz,%,Berriz,105.5
2011,EU_XPD_LOCALGBPC,,,Berriz,%,Berriz,122.79
2021,EU_XPD_LOCALGBPC,,,Berriz,%,Berriz,101.27
2013,EU_XPD_LOCALGBPC,,,Berriz,%,Berriz,99.85
2014,EU_XPD_LOCALGBPC,,,Berriz,%,Berriz,108.0
2018,EU_XPD_LOCALGBPC,,,Berriz,%,Berriz,113.0
2022,EU_XPD_LOCALGBPC,,,Berriz,%,Berriz,114.84
2019,EU_XPD_LOCALGBPC,,,Berriz,%,Berriz,106.49
2016,EU_XPD_LOCALGBPC,,,Berriz,%,Berriz,132.8
2020,EU_XPD_LOCALGBPC,,,Berriz,%,Berriz,87.79
2021,EU_XPD_LOCALGBPC,,,Berrobi,%,Berrobi,105.04
2020,EU_XPD_LOCALGBPC,,,Berrobi,%,Berrobi,102.84
2011,EU_XPD_LOCALGBPC,,,Berrobi,%,Berrobi,97.94
2022,EU_XPD_LOCALGBPC,,,Berrobi,%,Berrobi,115.21
2017,EU_XPD_LOCALGBPC,,,Berrobi,%,Berrobi,107.06
2018,EU_XPD_LOCALGBPC,,,Berrobi,%,Berrobi,87.1
2019,EU_XPD_LOCALGBPC,,,Berrobi,%,Berrobi,98.4
2010,EU_XPD_LOCALGBPC,,,Berrobi,%,Berrobi,141.45
2012,EU_XPD_LOCALGBPC,,,Berrobi,%,Berrobi,111.68
2013,EU_XPD_LOCALGBPC,,,Berrobi,%,Berrobi,105.12
2014,EU_XPD_LOCALGBPC,,,Berrobi,%,Berrobi,120.09
2015,EU_XPD_LOCALGBPC,,,Berrobi,%,Berrobi,91.34
2016,EU_XPD_LOCALGBPC,,,Berrobi,%,Berrobi,114.11
2018,EU_XPD_LOCALGBPC,,,Bidania-Goiatz,%,Bidania-Goiatz,97.47
2017,EU_XPD_LOCALGBPC,,,Bidania-Goiatz,%,Bidania-Goiatz,94.93
2014,EU_XPD_LOCALGBPC,,,Bidania-Goiatz,%,Bidania-Goiatz,108.13
2022,EU_XPD_LOCALGBPC,,,Bidania-Goiatz,%,Bidania-Goiatz,103.72
2021,EU_XPD_LOCALGBPC,,,Bidania-Goiatz,%,Bidania-Goiatz,112.83
2020,EU_XPD_LOCALGBPC,,,Bidania-Goiatz,%,Bidania-Goiatz,131.5
2019,EU_XPD_LOCALGBPC,,,Bidania-Goiatz,%,Bidania-Goiatz,102.17
2012,EU_XPD_LOCALGBPC,,,Bidania-Goiatz,%,Bidania-Goiatz,100.37
2016,EU_XPD_LOCALGBPC,,,Bidania-Goiatz,%,Bidania-Goiatz,105.52
2010,EU_XPD_LOCALGBPC,,,Bidania-Goiatz,%,Bidania-Goiatz,117.15
2015,EU_XPD_LOCALGBPC,,,Bidania-Goiatz,%,Bidania-Goiatz,111.35
2013,EU_XPD_LOCALGBPC,,,Bidania-Goiatz,%,Bidania-Goiatz,101.41
2011,EU_XPD_LOCALGBPC,,,Bidania-Goiatz,%,Bidania-Goiatz,100.72
2018,EU_XPD_LOCALGBPC,,,Bilbao,%,Bilbao,96.23
2022,EU_XPD_LOCALGBPC,,,Bilbao,%,Bilbao,97.74
2010,EU_XPD_LOCALGBPC,,,Bilbao,%,Bilbao,110.75
2021,EU_XPD_LOCALGBPC,,,Bilbao,%,Bilbao,97.02
2011,EU_XPD_LOCALGBPC,,,Bilbao,%,Bilbao,100.79
2015,EU_XPD_LOCALGBPC,,,Bilbao,%,Bilbao,93.92
2019,EU_XPD_LOCALGBPC,,,Bilbao,%,Bilbao,98.36
2014,EU_XPD_LOCALGBPC,,,Bilbao,%,Bilbao,94.99
2016,EU_XPD_LOCALGBPC,,,Bilbao,%,Bilbao,90.45
2020,EU_XPD_LOCALGBPC,,,Bilbao,%,Bilbao,93.3
2013,EU_XPD_LOCALGBPC,,,Bilbao,%,Bilbao,96.15
2017,EU_XPD_LOCALGBPC,,,Bilbao,%,Bilbao,97.45
2012,EU_XPD_LOCALGBPC,,,Bilbao,%,Bilbao,95.22
2013,EU_XPD_LOCALGBPC,,,Busturia,%,Busturia,110.35
2015,EU_XPD_LOCALGBPC,,,Busturia,%,Busturia,108.34
2020,EU_XPD_LOCALGBPC,,,Busturia,%,Busturia,89.31
2019,EU_XPD_LOCALGBPC,,,Busturia,%,Busturia,116.73
2016,EU_XPD_LOCALGBPC,,,Busturia,%,Busturia,109.85
2018,EU_XPD_LOCALGBPC,,,Busturia,%,Busturia,84.45
2022,EU_XPD_LOCALGBPC,,,Busturia,%,Busturia,115.86
2014,EU_XPD_LOCALGBPC,,,Busturia,%,Busturia,105.43
2017,EU_XPD_LOCALGBPC,,,Busturia,%,Busturia,97.68
2021,EU_XPD_LOCALGBPC,,,Busturia,%,Busturia,89.24
2012,EU_XPD_LOCALGBPC,,,Busturia,%,Busturia,123.19
2011,EU_XPD_LOCALGBPC,,,Busturia,%,Busturia,98.99
2010,EU_XPD_LOCALGBPC,,,Busturia,%,Busturia,116.58
2014,EU_XPD_LOCALGBPC,,,Campezo/Kanpezu,%,Campezo/Kanpezu,100.86
2017,EU_XPD_LOCALGBPC,,,Campezo/Kanpezu,%,Campezo/Kanpezu,111.51
2015,EU_XPD_LOCALGBPC,,,Campezo/Kanpezu,%,Campezo/Kanpezu,103.57
2019,EU_XPD_LOCALGBPC,,,Campezo/Kanpezu,%,Campezo/Kanpezu,79.52
2016,EU_XPD_LOCALGBPC,,,Campezo/Kanpezu,%,Campezo/Kanpezu,76.41
2010,EU_XPD_LOCALGBPC,,,Campezo/Kanpezu,%,Campezo/Kanpezu,150.71
2022,EU_XPD_LOCALGBPC,,,Campezo/Kanpezu,%,Campezo/Kanpezu,149.25
2012,EU_XPD_LOCALGBPC,,,Campezo/Kanpezu,%,Campezo/Kanpezu,109.81
2011,EU_XPD_LOCALGBPC,,,Campezo/Kanpezu,%,Campezo/Kanpezu,105.63
2018,EU_XPD_LOCALGBPC,,,Campezo/Kanpezu,%,Campezo/Kanpezu,76.97
2021,EU_XPD_LOCALGBPC,,,Campezo/Kanpezu,%,Campezo/Kanpezu,64.37
2013,EU_XPD_LOCALGBPC,,,Campezo/Kanpezu,%,Campezo/Kanpezu,122.18
2020,EU_XPD_LOCALGBPC,,,Campezo/Kanpezu,%,Campezo/Kanpezu,71.72
2014,EU_XPD_LOCALGBPC,,,Deba,%,Deba,119.53
2015,EU_XPD_LOCALGBPC,,,Deba,%,Deba,132.72
2011,EU_XPD_LOCALGBPC,,,Deba,%,Deba,122.59
2021,EU_XPD_LOCALGBPC,,,Deba,%,Deba,102.16
2012,EU_XPD_LOCALGBPC,,,Deba,%,Deba,99.37
2013,EU_XPD_LOCALGBPC,,,Deba,%,Deba,112.12
2016,EU_XPD_LOCALGBPC,,,Deba,%,Deba,97.36
2017,EU_XPD_LOCALGBPC,,,Deba,%,Deba,103.32
2022,EU_XPD_LOCALGBPC,,,Deba,%,Deba,114.51
2019,EU_XPD_LOCALGBPC,,,Deba,%,Deba,122.16
2020,EU_XPD_LOCALGBPC,,,Deba,%,Deba,106.14
2010,EU_XPD_LOCALGBPC,,,Deba,%,Deba,143.17
2018,EU_XPD_LOCALGBPC,,,Deba,%,Deba,108.96
2015,EU_XPD_LOCALGBPC,,,Derio,%,Derio,77.01
2022,EU_XPD_LOCALGBPC,,,Derio,%,Derio,114.9
2020,EU_XPD_LOCALGBPC,,,Derio,%,Derio,94.67
2016,EU_XPD_LOCALGBPC,,,Derio,%,Derio,110.02
2021,EU_XPD_LOCALGBPC,,,Derio,%,Derio,118.58
2011,EU_XPD_LOCALGBPC,,,Derio,%,Derio,126.78
2014,EU_XPD_LOCALGBPC,,,Derio,%,Derio,96.01
2018,EU_XPD_LOCALGBPC,,,Derio,%,Derio,105.61
2017,EU_XPD_LOCALGBPC,,,Derio,%,Derio,107.33
2019,EU_XPD_LOCALGBPC,,,Derio,%,Derio,105.86
2013,EU_XPD_LOCALGBPC,,,Derio,%,Derio,99.45
2010,EU_XPD_LOCALGBPC,,,Derio,%,Derio,128.66
2012,EU_XPD_LOCALGBPC,,,Derio,%,Derio,101.51
2014,EU_XPD_LOCALGBPC,,,Dima,%,Dima,171.1
2013,EU_XPD_LOCALGBPC,,,Dima,%,Dima,149.53
2022,EU_XPD_LOCALGBPC,,,Dima,%,Dima,137.66
2018,EU_XPD_LOCALGBPC,,,Dima,%,Dima,111.21
2021,EU_XPD_LOCALGBPC,,,Dima,%,Dima,107.41
2019,EU_XPD_LOCALGBPC,,,Dima,%,Dima,104.45
2017,EU_XPD_LOCALGBPC,,,Dima,%,Dima,122.28
2010,EU_XPD_LOCALGBPC,,,Dima,%,Dima,131.49
2012,EU_XPD_LOCALGBPC,,,Dima,%,Dima,145.63
2016,EU_XPD_LOCALGBPC,,,Dima,%,Dima,121.67
2020,EU_XPD_LOCALGBPC,,,Dima,%,Dima,98.75
2011,EU_XPD_LOCALGBPC,,,Dima,%,Dima,135.42
2015,EU_XPD_LOCALGBPC,,,Dima,%,Dima,120.53
2012,EU_XPD_LOCALGBPC,,,Donostia / San Sebastián,%,Donostia / San Sebastián,82.74
2013,EU_XPD_LOCALGBPC,,,Donostia / San Sebastián,%,Donostia / San Sebastián,92.92
2011,EU_XPD_LOCALGBPC,,,Donostia / San Sebastián,%,Donostia / San Sebastián,100.52
2021,EU_XPD_LOCALGBPC,,,Donostia / San Sebastián,%,Donostia / San Sebastián,109.13
2014,EU_XPD_LOCALGBPC,,,Donostia / San Sebastián,%,Donostia / San Sebastián,80.48
2018,EU_XPD_LOCALGBPC,,,Donostia / San Sebastián,%,Donostia / San Sebastián,88.71
2019,EU_XPD_LOCALGBPC,,,Donostia / San Sebastián,%,Donostia / San Sebastián,96.3
2022,EU_XPD_LOCALGBPC,,,Donostia / San Sebastián,%,Donostia / San Sebastián,98.72
2010,EU_XPD_LOCALGBPC,,,Donostia / San Sebastián,%,Donostia / San Sebastián,106.28
2017,EU_XPD_LOCALGBPC,,,Donostia / San Sebastián,%,Donostia / San Sebastián,86.02
2016,EU_XPD_LOCALGBPC,,,Donostia / San Sebastián,%,Donostia / San Sebastián,100.63
2015,EU_XPD_LOCALGBPC,,,Donostia / San Sebastián,%,Donostia / San Sebastián,79.65
2020,EU_XPD_LOCALGBPC,,,Donostia / San Sebastián,%,Donostia / San Sebastián,96.1
2022,EU_XPD_LOCALGBPC,,,Durango,%,Durango,97.81
2014,EU_XPD_LOCALGBPC,,,Durango,%,Durango,108.37
2015,EU_XPD_LOCALGBPC,,,Durango,%,Durango,98.01
2018,EU_XPD_LOCALGBPC,,,Durango,%,Durango,103.45
2013,EU_XPD_LOCALGBPC,,,Durango,%,Durango,111.03
2010,EU_XPD_LOCALGBPC,,,Durango,%,Durango,100.66
2020,EU_XPD_LOCALGBPC,,,Durango,%,Durango,88.17
2016,EU_XPD_LOCALGBPC,,,Durango,%,Durango,106.15
2012,EU_XPD_LOCALGBPC,,,Durango,%,Durango,86.02
2011,EU_XPD_LOCALGBPC,,,Durango,%,Durango,101.38
2017,EU_XPD_LOCALGBPC,,,Durango,%,Durango,105.87
2019,EU_XPD_LOCALGBPC,,,Durango,%,Durango,102.06
2021,EU_XPD_LOCALGBPC,,,Durango,%,Durango,94.21
2019,EU_XPD_LOCALGBPC,,,Ea,%,Ea,131.72
2012,EU_XPD_LOCALGBPC,,,Ea,%,Ea,248.61
2013,EU_XPD_LOCALGBPC,,,Ea,%,Ea,145.37
2021,EU_XPD_LOCALGBPC,,,Ea,%,Ea,136.52
2017,EU_XPD_LOCALGBPC,,,Ea,%,Ea,134.64
2011,EU_XPD_LOCALGBPC,,,Ea,%,Ea,138.58
2010,EU_XPD_LOCALGBPC,,,Ea,%,Ea,258.18
2014,EU_XPD_LOCALGBPC,,,Ea,%,Ea,111.05
2018,EU_XPD_LOCALGBPC,,,Ea,%,Ea,124.02
2020,EU_XPD_LOCALGBPC,,,Ea,%,Ea,119.32
2022,EU_XPD_LOCALGBPC,,,Ea,%,Ea,168.14
2015,EU_XPD_LOCALGBPC,,,Ea,%,Ea,92.23
2016,EU_XPD_LOCALGBPC,,,Ea,%,Ea,135.86
2010,EU_XPD_LOCALGBPC,,,Eibar,%,Eibar,109.92
2016,EU_XPD_LOCALGBPC,,,Eibar,%,Eibar,88.93
2013,EU_XPD_LOCALGBPC,,,Eibar,%,Eibar,98.83
2012,EU_XPD_LOCALGBPC,,,Eibar,%,Eibar,94.05
2019,EU_XPD_LOCALGBPC,,,Eibar,%,Eibar,96.52
2020,EU_XPD_LOCALGBPC,,,Eibar,%,Eibar,85.33
2018,EU_XPD_LOCALGBPC,,,Eibar,%,Eibar,93.9
2011,EU_XPD_LOCALGBPC,,,Eibar,%,Eibar,116.87
2014,EU_XPD_LOCALGBPC,,,Eibar,%,Eibar,95.38
2022,EU_XPD_LOCALGBPC,,,Eibar,%,Eibar,97.79
2015,EU_XPD_LOCALGBPC,,,Eibar,%,Eibar,92.41
2017,EU_XPD_LOCALGBPC,,,Eibar,%,Eibar,86.96
2021,EU_XPD_LOCALGBPC,,,Eibar,%,Eibar,86.91
2022,EU_XPD_LOCALGBPC,,,Elantxobe,%,Elantxobe,197.1
2010,EU_XPD_LOCALGBPC,,,Elantxobe,%,Elantxobe,203.24
2011,EU_XPD_LOCALGBPC,,,Elantxobe,%,Elantxobe,97.55
2015,EU_XPD_LOCALGBPC,,,Elantxobe,%,Elantxobe,92.8
2012,EU_XPD_LOCALGBPC,,,Elantxobe,%,Elantxobe,128.17
2016,EU_XPD_LOCALGBPC,,,Elantxobe,%,Elantxobe,123.13
2020,EU_XPD_LOCALGBPC,,,Elantxobe,%,Elantxobe,110.8
2017,EU_XPD_LOCALGBPC,,,Elantxobe,%,Elantxobe,122.49
2018,EU_XPD_LOCALGBPC,,,Elantxobe,%,Elantxobe,126.29
2013,EU_XPD_LOCALGBPC,,,Elantxobe,%,Elantxobe,125.04
2021,EU_XPD_LOCALGBPC,,,Elantxobe,%,Elantxobe,115.57
2019,EU_XPD_LOCALGBPC,,,Elantxobe,%,Elantxobe,120.92
2014,EU_XPD_LOCALGBPC,,,Elantxobe,%,Elantxobe,88.99
2012,EU_XPD_LOCALGBPC,,,Elburgo/Burgelu,%,Elburgo/Burgelu,116.75
2014,EU_XPD_LOCALGBPC,,,Elburgo/Burgelu,%,Elburgo/Burgelu,105.57
2017,EU_XPD_LOCALGBPC,,,Elburgo/Burgelu,%,Elburgo/Burgelu,197.71
2020,EU_XPD_LOCALGBPC,,,Elburgo/Burgelu,%,Elburgo/Burgelu,69.13
2010,EU_XPD_LOCALGBPC,,,Elburgo/Burgelu,%,Elburgo/Burgelu,92.49
2015,EU_XPD_LOCALGBPC,,,Elburgo/Burgelu,%,Elburgo/Burgelu,115.64
2018,EU_XPD_LOCALGBPC,,,Elburgo/Burgelu,%,Elburgo/Burgelu,96.61
2013,EU_XPD_LOCALGBPC,,,Elburgo/Burgelu,%,Elburgo/Burgelu,93.02
2011,EU_XPD_LOCALGBPC,,,Elburgo/Burgelu,%,Elburgo/Burgelu,100.67
2016,EU_XPD_LOCALGBPC,,,Elburgo/Burgelu,%,Elburgo/Burgelu,105.31
2019,EU_XPD_LOCALGBPC,,,Elburgo/Burgelu,%,Elburgo/Burgelu,91.53
2022,EU_XPD_LOCALGBPC,,,Elburgo/Burgelu,%,Elburgo/Burgelu,110.81
2021,EU_XPD_LOCALGBPC,,,Elburgo/Burgelu,%,Elburgo/Burgelu,98.19
2014,EU_XPD_LOCALGBPC,,,Elciego,%,Elciego,91.07
2016,EU_XPD_LOCALGBPC,,,Elciego,%,Elciego,64.85
2020,EU_XPD_LOCALGBPC,,,Elciego,%,Elciego,106.3
2022,EU_XPD_LOCALGBPC,,,Elciego,%,Elciego,93.56
2021,EU_XPD_LOCALGBPC,,,Elciego,%,Elciego,93.2
2010,EU_XPD_LOCALGBPC,,,Elciego,%,Elciego,147.24
2018,EU_XPD_LOCALGBPC,,,Elciego,%,Elciego,97.63
2011,EU_XPD_LOCALGBPC,,,Elciego,%,Elciego,105.35
2013,EU_XPD_LOCALGBPC,,,Elciego,%,Elciego,104.17
2017,EU_XPD_LOCALGBPC,,,Elciego,%,Elciego,121.68
2019,EU_XPD_LOCALGBPC,,,Elciego,%,Elciego,185.29
2015,EU_XPD_LOCALGBPC,,,Elciego,%,Elciego,103.23
2012,EU_XPD_LOCALGBPC,,,Elciego,%,Elciego,108.02
2010,EU_XPD_LOCALGBPC,,,Elduain,%,Elduain,93.73
2011,EU_XPD_LOCALGBPC,,,Elduain,%,Elduain,102.88
2015,EU_XPD_LOCALGBPC,,,Elduain,%,Elduain,87.31
2016,EU_XPD_LOCALGBPC,,,Elduain,%,Elduain,94.81
2022,EU_XPD_LOCALGBPC,,,Elduain,%,Elduain,127.23
2019,EU_XPD_LOCALGBPC,,,Elduain,%,Elduain,67.26
2021,EU_XPD_LOCALGBPC,,,Elduain,%,Elduain,89.47
2017,EU_XPD_LOCALGBPC,,,Elduain,%,Elduain,92.84
2014,EU_XPD_LOCALGBPC,,,Elduain,%,Elduain,102.07
2018,EU_XPD_LOCALGBPC,,,Elduain,%,Elduain,84.66
2013,EU_XPD_LOCALGBPC,,,Elduain,%,Elduain,105.13
2020,EU_XPD_LOCALGBPC,,,Elduain,%,Elduain,72.63
2012,EU_XPD_LOCALGBPC,,,Elduain,%,Elduain,98.84
2016,EU_XPD_LOCALGBPC,,,Elgeta,%,Elgeta,96.93
2015,EU_XPD_LOCALGBPC,,,Elgeta,%,Elgeta,87.23
2019,EU_XPD_LOCALGBPC,,,Elgeta,%,Elgeta,110.82
2011,EU_XPD_LOCALGBPC,,,Elgeta,%,Elgeta,134.4
2020,EU_XPD_LOCALGBPC,,,Elgeta,%,Elgeta,86.55
2012,EU_XPD_LOCALGBPC,,,Elgeta,%,Elgeta,105.33
2022,EU_XPD_LOCALGBPC,,,Elgeta,%,Elgeta,110.09
2018,EU_XPD_LOCALGBPC,,,Elgeta,%,Elgeta,106.27
2014,EU_XPD_LOCALGBPC,,,Elgeta,%,Elgeta,93.24
2010,EU_XPD_LOCALGBPC,,,Elgeta,%,Elgeta,123.2
2017,EU_XPD_LOCALGBPC,,,Elgeta,%,Elgeta,96.07
2021,EU_XPD_LOCALGBPC,,,Elgeta,%,Elgeta,98.99
2013,EU_XPD_LOCALGBPC,,,Elgeta,%,Elgeta,121.36
2012,EU_XPD_LOCALGBPC,,,Elgoibar,%,Elgoibar,93.53
2020,EU_XPD_LOCALGBPC,,,Elgoibar,%,Elgoibar,88.58
2022,EU_XPD_LOCALGBPC,,,Elgoibar,%,Elgoibar,94.94
2021,EU_XPD_LOCALGBPC,,,Elgoibar,%,Elgoibar,103.4
2010,EU_XPD_LOCALGBPC,,,Elgoibar,%,Elgoibar,116.74
2015,EU_XPD_LOCALGBPC,,,Elgoibar,%,Elgoibar,105.67
2018,EU_XPD_LOCALGBPC,,,Elgoibar,%,Elgoibar,91.01
2014,EU_XPD_LOCALGBPC,,,Elgoibar,%,Elgoibar,99.23
2019,EU_XPD_LOCALGBPC,,,Elgoibar,%,Elgoibar,100.26
2017,EU_XPD_LOCALGBPC,,,Elgoibar,%,Elgoibar,88.73
2016,EU_XPD_LOCALGBPC,,,Elgoibar,%,Elgoibar,92.31
2011,EU_XPD_LOCALGBPC,,,Elgoibar,%,Elgoibar,105.05
2013,EU_XPD_LOCALGBPC,,,Elgoibar,%,Elgoibar,103.74
2019,EU_XPD_LOCALGBPC,,,Elorrio,%,Elorrio,103.31
2011,EU_XPD_LOCALGBPC,,,Elorrio,%,Elorrio,115.58
2010,EU_XPD_LOCALGBPC,,,Elorrio,%,Elorrio,133.83
2014,EU_XPD_LOCALGBPC,,,Elorrio,%,Elorrio,116.73
2016,EU_XPD_LOCALGBPC,,,Elorrio,%,Elorrio,100.42
2015,EU_XPD_LOCALGBPC,,,Elorrio,%,Elorrio,103.49
2022,EU_XPD_LOCALGBPC,,,Elorrio,%,Elorrio,103.43
2013,EU_XPD_LOCALGBPC,,,Elorrio,%,Elorrio,108.58
2017,EU_XPD_LOCALGBPC,,,Elorrio,%,Elorrio,100.65
2021,EU_XPD_LOCALGBPC,,,Elorrio,%,Elorrio,113.37
2018,EU_XPD_LOCALGBPC,,,Elorrio,%,Elorrio,94.5
2020,EU_XPD_LOCALGBPC,,,Elorrio,%,Elorrio,87.52
2012,EU_XPD_LOCALGBPC,,,Elorrio,%,Elorrio,116.63
2022,EU_XPD_LOCALGBPC,,,Elvillar/Bilar,%,Elvillar/Bilar,99.72
2011,EU_XPD_LOCALGBPC,,,Elvillar/Bilar,%,Elvillar/Bilar,99.4
2010,EU_XPD_LOCALGBPC,,,Elvillar/Bilar,%,Elvillar/Bilar,76.25
2013,EU_XPD_LOCALGBPC,,,Elvillar/Bilar,%,Elvillar/Bilar,101.06
2015,EU_XPD_LOCALGBPC,,,Elvillar/Bilar,%,Elvillar/Bilar,116.26
2017,EU_XPD_LOCALGBPC,,,Elvillar/Bilar,%,Elvillar/Bilar,249.81
2019,EU_XPD_LOCALGBPC,,,Elvillar/Bilar,%,Elvillar/Bilar,126.93
2021,EU_XPD_LOCALGBPC,,,Elvillar/Bilar,%,Elvillar/Bilar,111.0
2012,EU_XPD_LOCALGBPC,,,Elvillar/Bilar,%,Elvillar/Bilar,348.88
2020,EU_XPD_LOCALGBPC,,,Elvillar/Bilar,%,Elvillar/Bilar,95.53
2018,EU_XPD_LOCALGBPC,,,Elvillar/Bilar,%,Elvillar/Bilar,134.97
2016,EU_XPD_LOCALGBPC,,,Elvillar/Bilar,%,Elvillar/Bilar,109.16
2014,EU_XPD_LOCALGBPC,,,Elvillar/Bilar,%,Elvillar/Bilar,124.95
2017,EU_XPD_LOCALGBPC,,,Erandio,%,Erandio,99.1
2015,EU_XPD_LOCALGBPC,,,Erandio,%,Erandio,103.09
2013,EU_XPD_LOCALGBPC,,,Erandio,%,Erandio,98.29
2010,EU_XPD_LOCALGBPC,,,Erandio,%,Erandio,99.36
2016,EU_XPD_LOCALGBPC,,,Erandio,%,Erandio,100.49
2022,EU_XPD_LOCALGBPC,,,Erandio,%,Erandio,101.16
2012,EU_XPD_LOCALGBPC,,,Erandio,%,Erandio,95.21
2018,EU_XPD_LOCALGBPC,,,Erandio,%,Erandio,104.93
2014,EU_XPD_LOCALGBPC,,,Erandio,%,Erandio,94.66
2011,EU_XPD_LOCALGBPC,,,Erandio,%,Erandio,93.24
2020,EU_XPD_LOCALGBPC,,,Erandio,%,Erandio,100.55
2021,EU_XPD_LOCALGBPC,,,Erandio,%,Erandio,103.53
2019,EU_XPD_LOCALGBPC,,,Erandio,%,Erandio,112.78
2017,EU_XPD_LOCALGBPC,,,Ereño,%,Ereño,96.2
2012,EU_XPD_LOCALGBPC,,,Ereño,%,Ereño,83.72
2013,EU_XPD_LOCALGBPC,,,Ereño,%,Ereño,100.33
2015,EU_XPD_LOCALGBPC,,,Ereño,%,Ereño,114.14
2010,EU_XPD_LOCALGBPC,,,Ereño,%,Ereño,150.15
2019,EU_XPD_LOCALGBPC,,,Ereño,%,Ereño,122.71
2011,EU_XPD_LOCALGBPC,,,Ereño,%,Ereño,73.79
2021,EU_XPD_LOCALGBPC,,,Ereño,%,Ereño,91.05
2014,EU_XPD_LOCALGBPC,,,Ereño,%,Ereño,86.12
2016,EU_XPD_LOCALGBPC,,,Ereño,%,Ereño,77.59
2020,EU_XPD_LOCALGBPC,,,Ereño,%,Ereño,90.69
2022,EU_XPD_LOCALGBPC,,,Ereño,%,Ereño,57.88
2018,EU_XPD_LOCALGBPC,,,Ereño,%,Ereño,106.18
2020,EU_XPD_LOCALGBPC,,,Ermua,%,Ermua,101.23
2014,EU_XPD_LOCALGBPC,,,Ermua,%,Ermua,112.56
2018,EU_XPD_LOCALGBPC,,,Ermua,%,Ermua,92.73
2012,EU_XPD_LOCALGBPC,,,Ermua,%,Ermua,115.02
2016,EU_XPD_LOCALGBPC,,,Ermua,%,Ermua,108.0
2011,EU_XPD_LOCALGBPC,,,Ermua,%,Ermua,105.93
2015,EU_XPD_LOCALGBPC,,,Ermua,%,Ermua,112.34
2017,EU_XPD_LOCALGBPC,,,Ermua,%,Ermua,101.28
2019,EU_XPD_LOCALGBPC,,,Ermua,%,Ermua,95.09
2021,EU_XPD_LOCALGBPC,,,Ermua,%,Ermua,102.33
2010,EU_XPD_LOCALGBPC,,,Ermua,%,Ermua,123.19
