Year,ServEsencial,Administracion,Province,County,Municipality,Unidad,GeoCode,Value
2019,ESED,ADM_MUN,,ES2001,,Percentage,ES2001,2.9
2020,ESED,ADM_MUN,,ES2001,,Percentage,ES2001,2.3
2021,ESED,ADM_MUN,,ES2001,,Percentage,ES2001,1.5
2017,ESSRV,ADM_MUN,,ES2001,,Percentage,ES2001,17.7
2018,ESSRV,ADM_MUN,,ES2001,,Percentage,ES2001,19.6
2019,ESSRV,ADM_MUN,,ES2001,,Percentage,ES2001,20.8
2020,ESSRV,ADM_MUN,,ES2001,,Percentage,ES2001,29.9
2021,ESSRV,ADM_MUN,,ES2001,,Percentage,ES2001,24.4
2017,HLTH,ADM_MUN,,ES2001,,Percentage,ES2001,1.1
2018,HLTH,ADM_MUN,,ES2001,,Percentage,ES2001,1.0
2019,HLTH,ADM_MUN,,ES2001,,Percentage,ES2001,0.8
2020,HLTH,ADM_MUN,,ES2001,,Percentage,ES2001,1.2
2021,HLTH,ADM_MUN,,ES2001,,Percentage,ES2001,1.4
2017,PROT,ADM_MUN,,ES2001,,Percentage,ES2001,11.5
2018,PROT,ADM_MUN,,ES2001,,Percentage,ES2001,14.8
2019,PROT,ADM_MUN,,ES2001,,Percentage,ES2001,17.0
2020,PROT,ADM_MUN,,ES2001,,Percentage,ES2001,26.4
2021,PROT,ADM_MUN,,ES2001,,Percentage,ES2001,21.5
2017,ESED,ADM_MUN,,,Anoeta,Percentage,Anoeta,0.0
2018,ESED,ADM_MUN,,,Anoeta,Percentage,Anoeta,10.5
2019,ESED,ADM_MUN,,,Anoeta,Percentage,Anoeta,12.5
2020,ESED,ADM_MUN,,,Anoeta,Percentage,Anoeta,18.1
2021,ESED,ADM_MUN,,,Anoeta,Percentage,Anoeta,4.2
2017,ESSRV,ADM_MUN,,,Anoeta,Percentage,Anoeta,7.4
2018,ESSRV,ADM_MUN,,,Anoeta,Percentage,Anoeta,18.8
2019,ESSRV,ADM_MUN,,,Anoeta,Percentage,Anoeta,21.9
2020,ESSRV,ADM_MUN,,,Anoeta,Percentage,Anoeta,27.0
2021,ESSRV,ADM_MUN,,,Anoeta,Percentage,Anoeta,9.6
2017,HLTH,ADM_MUN,,,Anoeta,Percentage,Anoeta,0.0
2018,HLTH,ADM_MUN,,,Anoeta,Percentage,Anoeta,0.3
2019,HLTH,ADM_MUN,,,Anoeta,Percentage,Anoeta,0.4
2020,HLTH,ADM_MUN,,,Anoeta,Percentage,Anoeta,0.3
2021,HLTH,ADM_MUN,,,Anoeta,Percentage,Anoeta,0.2
2017,PROT,ADM_MUN,,,Anoeta,Percentage,Anoeta,7.4
2018,PROT,ADM_MUN,,,Anoeta,Percentage,Anoeta,8.0
2019,PROT,ADM_MUN,,,Anoeta,Percentage,Anoeta,9.0
2020,PROT,ADM_MUN,,,Anoeta,Percentage,Anoeta,8.6
2021,PROT,ADM_MUN,,,Anoeta,Percentage,Anoeta,5.2
2017,ESED,ADM_MUN,,,Antzuola,Percentage,Antzuola,5.3
2018,ESED,ADM_MUN,,,Antzuola,Percentage,Antzuola,4.4
2019,ESED,ADM_MUN,,,Antzuola,Percentage,Antzuola,6.8
2020,ESED,ADM_MUN,,,Antzuola,Percentage,Antzuola,4.8
2021,ESED,ADM_MUN,,,Antzuola,Percentage,Antzuola,8.1
2017,ESSRV,ADM_MUN,,,Antzuola,Percentage,Antzuola,22.2
2018,ESSRV,ADM_MUN,,,Antzuola,Percentage,Antzuola,17.1
2019,ESSRV,ADM_MUN,,,Antzuola,Percentage,Antzuola,21.5
2020,ESSRV,ADM_MUN,,,Antzuola,Percentage,Antzuola,18.3
2021,ESSRV,ADM_MUN,,,Antzuola,Percentage,Antzuola,24.7
2017,HLTH,ADM_MUN,,,Antzuola,Percentage,Antzuola,0.0
2018,HLTH,ADM_MUN,,,Antzuola,Percentage,Antzuola,0.0
2019,HLTH,ADM_MUN,,,Antzuola,Percentage,Antzuola,0.3
2020,HLTH,ADM_MUN,,,Antzuola,Percentage,Antzuola,0.3
2021,HLTH,ADM_MUN,,,Antzuola,Percentage,Antzuola,0.1
2017,PROT,ADM_MUN,,,Antzuola,Percentage,Antzuola,16.9
2018,PROT,ADM_MUN,,,Antzuola,Percentage,Antzuola,12.7
2019,PROT,ADM_MUN,,,Antzuola,Percentage,Antzuola,14.4
2020,PROT,ADM_MUN,,,Antzuola,Percentage,Antzuola,13.2
2021,PROT,ADM_MUN,,,Antzuola,Percentage,Antzuola,16.5
2017,ESED,ADM_MUN,,,Arama,Percentage,Arama,0.5
2018,ESED,ADM_MUN,,,Arama,Percentage,Arama,0.4
2019,ESED,ADM_MUN,,,Arama,Percentage,Arama,0.6
2020,ESED,ADM_MUN,,,Arama,Percentage,Arama,0.5
2021,ESED,ADM_MUN,,,Arama,Percentage,Arama,0.3
2017,ESSRV,ADM_MUN,,,Arama,Percentage,Arama,2.3
2018,ESSRV,ADM_MUN,,,Arama,Percentage,Arama,1.2
2019,ESSRV,ADM_MUN,,,Arama,Percentage,Arama,2.3
2020,ESSRV,ADM_MUN,,,Arama,Percentage,Arama,1.6
2021,ESSRV,ADM_MUN,,,Arama,Percentage,Arama,0.9
2017,HLTH,ADM_MUN,,,Arama,Percentage,Arama,0.0
2018,HLTH,ADM_MUN,,,Arama,Percentage,Arama,0.0
2019,HLTH,ADM_MUN,,,Arama,Percentage,Arama,0.0
2020,HLTH,ADM_MUN,,,Arama,Percentage,Arama,0.0
2021,HLTH,ADM_MUN,,,Arama,Percentage,Arama,0.0
2017,PROT,ADM_MUN,,,Arama,Percentage,Arama,1.8
2018,PROT,ADM_MUN,,,Arama,Percentage,Arama,0.8
2019,PROT,ADM_MUN,,,Arama,Percentage,Arama,1.8
2020,PROT,ADM_MUN,,,Arama,Percentage,Arama,1.1
2021,PROT,ADM_MUN,,,Arama,Percentage,Arama,0.6
2017,ESED,ADM_MUN,,,Aretxabaleta,Percentage,Aretxabaleta,3.8
2018,ESED,ADM_MUN,,,Aretxabaleta,Percentage,Aretxabaleta,4.9
2019,ESED,ADM_MUN,,,Aretxabaleta,Percentage,Aretxabaleta,3.9
2020,ESED,ADM_MUN,,,Aretxabaleta,Percentage,Aretxabaleta,4.1
2021,ESED,ADM_MUN,,,Aretxabaleta,Percentage,Aretxabaleta,6.7
2017,ESSRV,ADM_MUN,,,Aretxabaleta,Percentage,Aretxabaleta,13.4
2018,ESSRV,ADM_MUN,,,Aretxabaleta,Percentage,Aretxabaleta,14.9
2019,ESSRV,ADM_MUN,,,Aretxabaleta,Percentage,Aretxabaleta,13.6
2020,ESSRV,ADM_MUN,,,Aretxabaleta,Percentage,Aretxabaleta,16.2
2021,ESSRV,ADM_MUN,,,Aretxabaleta,Percentage,Aretxabaleta,19.5
2017,HLTH,ADM_MUN,,,Aretxabaleta,Percentage,Aretxabaleta,0.1
2018,HLTH,ADM_MUN,,,Aretxabaleta,Percentage,Aretxabaleta,0.2
2019,HLTH,ADM_MUN,,,Aretxabaleta,Percentage,Aretxabaleta,0.1
2020,HLTH,ADM_MUN,,,Aretxabaleta,Percentage,Aretxabaleta,0.1
2021,HLTH,ADM_MUN,,,Aretxabaleta,Percentage,Aretxabaleta,0.1
2017,PROT,ADM_MUN,,,Aretxabaleta,Percentage,Aretxabaleta,9.5
2018,PROT,ADM_MUN,,,Aretxabaleta,Percentage,Aretxabaleta,9.9
2019,PROT,ADM_MUN,,,Aretxabaleta,Percentage,Aretxabaleta,9.6
2020,PROT,ADM_MUN,,,Aretxabaleta,Percentage,Aretxabaleta,12.1
2021,PROT,ADM_MUN,,,Aretxabaleta,Percentage,Aretxabaleta,12.7
2017,ESED,ADM_MUN,,,Asteasu,Percentage,Asteasu,3.5
2018,ESED,ADM_MUN,,,Asteasu,Percentage,Asteasu,3.4
2019,ESED,ADM_MUN,,,Asteasu,Percentage,Asteasu,2.7
2020,ESED,ADM_MUN,,,Asteasu,Percentage,Asteasu,4.2
2021,ESED,ADM_MUN,,,Asteasu,Percentage,Asteasu,4.4
2017,ESSRV,ADM_MUN,,,Asteasu,Percentage,Asteasu,11.1
2018,ESSRV,ADM_MUN,,,Asteasu,Percentage,Asteasu,9.1
2019,ESSRV,ADM_MUN,,,Asteasu,Percentage,Asteasu,7.2
2020,ESSRV,ADM_MUN,,,Asteasu,Percentage,Asteasu,12.5
2021,ESSRV,ADM_MUN,,,Asteasu,Percentage,Asteasu,10.3
2017,HLTH,ADM_MUN,,,Asteasu,Percentage,Asteasu,0.7
2018,HLTH,ADM_MUN,,,Asteasu,Percentage,Asteasu,0.6
2019,HLTH,ADM_MUN,,,Asteasu,Percentage,Asteasu,0.3
2020,HLTH,ADM_MUN,,,Asteasu,Percentage,Asteasu,0.9
2021,HLTH,ADM_MUN,,,Asteasu,Percentage,Asteasu,0.5
2017,PROT,ADM_MUN,,,Asteasu,Percentage,Asteasu,7.0
2018,PROT,ADM_MUN,,,Asteasu,Percentage,Asteasu,5.2
2019,PROT,ADM_MUN,,,Asteasu,Percentage,Asteasu,4.2
2020,PROT,ADM_MUN,,,Asteasu,Percentage,Asteasu,7.4
2021,PROT,ADM_MUN,,,Asteasu,Percentage,Asteasu,5.4
2017,ESED,ADM_MUN,,,Ataun,Percentage,Ataun,3.4
2018,ESED,ADM_MUN,,,Ataun,Percentage,Ataun,3.0
2019,ESED,ADM_MUN,,,Ataun,Percentage,Ataun,2.4
2020,ESED,ADM_MUN,,,Ataun,Percentage,Ataun,2.0
2021,ESED,ADM_MUN,,,Ataun,Percentage,Ataun,2.6
2017,ESSRV,ADM_MUN,,,Ataun,Percentage,Ataun,9.0
2018,ESSRV,ADM_MUN,,,Ataun,Percentage,Ataun,8.8
2019,ESSRV,ADM_MUN,,,Ataun,Percentage,Ataun,8.5
2020,ESSRV,ADM_MUN,,,Ataun,Percentage,Ataun,9.3
2021,ESSRV,ADM_MUN,,,Ataun,Percentage,Ataun,8.9
2017,HLTH,ADM_MUN,,,Ataun,Percentage,Ataun,0.9
2018,HLTH,ADM_MUN,,,Ataun,Percentage,Ataun,0.5
2019,HLTH,ADM_MUN,,,Ataun,Percentage,Ataun,0.7
2020,HLTH,ADM_MUN,,,Ataun,Percentage,Ataun,0.5
2021,HLTH,ADM_MUN,,,Ataun,Percentage,Ataun,0.3
2017,PROT,ADM_MUN,,,Ataun,Percentage,Ataun,4.7
2018,PROT,ADM_MUN,,,Ataun,Percentage,Ataun,5.4
2019,PROT,ADM_MUN,,,Ataun,Percentage,Ataun,5.5
2020,PROT,ADM_MUN,,,Ataun,Percentage,Ataun,6.8
2021,PROT,ADM_MUN,,,Ataun,Percentage,Ataun,6.0
2017,ESED,ADM_MUN,,,Aia,Percentage,Aia,14.0
2018,ESED,ADM_MUN,,,Aia,Percentage,Aia,10.5
2019,ESED,ADM_MUN,,,Aia,Percentage,Aia,11.6
2020,ESED,ADM_MUN,,,Aia,Percentage,Aia,9.7
2021,ESED,ADM_MUN,,,Aia,Percentage,Aia,9.3
2017,ESSRV,ADM_MUN,,,Aia,Percentage,Aia,21.8
2018,ESSRV,ADM_MUN,,,Aia,Percentage,Aia,17.9
2019,ESSRV,ADM_MUN,,,Aia,Percentage,Aia,21.7
2020,ESSRV,ADM_MUN,,,Aia,Percentage,Aia,17.0
2021,ESSRV,ADM_MUN,,,Aia,Percentage,Aia,18.6
2017,HLTH,ADM_MUN,,,Aia,Percentage,Aia,0.0
2018,HLTH,ADM_MUN,,,Aia,Percentage,Aia,0.0
2019,HLTH,ADM_MUN,,,Aia,Percentage,Aia,0.0
2020,HLTH,ADM_MUN,,,Aia,Percentage,Aia,0.0
2021,HLTH,ADM_MUN,,,Aia,Percentage,Aia,0.2
2017,PROT,ADM_MUN,,,Aia,Percentage,Aia,7.7
2018,PROT,ADM_MUN,,,Aia,Percentage,Aia,7.4
2019,PROT,ADM_MUN,,,Aia,Percentage,Aia,10.1
2020,PROT,ADM_MUN,,,Aia,Percentage,Aia,7.4
2021,PROT,ADM_MUN,,,Aia,Percentage,Aia,9.1
2017,ESED,ADM_MUN,,,Azkoitia,Percentage,Azkoitia,5.1
2018,ESED,ADM_MUN,,,Azkoitia,Percentage,Azkoitia,3.6
2019,ESED,ADM_MUN,,,Azkoitia,Percentage,Azkoitia,3.8
2020,ESED,ADM_MUN,,,Azkoitia,Percentage,Azkoitia,3.0
2021,ESED,ADM_MUN,,,Azkoitia,Percentage,Azkoitia,3.2
2017,ESSRV,ADM_MUN,,,Azkoitia,Percentage,Azkoitia,14.7
2018,ESSRV,ADM_MUN,,,Azkoitia,Percentage,Azkoitia,12.1
2019,ESSRV,ADM_MUN,,,Azkoitia,Percentage,Azkoitia,13.5
2020,ESSRV,ADM_MUN,,,Azkoitia,Percentage,Azkoitia,14.5
2021,ESSRV,ADM_MUN,,,Azkoitia,Percentage,Azkoitia,15.4
2017,HLTH,ADM_MUN,,,Azkoitia,Percentage,Azkoitia,0.1
2018,HLTH,ADM_MUN,,,Azkoitia,Percentage,Azkoitia,0.1
2019,HLTH,ADM_MUN,,,Azkoitia,Percentage,Azkoitia,0.1
2020,HLTH,ADM_MUN,,,Azkoitia,Percentage,Azkoitia,0.1
2021,HLTH,ADM_MUN,,,Azkoitia,Percentage,Azkoitia,0.1
2017,PROT,ADM_MUN,,,Azkoitia,Percentage,Azkoitia,9.5
2018,PROT,ADM_MUN,,,Azkoitia,Percentage,Azkoitia,8.5
2019,PROT,ADM_MUN,,,Azkoitia,Percentage,Azkoitia,9.7
2020,PROT,ADM_MUN,,,Azkoitia,Percentage,Azkoitia,11.4
2021,PROT,ADM_MUN,,,Azkoitia,Percentage,Azkoitia,12.1
2017,ESED,ADM_MUN,,,Azpeitia,Percentage,Azpeitia,4.2
2018,ESED,ADM_MUN,,,Azpeitia,Percentage,Azpeitia,4.6
2019,ESED,ADM_MUN,,,Azpeitia,Percentage,Azpeitia,4.1
2020,ESED,ADM_MUN,,,Azpeitia,Percentage,Azpeitia,3.0
2021,ESED,ADM_MUN,,,Azpeitia,Percentage,Azpeitia,2.6
2017,ESSRV,ADM_MUN,,,Azpeitia,Percentage,Azpeitia,15.1
2018,ESSRV,ADM_MUN,,,Azpeitia,Percentage,Azpeitia,15.9
2019,ESSRV,ADM_MUN,,,Azpeitia,Percentage,Azpeitia,19.4
2020,ESSRV,ADM_MUN,,,Azpeitia,Percentage,Azpeitia,20.7
2021,ESSRV,ADM_MUN,,,Azpeitia,Percentage,Azpeitia,20.4
2017,HLTH,ADM_MUN,,,Azpeitia,Percentage,Azpeitia,0.1
2018,HLTH,ADM_MUN,,,Azpeitia,Percentage,Azpeitia,0.1
2019,HLTH,ADM_MUN,,,Azpeitia,Percentage,Azpeitia,0.2
2020,HLTH,ADM_MUN,,,Azpeitia,Percentage,Azpeitia,2.1
2021,HLTH,ADM_MUN,,,Azpeitia,Percentage,Azpeitia,0.6
2017,PROT,ADM_MUN,,,Azpeitia,Percentage,Azpeitia,10.7
2018,PROT,ADM_MUN,,,Azpeitia,Percentage,Azpeitia,11.1
2019,PROT,ADM_MUN,,,Azpeitia,Percentage,Azpeitia,15.1
2020,PROT,ADM_MUN,,,Azpeitia,Percentage,Azpeitia,15.6
2021,PROT,ADM_MUN,,,Azpeitia,Percentage,Azpeitia,17.1
2017,ESED,ADM_MUN,,,Beasain,Percentage,Beasain,6.6
2018,ESED,ADM_MUN,,,Beasain,Percentage,Beasain,6.6
2019,ESED,ADM_MUN,,,Beasain,Percentage,Beasain,6.3
2020,ESED,ADM_MUN,,,Beasain,Percentage,Beasain,9.3
2021,ESED,ADM_MUN,,,Beasain,Percentage,Beasain,8.9
2017,ESSRV,ADM_MUN,,,Beasain,Percentage,Beasain,20.5
2018,ESSRV,ADM_MUN,,,Beasain,Percentage,Beasain,21.5
2019,ESSRV,ADM_MUN,,,Beasain,Percentage,Beasain,21.0
2020,ESSRV,ADM_MUN,,,Beasain,Percentage,Beasain,24.2
2021,ESSRV,ADM_MUN,,,Beasain,Percentage,Beasain,24.1
2017,HLTH,ADM_MUN,,,Beasain,Percentage,Beasain,0.6
2018,HLTH,ADM_MUN,,,Beasain,Percentage,Beasain,0.5
2019,HLTH,ADM_MUN,,,Beasain,Percentage,Beasain,0.8
2020,HLTH,ADM_MUN,,,Beasain,Percentage,Beasain,1.8
2021,HLTH,ADM_MUN,,,Beasain,Percentage,Beasain,0.5
2017,PROT,ADM_MUN,,,Beasain,Percentage,Beasain,13.3
2018,PROT,ADM_MUN,,,Beasain,Percentage,Beasain,14.3
2019,PROT,ADM_MUN,,,Beasain,Percentage,Beasain,13.9
2020,PROT,ADM_MUN,,,Beasain,Percentage,Beasain,13.0
2021,PROT,ADM_MUN,,,Beasain,Percentage,Beasain,14.7
2017,ESED,ADM_MUN,,ES2002,,Percentage,ES2002,6.9
2018,ESED,ADM_MUN,,ES2002,,Percentage,ES2002,6.1
2019,ESED,ADM_MUN,,ES2002,,Percentage,ES2002,6.1
2020,ESED,ADM_MUN,,ES2002,,Percentage,ES2002,6.0
2021,ESED,ADM_MUN,,ES2002,,Percentage,ES2002,7.2
2017,ESSRV,ADM_MUN,,ES2002,,Percentage,ES2002,21.0
2018,ESSRV,ADM_MUN,,ES2002,,Percentage,ES2002,20.8
2019,ESSRV,ADM_MUN,,ES2002,,Percentage,ES2002,21.8
2020,ESSRV,ADM_MUN,,ES2002,,Percentage,ES2002,22.6
2021,ESSRV,ADM_MUN,,ES2002,,Percentage,ES2002,20.2
2017,HLTH,ADM_MUN,,ES2002,,Percentage,ES2002,0.4
2018,HLTH,ADM_MUN,,ES2002,,Percentage,ES2002,0.3
2019,HLTH,ADM_MUN,,ES2002,,Percentage,ES2002,0.5
2020,HLTH,ADM_MUN,,ES2002,,Percentage,ES2002,0.4
2021,HLTH,ADM_MUN,,ES2002,,Percentage,ES2002,0.5
2017,PROT,ADM_MUN,,ES2002,,Percentage,ES2002,13.8
2018,PROT,ADM_MUN,,ES2002,,Percentage,ES2002,14.3
2019,PROT,ADM_MUN,,ES2002,,Percentage,ES2002,15.2
2020,PROT,ADM_MUN,,ES2002,,Percentage,ES2002,16.2
2021,PROT,ADM_MUN,,ES2002,,Percentage,ES2002,12.5
2017,ESED,ADM_MUN,,,Beizama,Percentage,Beizama,4.0
2018,ESED,ADM_MUN,,,Beizama,Percentage,Beizama,2.4
2019,ESED,ADM_MUN,,,Beizama,Percentage,Beizama,4.4
2020,ESED,ADM_MUN,,,Beizama,Percentage,Beizama,6.2
2021,ESED,ADM_MUN,,,Beizama,Percentage,Beizama,0.0
2017,ESSRV,ADM_MUN,,,Beizama,Percentage,Beizama,7.9
2018,ESSRV,ADM_MUN,,,Beizama,Percentage,Beizama,5.7
2019,ESSRV,ADM_MUN,,,Beizama,Percentage,Beizama,9.2
2020,ESSRV,ADM_MUN,,,Beizama,Percentage,Beizama,12.6
2021,ESSRV,ADM_MUN,,,Beizama,Percentage,Beizama,8.1
2017,HLTH,ADM_MUN,,,Beizama,Percentage,Beizama,0.0
2018,HLTH,ADM_MUN,,,Beizama,Percentage,Beizama,0.0
2019,HLTH,ADM_MUN,,,Beizama,Percentage,Beizama,0.0
2020,HLTH,ADM_MUN,,,Beizama,Percentage,Beizama,0.0
2021,HLTH,ADM_MUN,,,Beizama,Percentage,Beizama,0.0
2017,PROT,ADM_MUN,,,Beizama,Percentage,Beizama,3.9
2018,PROT,ADM_MUN,,,Beizama,Percentage,Beizama,3.3
2019,PROT,ADM_MUN,,,Beizama,Percentage,Beizama,4.7
2020,PROT,ADM_MUN,,,Beizama,Percentage,Beizama,6.3
2021,PROT,ADM_MUN,,,Beizama,Percentage,Beizama,8.1
2017,ESED,ADM_MUN,,,Belauntza,Percentage,Belauntza,0.0
2018,ESED,ADM_MUN,,,Belauntza,Percentage,Belauntza,0.0
2019,ESED,ADM_MUN,,,Belauntza,Percentage,Belauntza,0.0
2020,ESED,ADM_MUN,,,Belauntza,Percentage,Belauntza,0.0
2021,ESED,ADM_MUN,,,Belauntza,Percentage,Belauntza,0.0
2017,ESSRV,ADM_MUN,,,Belauntza,Percentage,Belauntza,0.4
2018,ESSRV,ADM_MUN,,,Belauntza,Percentage,Belauntza,0.3
2019,ESSRV,ADM_MUN,,,Belauntza,Percentage,Belauntza,0.2
2020,ESSRV,ADM_MUN,,,Belauntza,Percentage,Belauntza,0.2
2021,ESSRV,ADM_MUN,,,Belauntza,Percentage,Belauntza,0.7
2017,HLTH,ADM_MUN,,,Belauntza,Percentage,Belauntza,0.0
2018,HLTH,ADM_MUN,,,Belauntza,Percentage,Belauntza,0.0
2019,HLTH,ADM_MUN,,,Belauntza,Percentage,Belauntza,0.0
2020,HLTH,ADM_MUN,,,Belauntza,Percentage,Belauntza,0.0
2021,HLTH,ADM_MUN,,,Belauntza,Percentage,Belauntza,0.0
2017,PROT,ADM_MUN,,,Belauntza,Percentage,Belauntza,0.4
2018,PROT,ADM_MUN,,,Belauntza,Percentage,Belauntza,0.3
2019,PROT,ADM_MUN,,,Belauntza,Percentage,Belauntza,0.2
2020,PROT,ADM_MUN,,,Belauntza,Percentage,Belauntza,0.2
2021,PROT,ADM_MUN,,,Belauntza,Percentage,Belauntza,0.7
2017,ESED,ADM_MUN,,,Berastegi,Percentage,Berastegi,1.2
2018,ESED,ADM_MUN,,,Berastegi,Percentage,Berastegi,2.1
2019,ESED,ADM_MUN,,,Berastegi,Percentage,Berastegi,2.0
2020,ESED,ADM_MUN,,,Berastegi,Percentage,Berastegi,4.3
2021,ESED,ADM_MUN,,,Berastegi,Percentage,Berastegi,1.6
2017,ESSRV,ADM_MUN,,,Berastegi,Percentage,Berastegi,4.4
2018,ESSRV,ADM_MUN,,,Berastegi,Percentage,Berastegi,7.9
2019,ESSRV,ADM_MUN,,,Berastegi,Percentage,Berastegi,10.4
2020,ESSRV,ADM_MUN,,,Berastegi,Percentage,Berastegi,13.9
2021,ESSRV,ADM_MUN,,,Berastegi,Percentage,Berastegi,8.1
2017,HLTH,ADM_MUN,,,Berastegi,Percentage,Berastegi,0.1
2018,HLTH,ADM_MUN,,,Berastegi,Percentage,Berastegi,0.1
2019,HLTH,ADM_MUN,,,Berastegi,Percentage,Berastegi,0.1
2020,HLTH,ADM_MUN,,,Berastegi,Percentage,Berastegi,0.1
2021,HLTH,ADM_MUN,,,Berastegi,Percentage,Berastegi,0.1
2017,PROT,ADM_MUN,,,Berastegi,Percentage,Berastegi,3.2
2018,PROT,ADM_MUN,,,Berastegi,Percentage,Berastegi,5.6
2019,PROT,ADM_MUN,,,Berastegi,Percentage,Berastegi,8.3
2020,PROT,ADM_MUN,,,Berastegi,Percentage,Berastegi,9.5
2021,PROT,ADM_MUN,,,Berastegi,Percentage,Berastegi,6.4
2017,ESED,ADM_MUN,,,Berrobi,Percentage,Berrobi,7.7
2018,ESED,ADM_MUN,,,Berrobi,Percentage,Berrobi,4.3
2019,ESED,ADM_MUN,,,Berrobi,Percentage,Berrobi,2.0
2020,ESED,ADM_MUN,,,Berrobi,Percentage,Berrobi,2.5
2021,ESED,ADM_MUN,,,Berrobi,Percentage,Berrobi,2.1
2017,ESSRV,ADM_MUN,,,Berrobi,Percentage,Berrobi,16.8
2018,ESSRV,ADM_MUN,,,Berrobi,Percentage,Berrobi,15.4
2019,ESSRV,ADM_MUN,,,Berrobi,Percentage,Berrobi,13.8
2020,ESSRV,ADM_MUN,,,Berrobi,Percentage,Berrobi,17.8
2021,ESSRV,ADM_MUN,,,Berrobi,Percentage,Berrobi,11.2
2017,HLTH,ADM_MUN,,,Berrobi,Percentage,Berrobi,0.1
2018,HLTH,ADM_MUN,,,Berrobi,Percentage,Berrobi,0.3
2019,HLTH,ADM_MUN,,,Berrobi,Percentage,Berrobi,0.2
2020,HLTH,ADM_MUN,,,Berrobi,Percentage,Berrobi,0.2
2021,HLTH,ADM_MUN,,,Berrobi,Percentage,Berrobi,0.2
2017,PROT,ADM_MUN,,,Berrobi,Percentage,Berrobi,9.0
2018,PROT,ADM_MUN,,,Berrobi,Percentage,Berrobi,10.8
2019,PROT,ADM_MUN,,,Berrobi,Percentage,Berrobi,11.7
2020,PROT,ADM_MUN,,,Berrobi,Percentage,Berrobi,15.1
2021,PROT,ADM_MUN,,,Berrobi,Percentage,Berrobi,8.9
2017,ESED,ADM_MUN,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,6.2
2018,ESED,ADM_MUN,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,4.3
2019,ESED,ADM_MUN,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,5.4
2020,ESED,ADM_MUN,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,1.5
2021,ESED,ADM_MUN,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,2.0
2017,ESSRV,ADM_MUN,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,19.2
2018,ESSRV,ADM_MUN,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,16.4
2019,ESSRV,ADM_MUN,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,19.0
2020,ESSRV,ADM_MUN,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,8.5
2021,ESSRV,ADM_MUN,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,9.4
2017,HLTH,ADM_MUN,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,0.5
2018,HLTH,ADM_MUN,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,1.0
2019,HLTH,ADM_MUN,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,0.3
2020,HLTH,ADM_MUN,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,0.5
2021,HLTH,ADM_MUN,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,0.2
2017,PROT,ADM_MUN,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,12.5
2018,PROT,ADM_MUN,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,11.2
2019,PROT,ADM_MUN,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,13.4
2020,PROT,ADM_MUN,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,6.5
2021,PROT,ADM_MUN,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,7.1
2017,ESED,ADM_MUN,,,Zegama,Percentage,Zegama,5.5
2018,ESED,ADM_MUN,,,Zegama,Percentage,Zegama,9.0
2019,ESED,ADM_MUN,,,Zegama,Percentage,Zegama,4.2
2020,ESED,ADM_MUN,,,Zegama,Percentage,Zegama,5.7
2021,ESED,ADM_MUN,,,Zegama,Percentage,Zegama,6.5
2017,ESSRV,ADM_MUN,,,Zegama,Percentage,Zegama,15.5
2018,ESSRV,ADM_MUN,,,Zegama,Percentage,Zegama,20.5
2019,ESSRV,ADM_MUN,,,Zegama,Percentage,Zegama,15.5
2020,ESSRV,ADM_MUN,,,Zegama,Percentage,Zegama,19.6
2021,ESSRV,ADM_MUN,,,Zegama,Percentage,Zegama,26.5
2017,HLTH,ADM_MUN,,,Zegama,Percentage,Zegama,1.1
2018,HLTH,ADM_MUN,,,Zegama,Percentage,Zegama,1.3
2019,HLTH,ADM_MUN,,,Zegama,Percentage,Zegama,1.0
2020,HLTH,ADM_MUN,,,Zegama,Percentage,Zegama,1.1
2021,HLTH,ADM_MUN,,,Zegama,Percentage,Zegama,1.0
2017,PROT,ADM_MUN,,,Zegama,Percentage,Zegama,8.9
2018,PROT,ADM_MUN,,,Zegama,Percentage,Zegama,10.2
2019,PROT,ADM_MUN,,,Zegama,Percentage,Zegama,10.2
2020,PROT,ADM_MUN,,,Zegama,Percentage,Zegama,12.8
2021,PROT,ADM_MUN,,,Zegama,Percentage,Zegama,19.0
2017,ESED,ADM_MUN,,,Zerain,Percentage,Zerain,2.4
2018,ESED,ADM_MUN,,,Zerain,Percentage,Zerain,2.0
