Year,Province,County,Municipality,Unidad,GeoCode,Value
2022,,,Aduna,"Per 1,000 people",Aduna,0.0
2010,,,Aizarnazabal,"Per 1,000 people",Aizarnazabal,0.0
2011,,,Aizarnazabal,"Per 1,000 people",Aizarnazabal,0.0
2012,,,Aizarnazabal,"Per 1,000 people",Aizarnazabal,0.0
2013,,,Aizarnazabal,"Per 1,000 people",Aizarnazabal,0.0
2014,,,Aizarnazabal,"Per 1,000 people",Aizarnazabal,0.0
2015,,,Aizarnazabal,"Per 1,000 people",Aizarnazabal,0.0
2016,,,Aizarnazabal,"Per 1,000 people",Aizarnazabal,0.0
2017,,,Aizarnazabal,"Per 1,000 people",Aizarnazabal,0.0
2018,,,Aizarnazabal,"Per 1,000 people",Aizarnazabal,0.0
2019,,,Aizarnazabal,"Per 1,000 people",Aizarnazabal,0.0
2020,,,Aizarnazabal,"Per 1,000 people",Aizarnazabal,0.0
2021,,,Aizarnazabal,"Per 1,000 people",Aizarnazabal,0.0
2022,,,Aizarnazabal,"Per 1,000 people",Aizarnazabal,0.0
2010,,,Albiztur,"Per 1,000 people",Albiztur,0.0
2011,,,Albiztur,"Per 1,000 people",Albiztur,0.0
2012,,,Albiztur,"Per 1,000 people",Albiztur,0.0
2013,,,Albiztur,"Per 1,000 people",Albiztur,0.0
2014,,,Albiztur,"Per 1,000 people",Albiztur,0.0
2015,,,Albiztur,"Per 1,000 people",Albiztur,0.0
2016,,,Albiztur,"Per 1,000 people",Albiztur,0.0
2017,,,Albiztur,"Per 1,000 people",Albiztur,0.0
2018,,,Albiztur,"Per 1,000 people",Albiztur,0.0
2019,,,Albiztur,"Per 1,000 people",Albiztur,0.0
2020,,,Albiztur,"Per 1,000 people",Albiztur,0.0
2021,,,Albiztur,"Per 1,000 people",Albiztur,0.0
2022,,,Albiztur,"Per 1,000 people",Albiztur,0.0
2010,,,Alegia,"Per 1,000 people",Alegia,0.0
2011,,,Alegia,"Per 1,000 people",Alegia,0.0
2012,,,Alegia,"Per 1,000 people",Alegia,0.0
2013,,,Alegia,"Per 1,000 people",Alegia,0.0
2014,,,Alegia,"Per 1,000 people",Alegia,0.0
2015,,,Alegia,"Per 1,000 people",Alegia,0.0
2016,,,Alegia,"Per 1,000 people",Alegia,0.0
2017,,,Alegia,"Per 1,000 people",Alegia,0.0
2018,,,Alegia,"Per 1,000 people",Alegia,0.0
2019,,,Alegia,"Per 1,000 people",Alegia,0.0
2020,,,Alegia,"Per 1,000 people",Alegia,0.0
2021,,,Alegia,"Per 1,000 people",Alegia,0.0
2022,,,Alegia,"Per 1,000 people",Alegia,0.0
2010,,,Alkiza,"Per 1,000 people",Alkiza,0.0
2011,,,Alkiza,"Per 1,000 people",Alkiza,0.0
2012,,,Alkiza,"Per 1,000 people",Alkiza,0.0
2013,,,Alkiza,"Per 1,000 people",Alkiza,0.0
2014,,,Alkiza,"Per 1,000 people",Alkiza,0.0
2015,,,Alkiza,"Per 1,000 people",Alkiza,0.0
2016,,,Alkiza,"Per 1,000 people",Alkiza,0.0
2017,,,Alkiza,"Per 1,000 people",Alkiza,0.0
2018,,,Alkiza,"Per 1,000 people",Alkiza,0.0
2019,,,Alkiza,"Per 1,000 people",Alkiza,0.0
2020,,,Alkiza,"Per 1,000 people",Alkiza,0.0
2021,,,Alkiza,"Per 1,000 people",Alkiza,0.0
2022,,,Alkiza,"Per 1,000 people",Alkiza,0.0
2010,,,Altzo,"Per 1,000 people",Altzo,0.0
2011,,,Altzo,"Per 1,000 people",Altzo,0.0
2012,,,Altzo,"Per 1,000 people",Altzo,0.0
2013,,,Altzo,"Per 1,000 people",Altzo,0.0
2014,,,Altzo,"Per 1,000 people",Altzo,0.0
2015,,,Altzo,"Per 1,000 people",Altzo,0.0
2016,,,Altzo,"Per 1,000 people",Altzo,0.0
2017,,,Altzo,"Per 1,000 people",Altzo,0.0
2018,,,Altzo,"Per 1,000 people",Altzo,0.0
2019,,,Altzo,"Per 1,000 people",Altzo,0.0
2020,,,Altzo,"Per 1,000 people",Altzo,0.0
2021,,,Altzo,"Per 1,000 people",Altzo,0.0
2022,,,Altzo,"Per 1,000 people",Altzo,0.0
2010,,,Amezketa,"Per 1,000 people",Amezketa,0.0
2011,,,Amezketa,"Per 1,000 people",Amezketa,0.0
2012,,,Amezketa,"Per 1,000 people",Amezketa,0.0
2013,,,Amezketa,"Per 1,000 people",Amezketa,0.0
2014,,,Amezketa,"Per 1,000 people",Amezketa,0.0
2015,,,Amezketa,"Per 1,000 people",Amezketa,0.0
2016,,,Amezketa,"Per 1,000 people",Amezketa,0.0
2017,,,Amezketa,"Per 1,000 people",Amezketa,0.0
2018,,,Amezketa,"Per 1,000 people",Amezketa,0.0
2019,,,Amezketa,"Per 1,000 people",Amezketa,0.0
2020,,,Amezketa,"Per 1,000 people",Amezketa,0.0
2021,,,Amezketa,"Per 1,000 people",Amezketa,0.0
2022,,,Amezketa,"Per 1,000 people",Amezketa,0.0
2010,,,Andoain,"Per 1,000 people",Andoain,6.9
2011,,,Andoain,"Per 1,000 people",Andoain,0.0
2012,,,Andoain,"Per 1,000 people",Andoain,0.0
2013,,,Andoain,"Per 1,000 people",Andoain,0.0
2014,,,Andoain,"Per 1,000 people",Andoain,0.0
2015,,,Andoain,"Per 1,000 people",Andoain,0.0
2016,,,Andoain,"Per 1,000 people",Andoain,0.0
2017,,,Andoain,"Per 1,000 people",Andoain,0.0
2018,,,Andoain,"Per 1,000 people",Andoain,0.0
2019,,,Andoain,"Per 1,000 people",Andoain,0.0
2020,,,Andoain,"Per 1,000 people",Andoain,0.0
2021,,,Andoain,"Per 1,000 people",Andoain,0.0
2022,,,Andoain,"Per 1,000 people",Andoain,0.0
2010,,ES2001,,"Per 1,000 people",ES2001,0.4
2011,,ES2001,,"Per 1,000 people",ES2001,0.4
2012,,ES2001,,"Per 1,000 people",ES2001,0.3
2013,,ES2001,,"Per 1,000 people",ES2001,0.9
2014,,ES2001,,"Per 1,000 people",ES2001,1.3
2015,,ES2001,,"Per 1,000 people",ES2001,1.3
2016,,ES2001,,"Per 1,000 people",ES2001,1.6
2017,,ES2001,,"Per 1,000 people",ES2001,1.6
2018,,ES2001,,"Per 1,000 people",ES2001,1.9
2019,,ES2001,,"Per 1,000 people",ES2001,1.5
2020,,ES2001,,"Per 1,000 people",ES2001,1.5
2021,,ES2001,,"Per 1,000 people",ES2001,1.7
2022,,ES2001,,"Per 1,000 people",ES2001,1.3
2010,,,Anoeta,"Per 1,000 people",Anoeta,0.0
2011,,,Anoeta,"Per 1,000 people",Anoeta,0.0
2012,,,Anoeta,"Per 1,000 people",Anoeta,0.0
2013,,,Anoeta,"Per 1,000 people",Anoeta,14.1
2014,,,Anoeta,"Per 1,000 people",Anoeta,14.0
2015,,,Anoeta,"Per 1,000 people",Anoeta,13.9
2016,,,Anoeta,"Per 1,000 people",Anoeta,13.6
2017,,,Anoeta,"Per 1,000 people",Anoeta,13.4
2018,,,Anoeta,"Per 1,000 people",Anoeta,0.0
2019,,,Anoeta,"Per 1,000 people",Anoeta,0.0
2020,,,Anoeta,"Per 1,000 people",Anoeta,0.0
2021,,,Anoeta,"Per 1,000 people",Anoeta,0.0
2022,,,Anoeta,"Per 1,000 people",Anoeta,0.0
2010,,,Antzuola,"Per 1,000 people",Antzuola,0.0
2011,,,Antzuola,"Per 1,000 people",Antzuola,0.0
2012,,,Antzuola,"Per 1,000 people",Antzuola,0.0
2013,,,Antzuola,"Per 1,000 people",Antzuola,0.0
2014,,,Antzuola,"Per 1,000 people",Antzuola,0.0
2015,,,Antzuola,"Per 1,000 people",Antzuola,0.0
2016,,,Antzuola,"Per 1,000 people",Antzuola,0.0
2017,,,Antzuola,"Per 1,000 people",Antzuola,0.0
2018,,,Antzuola,"Per 1,000 people",Antzuola,0.0
2019,,,Antzuola,"Per 1,000 people",Antzuola,0.0
2020,,,Antzuola,"Per 1,000 people",Antzuola,0.0
2021,,,Antzuola,"Per 1,000 people",Antzuola,0.0
2022,,,Antzuola,"Per 1,000 people",Antzuola,0.0
2010,,,Arama,"Per 1,000 people",Arama,0.0
2011,,,Arama,"Per 1,000 people",Arama,0.0
2012,,,Arama,"Per 1,000 people",Arama,0.0
2013,,,Arama,"Per 1,000 people",Arama,0.0
2014,,,Arama,"Per 1,000 people",Arama,0.0
2015,,,Arama,"Per 1,000 people",Arama,0.0
2016,,,Arama,"Per 1,000 people",Arama,0.0
2017,,,Arama,"Per 1,000 people",Arama,0.0
2018,,,Arama,"Per 1,000 people",Arama,0.0
2019,,,Arama,"Per 1,000 people",Arama,0.0
2020,,,Arama,"Per 1,000 people",Arama,0.0
2021,,,Arama,"Per 1,000 people",Arama,0.0
2022,,,Arama,"Per 1,000 people",Arama,0.0
2010,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,15.2
2011,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,15.1
2012,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,14.9
2013,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,0.0
2014,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,0.0
2015,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,0.0
2016,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,0.0
2017,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,0.0
2018,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,0.0
2019,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,0.0
2020,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,0.0
2021,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,0.0
2022,,,Aretxabaleta,"Per 1,000 people",Aretxabaleta,0.0
2010,,,Asteasu,"Per 1,000 people",Asteasu,0.0
2011,,,Asteasu,"Per 1,000 people",Asteasu,0.0
2012,,,Asteasu,"Per 1,000 people",Asteasu,0.0
2013,,,Asteasu,"Per 1,000 people",Asteasu,0.0
2014,,,Asteasu,"Per 1,000 people",Asteasu,0.0
2015,,,Asteasu,"Per 1,000 people",Asteasu,0.0
2016,,,Asteasu,"Per 1,000 people",Asteasu,0.0
2017,,,Asteasu,"Per 1,000 people",Asteasu,0.0
2018,,,Asteasu,"Per 1,000 people",Asteasu,0.0
2019,,,Asteasu,"Per 1,000 people",Asteasu,0.0
2020,,,Asteasu,"Per 1,000 people",Asteasu,0.0
2021,,,Asteasu,"Per 1,000 people",Asteasu,0.0
2022,,,Asteasu,"Per 1,000 people",Asteasu,0.0
2010,,,Ataun,"Per 1,000 people",Ataun,0.0
2011,,,Ataun,"Per 1,000 people",Ataun,0.0
2012,,,Ataun,"Per 1,000 people",Ataun,0.0
2013,,,Ataun,"Per 1,000 people",Ataun,0.0
2014,,,Ataun,"Per 1,000 people",Ataun,0.0
2015,,,Ataun,"Per 1,000 people",Ataun,0.0
2016,,,Ataun,"Per 1,000 people",Ataun,0.0
2017,,,Ataun,"Per 1,000 people",Ataun,0.0
2018,,,Ataun,"Per 1,000 people",Ataun,0.0
2019,,,Ataun,"Per 1,000 people",Ataun,0.0
2020,,,Ataun,"Per 1,000 people",Ataun,0.0
2021,,,Ataun,"Per 1,000 people",Ataun,0.0
2022,,,Ataun,"Per 1,000 people",Ataun,0.0
2010,,,Aia,"Per 1,000 people",Aia,0.0
2011,,,Aia,"Per 1,000 people",Aia,0.0
2012,,,Aia,"Per 1,000 people",Aia,0.0
2013,,,Aia,"Per 1,000 people",Aia,0.0
2014,,,Aia,"Per 1,000 people",Aia,0.0
2015,,,Aia,"Per 1,000 people",Aia,0.0
2016,,,Aia,"Per 1,000 people",Aia,0.0
2017,,,Aia,"Per 1,000 people",Aia,0.0
2018,,,Aia,"Per 1,000 people",Aia,0.0
2019,,,Aia,"Per 1,000 people",Aia,0.0
2020,,,Aia,"Per 1,000 people",Aia,0.0
2021,,,Aia,"Per 1,000 people",Aia,0.0
2022,,,Aia,"Per 1,000 people",Aia,0.0
2010,,,Azkoitia,"Per 1,000 people",Azkoitia,0.0
2011,,,Azkoitia,"Per 1,000 people",Azkoitia,0.0
2012,,,Azkoitia,"Per 1,000 people",Azkoitia,0.0
2013,,,Azkoitia,"Per 1,000 people",Azkoitia,0.0
2014,,,Azkoitia,"Per 1,000 people",Azkoitia,0.0
2015,,,Azkoitia,"Per 1,000 people",Azkoitia,0.0
2016,,,Azkoitia,"Per 1,000 people",Azkoitia,0.0
2017,,,Azkoitia,"Per 1,000 people",Azkoitia,1.4
2018,,,Azkoitia,"Per 1,000 people",Azkoitia,1.3
2019,,,Azkoitia,"Per 1,000 people",Azkoitia,1.3
2020,,,Azkoitia,"Per 1,000 people",Azkoitia,1.3
2021,,,Azkoitia,"Per 1,000 people",Azkoitia,1.3
2022,,,Azkoitia,"Per 1,000 people",Azkoitia,1.2
2010,,,Azpeitia,"Per 1,000 people",Azpeitia,0.0
2011,,,Azpeitia,"Per 1,000 people",Azpeitia,0.0
2012,,,Azpeitia,"Per 1,000 people",Azpeitia,0.0
2013,,,Azpeitia,"Per 1,000 people",Azpeitia,0.0
2014,,,Azpeitia,"Per 1,000 people",Azpeitia,0.0
2015,,,Azpeitia,"Per 1,000 people",Azpeitia,0.0
2016,,,Azpeitia,"Per 1,000 people",Azpeitia,0.0
2017,,,Azpeitia,"Per 1,000 people",Azpeitia,0.0
2018,,,Azpeitia,"Per 1,000 people",Azpeitia,0.0
2019,,,Azpeitia,"Per 1,000 people",Azpeitia,0.0
2020,,,Azpeitia,"Per 1,000 people",Azpeitia,0.0
2021,,,Azpeitia,"Per 1,000 people",Azpeitia,0.0
2022,,,Azpeitia,"Per 1,000 people",Azpeitia,0.0
2010,,,Beasain,"Per 1,000 people",Beasain,0.0
2011,,,Beasain,"Per 1,000 people",Beasain,1.0
2012,,,Beasain,"Per 1,000 people",Beasain,3.8
2013,,,Beasain,"Per 1,000 people",Beasain,5.6
2014,,,Beasain,"Per 1,000 people",Beasain,5.5
2015,,,Beasain,"Per 1,000 people",Beasain,5.5
2016,,,Beasain,"Per 1,000 people",Beasain,4.6
2017,,,Beasain,"Per 1,000 people",Beasain,1.8
2018,,,Beasain,"Per 1,000 people",Beasain,0.0
2019,,,Beasain,"Per 1,000 people",Beasain,0.0
2020,,,Beasain,"Per 1,000 people",Beasain,0.0
2021,,,Beasain,"Per 1,000 people",Beasain,0.0
2022,,,Beasain,"Per 1,000 people",Beasain,0.0
2010,,ES2002,,"Per 1,000 people",ES2002,4.5
2011,,ES2002,,"Per 1,000 people",ES2002,5.0
2012,,ES2002,,"Per 1,000 people",ES2002,5.0
2013,,ES2002,,"Per 1,000 people",ES2002,5.8
2014,,ES2002,,"Per 1,000 people",ES2002,3.7
2015,,ES2002,,"Per 1,000 people",ES2002,2.7
2016,,ES2002,,"Per 1,000 people",ES2002,2.4
2017,,ES2002,,"Per 1,000 people",ES2002,2.4
2018,,ES2002,,"Per 1,000 people",ES2002,1.4
2019,,ES2002,,"Per 1,000 people",ES2002,1.4
2020,,ES2002,,"Per 1,000 people",ES2002,1.1
2021,,ES2002,,"Per 1,000 people",ES2002,0.0
2022,,ES2002,,"Per 1,000 people",ES2002,0.0
2010,,,Beizama,"Per 1,000 people",Beizama,0.0
2011,,,Beizama,"Per 1,000 people",Beizama,0.0
2012,,,Beizama,"Per 1,000 people",Beizama,0.0
2013,,,Beizama,"Per 1,000 people",Beizama,0.0
2014,,,Beizama,"Per 1,000 people",Beizama,0.0
2015,,,Beizama,"Per 1,000 people",Beizama,0.0
2016,,,Beizama,"Per 1,000 people",Beizama,0.0
2017,,,Beizama,"Per 1,000 people",Beizama,0.0
2018,,,Beizama,"Per 1,000 people",Beizama,0.0
2019,,,Beizama,"Per 1,000 people",Beizama,0.0
2020,,,Beizama,"Per 1,000 people",Beizama,0.0
2021,,,Beizama,"Per 1,000 people",Beizama,0.0
2022,,,Beizama,"Per 1,000 people",Beizama,0.0
2010,,,Belauntza,"Per 1,000 people",Belauntza,0.0
2011,,,Belauntza,"Per 1,000 people",Belauntza,0.0
2012,,,Belauntza,"Per 1,000 people",Belauntza,0.0
2013,,,Belauntza,"Per 1,000 people",Belauntza,0.0
2014,,,Belauntza,"Per 1,000 people",Belauntza,0.0
2015,,,Belauntza,"Per 1,000 people",Belauntza,0.0
2016,,,Belauntza,"Per 1,000 people",Belauntza,0.0
2017,,,Belauntza,"Per 1,000 people",Belauntza,0.0
2018,,,Belauntza,"Per 1,000 people",Belauntza,0.0
2019,,,Belauntza,"Per 1,000 people",Belauntza,0.0
2020,,,Belauntza,"Per 1,000 people",Belauntza,0.0
2021,,,Belauntza,"Per 1,000 people",Belauntza,0.0
2022,,,Belauntza,"Per 1,000 people",Belauntza,0.0
2010,,,Berastegi,"Per 1,000 people",Berastegi,0.0
2011,,,Berastegi,"Per 1,000 people",Berastegi,0.0
2012,,,Berastegi,"Per 1,000 people",Berastegi,0.0
2013,,,Berastegi,"Per 1,000 people",Berastegi,0.0
2014,,,Berastegi,"Per 1,000 people",Berastegi,0.0
2015,,,Berastegi,"Per 1,000 people",Berastegi,0.0
2016,,,Berastegi,"Per 1,000 people",Berastegi,0.0
2017,,,Berastegi,"Per 1,000 people",Berastegi,0.0
2018,,,Berastegi,"Per 1,000 people",Berastegi,0.0
2019,,,Berastegi,"Per 1,000 people",Berastegi,0.0
2020,,,Berastegi,"Per 1,000 people",Berastegi,0.0
2021,,,Berastegi,"Per 1,000 people",Berastegi,0.0
2022,,,Berastegi,"Per 1,000 people",Berastegi,0.0
2010,,,Berrobi,"Per 1,000 people",Berrobi,0.0
2011,,,Berrobi,"Per 1,000 people",Berrobi,0.0
2012,,,Berrobi,"Per 1,000 people",Berrobi,0.0
2013,,,Berrobi,"Per 1,000 people",Berrobi,0.0
2014,,,Berrobi,"Per 1,000 people",Berrobi,0.0
2015,,,Berrobi,"Per 1,000 people",Berrobi,0.0
2016,,,Berrobi,"Per 1,000 people",Berrobi,0.0
2017,,,Berrobi,"Per 1,000 people",Berrobi,0.0
2018,,,Berrobi,"Per 1,000 people",Berrobi,0.0
2019,,,Berrobi,"Per 1,000 people",Berrobi,0.0
2020,,,Berrobi,"Per 1,000 people",Berrobi,0.0
2021,,,Berrobi,"Per 1,000 people",Berrobi,0.0
2022,,,Berrobi,"Per 1,000 people",Berrobi,0.0
2010,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,0.0
2011,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,0.0
2012,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,0.0
2013,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,0.0
2014,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,0.0
2015,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,0.0
2016,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,0.0
2017,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,0.0
2018,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,0.0
2019,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,0.0
2020,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,0.0
2021,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,0.0
2022,,,Bidania-Goiatz,"Per 1,000 people",Bidania-Goiatz,0.0
2010,,,Zegama,"Per 1,000 people",Zegama,0.0
2011,,,Zegama,"Per 1,000 people",Zegama,0.0
2012,,,Zegama,"Per 1,000 people",Zegama,0.0
2013,,,Zegama,"Per 1,000 people",Zegama,0.0
2014,,,Zegama,"Per 1,000 people",Zegama,0.0
2015,,,Zegama,"Per 1,000 people",Zegama,0.0
2016,,,Zegama,"Per 1,000 people",Zegama,0.0
2017,,,Zegama,"Per 1,000 people",Zegama,0.0
2018,,,Zegama,"Per 1,000 people",Zegama,0.0
2019,,,Zegama,"Per 1,000 people",Zegama,0.0
2020,,,Zegama,"Per 1,000 people",Zegama,0.0
2021,,,Zegama,"Per 1,000 people",Zegama,0.0
2022,,,Zegama,"Per 1,000 people",Zegama,0.0
2010,,,Zerain,"Per 1,000 people",Zerain,0.0
2011,,,Zerain,"Per 1,000 people",Zerain,0.0
2012,,,Zerain,"Per 1,000 people",Zerain,0.0
2013,,,Zerain,"Per 1,000 people",Zerain,0.0
2014,,,Zerain,"Per 1,000 people",Zerain,0.0
2015,,,Zerain,"Per 1,000 people",Zerain,0.0
2016,,,Zerain,"Per 1,000 people",Zerain,0.0
2017,,,Zerain,"Per 1,000 people",Zerain,0.0
2018,,,Zerain,"Per 1,000 people",Zerain,0.0
2019,,,Zerain,"Per 1,000 people",Zerain,0.0
2020,,,Zerain,"Per 1,000 people",Zerain,0.0
2021,,,Zerain,"Per 1,000 people",Zerain,0.0
2022,,,Zerain,"Per 1,000 people",Zerain,0.0
2010,,,Zestoa,"Per 1,000 people",Zestoa,0.0
2011,,,Zestoa,"Per 1,000 people",Zestoa,0.0
2012,,,Zestoa,"Per 1,000 people",Zestoa,9.9
2013,,,Zestoa,"Per 1,000 people",Zestoa,9.8
2014,,,Zestoa,"Per 1,000 people",Zestoa,9.6
2015,,,Zestoa,"Per 1,000 people",Zestoa,9.5
2016,,,Zestoa,"Per 1,000 people",Zestoa,9.5
2017,,,Zestoa,"Per 1,000 people",Zestoa,0.0
2018,,,Zestoa,"Per 1,000 people",Zestoa,0.0
2019,,,Zestoa,"Per 1,000 people",Zestoa,0.0
2020,,,Zestoa,"Per 1,000 people",Zestoa,0.0
2021,,,Zestoa,"Per 1,000 people",Zestoa,0.0
2022,,,Zestoa,"Per 1,000 people",Zestoa,0.0
2010,,,Zizurkil,"Per 1,000 people",Zizurkil,0.0
2011,,,Zizurkil,"Per 1,000 people",Zizurkil,0.0
2012,,,Zizurkil,"Per 1,000 people",Zizurkil,0.0
2013,,,Zizurkil,"Per 1,000 people",Zizurkil,0.0
2014,,,Zizurkil,"Per 1,000 people",Zizurkil,0.0
2015,,,Zizurkil,"Per 1,000 people",Zizurkil,0.0
2016,,,Zizurkil,"Per 1,000 people",Zizurkil,0.0
2017,,,Zizurkil,"Per 1,000 people",Zizurkil,0.0
2018,,,Zizurkil,"Per 1,000 people",Zizurkil,0.0
2019,,,Zizurkil,"Per 1,000 people",Zizurkil,0.0
2020,,,Zizurkil,"Per 1,000 people",Zizurkil,0.0
2021,,,Zizurkil,"Per 1,000 people",Zizurkil,0.0
2022,,,Zizurkil,"Per 1,000 people",Zizurkil,0.0
2010,,,Deba,"Per 1,000 people",Deba,0.0
2011,,,Deba,"Per 1,000 people",Deba,0.0
2012,,,Deba,"Per 1,000 people",Deba,0.0
2013,,,Deba,"Per 1,000 people",Deba,0.0
2014,,,Deba,"Per 1,000 people",Deba,0.0
2015,,,Deba,"Per 1,000 people",Deba,0.0
2016,,,Deba,"Per 1,000 people",Deba,0.0
2017,,,Deba,"Per 1,000 people",Deba,0.0
2018,,,Deba,"Per 1,000 people",Deba,0.0
2019,,,Deba,"Per 1,000 people",Deba,0.0
2020,,,Deba,"Per 1,000 people",Deba,0.0
2021,,,Deba,"Per 1,000 people",Deba,0.0
2022,,,Deba,"Per 1,000 people",Deba,0.0
2010,,ES2003,,"Per 1,000 people",ES2003,5.0
2011,,ES2003,,"Per 1,000 people",ES2003,5.0
2012,,ES2003,,"Per 1,000 people",ES2003,4.5
2013,,ES2003,,"Per 1,000 people",ES2003,5.1
2014,,ES2003,,"Per 1,000 people",ES2003,2.3
2015,,ES2003,,"Per 1,000 people",ES2003,2.2
2016,,ES2003,,"Per 1,000 people",ES2003,2.2
2017,,ES2003,,"Per 1,000 people",ES2003,2.2
2018,,ES2003,,"Per 1,000 people",ES2003,0.0
2019,,ES2003,,"Per 1,000 people",ES2003,0.5
2020,,ES2003,,"Per 1,000 people",ES2003,1.5
2021,,ES2003,,"Per 1,000 people",ES2003,1.5
2022,,ES2003,,"Per 1,000 people",ES2003,2.6
2010,,,Eibar,"Per 1,000 people",Eibar,0.4
2011,,,Eibar,"Per 1,000 people",Eibar,0.0
2012,,,Eibar,"Per 1,000 people",Eibar,0.0
2013,,,Eibar,"Per 1,000 people",Eibar,2.2
2014,,,Eibar,"Per 1,000 people",Eibar,2.2
2015,,,Eibar,"Per 1,000 people",Eibar,2.2
2016,,,Eibar,"Per 1,000 people",Eibar,3.8
2017,,,Eibar,"Per 1,000 people",Eibar,3.8
2018,,,Eibar,"Per 1,000 people",Eibar,1.6
2019,,,Eibar,"Per 1,000 people",Eibar,1.6
2020,,,Eibar,"Per 1,000 people",Eibar,1.6
2021,,,Eibar,"Per 1,000 people",Eibar,0.0
2022,,,Eibar,"Per 1,000 people",Eibar,0.0
2010,,,Elduain,"Per 1,000 people",Elduain,0.0
2011,,,Elduain,"Per 1,000 people",Elduain,0.0
2012,,,Elduain,"Per 1,000 people",Elduain,0.0
2013,,,Elduain,"Per 1,000 people",Elduain,0.0
2014,,,Elduain,"Per 1,000 people",Elduain,0.0
2015,,,Elduain,"Per 1,000 people",Elduain,0.0
2016,,,Elduain,"Per 1,000 people",Elduain,0.0
2017,,,Elduain,"Per 1,000 people",Elduain,0.0
2018,,,Elduain,"Per 1,000 people",Elduain,0.0
2019,,,Elduain,"Per 1,000 people",Elduain,0.0
2020,,,Elduain,"Per 1,000 people",Elduain,0.0
2021,,,Elduain,"Per 1,000 people",Elduain,0.0
2022,,,Elduain,"Per 1,000 people",Elduain,0.0
2010,,,Elgoibar,"Per 1,000 people",Elgoibar,6.4
2011,,,Elgoibar,"Per 1,000 people",Elgoibar,6.3
2012,,,Elgoibar,"Per 1,000 people",Elgoibar,6.3
2013,,,Elgoibar,"Per 1,000 people",Elgoibar,6.2
2014,,,Elgoibar,"Per 1,000 people",Elgoibar,6.2
2015,,,Elgoibar,"Per 1,000 people",Elgoibar,1.4
2016,,,Elgoibar,"Per 1,000 people",Elgoibar,2.7
2017,,,Elgoibar,"Per 1,000 people",Elgoibar,2.7
2018,,,Elgoibar,"Per 1,000 people",Elgoibar,2.7
2019,,,Elgoibar,"Per 1,000 people",Elgoibar,2.7
2020,,,Elgoibar,"Per 1,000 people",Elgoibar,1.3
2021,,,Elgoibar,"Per 1,000 people",Elgoibar,0.0
2022,,,Elgoibar,"Per 1,000 people",Elgoibar,0.0
2010,,,Elgeta,"Per 1,000 people",Elgeta,0.0
2011,,,Elgeta,"Per 1,000 people",Elgeta,0.0
2012,,,Elgeta,"Per 1,000 people",Elgeta,0.0
2013,,,Elgeta,"Per 1,000 people",Elgeta,0.0
2014,,,Elgeta,"Per 1,000 people",Elgeta,0.0
2015,,,Elgeta,"Per 1,000 people",Elgeta,0.0
2016,,,Elgeta,"Per 1,000 people",Elgeta,0.0
2017,,,Elgeta,"Per 1,000 people",Elgeta,0.0
2018,,,Elgeta,"Per 1,000 people",Elgeta,0.0
2019,,,Elgeta,"Per 1,000 people",Elgeta,0.0
2020,,,Elgeta,"Per 1,000 people",Elgeta,0.0
2021,,,Elgeta,"Per 1,000 people",Elgeta,0.0
2022,,,Elgeta,"Per 1,000 people",Elgeta,0.0
2010,,,Eskoriatza,"Per 1,000 people",Eskoriatza,7.8
2011,,,Eskoriatza,"Per 1,000 people",Eskoriatza,7.7
2012,,,Eskoriatza,"Per 1,000 people",Eskoriatza,0.0
2013,,,Eskoriatza,"Per 1,000 people",Eskoriatza,0.0
2014,,,Eskoriatza,"Per 1,000 people",Eskoriatza,0.0
2015,,,Eskoriatza,"Per 1,000 people",Eskoriatza,0.0
2016,,,Eskoriatza,"Per 1,000 people",Eskoriatza,0.0
2017,,,Eskoriatza,"Per 1,000 people",Eskoriatza,0.0
2018,,,Eskoriatza,"Per 1,000 people",Eskoriatza,0.0
