Year,Series,Adina,Sexua,Kontratu mota,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2022,Okupazio-tasa,16 urte eta gehiago,,,,,Gernika-Lumo,Porcentaje,Gernika-Lumo,51.4
2019,Okupazio-tasa,16 urte eta gehiago,,,,,Gernika-Lumo,Porcentaje,Gernika-Lumo,50.8
2023,Okupazio-tasa,16 urte eta gehiago,,,,,Gernika-Lumo,Porcentaje,Gernika-Lumo,51.7
2016,Okupazio-tasa,16 urte eta gehiago,,,,,Gernika-Lumo,Porcentaje,Gernika-Lumo,48.2
2018,Okupazio-tasa,16 urte eta gehiago,,,,,Gernika-Lumo,Porcentaje,Gernika-Lumo,50.2
2021,Okupazio-tasa,16 urte eta gehiago,,,,,Getaria,Porcentaje,Getaria,56.2
2016,Okupazio-tasa,16 urte eta gehiago,,,,,Getaria,Porcentaje,Getaria,51.9
2018,Okupazio-tasa,16 urte eta gehiago,,,,,Getaria,Porcentaje,Getaria,55.7
2020,Okupazio-tasa,16 urte eta gehiago,,,,,Getaria,Porcentaje,Getaria,56.7
2015,Okupazio-tasa,16 urte eta gehiago,,,,,Getaria,Porcentaje,Getaria,52.2
2019,Okupazio-tasa,16 urte eta gehiago,,,,,Getaria,Porcentaje,Getaria,55.7
2010,Okupazio-tasa,16 urte eta gehiago,,,,,Getaria,Porcentaje,Getaria,53.0
2023,Okupazio-tasa,16 urte eta gehiago,,,,,Getaria,Porcentaje,Getaria,61.0
2022,Okupazio-tasa,16 urte eta gehiago,,,,,Getaria,Porcentaje,Getaria,59.7
2010,Okupazio-tasa,16 urte eta gehiago,,,,,Getxo,Porcentaje,Getxo,47.9
2023,Okupazio-tasa,16 urte eta gehiago,,,,,Getxo,Porcentaje,Getxo,48.8
2020,Okupazio-tasa,16 urte eta gehiago,,,,,Getxo,Porcentaje,Getxo,47.5
2015,Okupazio-tasa,16 urte eta gehiago,,,,,Getxo,Porcentaje,Getxo,47.1
2019,Okupazio-tasa,16 urte eta gehiago,,,,,Getxo,Porcentaje,Getxo,47.4
2022,Okupazio-tasa,16 urte eta gehiago,,,,,Getxo,Porcentaje,Getxo,47.6
2021,Okupazio-tasa,16 urte eta gehiago,,,,,Getxo,Porcentaje,Getxo,46.8
2016,Okupazio-tasa,16 urte eta gehiago,,,,,Getxo,Porcentaje,Getxo,46.3
2018,Okupazio-tasa,16 urte eta gehiago,,,,,Getxo,Porcentaje,Getxo,47.3
2010,Okupazio-tasa,16 urte eta gehiago,,,,,Gizaburuaga,Porcentaje,Gizaburuaga,61.7
2022,Okupazio-tasa,16 urte eta gehiago,,,,,Gizaburuaga,Porcentaje,Gizaburuaga,58.2
2016,Okupazio-tasa,16 urte eta gehiago,,,,,Gizaburuaga,Porcentaje,Gizaburuaga,56.9
2015,Okupazio-tasa,16 urte eta gehiago,,,,,Gizaburuaga,Porcentaje,Gizaburuaga,55.8
2018,Okupazio-tasa,16 urte eta gehiago,,,,,Gizaburuaga,Porcentaje,Gizaburuaga,54.6
2023,Okupazio-tasa,16 urte eta gehiago,,,,,Gizaburuaga,Porcentaje,Gizaburuaga,61.3
2019,Okupazio-tasa,16 urte eta gehiago,,,,,Gizaburuaga,Porcentaje,Gizaburuaga,52.7
2021,Okupazio-tasa,16 urte eta gehiago,,,,,Gizaburuaga,Porcentaje,Gizaburuaga,57.6
2020,Okupazio-tasa,16 urte eta gehiago,,,,,Gizaburuaga,Porcentaje,Gizaburuaga,55.4
2018,Okupazio-tasa,16 urte eta gehiago,,,,,Gordexola,Porcentaje,Gordexola,52.4
2019,Okupazio-tasa,16 urte eta gehiago,,,,,Gordexola,Porcentaje,Gordexola,53.1
2021,Okupazio-tasa,16 urte eta gehiago,,,,,Gordexola,Porcentaje,Gordexola,53.5
2015,Okupazio-tasa,16 urte eta gehiago,,,,,Gordexola,Porcentaje,Gordexola,51.1
2010,Okupazio-tasa,16 urte eta gehiago,,,,,Gordexola,Porcentaje,Gordexola,50.2
2020,Okupazio-tasa,16 urte eta gehiago,,,,,Gordexola,Porcentaje,Gordexola,52.1
2023,Okupazio-tasa,16 urte eta gehiago,,,,,Gordexola,Porcentaje,Gordexola,55.0
2016,Okupazio-tasa,16 urte eta gehiago,,,,,Gordexola,Porcentaje,Gordexola,50.3
2022,Okupazio-tasa,16 urte eta gehiago,,,,,Gordexola,Porcentaje,Gordexola,54.7
2020,Okupazio-tasa,16 urte eta gehiago,,,,,Gorliz,Porcentaje,Gorliz,54.3
2019,Okupazio-tasa,16 urte eta gehiago,,,,,Gorliz,Porcentaje,Gorliz,54.2
2021,Okupazio-tasa,16 urte eta gehiago,,,,,Gorliz,Porcentaje,Gorliz,53.1
2010,Okupazio-tasa,16 urte eta gehiago,,,,,Gorliz,Porcentaje,Gorliz,54.2
2015,Okupazio-tasa,16 urte eta gehiago,,,,,Gorliz,Porcentaje,Gorliz,53.1
2022,Okupazio-tasa,16 urte eta gehiago,,,,,Gorliz,Porcentaje,Gorliz,53.3
2018,Okupazio-tasa,16 urte eta gehiago,,,,,Gorliz,Porcentaje,Gorliz,53.5
2016,Okupazio-tasa,16 urte eta gehiago,,,,,Gorliz,Porcentaje,Gorliz,52.3
2023,Okupazio-tasa,16 urte eta gehiago,,,,,Gorliz,Porcentaje,Gorliz,53.8
2019,Okupazio-tasa,16 urte eta gehiago,,,,,Güeñes,Porcentaje,Güeñes,52.2
2016,Okupazio-tasa,16 urte eta gehiago,,,,,Güeñes,Porcentaje,Güeñes,48.2
2018,Okupazio-tasa,16 urte eta gehiago,,,,,Güeñes,Porcentaje,Güeñes,51.0
2023,Okupazio-tasa,16 urte eta gehiago,,,,,Güeñes,Porcentaje,Güeñes,53.8
2015,Okupazio-tasa,16 urte eta gehiago,,,,,Güeñes,Porcentaje,Güeñes,48.8
2020,Okupazio-tasa,16 urte eta gehiago,,,,,Güeñes,Porcentaje,Güeñes,52.4
2010,Okupazio-tasa,16 urte eta gehiago,,,,,Güeñes,Porcentaje,Güeñes,50.6
2022,Okupazio-tasa,16 urte eta gehiago,,,,,Güeñes,Porcentaje,Güeñes,52.6
2021,Okupazio-tasa,16 urte eta gehiago,,,,,Güeñes,Porcentaje,Güeñes,52.4
2016,Okupazio-tasa,16 urte eta gehiago,,,,,Harana / Valle de Arana,Porcentaje,Harana / Valle de Arana,38.3
2020,Okupazio-tasa,16 urte eta gehiago,,,,,Harana / Valle de Arana,Porcentaje,Harana / Valle de Arana,40.4
2018,Okupazio-tasa,16 urte eta gehiago,,,,,Harana / Valle de Arana,Porcentaje,Harana / Valle de Arana,42.6
2021,Okupazio-tasa,16 urte eta gehiago,,,,,Harana / Valle de Arana,Porcentaje,Harana / Valle de Arana,42.3
2019,Okupazio-tasa,16 urte eta gehiago,,,,,Harana / Valle de Arana,Porcentaje,Harana / Valle de Arana,40.9
2023,Okupazio-tasa,16 urte eta gehiago,,,,,Harana / Valle de Arana,Porcentaje,Harana / Valle de Arana,43.2
2010,Okupazio-tasa,16 urte eta gehiago,,,,,Harana / Valle de Arana,Porcentaje,Harana / Valle de Arana,41.8
2022,Okupazio-tasa,16 urte eta gehiago,,,,,Harana / Valle de Arana,Porcentaje,Harana / Valle de Arana,42.7
2015,Okupazio-tasa,16 urte eta gehiago,,,,,Harana / Valle de Arana,Porcentaje,Harana / Valle de Arana,41.8
2019,Okupazio-tasa,16 urte eta gehiago,,,,,Hernani,Porcentaje,Hernani,54.7
2010,Okupazio-tasa,16 urte eta gehiago,,,,,Hernani,Porcentaje,Hernani,53.1
2022,Okupazio-tasa,16 urte eta gehiago,,,,,Hernani,Porcentaje,Hernani,55.6
2023,Okupazio-tasa,16 urte eta gehiago,,,,,Hernani,Porcentaje,Hernani,55.9
2018,Okupazio-tasa,16 urte eta gehiago,,,,,Hernani,Porcentaje,Hernani,54.1
2015,Okupazio-tasa,16 urte eta gehiago,,,,,Hernani,Porcentaje,Hernani,51.4
2020,Okupazio-tasa,16 urte eta gehiago,,,,,Hernani,Porcentaje,Hernani,55.5
2016,Okupazio-tasa,16 urte eta gehiago,,,,,Hernani,Porcentaje,Hernani,51.1
2021,Okupazio-tasa,16 urte eta gehiago,,,,,Hernani,Porcentaje,Hernani,53.7
2023,Okupazio-tasa,16 urte eta gehiago,,,,,Hernialde,Porcentaje,Hernialde,50.7
2016,Okupazio-tasa,16 urte eta gehiago,,,,,Hernialde,Porcentaje,Hernialde,51.3
2019,Okupazio-tasa,16 urte eta gehiago,,,,,Hernialde,Porcentaje,Hernialde,53.5
2021,Okupazio-tasa,16 urte eta gehiago,,,,,Hernialde,Porcentaje,Hernialde,47.3
2022,Okupazio-tasa,16 urte eta gehiago,,,,,Hernialde,Porcentaje,Hernialde,48.2
2020,Okupazio-tasa,16 urte eta gehiago,,,,,Hernialde,Porcentaje,Hernialde,50.0
2015,Okupazio-tasa,16 urte eta gehiago,,,,,Hernialde,Porcentaje,Hernialde,55.1
2018,Okupazio-tasa,16 urte eta gehiago,,,,,Hernialde,Porcentaje,Hernialde,54.6
2010,Okupazio-tasa,16 urte eta gehiago,,,,,Hernialde,Porcentaje,Hernialde,57.9
2015,Okupazio-tasa,16 urte eta gehiago,,,,,Hondarribia,Porcentaje,Hondarribia,49.6
2021,Okupazio-tasa,16 urte eta gehiago,,,,,Hondarribia,Porcentaje,Hondarribia,49.8
2016,Okupazio-tasa,16 urte eta gehiago,,,,,Hondarribia,Porcentaje,Hondarribia,48.6
2020,Okupazio-tasa,16 urte eta gehiago,,,,,Hondarribia,Porcentaje,Hondarribia,50.6
2023,Okupazio-tasa,16 urte eta gehiago,,,,,Hondarribia,Porcentaje,Hondarribia,51.9
2019,Okupazio-tasa,16 urte eta gehiago,,,,,Hondarribia,Porcentaje,Hondarribia,50.5
2010,Okupazio-tasa,16 urte eta gehiago,,,,,Hondarribia,Porcentaje,Hondarribia,51.7
2022,Okupazio-tasa,16 urte eta gehiago,,,,,Hondarribia,Porcentaje,Hondarribia,51.9
2018,Okupazio-tasa,16 urte eta gehiago,,,,,Hondarribia,Porcentaje,Hondarribia,50.2
2016,Okupazio-tasa,16 urte eta gehiago,,,,,Ibarra,Porcentaje,Ibarra,48.9
2010,Okupazio-tasa,16 urte eta gehiago,,,,,Ibarra,Porcentaje,Ibarra,52.6
2021,Okupazio-tasa,16 urte eta gehiago,,,,,Ibarra,Porcentaje,Ibarra,49.0
2015,Okupazio-tasa,16 urte eta gehiago,,,,,Ibarra,Porcentaje,Ibarra,49.5
2019,Okupazio-tasa,16 urte eta gehiago,,,,,Ibarra,Porcentaje,Ibarra,50.7
2023,Okupazio-tasa,16 urte eta gehiago,,,,,Ibarra,Porcentaje,Ibarra,52.1
2020,Okupazio-tasa,16 urte eta gehiago,,,,,Ibarra,Porcentaje,Ibarra,50.5
2022,Okupazio-tasa,16 urte eta gehiago,,,,,Ibarra,Porcentaje,Ibarra,51.1
2018,Okupazio-tasa,16 urte eta gehiago,,,,,Ibarra,Porcentaje,Ibarra,49.3
2023,Okupazio-tasa,16 urte eta gehiago,,,,,Ibarrangelu,Porcentaje,Ibarrangelu,49.8
2019,Okupazio-tasa,16 urte eta gehiago,,,,,Ibarrangelu,Porcentaje,Ibarrangelu,51.3
2021,Okupazio-tasa,16 urte eta gehiago,,,,,Ibarrangelu,Porcentaje,Ibarrangelu,49.6
2016,Okupazio-tasa,16 urte eta gehiago,,,,,Ibarrangelu,Porcentaje,Ibarrangelu,51.0
2018,Okupazio-tasa,16 urte eta gehiago,,,,,Ibarrangelu,Porcentaje,Ibarrangelu,53.0
2010,Okupazio-tasa,16 urte eta gehiago,,,,,Ibarrangelu,Porcentaje,Ibarrangelu,51.2
2022,Okupazio-tasa,16 urte eta gehiago,,,,,Ibarrangelu,Porcentaje,Ibarrangelu,51.9
2015,Okupazio-tasa,16 urte eta gehiago,,,,,Ibarrangelu,Porcentaje,Ibarrangelu,51.7
2020,Okupazio-tasa,16 urte eta gehiago,,,,,Ibarrangelu,Porcentaje,Ibarrangelu,48.8
2018,Okupazio-tasa,16 urte eta gehiago,,,,,Idiazabal,Porcentaje,Idiazabal,51.9
2019,Okupazio-tasa,16 urte eta gehiago,,,,,Idiazabal,Porcentaje,Idiazabal,53.2
2010,Okupazio-tasa,16 urte eta gehiago,,,,,Idiazabal,Porcentaje,Idiazabal,52.6
2016,Okupazio-tasa,16 urte eta gehiago,,,,,Idiazabal,Porcentaje,Idiazabal,52.8
2023,Okupazio-tasa,16 urte eta gehiago,,,,,Idiazabal,Porcentaje,Idiazabal,53.2
2015,Okupazio-tasa,16 urte eta gehiago,,,,,Idiazabal,Porcentaje,Idiazabal,52.7
2021,Okupazio-tasa,16 urte eta gehiago,,,,,Idiazabal,Porcentaje,Idiazabal,51.9
2020,Okupazio-tasa,16 urte eta gehiago,,,,,Idiazabal,Porcentaje,Idiazabal,53.2
2022,Okupazio-tasa,16 urte eta gehiago,,,,,Idiazabal,Porcentaje,Idiazabal,53.5
2023,Okupazio-tasa,16 urte eta gehiago,,,,,Igorre,Porcentaje,Igorre,51.1
2010,Okupazio-tasa,16 urte eta gehiago,,,,,Igorre,Porcentaje,Igorre,53.2
2015,Okupazio-tasa,16 urte eta gehiago,,,,,Igorre,Porcentaje,Igorre,51.2
2021,Okupazio-tasa,16 urte eta gehiago,,,,,Igorre,Porcentaje,Igorre,49.2
2022,Okupazio-tasa,16 urte eta gehiago,,,,,Igorre,Porcentaje,Igorre,50.9
2016,Okupazio-tasa,16 urte eta gehiago,,,,,Igorre,Porcentaje,Igorre,51.7
2018,Okupazio-tasa,16 urte eta gehiago,,,,,Igorre,Porcentaje,Igorre,51.6
2020,Okupazio-tasa,16 urte eta gehiago,,,,,Igorre,Porcentaje,Igorre,51.3
2019,Okupazio-tasa,16 urte eta gehiago,,,,,Igorre,Porcentaje,Igorre,51.8
2019,Okupazio-tasa,16 urte eta gehiago,,,,,Ikaztegieta,Porcentaje,Ikaztegieta,49.5
2021,Okupazio-tasa,16 urte eta gehiago,,,,,Ikaztegieta,Porcentaje,Ikaztegieta,46.1
2023,Okupazio-tasa,16 urte eta gehiago,,,,,Ikaztegieta,Porcentaje,Ikaztegieta,47.8
2010,Okupazio-tasa,16 urte eta gehiago,,,,,Ikaztegieta,Porcentaje,Ikaztegieta,51.9
2022,Okupazio-tasa,16 urte eta gehiago,,,,,Ikaztegieta,Porcentaje,Ikaztegieta,48.6
2018,Okupazio-tasa,16 urte eta gehiago,,,,,Ikaztegieta,Porcentaje,Ikaztegieta,49.3
2015,Okupazio-tasa,16 urte eta gehiago,,,,,Ikaztegieta,Porcentaje,Ikaztegieta,50.2
2016,Okupazio-tasa,16 urte eta gehiago,,,,,Ikaztegieta,Porcentaje,Ikaztegieta,47.9
2020,Okupazio-tasa,16 urte eta gehiago,,,,,Ikaztegieta,Porcentaje,Ikaztegieta,51.6
2021,Okupazio-tasa,16 urte eta gehiago,,,,,Irun,Porcentaje,Irun,48.7
2015,Okupazio-tasa,16 urte eta gehiago,,,,,Irun,Porcentaje,Irun,47.9
2016,Okupazio-tasa,16 urte eta gehiago,,,,,Irun,Porcentaje,Irun,47.2
2010,Okupazio-tasa,16 urte eta gehiago,,,,,Irun,Porcentaje,Irun,50.2
2023,Okupazio-tasa,16 urte eta gehiago,,,,,Irun,Porcentaje,Irun,51.3
2018,Okupazio-tasa,16 urte eta gehiago,,,,,Irun,Porcentaje,Irun,49.5
2020,Okupazio-tasa,16 urte eta gehiago,,,,,Irun,Porcentaje,Irun,49.7
2019,Okupazio-tasa,16 urte eta gehiago,,,,,Irun,Porcentaje,Irun,49.9
2022,Okupazio-tasa,16 urte eta gehiago,,,,,Irun,Porcentaje,Irun,50.5
2015,Okupazio-tasa,16 urte eta gehiago,,,,,Iruña Oka / Iruña de Oca,Porcentaje,Iruña Oka / Iruña de Oca,61.5
2020,Okupazio-tasa,16 urte eta gehiago,,,,,Iruña Oka / Iruña de Oca,Porcentaje,Iruña Oka / Iruña de Oca,62.2
2016,Okupazio-tasa,16 urte eta gehiago,,,,,Iruña Oka / Iruña de Oca,Porcentaje,Iruña Oka / Iruña de Oca,61.5
2019,Okupazio-tasa,16 urte eta gehiago,,,,,Iruña Oka / Iruña de Oca,Porcentaje,Iruña Oka / Iruña de Oca,63.1
2022,Okupazio-tasa,16 urte eta gehiago,,,,,Iruña Oka / Iruña de Oca,Porcentaje,Iruña Oka / Iruña de Oca,60.8
2018,Okupazio-tasa,16 urte eta gehiago,,,,,Iruña Oka / Iruña de Oca,Porcentaje,Iruña Oka / Iruña de Oca,62.5
2023,Okupazio-tasa,16 urte eta gehiago,,,,,Iruña Oka / Iruña de Oca,Porcentaje,Iruña Oka / Iruña de Oca,60.5
2010,Okupazio-tasa,16 urte eta gehiago,,,,,Iruña Oka / Iruña de Oca,Porcentaje,Iruña Oka / Iruña de Oca,63.6
2021,Okupazio-tasa,16 urte eta gehiago,,,,,Iruña Oka / Iruña de Oca,Porcentaje,Iruña Oka / Iruña de Oca,59.7
2023,Okupazio-tasa,16 urte eta gehiago,,,,,Irura,Porcentaje,Irura,66.9
2016,Okupazio-tasa,16 urte eta gehiago,,,,,Irura,Porcentaje,Irura,63.9
2018,Okupazio-tasa,16 urte eta gehiago,,,,,Irura,Porcentaje,Irura,66.3
2022,Okupazio-tasa,16 urte eta gehiago,,,,,Irura,Porcentaje,Irura,66.9
2021,Okupazio-tasa,16 urte eta gehiago,,,,,Irura,Porcentaje,Irura,65.0
2010,Okupazio-tasa,16 urte eta gehiago,,,,,Irura,Porcentaje,Irura,68.5
2020,Okupazio-tasa,16 urte eta gehiago,,,,,Irura,Porcentaje,Irura,66.9
2019,Okupazio-tasa,16 urte eta gehiago,,,,,Irura,Porcentaje,Irura,65.0
2015,Okupazio-tasa,16 urte eta gehiago,,,,,Irura,Porcentaje,Irura,63.2
2022,Okupazio-tasa,16 urte eta gehiago,,,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,64.2
2019,Okupazio-tasa,16 urte eta gehiago,,,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,63.3
2010,Okupazio-tasa,16 urte eta gehiago,,,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,62.3
2018,Okupazio-tasa,16 urte eta gehiago,,,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,61.1
2021,Okupazio-tasa,16 urte eta gehiago,,,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,60.4
2020,Okupazio-tasa,16 urte eta gehiago,,,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,61.8
2023,Okupazio-tasa,16 urte eta gehiago,,,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,59.1
2016,Okupazio-tasa,16 urte eta gehiago,,,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,60.9
2015,Okupazio-tasa,16 urte eta gehiago,,,,,Iruraiz-Gauna,Porcentaje,Iruraiz-Gauna,59.4
2019,Okupazio-tasa,16 urte eta gehiago,,,,,Ispaster,Porcentaje,Ispaster,49.7
2015,Okupazio-tasa,16 urte eta gehiago,,,,,Ispaster,Porcentaje,Ispaster,52.3
2018,Okupazio-tasa,16 urte eta gehiago,,,,,Ispaster,Porcentaje,Ispaster,49.7
2023,Okupazio-tasa,16 urte eta gehiago,,,,,Ispaster,Porcentaje,Ispaster,49.3
2021,Okupazio-tasa,16 urte eta gehiago,,,,,Ispaster,Porcentaje,Ispaster,48.9
2010,Okupazio-tasa,16 urte eta gehiago,,,,,Ispaster,Porcentaje,Ispaster,52.0
2022,Okupazio-tasa,16 urte eta gehiago,,,,,Ispaster,Porcentaje,Ispaster,49.2
2020,Okupazio-tasa,16 urte eta gehiago,,,,,Ispaster,Porcentaje,Ispaster,49.4
2016,Okupazio-tasa,16 urte eta gehiago,,,,,Ispaster,Porcentaje,Ispaster,52.0
2022,Okupazio-tasa,16 urte eta gehiago,,,,,Itsasondo,Porcentaje,Itsasondo,55.7
2015,Okupazio-tasa,16 urte eta gehiago,,,,,Itsasondo,Porcentaje,Itsasondo,52.0
2021,Okupazio-tasa,16 urte eta gehiago,,,,,Itsasondo,Porcentaje,Itsasondo,52.7
2023,Okupazio-tasa,16 urte eta gehiago,,,,,Itsasondo,Porcentaje,Itsasondo,57.3
2018,Okupazio-tasa,16 urte eta gehiago,,,,,Itsasondo,Porcentaje,Itsasondo,53.7
2010,Okupazio-tasa,16 urte eta gehiago,,,,,Itsasondo,Porcentaje,Itsasondo,52.7
2020,Okupazio-tasa,16 urte eta gehiago,,,,,Itsasondo,Porcentaje,Itsasondo,56.2
2016,Okupazio-tasa,16 urte eta gehiago,,,,,Itsasondo,Porcentaje,Itsasondo,50.9
2019,Okupazio-tasa,16 urte eta gehiago,,,,,Itsasondo,Porcentaje,Itsasondo,52.7
2021,Okupazio-tasa,16 urte eta gehiago,,,,,Iurreta,Porcentaje,Iurreta,48.4
2016,Okupazio-tasa,16 urte eta gehiago,,,,,Iurreta,Porcentaje,Iurreta,47.1
2019,Okupazio-tasa,16 urte eta gehiago,,,,,Iurreta,Porcentaje,Iurreta,48.8
2018,Okupazio-tasa,16 urte eta gehiago,,,,,Iurreta,Porcentaje,Iurreta,48.2
2023,Okupazio-tasa,16 urte eta gehiago,,,,,Iurreta,Porcentaje,Iurreta,51.0
2020,Okupazio-tasa,16 urte eta gehiago,,,,,Iurreta,Porcentaje,Iurreta,48.5
2010,Okupazio-tasa,16 urte eta gehiago,,,,,Iurreta,Porcentaje,Iurreta,48.0
2015,Okupazio-tasa,16 urte eta gehiago,,,,,Iurreta,Porcentaje,Iurreta,45.9
2022,Okupazio-tasa,16 urte eta gehiago,,,,,Iurreta,Porcentaje,Iurreta,51.1
2016,Okupazio-tasa,16 urte eta gehiago,,,,,Izurtza,Porcentaje,Izurtza,52.1
2019,Okupazio-tasa,16 urte eta gehiago,,,,,Izurtza,Porcentaje,Izurtza,51.0
2015,Okupazio-tasa,16 urte eta gehiago,,,,,Izurtza,Porcentaje,Izurtza,56.7
2021,Okupazio-tasa,16 urte eta gehiago,,,,,Izurtza,Porcentaje,Izurtza,50.7
2018,Okupazio-tasa,16 urte eta gehiago,,,,,Izurtza,Porcentaje,Izurtza,52.5
2010,Okupazio-tasa,16 urte eta gehiago,,,,,Izurtza,Porcentaje,Izurtza,52.9
2020,Okupazio-tasa,16 urte eta gehiago,,,,,Izurtza,Porcentaje,Izurtza,45.8
2022,Okupazio-tasa,16 urte eta gehiago,,,,,Izurtza,Porcentaje,Izurtza,52.3
2023,Okupazio-tasa,16 urte eta gehiago,,,,,Izurtza,Porcentaje,Izurtza,50.9
2021,Okupazio-tasa,16 urte eta gehiago,,,,,Karrantza Harana / Valle de Carranza,Porcentaje,Karrantza Harana / Valle de Carranza,42.7
2019,Okupazio-tasa,16 urte eta gehiago,,,,,Karrantza Harana / Valle de Carranza,Porcentaje,Karrantza Harana / Valle de Carranza,40.9
2023,Okupazio-tasa,16 urte eta gehiago,,,,,Karrantza Harana / Valle de Carranza,Porcentaje,Karrantza Harana / Valle de Carranza,45.5
2020,Okupazio-tasa,16 urte eta gehiago,,,,,Karrantza Harana / Valle de Carranza,Porcentaje,Karrantza Harana / Valle de Carranza,41.4
2022,Okupazio-tasa,16 urte eta gehiago,,,,,Karrantza Harana / Valle de Carranza,Porcentaje,Karrantza Harana / Valle de Carranza,44.1
2016,Okupazio-tasa,16 urte eta gehiago,,,,,Karrantza Harana / Valle de Carranza,Porcentaje,Karrantza Harana / Valle de Carranza,39.4
2010,Okupazio-tasa,16 urte eta gehiago,,,,,Karrantza Harana / Valle de Carranza,Porcentaje,Karrantza Harana / Valle de Carranza,44.9
2015,Okupazio-tasa,16 urte eta gehiago,,,,,Karrantza Harana / Valle de Carranza,Porcentaje,Karrantza Harana / Valle de Carranza,41.2
2018,Okupazio-tasa,16 urte eta gehiago,,,,,Karrantza Harana / Valle de Carranza,Porcentaje,Karrantza Harana / Valle de Carranza,40.6
2016,Okupazio-tasa,16 urte eta gehiago,,,,,Kortezubi,Porcentaje,Kortezubi,57.2
2022,Okupazio-tasa,16 urte eta gehiago,,,,,Kortezubi,Porcentaje,Kortezubi,58.3
2021,Okupazio-tasa,16 urte eta gehiago,,,,,Kortezubi,Porcentaje,Kortezubi,58.0
2023,Okupazio-tasa,16 urte eta gehiago,,,,,Kortezubi,Porcentaje,Kortezubi,56.3
2020,Okupazio-tasa,16 urte eta gehiago,,,,,Kortezubi,Porcentaje,Kortezubi,56.4
2010,Okupazio-tasa,16 urte eta gehiago,,,,,Kortezubi,Porcentaje,Kortezubi,57.7
2019,Okupazio-tasa,16 urte eta gehiago,,,,,Kortezubi,Porcentaje,Kortezubi,57.4
2018,Okupazio-tasa,16 urte eta gehiago,,,,,Kortezubi,Porcentaje,Kortezubi,58.5
2015,Okupazio-tasa,16 urte eta gehiago,,,,,Kortezubi,Porcentaje,Kortezubi,53.6
2021,Okupazio-tasa,16 urte eta gehiago,,,,,Kripan,Porcentaje,Kripan,43.9
2020,Okupazio-tasa,16 urte eta gehiago,,,,,Kripan,Porcentaje,Kripan,47.2
2022,Okupazio-tasa,16 urte eta gehiago,,,,,Kripan,Porcentaje,Kripan,52.7
2023,Okupazio-tasa,16 urte eta gehiago,,,,,Kripan,Porcentaje,Kripan,52.1
2018,Okupazio-tasa,16 urte eta gehiago,,,,,Kripan,Porcentaje,Kripan,45.9
2016,Okupazio-tasa,16 urte eta gehiago,,,,,Kripan,Porcentaje,Kripan,44.6
2019,Okupazio-tasa,16 urte eta gehiago,,,,,Kripan,Porcentaje,Kripan,46.3
2010,Okupazio-tasa,16 urte eta gehiago,,,,,Kripan,Porcentaje,Kripan,46.2
2015,Okupazio-tasa,16 urte eta gehiago,,,,,Kripan,Porcentaje,Kripan,47.1
2018,Okupazio-tasa,16 urte eta gehiago,,,,,Kuartango,Porcentaje,Kuartango,52.5
2015,Okupazio-tasa,16 urte eta gehiago,,,,,Kuartango,Porcentaje,Kuartango,53.5
2019,Okupazio-tasa,16 urte eta gehiago,,,,,Kuartango,Porcentaje,Kuartango,52.2
2016,Okupazio-tasa,16 urte eta gehiago,,,,,Kuartango,Porcentaje,Kuartango,55.6
2021,Okupazio-tasa,16 urte eta gehiago,,,,,Kuartango,Porcentaje,Kuartango,52.4
2023,Okupazio-tasa,16 urte eta gehiago,,,,,Kuartango,Porcentaje,Kuartango,55.8
2022,Okupazio-tasa,16 urte eta gehiago,,,,,Kuartango,Porcentaje,Kuartango,55.4
2020,Okupazio-tasa,16 urte eta gehiago,,,,,Kuartango,Porcentaje,Kuartango,52.3
2010,Okupazio-tasa,16 urte eta gehiago,,,,,Kuartango,Porcentaje,Kuartango,54.6
2015,Okupazio-tasa,16 urte eta gehiago,,,,,Labastida / Bastida,Porcentaje,Labastida / Bastida,46.0
2023,Okupazio-tasa,16 urte eta gehiago,,,,,Labastida / Bastida,Porcentaje,Labastida / Bastida,52.4
2019,Okupazio-tasa,16 urte eta gehiago,,,,,Labastida / Bastida,Porcentaje,Labastida / Bastida,47.2
2016,Okupazio-tasa,16 urte eta gehiago,,,,,Labastida / Bastida,Porcentaje,Labastida / Bastida,45.5
2020,Okupazio-tasa,16 urte eta gehiago,,,,,Labastida / Bastida,Porcentaje,Labastida / Bastida,46.8
2022,Okupazio-tasa,16 urte eta gehiago,,,,,Labastida / Bastida,Porcentaje,Labastida / Bastida,52.2
2021,Okupazio-tasa,16 urte eta gehiago,,,,,Labastida / Bastida,Porcentaje,Labastida / Bastida,47.3
2018,Okupazio-tasa,16 urte eta gehiago,,,,,Labastida / Bastida,Porcentaje,Labastida / Bastida,46.4
2010,Okupazio-tasa,16 urte eta gehiago,,,,,Labastida / Bastida,Porcentaje,Labastida / Bastida,48.2
