Year,Sex,Habilidad_IT,Edad,Province,Units,Value
2020,1.0,ICTSFWR,Y16T74,Bizkaia,Percentage,59.84
2020,1.0,ICTPRVCY,Y16T74,Bizkaia,Percentage,31.07
2020,1.0,,Y16T74,Bizkaia,Percentage,71.36
2020,1.0,ICTCPT,Y16T24,,Percentage,85.21
2020,1.0,ICTPST,Y16T24,,Percentage,86.4
2020,1.0,ICTSSHT,Y16T24,,Percentage,72.51
2020,1.0,ICTPRGM,Y16T24,,Percentage,16.53
2020,1.0,ICTTRFF,Y16T24,,Percentage,84.76
2020,1.0,ICTSFWR,Y16T24,,Percentage,88.17
2020,1.0,ICTPRVCY,Y16T24,,Percentage,47.85
2020,1.0,,Y16T24,,Percentage,95.33
2020,1.0,ICTCPT,Y16T24,Araba/Álava,Percentage,80.49
2020,1.0,ICTPST,Y16T24,Araba/Álava,Percentage,82.49
2020,1.0,ICTSSHT,Y16T24,Araba/Álava,Percentage,72.68
2020,1.0,ICTPRGM,Y16T24,Araba/Álava,Percentage,9.56
2020,1.0,ICTTRFF,Y16T24,Araba/Álava,Percentage,90.97
2020,1.0,ICTSFWR,Y16T24,Araba/Álava,Percentage,92.8
2020,1.0,ICTPRVCY,Y16T24,Araba/Álava,Percentage,49.01
2020,1.0,,Y16T24,Araba/Álava,Percentage,100.0
2020,1.0,ICTCPT,Y16T24,Gipuzkoa,Percentage,92.67
2020,1.0,ICTPST,Y16T24,Gipuzkoa,Percentage,89.18
2020,1.0,ICTSSHT,Y16T24,Gipuzkoa,Percentage,73.69
2020,1.0,ICTPRGM,Y16T24,Gipuzkoa,Percentage,13.92
2020,1.0,ICTTRFF,Y16T24,Gipuzkoa,Percentage,85.47
2020,1.0,ICTSFWR,Y16T24,Gipuzkoa,Percentage,89.68
2020,1.0,ICTPRVCY,Y16T24,Gipuzkoa,Percentage,47.94
2020,1.0,,Y16T24,Gipuzkoa,Percentage,98.09
2020,1.0,ICTCPT,Y16T24,Bizkaia,Percentage,81.67
2020,1.0,ICTPST,Y16T24,Bizkaia,Percentage,85.77
2020,1.0,ICTSSHT,Y16T24,Bizkaia,Percentage,71.66
2020,1.0,ICTPRGM,Y16T24,Bizkaia,Percentage,20.49
2020,1.0,ICTTRFF,Y16T24,Bizkaia,Percentage,82.32
2020,1.0,ICTSFWR,Y16T24,Bizkaia,Percentage,85.69
2020,1.0,ICTPRVCY,Y16T24,Bizkaia,Percentage,47.43
2020,1.0,,Y16T24,Bizkaia,Percentage,91.99
2020,1.0,ICTCPT,Y25T74,,Percentage,53.66
2020,1.0,ICTPST,Y25T74,,Percentage,40.12
2020,1.0,ICTSSHT,Y25T74,,Percentage,38.56
2020,1.0,ICTPRGM,Y25T74,,Percentage,6.18
2020,1.0,ICTTRFF,Y25T74,,Percentage,54.27
2020,1.0,ICTSFWR,Y25T74,,Percentage,57.35
2020,1.0,ICTPRVCY,Y25T74,,Percentage,29.32
2020,1.0,,Y25T74,,Percentage,68.27
2020,1.0,ICTCPT,Y25T74,Araba/Álava,Percentage,50.74
2020,1.0,ICTPST,Y25T74,Araba/Álava,Percentage,38.34
2020,1.0,ICTSSHT,Y25T74,Araba/Álava,Percentage,35.19
2020,1.0,ICTPRGM,Y25T74,Araba/Álava,Percentage,6.46
2020,1.0,ICTTRFF,Y25T74,Araba/Álava,Percentage,53.03
2020,1.0,ICTSFWR,Y25T74,Araba/Álava,Percentage,54.06
2020,1.0,ICTPRVCY,Y25T74,Araba/Álava,Percentage,26.56
2020,1.0,,Y25T74,Araba/Álava,Percentage,65.32
2020,1.0,ICTCPT,Y25T74,Gipuzkoa,Percentage,53.66
2020,1.0,ICTPST,Y25T74,Gipuzkoa,Percentage,38.9
2020,1.0,ICTSSHT,Y25T74,Gipuzkoa,Percentage,36.35
2020,1.0,ICTPRGM,Y25T74,Gipuzkoa,Percentage,5.65
2020,1.0,ICTTRFF,Y25T74,Gipuzkoa,Percentage,55.62
2020,1.0,ICTSFWR,Y25T74,Gipuzkoa,Percentage,60.11
2020,1.0,ICTPRVCY,Y25T74,Gipuzkoa,Percentage,31.11
2020,1.0,,Y25T74,Gipuzkoa,Percentage,68.8
2020,1.0,ICTCPT,Y25T74,Bizkaia,Percentage,54.51
2020,1.0,ICTPST,Y25T74,Bizkaia,Percentage,41.38
2020,1.0,ICTSSHT,Y25T74,Bizkaia,Percentage,40.89
2020,1.0,ICTPRGM,Y25T74,Bizkaia,Percentage,6.42
2020,1.0,ICTTRFF,Y25T74,Bizkaia,Percentage,53.8
2020,1.0,ICTSFWR,Y25T74,Bizkaia,Percentage,56.62
2020,1.0,ICTPRVCY,Y25T74,Bizkaia,Percentage,29.03
2020,1.0,,Y25T74,Bizkaia,Percentage,68.8
2020,2.0,ICTCPT,Y16T74,,Percentage,53.47
2020,2.0,ICTPST,Y16T74,,Percentage,44.55
2020,2.0,ICTSSHT,Y16T74,,Percentage,39.77
2020,2.0,ICTPRGM,Y16T74,,Percentage,4.04
2020,2.0,ICTTRFF,Y16T74,,Percentage,52.59
2020,2.0,ICTSFWR,Y16T74,,Percentage,56.7
2020,2.0,ICTPRVCY,Y16T74,,Percentage,25.47
2020,2.0,,Y16T74,,Percentage,68.3
2020,2.0,ICTCPT,Y16T74,Araba/Álava,Percentage,53.75
2020,2.0,ICTPST,Y16T74,Araba/Álava,Percentage,42.42
2020,2.0,ICTSSHT,Y16T74,Araba/Álava,Percentage,39.72
2020,2.0,ICTPRGM,Y16T74,Araba/Álava,Percentage,4.65
2020,2.0,ICTTRFF,Y16T74,Araba/Álava,Percentage,54.29
2020,2.0,ICTSFWR,Y16T74,Araba/Álava,Percentage,55.84
2020,2.0,ICTPRVCY,Y16T74,Araba/Álava,Percentage,24.4
2020,2.0,,Y16T74,Araba/Álava,Percentage,70.78
2020,2.0,ICTCPT,Y16T74,Gipuzkoa,Percentage,57.0
2020,2.0,ICTPST,Y16T74,Gipuzkoa,Percentage,46.51
2020,2.0,ICTSSHT,Y16T74,Gipuzkoa,Percentage,42.34
2020,2.0,ICTPRGM,Y16T74,Gipuzkoa,Percentage,4.53
2020,2.0,ICTTRFF,Y16T74,Gipuzkoa,Percentage,53.65
2020,2.0,ICTSFWR,Y16T74,Gipuzkoa,Percentage,56.86
2020,2.0,ICTPRVCY,Y16T74,Gipuzkoa,Percentage,27.06
2020,2.0,,Y16T74,Gipuzkoa,Percentage,68.07
2020,2.0,ICTCPT,Y16T74,Bizkaia,Percentage,51.2
2020,2.0,ICTPST,Y16T74,Bizkaia,Percentage,43.95
2020,2.0,ICTSSHT,Y16T74,Bizkaia,Percentage,38.18
2020,2.0,ICTPRGM,Y16T74,Bizkaia,Percentage,3.56
2020,2.0,ICTTRFF,Y16T74,Bizkaia,Percentage,51.44
2020,2.0,ICTSFWR,Y16T74,Bizkaia,Percentage,56.85
2020,2.0,ICTPRVCY,Y16T74,Bizkaia,Percentage,24.81
2020,2.0,,Y16T74,Bizkaia,Percentage,67.73
2020,2.0,ICTCPT,Y16T24,,Percentage,88.02
2020,2.0,ICTPST,Y16T24,,Percentage,86.5
2020,2.0,ICTSSHT,Y16T24,,Percentage,68.82
2020,2.0,ICTPRGM,Y16T24,,Percentage,9.66
2020,2.0,ICTTRFF,Y16T24,,Percentage,84.43
2020,2.0,ICTSFWR,Y16T24,,Percentage,86.8
2020,2.0,ICTPRVCY,Y16T24,,Percentage,46.26
2020,2.0,,Y16T24,,Percentage,96.5
2020,2.0,ICTCPT,Y16T24,Araba/Álava,Percentage,80.79
2020,2.0,ICTPST,Y16T24,Araba/Álava,Percentage,74.79
2020,2.0,ICTSSHT,Y16T24,Araba/Álava,Percentage,64.62
2020,2.0,ICTPRGM,Y16T24,Araba/Álava,Percentage,4.12
2020,2.0,ICTTRFF,Y16T24,Araba/Álava,Percentage,82.29
2020,2.0,ICTSFWR,Y16T24,Araba/Álava,Percentage,91.87
2020,2.0,ICTPRVCY,Y16T24,Araba/Álava,Percentage,53.03
2020,2.0,,Y16T24,Araba/Álava,Percentage,96.62
2020,2.0,ICTCPT,Y16T24,Gipuzkoa,Percentage,95.62
2020,2.0,ICTPST,Y16T24,Gipuzkoa,Percentage,90.02
2020,2.0,ICTSSHT,Y16T24,Gipuzkoa,Percentage,75.14
2020,2.0,ICTPRGM,Y16T24,Gipuzkoa,Percentage,9.35
2020,2.0,ICTTRFF,Y16T24,Gipuzkoa,Percentage,83.61
2020,2.0,ICTSFWR,Y16T24,Gipuzkoa,Percentage,82.04
2020,2.0,ICTPRVCY,Y16T24,Gipuzkoa,Percentage,44.88
2020,2.0,,Y16T24,Gipuzkoa,Percentage,96.29
2020,2.0,ICTCPT,Y16T24,Bizkaia,Percentage,85.05
2020,2.0,ICTPST,Y16T24,Bizkaia,Percentage,87.56
2020,2.0,ICTSSHT,Y16T24,Bizkaia,Percentage,65.82
2020,2.0,ICTPRGM,Y16T24,Bizkaia,Percentage,11.49
2020,2.0,ICTTRFF,Y16T24,Bizkaia,Percentage,85.6
2020,2.0,ICTSFWR,Y16T24,Bizkaia,Percentage,88.51
2020,2.0,ICTPRVCY,Y16T24,Bizkaia,Percentage,45.21
2020,2.0,,Y16T24,Bizkaia,Percentage,96.61
2020,2.0,ICTCPT,Y25T74,,Percentage,49.4
2020,2.0,ICTPST,Y25T74,,Percentage,39.61
2020,2.0,ICTSSHT,Y25T74,,Percentage,36.35
2020,2.0,ICTPRGM,Y25T74,,Percentage,3.38
2020,2.0,ICTTRFF,Y25T74,,Percentage,48.84
2020,2.0,ICTSFWR,Y25T74,,Percentage,53.16
2020,2.0,ICTPRVCY,Y25T74,,Percentage,23.03
2020,2.0,,Y25T74,,Percentage,64.99
2020,2.0,ICTCPT,Y25T74,Araba/Álava,Percentage,50.65
2020,2.0,ICTPST,Y25T74,Araba/Álava,Percentage,38.71
2020,2.0,ICTSSHT,Y25T74,Araba/Álava,Percentage,36.87
2020,2.0,ICTPRGM,Y25T74,Araba/Álava,Percentage,4.71
2020,2.0,ICTTRFF,Y25T74,Araba/Álava,Percentage,51.08
2020,2.0,ICTSFWR,Y25T74,Araba/Álava,Percentage,51.71
2020,2.0,ICTPRVCY,Y25T74,Araba/Álava,Percentage,21.12
2020,2.0,,Y25T74,Araba/Álava,Percentage,67.82
2020,2.0,ICTCPT,Y25T74,Gipuzkoa,Percentage,52.18
2020,2.0,ICTPST,Y25T74,Gipuzkoa,Percentage,41.08
2020,2.0,ICTSSHT,Y25T74,Gipuzkoa,Percentage,38.26
2020,2.0,ICTPRGM,Y25T74,Gipuzkoa,Percentage,3.93
2020,2.0,ICTTRFF,Y25T74,Gipuzkoa,Percentage,49.91
2020,2.0,ICTSFWR,Y25T74,Gipuzkoa,Percentage,53.72
2020,2.0,ICTPRVCY,Y25T74,Gipuzkoa,Percentage,24.83
2020,2.0,,Y25T74,Gipuzkoa,Percentage,64.55
2020,2.0,ICTCPT,Y25T74,Bizkaia,Percentage,47.33
2020,2.0,ICTPST,Y25T74,Bizkaia,Percentage,38.97
2020,2.0,ICTSSHT,Y25T74,Bizkaia,Percentage,35.03
2020,2.0,ICTPRGM,Y25T74,Bizkaia,Percentage,2.65
2020,2.0,ICTTRFF,Y25T74,Bizkaia,Percentage,47.54
2020,2.0,ICTSFWR,Y25T74,Bizkaia,Percentage,53.23
2020,2.0,ICTPRVCY,Y25T74,Bizkaia,Percentage,22.48
2020,2.0,,Y25T74,Bizkaia,Percentage,64.43
2021,,ICTCPT,Y16T74,,Percentage,61.48
2021,,ICTPST,Y16T74,,Percentage,45.95
2021,,ICTSSHT,Y16T74,,Percentage,44.44
2021,,ICTPRGM,Y16T74,,Percentage,5.27
2021,,ICTTRFF,Y16T74,,Percentage,60.29
2021,,ICTSFWR,Y16T74,,Percentage,64.64
2021,,ICTPRVCY,Y16T74,,Percentage,27.86
2021,,,Y16T74,,Percentage,75.0
2021,,ICTCPT,Y16T74,Araba/Álava,Percentage,61.94
2021,,ICTPST,Y16T74,Araba/Álava,Percentage,46.61
2021,,ICTSSHT,Y16T74,Araba/Álava,Percentage,44.08
2021,,ICTPRGM,Y16T74,Araba/Álava,Percentage,5.7
2021,,ICTTRFF,Y16T74,Araba/Álava,Percentage,59.61
2021,,ICTSFWR,Y16T74,Araba/Álava,Percentage,65.84
2021,,ICTPRVCY,Y16T74,Araba/Álava,Percentage,26.99
2021,,,Y16T74,Araba/Álava,Percentage,75.39
2021,,ICTCPT,Y16T74,Gipuzkoa,Percentage,61.02
2021,,ICTPST,Y16T74,Gipuzkoa,Percentage,45.38
2021,,ICTSSHT,Y16T74,Gipuzkoa,Percentage,44.39
2021,,ICTPRGM,Y16T74,Gipuzkoa,Percentage,5.21
2021,,ICTTRFF,Y16T74,Gipuzkoa,Percentage,60.59
2021,,ICTSFWR,Y16T74,Gipuzkoa,Percentage,64.61
2021,,ICTPRVCY,Y16T74,Gipuzkoa,Percentage,28.08
2021,,,Y16T74,Gipuzkoa,Percentage,75.41
2021,,ICTCPT,Y16T74,Bizkaia,Percentage,61.63
2021,,ICTPST,Y16T74,Bizkaia,Percentage,46.11
2021,,ICTSSHT,Y16T74,Bizkaia,Percentage,44.57
2021,,ICTPRGM,Y16T74,Bizkaia,Percentage,5.17
2021,,ICTTRFF,Y16T74,Bizkaia,Percentage,60.31
2021,,ICTSFWR,Y16T74,Bizkaia,Percentage,64.32
2021,,ICTPRVCY,Y16T74,Bizkaia,Percentage,27.96
2021,,,Y16T74,Bizkaia,Percentage,74.63
2021,,ICTCPT,Y16T24,,Percentage,86.58
2021,,ICTPST,Y16T24,,Percentage,82.84
2021,,ICTSSHT,Y16T24,,Percentage,67.34
2021,,ICTPRGM,Y16T24,,Percentage,14.65
2021,,ICTTRFF,Y16T24,,Percentage,85.19
2021,,ICTSFWR,Y16T24,,Percentage,88.68
2021,,ICTPRVCY,Y16T24,,Percentage,46.21
2021,,,Y16T24,,Percentage,96.16
2021,,ICTCPT,Y16T24,Araba/Álava,Percentage,85.68
2021,,ICTPST,Y16T24,Araba/Álava,Percentage,77.02
2021,,ICTSSHT,Y16T24,Araba/Álava,Percentage,61.31
2021,,ICTPRGM,Y16T24,Araba/Álava,Percentage,14.49
2021,,ICTTRFF,Y16T24,Araba/Álava,Percentage,82.26
2021,,ICTSFWR,Y16T24,Araba/Álava,Percentage,89.74
2021,,ICTPRVCY,Y16T24,Araba/Álava,Percentage,40.31
2021,,,Y16T24,Araba/Álava,Percentage,96.8
2021,,ICTCPT,Y16T24,Gipuzkoa,Percentage,86.08
2021,,ICTPST,Y16T24,Gipuzkoa,Percentage,84.72
2021,,ICTSSHT,Y16T24,Gipuzkoa,Percentage,74.53
2021,,ICTPRGM,Y16T24,Gipuzkoa,Percentage,14.93
2021,,ICTTRFF,Y16T24,Gipuzkoa,Percentage,86.17
2021,,ICTSFWR,Y16T24,Gipuzkoa,Percentage,90.48
2021,,ICTPRVCY,Y16T24,Gipuzkoa,Percentage,47.31
2021,,,Y16T24,Gipuzkoa,Percentage,98.44
2021,,ICTCPT,Y16T24,Bizkaia,Percentage,87.2
2021,,ICTPST,Y16T24,Bizkaia,Percentage,83.32
2021,,ICTSSHT,Y16T24,Bizkaia,Percentage,64.2
2021,,ICTPRGM,Y16T24,Bizkaia,Percentage,14.51
2021,,ICTTRFF,Y16T24,Bizkaia,Percentage,85.4
2021,,ICTSFWR,Y16T24,Bizkaia,Percentage,87.12
2021,,ICTPRVCY,Y16T24,Bizkaia,Percentage,47.25
2021,,,Y16T24,Bizkaia,Percentage,94.38
2021,,ICTCPT,Y25T74,,Percentage,58.11
2021,,ICTPST,Y25T74,,Percentage,41.0
2021,,ICTSSHT,Y25T74,,Percentage,41.37
2021,,ICTPRGM,Y25T74,,Percentage,4.0
2021,,ICTTRFF,Y25T74,,Percentage,56.95
2021,,ICTSFWR,Y25T74,,Percentage,61.41
2021,,ICTPRVCY,Y25T74,,Percentage,25.39
2021,,,Y25T74,,Percentage,72.16
2021,,ICTCPT,Y25T74,Araba/Álava,Percentage,58.69
2021,,ICTPST,Y25T74,Araba/Álava,Percentage,42.45
2021,,ICTSSHT,Y25T74,Araba/Álava,Percentage,41.73
2021,,ICTPRGM,Y25T74,Araba/Álava,Percentage,4.5
2021,,ICTTRFF,Y25T74,Araba/Álava,Percentage,56.51
2021,,ICTSFWR,Y25T74,Araba/Álava,Percentage,62.57
2021,,ICTPRVCY,Y25T74,Araba/Álava,Percentage,25.17
2021,,,Y25T74,Araba/Álava,Percentage,72.47
2021,,ICTCPT,Y25T74,Gipuzkoa,Percentage,57.39
2021,,ICTPST,Y25T74,Gipuzkoa,Percentage,39.69
2021,,ICTSSHT,Y25T74,Gipuzkoa,Percentage,40.03
2021,,ICTPRGM,Y25T74,Gipuzkoa,Percentage,3.81
2021,,ICTTRFF,Y25T74,Gipuzkoa,Percentage,56.89
2021,,ICTSFWR,Y25T74,Gipuzkoa,Percentage,60.86
2021,,ICTPRVCY,Y25T74,Gipuzkoa,Percentage,25.3
2021,,,Y25T74,Gipuzkoa,Percentage,72.07
2021,,ICTCPT,Y25T74,Bizkaia,Percentage,58.38
2021,,ICTPST,Y25T74,Bizkaia,Percentage,41.38
2021,,ICTSSHT,Y25T74,Bizkaia,Percentage,42.07
2021,,ICTPRGM,Y25T74,Bizkaia,Percentage,3.98
2021,,ICTTRFF,Y25T74,Bizkaia,Percentage,57.11
2021,,ICTSFWR,Y25T74,Bizkaia,Percentage,61.42
2021,,ICTPRVCY,Y25T74,Bizkaia,Percentage,25.51
2021,,,Y25T74,Bizkaia,Percentage,72.12
2021,1.0,ICTCPT,Y16T74,,Percentage,62.72
2021,1.0,ICTPST,Y16T74,,Percentage,46.84
2021,1.0,ICTSSHT,Y16T74,,Percentage,46.58
2021,1.0,ICTPRGM,Y16T74,,Percentage,7.4
2021,1.0,ICTTRFF,Y16T74,,Percentage,61.97
2021,1.0,ICTSFWR,Y16T74,,Percentage,68.05
2021,1.0,ICTPRVCY,Y16T74,,Percentage,32.22
2021,1.0,,Y16T74,,Percentage,76.24
2021,1.0,ICTCPT,Y16T74,Araba/Álava,Percentage,64.32
2021,1.0,ICTPST,Y16T74,Araba/Álava,Percentage,48.29
2021,1.0,ICTSSHT,Y16T74,Araba/Álava,Percentage,44.95
2021,1.0,ICTPRGM,Y16T74,Araba/Álava,Percentage,7.7
2021,1.0,ICTTRFF,Y16T74,Araba/Álava,Percentage,62.89
2021,1.0,ICTSFWR,Y16T74,Araba/Álava,Percentage,69.67
2021,1.0,ICTPRVCY,Y16T74,Araba/Álava,Percentage,29.91
2021,1.0,,Y16T74,Araba/Álava,Percentage,76.36
2021,1.0,ICTCPT,Y16T74,Gipuzkoa,Percentage,60.21
2021,1.0,ICTPST,Y16T74,Gipuzkoa,Percentage,43.74
2021,1.0,ICTSSHT,Y16T74,Gipuzkoa,Percentage,44.77
2021,1.0,ICTPRGM,Y16T74,Gipuzkoa,Percentage,7.81
2021,1.0,ICTTRFF,Y16T74,Gipuzkoa,Percentage,61.18
2021,1.0,ICTSFWR,Y16T74,Gipuzkoa,Percentage,67.13
2021,1.0,ICTPRVCY,Y16T74,Gipuzkoa,Percentage,31.0
2021,1.0,,Y16T74,Gipuzkoa,Percentage,75.76
2021,1.0,ICTCPT,Y16T74,Bizkaia,Percentage,63.83
2021,1.0,ICTPST,Y16T74,Bizkaia,Percentage,48.37
2021,1.0,ICTSSHT,Y16T74,Bizkaia,Percentage,48.18
2021,1.0,ICTPRGM,Y16T74,Bizkaia,Percentage,7.05
2021,1.0,ICTTRFF,Y16T74,Bizkaia,Percentage,62.2
2021,1.0,ICTSFWR,Y16T74,Bizkaia,Percentage,68.17
2021,1.0,ICTPRVCY,Y16T74,Bizkaia,Percentage,33.67
2021,1.0,,Y16T74,Bizkaia,Percentage,76.5
2021,1.0,ICTCPT,Y16T24,,Percentage,87.49
2021,1.0,ICTPST,Y16T24,,Percentage,82.55
2021,1.0,ICTSSHT,Y16T24,,Percentage,70.16
2021,1.0,ICTPRGM,Y16T24,,Percentage,17.82
2021,1.0,ICTTRFF,Y16T24,,Percentage,87.5
2021,1.0,ICTSFWR,Y16T24,,Percentage,90.82
2021,1.0,ICTPRVCY,Y16T24,,Percentage,53.26
2021,1.0,,Y16T24,,Percentage,95.71
2021,1.0,ICTCPT,Y16T24,Araba/Álava,Percentage,84.98
2021,1.0,ICTPST,Y16T24,Araba/Álava,Percentage,71.4
2021,1.0,ICTSSHT,Y16T24,Araba/Álava,Percentage,60.36
2021,1.0,ICTPRGM,Y16T24,Araba/Álava,Percentage,18.8
2021,1.0,ICTTRFF,Y16T24,Araba/Álava,Percentage,80.13
2021,1.0,ICTSFWR,Y16T24,Araba/Álava,Percentage,94.25
2021,1.0,ICTPRVCY,Y16T24,Araba/Álava,Percentage,42.22
2021,1.0,,Y16T24,Araba/Álava,Percentage,97.21
2021,1.0,ICTCPT,Y16T24,Gipuzkoa,Percentage,85.97
2021,1.0,ICTPST,Y16T24,Gipuzkoa,Percentage,82.42
2021,1.0,ICTSSHT,Y16T24,Gipuzkoa,Percentage,76.33
2021,1.0,ICTPRGM,Y16T24,Gipuzkoa,Percentage,20.33
2021,1.0,ICTTRFF,Y16T24,Gipuzkoa,Percentage,91.14
2021,1.0,ICTSFWR,Y16T24,Gipuzkoa,Percentage,93.67
2021,1.0,ICTPRVCY,Y16T24,Gipuzkoa,Percentage,55.51
2021,1.0,,Y16T24,Gipuzkoa,Percentage,98.26
2021,1.0,ICTCPT,Y16T24,Bizkaia,Percentage,89.47
2021,1.0,ICTPST,Y16T24,Bizkaia,Percentage,86.33
2021,1.0,ICTSSHT,Y16T24,Bizkaia,Percentage,68.76
2021,1.0,ICTPRGM,Y16T24,Bizkaia,Percentage,15.6
2021,1.0,ICTTRFF,Y16T24,Bizkaia,Percentage,87.19
2021,1.0,ICTSFWR,Y16T24,Bizkaia,Percentage,87.52
2021,1.0,ICTPRVCY,Y16T24,Bizkaia,Percentage,55.21
2021,1.0,,Y16T24,Bizkaia,Percentage,93.28
2021,1.0,ICTCPT,Y25T74,,Percentage,59.16
2021,1.0,ICTPST,Y25T74,,Percentage,41.72
2021,1.0,ICTSSHT,Y25T74,,Percentage,43.19
2021,1.0,ICTPRGM,Y25T74,,Percentage,5.9
2021,1.0,ICTTRFF,Y25T74,,Percentage,58.31
2021,1.0,ICTSFWR,Y25T74,,Percentage,64.79
2021,1.0,ICTPRVCY,Y25T74,,Percentage,29.21
2021,1.0,,Y25T74,,Percentage,73.44
2021,1.0,ICTCPT,Y25T74,Araba/Álava,Percentage,61.18
2021,1.0,ICTPST,Y25T74,Araba/Álava,Percentage,44.79
2021,1.0,ICTSSHT,Y25T74,Araba/Álava,Percentage,42.61
2021,1.0,ICTPRGM,Y25T74,Araba/Álava,Percentage,6.01
2021,1.0,ICTTRFF,Y25T74,Araba/Álava,Percentage,60.27
2021,1.0,ICTSFWR,Y25T74,Araba/Álava,Percentage,65.94
2021,1.0,ICTPRVCY,Y25T74,Araba/Álava,Percentage,28.04
2021,1.0,,Y25T74,Araba/Álava,Percentage,73.2
2021,1.0,ICTCPT,Y25T74,Gipuzkoa,Percentage,56.08
2021,1.0,ICTPST,Y25T74,Gipuzkoa,Percentage,37.52
2021,1.0,ICTSSHT,Y25T74,Gipuzkoa,Percentage,39.7
2021,1.0,ICTPRGM,Y25T74,Gipuzkoa,Percentage,5.8
2021,1.0,ICTTRFF,Y25T74,Gipuzkoa,Percentage,56.37
2021,1.0,ICTSFWR,Y25T74,Gipuzkoa,Percentage,62.86
2021,1.0,ICTPRVCY,Y25T74,Gipuzkoa,Percentage,27.05
2021,1.0,,Y25T74,Gipuzkoa,Percentage,72.14
2021,1.0,ICTCPT,Y25T74,Bizkaia,Percentage,60.48
2021,1.0,ICTPST,Y25T74,Bizkaia,Percentage,43.41
2021,1.0,ICTSSHT,Y25T74,Bizkaia,Percentage,45.5
2021,1.0,ICTPRGM,Y25T74,Bizkaia,Percentage,5.93
2021,1.0,ICTTRFF,Y25T74,Bizkaia,Percentage,58.94
2021,1.0,ICTSFWR,Y25T74,Bizkaia,Percentage,65.64
2021,1.0,ICTPRVCY,Y25T74,Bizkaia,Percentage,30.86
2021,1.0,,Y25T74,Bizkaia,Percentage,74.31
2021,2.0,ICTCPT,Y16T74,,Percentage,60.25
2021,2.0,ICTPST,Y16T74,,Percentage,45.07
2021,2.0,ICTSSHT,Y16T74,,Percentage,42.32
2021,2.0,ICTPRGM,Y16T74,,Percentage,3.14
2021,2.0,ICTTRFF,Y16T74,,Percentage,58.63
2021,2.0,ICTSFWR,Y16T74,,Percentage,61.24
2021,2.0,ICTPRVCY,Y16T74,,Percentage,23.51
2021,2.0,,Y16T74,,Percentage,73.76
2021,2.0,ICTCPT,Y16T74,Araba/Álava,Percentage,59.54
2021,2.0,ICTPST,Y16T74,Araba/Álava,Percentage,44.91
2021,2.0,ICTSSHT,Y16T74,Araba/Álava,Percentage,43.21
2021,2.0,ICTPRGM,Y16T74,Araba/Álava,Percentage,3.69
2021,2.0,ICTTRFF,Y16T74,Araba/Álava,Percentage,56.3
2021,2.0,ICTSFWR,Y16T74,Araba/Álava,Percentage,61.97
2021,2.0,ICTPRVCY,Y16T74,Araba/Álava,Percentage,24.05
2021,2.0,,Y16T74,Araba/Álava,Percentage,74.42
2021,2.0,ICTCPT,Y16T74,Gipuzkoa,Percentage,61.84
2021,2.0,ICTPST,Y16T74,Gipuzkoa,Percentage,47.05
2021,2.0,ICTSSHT,Y16T74,Gipuzkoa,Percentage,44.01
2021,2.0,ICTPRGM,Y16T74,Gipuzkoa,Percentage,2.57
2021,2.0,ICTTRFF,Y16T74,Gipuzkoa,Percentage,59.99
2021,2.0,ICTSFWR,Y16T74,Gipuzkoa,Percentage,62.05
2021,2.0,ICTPRVCY,Y16T74,Gipuzkoa,Percentage,25.12
2021,2.0,,Y16T74,Gipuzkoa,Percentage,75.04
2021,2.0,ICTCPT,Y16T74,Bizkaia,Percentage,59.48
2021,2.0,ICTPST,Y16T74,Bizkaia,Percentage,43.91
2021,2.0,ICTSSHT,Y16T74,Bizkaia,Percentage,41.04
2021,2.0,ICTPRGM,Y16T74,Bizkaia,Percentage,3.34
2021,2.0,ICTTRFF,Y16T74,Bizkaia,Percentage,58.45
2021,2.0,ICTSFWR,Y16T74,Bizkaia,Percentage,60.56
2021,2.0,ICTPRVCY,Y16T74,Bizkaia,Percentage,22.38
2021,2.0,,Y16T74,Bizkaia,Percentage,72.8
2021,2.0,ICTCPT,Y16T24,,Percentage,85.56
2021,2.0,ICTPST,Y16T24,,Percentage,83.18
2021,2.0,ICTSSHT,Y16T24,,Percentage,64.17
2021,2.0,ICTPRGM,Y16T24,,Percentage,11.1
2021,2.0,ICTTRFF,Y16T24,,Percentage,82.59
2021,2.0,ICTSFWR,Y16T24,,Percentage,86.29
2021,2.0,ICTPRVCY,Y16T24,,Percentage,38.31
2021,2.0,,Y16T24,,Percentage,96.66
2021,2.0,ICTCPT,Y16T24,Araba/Álava,Percentage,86.52
2021,2.0,ICTPST,Y16T24,Araba/Álava,Percentage,83.9
2021,2.0,ICTSSHT,Y16T24,Araba/Álava,Percentage,62.48
2021,2.0,ICTPRGM,Y16T24,Araba/Álava,Percentage,9.22
2021,2.0,ICTTRFF,Y16T24,Araba/Álava,Percentage,84.87
2021,2.0,ICTSFWR,Y16T24,Araba/Álava,Percentage,84.23
2021,2.0,ICTPRVCY,Y16T24,Araba/Álava,Percentage,37.98
2021,2.0,,Y16T24,Araba/Álava,Percentage,96.29
2021,2.0,ICTCPT,Y16T24,Gipuzkoa,Percentage,86.21
2021,2.0,ICTPST,Y16T24,Gipuzkoa,Percentage,87.54
2021,2.0,ICTSSHT,Y16T24,Gipuzkoa,Percentage,72.32
