Year,Sex,Province,County,Municipality,Units,GeoCode,Value
2015,,,,Elvillar/Bilar,"Per 100,000 inhabitants",Elvillar/Bilar,0.0
2013,,,,Elvillar/Bilar,"Per 100,000 inhabitants",Elvillar/Bilar,0.0
2022,,,,Erandio,"Per 100,000 inhabitants",Erandio,0.0
2010,,,,Erandio,"Per 100,000 inhabitants",Erandio,0.0
2021,,,,Erandio,"Per 100,000 inhabitants",Erandio,0.0
2011,,,,Erandio,"Per 100,000 inhabitants",Erandio,0.0
2014,,,,Erandio,"Per 100,000 inhabitants",Erandio,0.0
2020,,,,Erandio,"Per 100,000 inhabitants",Erandio,0.0
2012,,,,Erandio,"Per 100,000 inhabitants",Erandio,0.0
2018,,,,Erandio,"Per 100,000 inhabitants",Erandio,0.0
2013,,,,Erandio,"Per 100,000 inhabitants",Erandio,0.0
2016,,,,Erandio,"Per 100,000 inhabitants",Erandio,0.0
2017,,,,Erandio,"Per 100,000 inhabitants",Erandio,0.0
2019,,,,Erandio,"Per 100,000 inhabitants",Erandio,4.1
2015,,,,Erandio,"Per 100,000 inhabitants",Erandio,0.0
2023,,,,Erandio,"Per 100,000 inhabitants",Erandio,0.0
2014,,,,Ereño,"Per 100,000 inhabitants",Ereño,0.0
2011,,,,Ereño,"Per 100,000 inhabitants",Ereño,0.0
2018,,,,Ereño,"Per 100,000 inhabitants",Ereño,0.0
2010,,,,Ereño,"Per 100,000 inhabitants",Ereño,0.0
2012,,,,Ereño,"Per 100,000 inhabitants",Ereño,0.0
2013,,,,Ereño,"Per 100,000 inhabitants",Ereño,0.0
2015,,,,Ereño,"Per 100,000 inhabitants",Ereño,0.0
2016,,,,Ereño,"Per 100,000 inhabitants",Ereño,0.0
2021,,,,Ereño,"Per 100,000 inhabitants",Ereño,0.0
2020,,,,Ereño,"Per 100,000 inhabitants",Ereño,0.0
2023,,,,Ereño,"Per 100,000 inhabitants",Ereño,0.0
2019,,,,Ereño,"Per 100,000 inhabitants",Ereño,0.0
2017,,,,Ereño,"Per 100,000 inhabitants",Ereño,0.0
2022,,,,Ereño,"Per 100,000 inhabitants",Ereño,0.0
2022,,,,Ermua,"Per 100,000 inhabitants",Ermua,0.0
2012,,,,Ermua,"Per 100,000 inhabitants",Ermua,0.0
2018,,,,Ermua,"Per 100,000 inhabitants",Ermua,0.0
2021,,,,Ermua,"Per 100,000 inhabitants",Ermua,0.0
2016,,,,Ermua,"Per 100,000 inhabitants",Ermua,0.0
2014,,,,Ermua,"Per 100,000 inhabitants",Ermua,0.0
2017,,,,Ermua,"Per 100,000 inhabitants",Ermua,0.0
2020,,,,Ermua,"Per 100,000 inhabitants",Ermua,0.0
2011,,,,Ermua,"Per 100,000 inhabitants",Ermua,0.0
2023,,,,Ermua,"Per 100,000 inhabitants",Ermua,0.0
2013,,,,Ermua,"Per 100,000 inhabitants",Ermua,0.0
2015,,,,Ermua,"Per 100,000 inhabitants",Ermua,0.0
2010,,,,Ermua,"Per 100,000 inhabitants",Ermua,0.0
2019,,,,Ermua,"Per 100,000 inhabitants",Ermua,0.0
2016,,,,Errenteria,"Per 100,000 inhabitants",Errenteria,0.0
2012,,,,Errenteria,"Per 100,000 inhabitants",Errenteria,0.0
2014,,,,Errenteria,"Per 100,000 inhabitants",Errenteria,0.0
2022,,,,Errenteria,"Per 100,000 inhabitants",Errenteria,0.0
2015,,,,Errenteria,"Per 100,000 inhabitants",Errenteria,0.0
2023,,,,Errenteria,"Per 100,000 inhabitants",Errenteria,0.0
2019,,,,Errenteria,"Per 100,000 inhabitants",Errenteria,0.0
2020,,,,Errenteria,"Per 100,000 inhabitants",Errenteria,0.0
2017,,,,Errenteria,"Per 100,000 inhabitants",Errenteria,0.0
2011,,,,Errenteria,"Per 100,000 inhabitants",Errenteria,0.0
2013,,,,Errenteria,"Per 100,000 inhabitants",Errenteria,0.0
2018,,,,Errenteria,"Per 100,000 inhabitants",Errenteria,0.0
2010,,,,Errenteria,"Per 100,000 inhabitants",Errenteria,0.0
2021,,,,Errenteria,"Per 100,000 inhabitants",Errenteria,0.0
2019,,,,Errezil,"Per 100,000 inhabitants",Errezil,0.0
2016,,,,Errezil,"Per 100,000 inhabitants",Errezil,0.0
2011,,,,Errezil,"Per 100,000 inhabitants",Errezil,0.0
2017,,,,Errezil,"Per 100,000 inhabitants",Errezil,0.0
2013,,,,Errezil,"Per 100,000 inhabitants",Errezil,0.0
2022,,,,Errezil,"Per 100,000 inhabitants",Errezil,0.0
2021,,,,Errezil,"Per 100,000 inhabitants",Errezil,0.0
2014,,,,Errezil,"Per 100,000 inhabitants",Errezil,0.0
2018,,,,Errezil,"Per 100,000 inhabitants",Errezil,0.0
2012,,,,Errezil,"Per 100,000 inhabitants",Errezil,0.0
2020,,,,Errezil,"Per 100,000 inhabitants",Errezil,0.0
2023,,,,Errezil,"Per 100,000 inhabitants",Errezil,0.0
2010,,,,Errezil,"Per 100,000 inhabitants",Errezil,0.0
2015,,,,Errezil,"Per 100,000 inhabitants",Errezil,0.0
2016,,,,Erriberagoitia/Ribera Alta,"Per 100,000 inhabitants",Erriberagoitia/Ribera Alta,0.0
2017,,,,Erriberagoitia/Ribera Alta,"Per 100,000 inhabitants",Erriberagoitia/Ribera Alta,0.0
2013,,,,Erriberagoitia/Ribera Alta,"Per 100,000 inhabitants",Erriberagoitia/Ribera Alta,0.0
2023,,,,Erriberagoitia/Ribera Alta,"Per 100,000 inhabitants",Erriberagoitia/Ribera Alta,0.0
2020,,,,Erriberagoitia/Ribera Alta,"Per 100,000 inhabitants",Erriberagoitia/Ribera Alta,0.0
2022,,,,Erriberagoitia/Ribera Alta,"Per 100,000 inhabitants",Erriberagoitia/Ribera Alta,0.0
2011,,,,Erriberagoitia/Ribera Alta,"Per 100,000 inhabitants",Erriberagoitia/Ribera Alta,0.0
2010,,,,Erriberagoitia/Ribera Alta,"Per 100,000 inhabitants",Erriberagoitia/Ribera Alta,0.0
2019,,,,Erriberagoitia/Ribera Alta,"Per 100,000 inhabitants",Erriberagoitia/Ribera Alta,0.0
2012,,,,Erriberagoitia/Ribera Alta,"Per 100,000 inhabitants",Erriberagoitia/Ribera Alta,0.0
2021,,,,Erriberagoitia/Ribera Alta,"Per 100,000 inhabitants",Erriberagoitia/Ribera Alta,0.0
2015,,,,Erriberagoitia/Ribera Alta,"Per 100,000 inhabitants",Erriberagoitia/Ribera Alta,0.0
2018,,,,Erriberagoitia/Ribera Alta,"Per 100,000 inhabitants",Erriberagoitia/Ribera Alta,0.0
2014,,,,Erriberagoitia/Ribera Alta,"Per 100,000 inhabitants",Erriberagoitia/Ribera Alta,0.0
2022,,,,Errigoiti,"Per 100,000 inhabitants",Errigoiti,0.0
2021,,,,Errigoiti,"Per 100,000 inhabitants",Errigoiti,0.0
2023,,,,Errigoiti,"Per 100,000 inhabitants",Errigoiti,0.0
2014,,,,Errigoiti,"Per 100,000 inhabitants",Errigoiti,0.0
2020,,,,Errigoiti,"Per 100,000 inhabitants",Errigoiti,0.0
2012,,,,Errigoiti,"Per 100,000 inhabitants",Errigoiti,0.0
2010,,,,Errigoiti,"Per 100,000 inhabitants",Errigoiti,0.0
2019,,,,Errigoiti,"Per 100,000 inhabitants",Errigoiti,0.0
2011,,,,Errigoiti,"Per 100,000 inhabitants",Errigoiti,0.0
2018,,,,Errigoiti,"Per 100,000 inhabitants",Errigoiti,0.0
2013,,,,Errigoiti,"Per 100,000 inhabitants",Errigoiti,0.0
2015,,,,Errigoiti,"Per 100,000 inhabitants",Errigoiti,0.0
2016,,,,Errigoiti,"Per 100,000 inhabitants",Errigoiti,0.0
2017,,,,Errigoiti,"Per 100,000 inhabitants",Errigoiti,0.0
2015,,,,Eskoriatza,"Per 100,000 inhabitants",Eskoriatza,0.0
2020,,,,Eskoriatza,"Per 100,000 inhabitants",Eskoriatza,0.0
2010,,,,Eskoriatza,"Per 100,000 inhabitants",Eskoriatza,0.0
2016,,,,Eskoriatza,"Per 100,000 inhabitants",Eskoriatza,0.0
2023,,,,Eskoriatza,"Per 100,000 inhabitants",Eskoriatza,0.0
2011,,,,Eskoriatza,"Per 100,000 inhabitants",Eskoriatza,0.0
2021,,,,Eskoriatza,"Per 100,000 inhabitants",Eskoriatza,0.0
2018,,,,Eskoriatza,"Per 100,000 inhabitants",Eskoriatza,0.0
2013,,,,Eskoriatza,"Per 100,000 inhabitants",Eskoriatza,0.0
2022,,,,Eskoriatza,"Per 100,000 inhabitants",Eskoriatza,0.0
2014,,,,Eskoriatza,"Per 100,000 inhabitants",Eskoriatza,0.0
2019,,,,Eskoriatza,"Per 100,000 inhabitants",Eskoriatza,0.0
2017,,,,Eskoriatza,"Per 100,000 inhabitants",Eskoriatza,0.0
2012,,,,Eskoriatza,"Per 100,000 inhabitants",Eskoriatza,0.0
2015,,,,Etxebarri,"Per 100,000 inhabitants",Etxebarri,0.0
2013,,,,Etxebarri,"Per 100,000 inhabitants",Etxebarri,0.0
2010,,,,Etxebarri,"Per 100,000 inhabitants",Etxebarri,0.0
2023,,,,Etxebarri,"Per 100,000 inhabitants",Etxebarri,0.0
2022,,,,Etxebarri,"Per 100,000 inhabitants",Etxebarri,0.0
2017,,,,Etxebarri,"Per 100,000 inhabitants",Etxebarri,0.0
2014,,,,Etxebarri,"Per 100,000 inhabitants",Etxebarri,0.0
2016,,,,Etxebarri,"Per 100,000 inhabitants",Etxebarri,0.0
2020,,,,Etxebarri,"Per 100,000 inhabitants",Etxebarri,0.0
2021,,,,Etxebarri,"Per 100,000 inhabitants",Etxebarri,0.0
2019,,,,Etxebarri,"Per 100,000 inhabitants",Etxebarri,0.0
2018,,,,Etxebarri,"Per 100,000 inhabitants",Etxebarri,0.0
2012,,,,Etxebarri,"Per 100,000 inhabitants",Etxebarri,0.0
2011,,,,Etxebarri,"Per 100,000 inhabitants",Etxebarri,0.0
2023,,,,Etxebarria,"Per 100,000 inhabitants",Etxebarria,0.0
2015,,,,Etxebarria,"Per 100,000 inhabitants",Etxebarria,0.0
2022,,,,Etxebarria,"Per 100,000 inhabitants",Etxebarria,0.0
2012,,,,Etxebarria,"Per 100,000 inhabitants",Etxebarria,0.0
2010,,,,Etxebarria,"Per 100,000 inhabitants",Etxebarria,0.0
2018,,,,Etxebarria,"Per 100,000 inhabitants",Etxebarria,0.0
2013,,,,Etxebarria,"Per 100,000 inhabitants",Etxebarria,0.0
2020,,,,Etxebarria,"Per 100,000 inhabitants",Etxebarria,0.0
2021,,,,Etxebarria,"Per 100,000 inhabitants",Etxebarria,0.0
2014,,,,Etxebarria,"Per 100,000 inhabitants",Etxebarria,0.0
2016,,,,Etxebarria,"Per 100,000 inhabitants",Etxebarria,0.0
2019,,,,Etxebarria,"Per 100,000 inhabitants",Etxebarria,0.0
2017,,,,Etxebarria,"Per 100,000 inhabitants",Etxebarria,0.0
2011,,,,Etxebarria,"Per 100,000 inhabitants",Etxebarria,0.0
2012,,,,Ezkio-Itsaso,"Per 100,000 inhabitants",Ezkio-Itsaso,0.0
2017,,,,Ezkio-Itsaso,"Per 100,000 inhabitants",Ezkio-Itsaso,0.0
2014,,,,Ezkio-Itsaso,"Per 100,000 inhabitants",Ezkio-Itsaso,0.0
2021,,,,Ezkio-Itsaso,"Per 100,000 inhabitants",Ezkio-Itsaso,0.0
2022,,,,Ezkio-Itsaso,"Per 100,000 inhabitants",Ezkio-Itsaso,0.0
2011,,,,Ezkio-Itsaso,"Per 100,000 inhabitants",Ezkio-Itsaso,0.0
2020,,,,Ezkio-Itsaso,"Per 100,000 inhabitants",Ezkio-Itsaso,0.0
2013,,,,Ezkio-Itsaso,"Per 100,000 inhabitants",Ezkio-Itsaso,0.0
2015,,,,Ezkio-Itsaso,"Per 100,000 inhabitants",Ezkio-Itsaso,0.0
2018,,,,Ezkio-Itsaso,"Per 100,000 inhabitants",Ezkio-Itsaso,0.0
2016,,,,Ezkio-Itsaso,"Per 100,000 inhabitants",Ezkio-Itsaso,0.0
2010,,,,Ezkio-Itsaso,"Per 100,000 inhabitants",Ezkio-Itsaso,0.0
2019,,,,Ezkio-Itsaso,"Per 100,000 inhabitants",Ezkio-Itsaso,0.0
2023,,,,Ezkio-Itsaso,"Per 100,000 inhabitants",Ezkio-Itsaso,0.0
2021,,,,Forua,"Per 100,000 inhabitants",Forua,0.0
2019,,,,Forua,"Per 100,000 inhabitants",Forua,0.0
2016,,,,Forua,"Per 100,000 inhabitants",Forua,0.0
2014,,,,Forua,"Per 100,000 inhabitants",Forua,0.0
2011,,,,Forua,"Per 100,000 inhabitants",Forua,0.0
2020,,,,Forua,"Per 100,000 inhabitants",Forua,0.0
2023,,,,Forua,"Per 100,000 inhabitants",Forua,0.0
2013,,,,Forua,"Per 100,000 inhabitants",Forua,0.0
2017,,,,Forua,"Per 100,000 inhabitants",Forua,0.0
2022,,,,Forua,"Per 100,000 inhabitants",Forua,0.0
2010,,,,Forua,"Per 100,000 inhabitants",Forua,0.0
2015,,,,Forua,"Per 100,000 inhabitants",Forua,0.0
2012,,,,Forua,"Per 100,000 inhabitants",Forua,0.0
2018,,,,Forua,"Per 100,000 inhabitants",Forua,0.0
2011,,,,Fruiz,"Per 100,000 inhabitants",Fruiz,0.0
2016,,,,Fruiz,"Per 100,000 inhabitants",Fruiz,0.0
2017,,,,Fruiz,"Per 100,000 inhabitants",Fruiz,0.0
2020,,,,Fruiz,"Per 100,000 inhabitants",Fruiz,0.0
2015,,,,Fruiz,"Per 100,000 inhabitants",Fruiz,0.0
2014,,,,Fruiz,"Per 100,000 inhabitants",Fruiz,0.0
2018,,,,Fruiz,"Per 100,000 inhabitants",Fruiz,0.0
2021,,,,Fruiz,"Per 100,000 inhabitants",Fruiz,0.0
2023,,,,Fruiz,"Per 100,000 inhabitants",Fruiz,0.0
2013,,,,Fruiz,"Per 100,000 inhabitants",Fruiz,0.0
2019,,,,Fruiz,"Per 100,000 inhabitants",Fruiz,0.0
2012,,,,Fruiz,"Per 100,000 inhabitants",Fruiz,0.0
2022,,,,Fruiz,"Per 100,000 inhabitants",Fruiz,0.0
2010,,,,Fruiz,"Per 100,000 inhabitants",Fruiz,0.0
2011,,,,Gabiria,"Per 100,000 inhabitants",Gabiria,0.0
2021,,,,Gabiria,"Per 100,000 inhabitants",Gabiria,0.0
2020,,,,Gabiria,"Per 100,000 inhabitants",Gabiria,0.0
2022,,,,Gabiria,"Per 100,000 inhabitants",Gabiria,0.0
2012,,,,Gabiria,"Per 100,000 inhabitants",Gabiria,0.0
2018,,,,Gabiria,"Per 100,000 inhabitants",Gabiria,0.0
2015,,,,Gabiria,"Per 100,000 inhabitants",Gabiria,0.0
2017,,,,Gabiria,"Per 100,000 inhabitants",Gabiria,0.0
2016,,,,Gabiria,"Per 100,000 inhabitants",Gabiria,0.0
2019,,,,Gabiria,"Per 100,000 inhabitants",Gabiria,0.0
2013,,,,Gabiria,"Per 100,000 inhabitants",Gabiria,0.0
2023,,,,Gabiria,"Per 100,000 inhabitants",Gabiria,0.0
2014,,,,Gabiria,"Per 100,000 inhabitants",Gabiria,0.0
2010,,,,Gabiria,"Per 100,000 inhabitants",Gabiria,0.0
2016,,,,Gaintza,"Per 100,000 inhabitants",Gaintza,0.0
2021,,,,Gaintza,"Per 100,000 inhabitants",Gaintza,0.0
2015,,,,Gaintza,"Per 100,000 inhabitants",Gaintza,0.0
2020,,,,Gaintza,"Per 100,000 inhabitants",Gaintza,0.0
2013,,,,Gaintza,"Per 100,000 inhabitants",Gaintza,0.0
2010,,,,Gaintza,"Per 100,000 inhabitants",Gaintza,0.0
2022,,,,Gaintza,"Per 100,000 inhabitants",Gaintza,0.0
2023,,,,Gaintza,"Per 100,000 inhabitants",Gaintza,0.0
2019,,,,Gaintza,"Per 100,000 inhabitants",Gaintza,0.0
2014,,,,Gaintza,"Per 100,000 inhabitants",Gaintza,0.0
2017,,,,Gaintza,"Per 100,000 inhabitants",Gaintza,0.0
2012,,,,Gaintza,"Per 100,000 inhabitants",Gaintza,0.0
2011,,,,Gaintza,"Per 100,000 inhabitants",Gaintza,0.0
2018,,,,Gaintza,"Per 100,000 inhabitants",Gaintza,0.0
2020,,,,Galdakao,"Per 100,000 inhabitants",Galdakao,0.0
2018,,,,Galdakao,"Per 100,000 inhabitants",Galdakao,0.0
2019,,,,Galdakao,"Per 100,000 inhabitants",Galdakao,0.0
2015,,,,Galdakao,"Per 100,000 inhabitants",Galdakao,0.0
2021,,,,Galdakao,"Per 100,000 inhabitants",Galdakao,0.0
2014,,,,Galdakao,"Per 100,000 inhabitants",Galdakao,0.0
2012,,,,Galdakao,"Per 100,000 inhabitants",Galdakao,0.0
2011,,,,Galdakao,"Per 100,000 inhabitants",Galdakao,0.0
2017,,,,Galdakao,"Per 100,000 inhabitants",Galdakao,0.0
2022,,,,Galdakao,"Per 100,000 inhabitants",Galdakao,0.0
2013,,,,Galdakao,"Per 100,000 inhabitants",Galdakao,0.0
2016,,,,Galdakao,"Per 100,000 inhabitants",Galdakao,0.0
2010,,,,Galdakao,"Per 100,000 inhabitants",Galdakao,0.0
2023,,,,Galdakao,"Per 100,000 inhabitants",Galdakao,0.0
2012,,,,Galdames,"Per 100,000 inhabitants",Galdames,0.0
2020,,,,Galdames,"Per 100,000 inhabitants",Galdames,0.0
2010,,,,Galdames,"Per 100,000 inhabitants",Galdames,0.0
2011,,,,Galdames,"Per 100,000 inhabitants",Galdames,0.0
2013,,,,Galdames,"Per 100,000 inhabitants",Galdames,0.0
2022,,,,Galdames,"Per 100,000 inhabitants",Galdames,0.0
2015,,,,Galdames,"Per 100,000 inhabitants",Galdames,0.0
2018,,,,Galdames,"Per 100,000 inhabitants",Galdames,0.0
2019,,,,Galdames,"Per 100,000 inhabitants",Galdames,0.0
2014,,,,Galdames,"Per 100,000 inhabitants",Galdames,0.0
2021,,,,Galdames,"Per 100,000 inhabitants",Galdames,0.0
2016,,,,Galdames,"Per 100,000 inhabitants",Galdames,0.0
2017,,,,Galdames,"Per 100,000 inhabitants",Galdames,0.0
2023,,,,Galdames,"Per 100,000 inhabitants",Galdames,0.0
2022,,,,Gamiz-Fika,"Per 100,000 inhabitants",Gamiz-Fika,0.0
2021,,,,Gamiz-Fika,"Per 100,000 inhabitants",Gamiz-Fika,0.0
2020,,,,Gamiz-Fika,"Per 100,000 inhabitants",Gamiz-Fika,0.0
2017,,,,Gamiz-Fika,"Per 100,000 inhabitants",Gamiz-Fika,0.0
2023,,,,Gamiz-Fika,"Per 100,000 inhabitants",Gamiz-Fika,0.0
2012,,,,Gamiz-Fika,"Per 100,000 inhabitants",Gamiz-Fika,0.0
2011,,,,Gamiz-Fika,"Per 100,000 inhabitants",Gamiz-Fika,0.0
2014,,,,Gamiz-Fika,"Per 100,000 inhabitants",Gamiz-Fika,0.0
2019,,,,Gamiz-Fika,"Per 100,000 inhabitants",Gamiz-Fika,0.0
2010,,,,Gamiz-Fika,"Per 100,000 inhabitants",Gamiz-Fika,0.0
2016,,,,Gamiz-Fika,"Per 100,000 inhabitants",Gamiz-Fika,0.0
2018,,,,Gamiz-Fika,"Per 100,000 inhabitants",Gamiz-Fika,0.0
2015,,,,Gamiz-Fika,"Per 100,000 inhabitants",Gamiz-Fika,0.0
2013,,,,Gamiz-Fika,"Per 100,000 inhabitants",Gamiz-Fika,0.0
2016,,,,Garai,"Per 100,000 inhabitants",Garai,0.0
2013,,,,Garai,"Per 100,000 inhabitants",Garai,0.0
2010,,,,Garai,"Per 100,000 inhabitants",Garai,0.0
2011,,,,Garai,"Per 100,000 inhabitants",Garai,0.0
2017,,,,Garai,"Per 100,000 inhabitants",Garai,0.0
2014,,,,Garai,"Per 100,000 inhabitants",Garai,0.0
2012,,,,Garai,"Per 100,000 inhabitants",Garai,0.0
2019,,,,Garai,"Per 100,000 inhabitants",Garai,0.0
2021,,,,Garai,"Per 100,000 inhabitants",Garai,0.0
2020,,,,Garai,"Per 100,000 inhabitants",Garai,0.0
2022,,,,Garai,"Per 100,000 inhabitants",Garai,0.0
2018,,,,Garai,"Per 100,000 inhabitants",Garai,0.0
2023,,,,Garai,"Per 100,000 inhabitants",Garai,0.0
2015,,,,Garai,"Per 100,000 inhabitants",Garai,0.0
2015,,,,Gatika,"Per 100,000 inhabitants",Gatika,0.0
2012,,,,Gatika,"Per 100,000 inhabitants",Gatika,0.0
2019,,,,Gatika,"Per 100,000 inhabitants",Gatika,0.0
2013,,,,Gatika,"Per 100,000 inhabitants",Gatika,0.0
2023,,,,Gatika,"Per 100,000 inhabitants",Gatika,0.0
2020,,,,Gatika,"Per 100,000 inhabitants",Gatika,0.0
2014,,,,Gatika,"Per 100,000 inhabitants",Gatika,0.0
2016,,,,Gatika,"Per 100,000 inhabitants",Gatika,0.0
2022,,,,Gatika,"Per 100,000 inhabitants",Gatika,0.0
2018,,,,Gatika,"Per 100,000 inhabitants",Gatika,0.0
2010,,,,Gatika,"Per 100,000 inhabitants",Gatika,0.0
2017,,,,Gatika,"Per 100,000 inhabitants",Gatika,0.0
2011,,,,Gatika,"Per 100,000 inhabitants",Gatika,0.0
2021,,,,Gatika,"Per 100,000 inhabitants",Gatika,0.0
2013,,,,Gautegiz Arteaga,"Per 100,000 inhabitants",Gautegiz Arteaga,0.0
2019,,,,Gautegiz Arteaga,"Per 100,000 inhabitants",Gautegiz Arteaga,0.0
2010,,,,Gautegiz Arteaga,"Per 100,000 inhabitants",Gautegiz Arteaga,0.0
2016,,,,Gautegiz Arteaga,"Per 100,000 inhabitants",Gautegiz Arteaga,0.0
2021,,,,Gautegiz Arteaga,"Per 100,000 inhabitants",Gautegiz Arteaga,0.0
2018,,,,Gautegiz Arteaga,"Per 100,000 inhabitants",Gautegiz Arteaga,0.0
2015,,,,Gautegiz Arteaga,"Per 100,000 inhabitants",Gautegiz Arteaga,0.0
2020,,,,Gautegiz Arteaga,"Per 100,000 inhabitants",Gautegiz Arteaga,0.0
2023,,,,Gautegiz Arteaga,"Per 100,000 inhabitants",Gautegiz Arteaga,0.0
2014,,,,Gautegiz Arteaga,"Per 100,000 inhabitants",Gautegiz Arteaga,0.0
2011,,,,Gautegiz Arteaga,"Per 100,000 inhabitants",Gautegiz Arteaga,0.0
2017,,,,Gautegiz Arteaga,"Per 100,000 inhabitants",Gautegiz Arteaga,0.0
2022,,,,Gautegiz Arteaga,"Per 100,000 inhabitants",Gautegiz Arteaga,0.0
2012,,,,Gautegiz Arteaga,"Per 100,000 inhabitants",Gautegiz Arteaga,0.0
2023,,,,Gaztelu,"Per 100,000 inhabitants",Gaztelu,0.0
2016,,,,Gaztelu,"Per 100,000 inhabitants",Gaztelu,0.0
2022,,,,Gaztelu,"Per 100,000 inhabitants",Gaztelu,0.0
2018,,,,Gaztelu,"Per 100,000 inhabitants",Gaztelu,0.0
2017,,,,Gaztelu,"Per 100,000 inhabitants",Gaztelu,0.0
2012,,,,Gaztelu,"Per 100,000 inhabitants",Gaztelu,0.0
2014,,,,Gaztelu,"Per 100,000 inhabitants",Gaztelu,0.0
2010,,,,Gaztelu,"Per 100,000 inhabitants",Gaztelu,0.0
2011,,,,Gaztelu,"Per 100,000 inhabitants",Gaztelu,0.0
2013,,,,Gaztelu,"Per 100,000 inhabitants",Gaztelu,0.0
2021,,,,Gaztelu,"Per 100,000 inhabitants",Gaztelu,0.0
2019,,,,Gaztelu,"Per 100,000 inhabitants",Gaztelu,0.0
2020,,,,Gaztelu,"Per 100,000 inhabitants",Gaztelu,0.0
2015,,,,Gaztelu,"Per 100,000 inhabitants",Gaztelu,0.0
2013,,,,Gernika-Lumo,"Per 100,000 inhabitants",Gernika-Lumo,0.0
2017,,,,Gernika-Lumo,"Per 100,000 inhabitants",Gernika-Lumo,0.0
2022,,,,Gernika-Lumo,"Per 100,000 inhabitants",Gernika-Lumo,0.0
2023,,,,Gernika-Lumo,"Per 100,000 inhabitants",Gernika-Lumo,0.0
2015,,,,Gernika-Lumo,"Per 100,000 inhabitants",Gernika-Lumo,0.0
2019,,,,Gernika-Lumo,"Per 100,000 inhabitants",Gernika-Lumo,0.0
2016,,,,Gernika-Lumo,"Per 100,000 inhabitants",Gernika-Lumo,0.0
2014,,,,Gernika-Lumo,"Per 100,000 inhabitants",Gernika-Lumo,0.0
2011,,,,Gernika-Lumo,"Per 100,000 inhabitants",Gernika-Lumo,0.0
2018,,,,Gernika-Lumo,"Per 100,000 inhabitants",Gernika-Lumo,0.0
2021,,,,Gernika-Lumo,"Per 100,000 inhabitants",Gernika-Lumo,0.0
2010,,,,Gernika-Lumo,"Per 100,000 inhabitants",Gernika-Lumo,0.0
2020,,,,Gernika-Lumo,"Per 100,000 inhabitants",Gernika-Lumo,0.0
2012,,,,Gernika-Lumo,"Per 100,000 inhabitants",Gernika-Lumo,0.0
2019,,,,Getaria,"Per 100,000 inhabitants",Getaria,0.0
2017,,,,Getaria,"Per 100,000 inhabitants",Getaria,0.0
2023,,,,Getaria,"Per 100,000 inhabitants",Getaria,0.0
2016,,,,Getaria,"Per 100,000 inhabitants",Getaria,0.0
2022,,,,Getaria,"Per 100,000 inhabitants",Getaria,0.0
2011,,,,Getaria,"Per 100,000 inhabitants",Getaria,0.0
2012,,,,Getaria,"Per 100,000 inhabitants",Getaria,0.0
2014,,,,Getaria,"Per 100,000 inhabitants",Getaria,0.0
2021,,,,Getaria,"Per 100,000 inhabitants",Getaria,0.0
2013,,,,Getaria,"Per 100,000 inhabitants",Getaria,0.0
2020,,,,Getaria,"Per 100,000 inhabitants",Getaria,0.0
2010,,,,Getaria,"Per 100,000 inhabitants",Getaria,0.0
2018,,,,Getaria,"Per 100,000 inhabitants",Getaria,0.0
2015,,,,Getaria,"Per 100,000 inhabitants",Getaria,0.0
2015,,,,Getxo,"Per 100,000 inhabitants",Getxo,0.0
2022,,,,Getxo,"Per 100,000 inhabitants",Getxo,0.0
2014,,,,Getxo,"Per 100,000 inhabitants",Getxo,0.0
2016,,,,Getxo,"Per 100,000 inhabitants",Getxo,1.29
2023,,,,Getxo,"Per 100,000 inhabitants",Getxo,0.0
2021,,,,Getxo,"Per 100,000 inhabitants",Getxo,0.0
2013,,,,Getxo,"Per 100,000 inhabitants",Getxo,0.0
2020,,,,Getxo,"Per 100,000 inhabitants",Getxo,0.0
2019,,,,Getxo,"Per 100,000 inhabitants",Getxo,0.0
2012,,,,Getxo,"Per 100,000 inhabitants",Getxo,0.0
2010,,,,Getxo,"Per 100,000 inhabitants",Getxo,0.0
2018,,,,Getxo,"Per 100,000 inhabitants",Getxo,2.59
2017,,,,Getxo,"Per 100,000 inhabitants",Getxo,0.0
2011,,,,Getxo,"Per 100,000 inhabitants",Getxo,0.0
2014,,,,Gizaburuaga,"Per 100,000 inhabitants",Gizaburuaga,0.0
2011,,,,Gizaburuaga,"Per 100,000 inhabitants",Gizaburuaga,0.0
2023,,,,Gizaburuaga,"Per 100,000 inhabitants",Gizaburuaga,0.0
2019,,,,Gizaburuaga,"Per 100,000 inhabitants",Gizaburuaga,0.0
2016,,,,Gizaburuaga,"Per 100,000 inhabitants",Gizaburuaga,0.0
2013,,,,Gizaburuaga,"Per 100,000 inhabitants",Gizaburuaga,0.0
2010,,,,Gizaburuaga,"Per 100,000 inhabitants",Gizaburuaga,0.0
2018,,,,Gizaburuaga,"Per 100,000 inhabitants",Gizaburuaga,0.0
2020,,,,Gizaburuaga,"Per 100,000 inhabitants",Gizaburuaga,0.0
2012,,,,Gizaburuaga,"Per 100,000 inhabitants",Gizaburuaga,0.0
2017,,,,Gizaburuaga,"Per 100,000 inhabitants",Gizaburuaga,0.0
2022,,,,Gizaburuaga,"Per 100,000 inhabitants",Gizaburuaga,0.0
2015,,,,Gizaburuaga,"Per 100,000 inhabitants",Gizaburuaga,0.0
