Year,Sexo,Habilidad_IT,Edad,Territorio,Units,Value
2020,_T,ICTPRGM,Y25T74,Bizkaia,Porcentaje,4.51
2020,_T,ICTTRFF,Y25T74,Bizkaia,Porcentaje,50.63
2020,_T,ICTSFWR,Y25T74,Bizkaia,Porcentaje,54.9
2020,_T,ICTPRVCY,Y25T74,Bizkaia,Porcentaje,25.71
2020,_T,ICT_TOT,Y25T74,Bizkaia,Porcentaje,66.58
2020,1,ICTCPT,Y16T74,,Porcentaje,57.3
2020,1,ICTPST,Y16T74,,Porcentaje,45.46
2020,1,ICTSSHT,Y16T74,,Porcentaje,42.48
2020,1,ICTPRGM,Y16T74,,Porcentaje,7.37
2020,1,ICTTRFF,Y16T74,,Porcentaje,57.79
2020,1,ICTSFWR,Y16T74,,Porcentaje,60.91
2020,1,ICTPRVCY,Y16T74,,Porcentaje,31.46
2020,1,ICT_TOT,Y16T74,,Porcentaje,71.39
2020,1,ICTCPT,Y16T74,Araba/Álava,Porcentaje,54.32
2020,1,ICTPST,Y16T74,Araba/Álava,Porcentaje,43.65
2020,1,ICTSSHT,Y16T74,Araba/Álava,Porcentaje,39.7
2020,1,ICTPRGM,Y16T74,Araba/Álava,Porcentaje,6.83
2020,1,ICTTRFF,Y16T74,Araba/Álava,Porcentaje,57.59
2020,1,ICTSFWR,Y16T74,Araba/Álava,Porcentaje,58.72
2020,1,ICTPRVCY,Y16T74,Araba/Álava,Porcentaje,29.26
2020,1,ICT_TOT,Y16T74,Araba/Álava,Porcentaje,69.49
2020,1,ICTCPT,Y16T74,Gipuzkoa,Porcentaje,58.37
2020,1,ICTPST,Y16T74,Gipuzkoa,Porcentaje,44.97
2020,1,ICTSSHT,Y16T74,Gipuzkoa,Porcentaje,40.86
2020,1,ICTPRGM,Y16T74,Gipuzkoa,Porcentaje,6.65
2020,1,ICTTRFF,Y16T74,Gipuzkoa,Porcentaje,59.22
2020,1,ICTSFWR,Y16T74,Gipuzkoa,Porcentaje,63.68
2020,1,ICTPRVCY,Y16T74,Gipuzkoa,Porcentaje,33.15
2020,1,ICT_TOT,Y16T74,Gipuzkoa,Porcentaje,72.34
2020,1,ICTCPT,Y16T74,Bizkaia,Porcentaje,57.51
2020,1,ICTPST,Y16T74,Bizkaia,Porcentaje,46.29
2020,1,ICTSSHT,Y16T74,Bizkaia,Porcentaje,44.29
2020,1,ICTPRGM,Y16T74,Bizkaia,Porcentaje,7.98
2020,1,ICTTRFF,Y16T74,Bizkaia,Porcentaje,56.96
2020,1,ICTSFWR,Y16T74,Bizkaia,Porcentaje,59.84
2020,1,ICTPRVCY,Y16T74,Bizkaia,Porcentaje,31.07
2020,1,ICT_TOT,Y16T74,Bizkaia,Porcentaje,71.36
2020,1,ICTCPT,Y16T24,,Porcentaje,85.21
2020,1,ICTPST,Y16T24,,Porcentaje,86.4
2020,1,ICTSSHT,Y16T24,,Porcentaje,72.51
2020,1,ICTPRGM,Y16T24,,Porcentaje,16.53
2020,1,ICTTRFF,Y16T24,,Porcentaje,84.76
2020,1,ICTSFWR,Y16T24,,Porcentaje,88.17
2020,1,ICTPRVCY,Y16T24,,Porcentaje,47.85
2020,1,ICT_TOT,Y16T24,,Porcentaje,95.33
2020,1,ICTCPT,Y16T24,Araba/Álava,Porcentaje,80.49
2020,1,ICTPST,Y16T24,Araba/Álava,Porcentaje,82.49
2020,1,ICTSSHT,Y16T24,Araba/Álava,Porcentaje,72.68
2020,1,ICTPRGM,Y16T24,Araba/Álava,Porcentaje,9.56
2020,1,ICTTRFF,Y16T24,Araba/Álava,Porcentaje,90.97
2020,1,ICTSFWR,Y16T24,Araba/Álava,Porcentaje,92.8
2020,1,ICTPRVCY,Y16T24,Araba/Álava,Porcentaje,49.01
2020,1,ICT_TOT,Y16T24,Araba/Álava,Porcentaje,100.0
2020,1,ICTCPT,Y16T24,Gipuzkoa,Porcentaje,92.67
2020,1,ICTPST,Y16T24,Gipuzkoa,Porcentaje,89.18
2020,1,ICTSSHT,Y16T24,Gipuzkoa,Porcentaje,73.69
2020,1,ICTPRGM,Y16T24,Gipuzkoa,Porcentaje,13.92
2020,1,ICTTRFF,Y16T24,Gipuzkoa,Porcentaje,85.47
2020,1,ICTSFWR,Y16T24,Gipuzkoa,Porcentaje,89.68
2020,1,ICTPRVCY,Y16T24,Gipuzkoa,Porcentaje,47.94
2020,1,ICT_TOT,Y16T24,Gipuzkoa,Porcentaje,98.09
2020,1,ICTCPT,Y16T24,Bizkaia,Porcentaje,81.67
2020,1,ICTPST,Y16T24,Bizkaia,Porcentaje,85.77
2020,1,ICTSSHT,Y16T24,Bizkaia,Porcentaje,71.66
2020,1,ICTPRGM,Y16T24,Bizkaia,Porcentaje,20.49
2020,1,ICTTRFF,Y16T24,Bizkaia,Porcentaje,82.32
2020,1,ICTSFWR,Y16T24,Bizkaia,Porcentaje,85.69
2020,1,ICTPRVCY,Y16T24,Bizkaia,Porcentaje,47.43
2020,1,ICT_TOT,Y16T24,Bizkaia,Porcentaje,91.99
2020,1,ICTCPT,Y25T74,,Porcentaje,53.66
2020,1,ICTPST,Y25T74,,Porcentaje,40.12
2020,1,ICTSSHT,Y25T74,,Porcentaje,38.56
2020,1,ICTPRGM,Y25T74,,Porcentaje,6.18
2020,1,ICTTRFF,Y25T74,,Porcentaje,54.27
2020,1,ICTSFWR,Y25T74,,Porcentaje,57.35
2020,1,ICTPRVCY,Y25T74,,Porcentaje,29.32
2020,1,ICT_TOT,Y25T74,,Porcentaje,68.27
2020,1,ICTCPT,Y25T74,Araba/Álava,Porcentaje,50.74
2020,1,ICTPST,Y25T74,Araba/Álava,Porcentaje,38.34
2020,1,ICTSSHT,Y25T74,Araba/Álava,Porcentaje,35.19
2020,1,ICTPRGM,Y25T74,Araba/Álava,Porcentaje,6.46
2020,1,ICTTRFF,Y25T74,Araba/Álava,Porcentaje,53.03
2020,1,ICTSFWR,Y25T74,Araba/Álava,Porcentaje,54.06
2020,1,ICTPRVCY,Y25T74,Araba/Álava,Porcentaje,26.56
2020,1,ICT_TOT,Y25T74,Araba/Álava,Porcentaje,65.32
2020,1,ICTCPT,Y25T74,Gipuzkoa,Porcentaje,53.66
2020,1,ICTPST,Y25T74,Gipuzkoa,Porcentaje,38.9
2020,1,ICTSSHT,Y25T74,Gipuzkoa,Porcentaje,36.35
2020,1,ICTPRGM,Y25T74,Gipuzkoa,Porcentaje,5.65
2020,1,ICTTRFF,Y25T74,Gipuzkoa,Porcentaje,55.62
2020,1,ICTSFWR,Y25T74,Gipuzkoa,Porcentaje,60.11
2020,1,ICTPRVCY,Y25T74,Gipuzkoa,Porcentaje,31.11
2020,1,ICT_TOT,Y25T74,Gipuzkoa,Porcentaje,68.8
2020,1,ICTCPT,Y25T74,Bizkaia,Porcentaje,54.51
2020,1,ICTPST,Y25T74,Bizkaia,Porcentaje,41.38
2020,1,ICTSSHT,Y25T74,Bizkaia,Porcentaje,40.89
2020,1,ICTPRGM,Y25T74,Bizkaia,Porcentaje,6.42
2020,1,ICTTRFF,Y25T74,Bizkaia,Porcentaje,53.8
2020,1,ICTSFWR,Y25T74,Bizkaia,Porcentaje,56.62
2020,1,ICTPRVCY,Y25T74,Bizkaia,Porcentaje,29.03
2020,1,ICT_TOT,Y25T74,Bizkaia,Porcentaje,68.8
2020,_T,ICTCPT,Y16T74,,Porcentaje,53.47
2020,_T,ICTPST,Y16T74,,Porcentaje,44.55
2020,_T,ICTSSHT,Y16T74,,Porcentaje,39.77
2020,_T,ICTPRGM,Y16T74,,Porcentaje,4.04
2020,_T,ICTTRFF,Y16T74,,Porcentaje,52.59
2020,_T,ICTSFWR,Y16T74,,Porcentaje,56.7
2020,_T,ICTPRVCY,Y16T74,,Porcentaje,25.47
2020,_T,ICT_TOT,Y16T74,,Porcentaje,68.3
2020,_T,ICTCPT,Y16T74,Araba/Álava,Porcentaje,53.75
2020,_T,ICTPST,Y16T74,Araba/Álava,Porcentaje,42.42
2020,_T,ICTSSHT,Y16T74,Araba/Álava,Porcentaje,39.72
2020,_T,ICTPRGM,Y16T74,Araba/Álava,Porcentaje,4.65
2020,_T,ICTTRFF,Y16T74,Araba/Álava,Porcentaje,54.29
2020,_T,ICTSFWR,Y16T74,Araba/Álava,Porcentaje,55.84
2020,_T,ICTPRVCY,Y16T74,Araba/Álava,Porcentaje,24.4
2020,_T,ICT_TOT,Y16T74,Araba/Álava,Porcentaje,70.78
2020,_T,ICTCPT,Y16T74,Gipuzkoa,Porcentaje,57.0
2020,_T,ICTPST,Y16T74,Gipuzkoa,Porcentaje,46.51
2020,_T,ICTSSHT,Y16T74,Gipuzkoa,Porcentaje,42.34
2020,_T,ICTPRGM,Y16T74,Gipuzkoa,Porcentaje,4.53
2020,_T,ICTTRFF,Y16T74,Gipuzkoa,Porcentaje,53.65
2020,_T,ICTSFWR,Y16T74,Gipuzkoa,Porcentaje,56.86
2020,_T,ICTPRVCY,Y16T74,Gipuzkoa,Porcentaje,27.06
2020,_T,ICT_TOT,Y16T74,Gipuzkoa,Porcentaje,68.07
2020,_T,ICTCPT,Y16T74,Bizkaia,Porcentaje,51.2
2020,_T,ICTPST,Y16T74,Bizkaia,Porcentaje,43.95
2020,_T,ICTSSHT,Y16T74,Bizkaia,Porcentaje,38.18
2020,_T,ICTPRGM,Y16T74,Bizkaia,Porcentaje,3.56
2020,_T,ICTTRFF,Y16T74,Bizkaia,Porcentaje,51.44
2020,_T,ICTSFWR,Y16T74,Bizkaia,Porcentaje,56.85
2020,_T,ICTPRVCY,Y16T74,Bizkaia,Porcentaje,24.81
2020,_T,ICT_TOT,Y16T74,Bizkaia,Porcentaje,67.73
2020,_T,ICTCPT,Y16T24,,Porcentaje,88.02
2020,_T,ICTPST,Y16T24,,Porcentaje,86.5
2020,_T,ICTSSHT,Y16T24,,Porcentaje,68.82
2020,_T,ICTPRGM,Y16T24,,Porcentaje,9.66
2020,_T,ICTTRFF,Y16T24,,Porcentaje,84.43
2020,_T,ICTSFWR,Y16T24,,Porcentaje,86.8
2020,_T,ICTPRVCY,Y16T24,,Porcentaje,46.26
2020,_T,ICT_TOT,Y16T24,,Porcentaje,96.5
2020,_T,ICTCPT,Y16T24,Araba/Álava,Porcentaje,80.79
2020,_T,ICTPST,Y16T24,Araba/Álava,Porcentaje,74.79
2020,_T,ICTSSHT,Y16T24,Araba/Álava,Porcentaje,64.62
2020,_T,ICTPRGM,Y16T24,Araba/Álava,Porcentaje,4.12
2020,_T,ICTTRFF,Y16T24,Araba/Álava,Porcentaje,82.29
2020,_T,ICTSFWR,Y16T24,Araba/Álava,Porcentaje,91.87
2020,_T,ICTPRVCY,Y16T24,Araba/Álava,Porcentaje,53.03
2020,_T,ICT_TOT,Y16T24,Araba/Álava,Porcentaje,96.62
2020,_T,ICTCPT,Y16T24,Gipuzkoa,Porcentaje,95.62
2020,_T,ICTPST,Y16T24,Gipuzkoa,Porcentaje,90.02
2020,_T,ICTSSHT,Y16T24,Gipuzkoa,Porcentaje,75.14
2020,_T,ICTPRGM,Y16T24,Gipuzkoa,Porcentaje,9.35
2020,_T,ICTTRFF,Y16T24,Gipuzkoa,Porcentaje,83.61
2020,_T,ICTSFWR,Y16T24,Gipuzkoa,Porcentaje,82.04
2020,_T,ICTPRVCY,Y16T24,Gipuzkoa,Porcentaje,44.88
2020,_T,ICT_TOT,Y16T24,Gipuzkoa,Porcentaje,96.29
2020,_T,ICTCPT,Y16T24,Bizkaia,Porcentaje,85.05
2020,_T,ICTPST,Y16T24,Bizkaia,Porcentaje,87.56
2020,_T,ICTSSHT,Y16T24,Bizkaia,Porcentaje,65.82
2020,_T,ICTPRGM,Y16T24,Bizkaia,Porcentaje,11.49
2020,_T,ICTTRFF,Y16T24,Bizkaia,Porcentaje,85.6
2020,_T,ICTSFWR,Y16T24,Bizkaia,Porcentaje,88.51
2020,_T,ICTPRVCY,Y16T24,Bizkaia,Porcentaje,45.21
2020,_T,ICT_TOT,Y16T24,Bizkaia,Porcentaje,96.61
2020,_T,ICTCPT,Y25T74,,Porcentaje,49.4
2020,_T,ICTPST,Y25T74,,Porcentaje,39.61
2020,_T,ICTSSHT,Y25T74,,Porcentaje,36.35
2020,_T,ICTPRGM,Y25T74,,Porcentaje,3.38
2020,_T,ICTTRFF,Y25T74,,Porcentaje,48.84
2020,_T,ICTSFWR,Y25T74,,Porcentaje,53.16
2020,_T,ICTPRVCY,Y25T74,,Porcentaje,23.03
2020,_T,ICT_TOT,Y25T74,,Porcentaje,64.99
2020,_T,ICTCPT,Y25T74,Araba/Álava,Porcentaje,50.65
2020,_T,ICTPST,Y25T74,Araba/Álava,Porcentaje,38.71
2020,_T,ICTSSHT,Y25T74,Araba/Álava,Porcentaje,36.87
2020,_T,ICTPRGM,Y25T74,Araba/Álava,Porcentaje,4.71
2020,_T,ICTTRFF,Y25T74,Araba/Álava,Porcentaje,51.08
2020,_T,ICTSFWR,Y25T74,Araba/Álava,Porcentaje,51.71
2020,_T,ICTPRVCY,Y25T74,Araba/Álava,Porcentaje,21.12
2020,_T,ICT_TOT,Y25T74,Araba/Álava,Porcentaje,67.82
2020,_T,ICTCPT,Y25T74,Gipuzkoa,Porcentaje,52.18
2020,_T,ICTPST,Y25T74,Gipuzkoa,Porcentaje,41.08
2020,_T,ICTSSHT,Y25T74,Gipuzkoa,Porcentaje,38.26
2020,_T,ICTPRGM,Y25T74,Gipuzkoa,Porcentaje,3.93
2020,_T,ICTTRFF,Y25T74,Gipuzkoa,Porcentaje,49.91
2020,_T,ICTSFWR,Y25T74,Gipuzkoa,Porcentaje,53.72
2020,_T,ICTPRVCY,Y25T74,Gipuzkoa,Porcentaje,24.83
2020,_T,ICT_TOT,Y25T74,Gipuzkoa,Porcentaje,64.55
2020,_T,ICTCPT,Y25T74,Bizkaia,Porcentaje,47.33
2020,_T,ICTPST,Y25T74,Bizkaia,Porcentaje,38.97
2020,_T,ICTSSHT,Y25T74,Bizkaia,Porcentaje,35.03
2020,_T,ICTPRGM,Y25T74,Bizkaia,Porcentaje,2.65
2020,_T,ICTTRFF,Y25T74,Bizkaia,Porcentaje,47.54
2020,_T,ICTSFWR,Y25T74,Bizkaia,Porcentaje,53.23
2020,_T,ICTPRVCY,Y25T74,Bizkaia,Porcentaje,22.48
2020,_T,ICT_TOT,Y25T74,Bizkaia,Porcentaje,64.43
2021,_T,ICTCPT,Y16T74,,Porcentaje,61.48
2021,_T,ICTPST,Y16T74,,Porcentaje,45.95
2021,_T,ICTSSHT,Y16T74,,Porcentaje,44.44
2021,_T,ICTPRGM,Y16T74,,Porcentaje,5.27
2021,_T,ICTTRFF,Y16T74,,Porcentaje,60.29
2021,_T,ICTSFWR,Y16T74,,Porcentaje,64.64
2021,_T,ICTPRVCY,Y16T74,,Porcentaje,27.86
2021,_T,ICT_TOT,Y16T74,,Porcentaje,75.0
2021,_T,ICTCPT,Y16T74,Araba/Álava,Porcentaje,61.94
2021,_T,ICTPST,Y16T74,Araba/Álava,Porcentaje,46.61
2021,_T,ICTSSHT,Y16T74,Araba/Álava,Porcentaje,44.08
2021,_T,ICTPRGM,Y16T74,Araba/Álava,Porcentaje,5.7
2021,_T,ICTTRFF,Y16T74,Araba/Álava,Porcentaje,59.61
2021,_T,ICTSFWR,Y16T74,Araba/Álava,Porcentaje,65.84
2021,_T,ICTPRVCY,Y16T74,Araba/Álava,Porcentaje,26.99
2021,_T,ICT_TOT,Y16T74,Araba/Álava,Porcentaje,75.39
2021,_T,ICTCPT,Y16T74,Gipuzkoa,Porcentaje,61.02
2021,_T,ICTPST,Y16T74,Gipuzkoa,Porcentaje,45.38
2021,_T,ICTSSHT,Y16T74,Gipuzkoa,Porcentaje,44.39
2021,_T,ICTPRGM,Y16T74,Gipuzkoa,Porcentaje,5.21
2021,_T,ICTTRFF,Y16T74,Gipuzkoa,Porcentaje,60.59
2021,_T,ICTSFWR,Y16T74,Gipuzkoa,Porcentaje,64.61
2021,_T,ICTPRVCY,Y16T74,Gipuzkoa,Porcentaje,28.08
2021,_T,ICT_TOT,Y16T74,Gipuzkoa,Porcentaje,75.41
2021,_T,ICTCPT,Y16T74,Bizkaia,Porcentaje,61.63
2021,_T,ICTPST,Y16T74,Bizkaia,Porcentaje,46.11
2021,_T,ICTSSHT,Y16T74,Bizkaia,Porcentaje,44.57
2021,_T,ICTPRGM,Y16T74,Bizkaia,Porcentaje,5.17
2021,_T,ICTTRFF,Y16T74,Bizkaia,Porcentaje,60.31
2021,_T,ICTSFWR,Y16T74,Bizkaia,Porcentaje,64.32
2021,_T,ICTPRVCY,Y16T74,Bizkaia,Porcentaje,27.96
2021,_T,ICT_TOT,Y16T74,Bizkaia,Porcentaje,74.63
2021,_T,ICTCPT,Y16T24,,Porcentaje,86.58
2021,_T,ICTPST,Y16T24,,Porcentaje,82.84
2021,_T,ICTSSHT,Y16T24,,Porcentaje,67.34
2021,_T,ICTPRGM,Y16T24,,Porcentaje,14.65
2021,_T,ICTTRFF,Y16T24,,Porcentaje,85.19
2021,_T,ICTSFWR,Y16T24,,Porcentaje,88.68
2021,_T,ICTPRVCY,Y16T24,,Porcentaje,46.21
2021,_T,ICT_TOT,Y16T24,,Porcentaje,96.16
2021,_T,ICTCPT,Y16T24,Araba/Álava,Porcentaje,85.68
2021,_T,ICTPST,Y16T24,Araba/Álava,Porcentaje,77.02
2021,_T,ICTSSHT,Y16T24,Araba/Álava,Porcentaje,61.31
2021,_T,ICTPRGM,Y16T24,Araba/Álava,Porcentaje,14.49
2021,_T,ICTTRFF,Y16T24,Araba/Álava,Porcentaje,82.26
2021,_T,ICTSFWR,Y16T24,Araba/Álava,Porcentaje,89.74
2021,_T,ICTPRVCY,Y16T24,Araba/Álava,Porcentaje,40.31
2021,_T,ICT_TOT,Y16T24,Araba/Álava,Porcentaje,96.8
2021,_T,ICTCPT,Y16T24,Gipuzkoa,Porcentaje,86.08
2021,_T,ICTPST,Y16T24,Gipuzkoa,Porcentaje,84.72
2021,_T,ICTSSHT,Y16T24,Gipuzkoa,Porcentaje,74.53
2021,_T,ICTPRGM,Y16T24,Gipuzkoa,Porcentaje,14.93
2021,_T,ICTTRFF,Y16T24,Gipuzkoa,Porcentaje,86.17
2021,_T,ICTSFWR,Y16T24,Gipuzkoa,Porcentaje,90.48
2021,_T,ICTPRVCY,Y16T24,Gipuzkoa,Porcentaje,47.31
2021,_T,ICT_TOT,Y16T24,Gipuzkoa,Porcentaje,98.44
2021,_T,ICTCPT,Y16T24,Bizkaia,Porcentaje,87.2
2021,_T,ICTPST,Y16T24,Bizkaia,Porcentaje,83.32
2021,_T,ICTSSHT,Y16T24,Bizkaia,Porcentaje,64.2
2021,_T,ICTPRGM,Y16T24,Bizkaia,Porcentaje,14.51
2021,_T,ICTTRFF,Y16T24,Bizkaia,Porcentaje,85.4
2021,_T,ICTSFWR,Y16T24,Bizkaia,Porcentaje,87.12
2021,_T,ICTPRVCY,Y16T24,Bizkaia,Porcentaje,47.25
2021,_T,ICT_TOT,Y16T24,Bizkaia,Porcentaje,94.38
2021,_T,ICTCPT,Y25T74,,Porcentaje,58.11
2021,_T,ICTPST,Y25T74,,Porcentaje,41.0
2021,_T,ICTSSHT,Y25T74,,Porcentaje,41.37
2021,_T,ICTPRGM,Y25T74,,Porcentaje,4.0
2021,_T,ICTTRFF,Y25T74,,Porcentaje,56.95
2021,_T,ICTSFWR,Y25T74,,Porcentaje,61.41
2021,_T,ICTPRVCY,Y25T74,,Porcentaje,25.39
2021,_T,ICT_TOT,Y25T74,,Porcentaje,72.16
2021,_T,ICTCPT,Y25T74,Araba/Álava,Porcentaje,58.69
2021,_T,ICTPST,Y25T74,Araba/Álava,Porcentaje,42.45
2021,_T,ICTSSHT,Y25T74,Araba/Álava,Porcentaje,41.73
2021,_T,ICTPRGM,Y25T74,Araba/Álava,Porcentaje,4.5
2021,_T,ICTTRFF,Y25T74,Araba/Álava,Porcentaje,56.51
2021,_T,ICTSFWR,Y25T74,Araba/Álava,Porcentaje,62.57
2021,_T,ICTPRVCY,Y25T74,Araba/Álava,Porcentaje,25.17
2021,_T,ICT_TOT,Y25T74,Araba/Álava,Porcentaje,72.47
2021,_T,ICTCPT,Y25T74,Gipuzkoa,Porcentaje,57.39
2021,_T,ICTPST,Y25T74,Gipuzkoa,Porcentaje,39.69
2021,_T,ICTSSHT,Y25T74,Gipuzkoa,Porcentaje,40.03
2021,_T,ICTPRGM,Y25T74,Gipuzkoa,Porcentaje,3.81
2021,_T,ICTTRFF,Y25T74,Gipuzkoa,Porcentaje,56.89
2021,_T,ICTSFWR,Y25T74,Gipuzkoa,Porcentaje,60.86
2021,_T,ICTPRVCY,Y25T74,Gipuzkoa,Porcentaje,25.3
2021,_T,ICT_TOT,Y25T74,Gipuzkoa,Porcentaje,72.07
2021,_T,ICTCPT,Y25T74,Bizkaia,Porcentaje,58.38
2021,_T,ICTPST,Y25T74,Bizkaia,Porcentaje,41.38
2021,_T,ICTSSHT,Y25T74,Bizkaia,Porcentaje,42.07
2021,_T,ICTPRGM,Y25T74,Bizkaia,Porcentaje,3.98
2021,_T,ICTTRFF,Y25T74,Bizkaia,Porcentaje,57.11
2021,_T,ICTSFWR,Y25T74,Bizkaia,Porcentaje,61.42
2021,_T,ICTPRVCY,Y25T74,Bizkaia,Porcentaje,25.51
2021,_T,ICT_TOT,Y25T74,Bizkaia,Porcentaje,72.12
2021,1,ICTCPT,Y16T74,,Porcentaje,62.72
2021,1,ICTPST,Y16T74,,Porcentaje,46.84
2021,1,ICTSSHT,Y16T74,,Porcentaje,46.58
2021,1,ICTPRGM,Y16T74,,Porcentaje,7.4
2021,1,ICTTRFF,Y16T74,,Porcentaje,61.97
2021,1,ICTSFWR,Y16T74,,Porcentaje,68.05
2021,1,ICTPRVCY,Y16T74,,Porcentaje,32.22
2021,1,ICT_TOT,Y16T74,,Porcentaje,76.24
2021,1,ICTCPT,Y16T74,Araba/Álava,Porcentaje,64.32
2021,1,ICTPST,Y16T74,Araba/Álava,Porcentaje,48.29
2021,1,ICTSSHT,Y16T74,Araba/Álava,Porcentaje,44.95
2021,1,ICTPRGM,Y16T74,Araba/Álava,Porcentaje,7.7
2021,1,ICTTRFF,Y16T74,Araba/Álava,Porcentaje,62.89
2021,1,ICTSFWR,Y16T74,Araba/Álava,Porcentaje,69.67
2021,1,ICTPRVCY,Y16T74,Araba/Álava,Porcentaje,29.91
2021,1,ICT_TOT,Y16T74,Araba/Álava,Porcentaje,76.36
2021,1,ICTCPT,Y16T74,Gipuzkoa,Porcentaje,60.21
2021,1,ICTPST,Y16T74,Gipuzkoa,Porcentaje,43.74
2021,1,ICTSSHT,Y16T74,Gipuzkoa,Porcentaje,44.77
2021,1,ICTPRGM,Y16T74,Gipuzkoa,Porcentaje,7.81
2021,1,ICTTRFF,Y16T74,Gipuzkoa,Porcentaje,61.18
2021,1,ICTSFWR,Y16T74,Gipuzkoa,Porcentaje,67.13
2021,1,ICTPRVCY,Y16T74,Gipuzkoa,Porcentaje,31.0
2021,1,ICT_TOT,Y16T74,Gipuzkoa,Porcentaje,75.76
2021,1,ICTCPT,Y16T74,Bizkaia,Porcentaje,63.83
2021,1,ICTPST,Y16T74,Bizkaia,Porcentaje,48.37
2021,1,ICTSSHT,Y16T74,Bizkaia,Porcentaje,48.18
2021,1,ICTPRGM,Y16T74,Bizkaia,Porcentaje,7.05
2021,1,ICTTRFF,Y16T74,Bizkaia,Porcentaje,62.2
2021,1,ICTSFWR,Y16T74,Bizkaia,Porcentaje,68.17
2021,1,ICTPRVCY,Y16T74,Bizkaia,Porcentaje,33.67
2021,1,ICT_TOT,Y16T74,Bizkaia,Porcentaje,76.5
2021,1,ICTCPT,Y16T24,,Porcentaje,87.49
2021,1,ICTPST,Y16T24,,Porcentaje,82.55
2021,1,ICTSSHT,Y16T24,,Porcentaje,70.16
2021,1,ICTPRGM,Y16T24,,Porcentaje,17.82
2021,1,ICTTRFF,Y16T24,,Porcentaje,87.5
2021,1,ICTSFWR,Y16T24,,Porcentaje,90.82
2021,1,ICTPRVCY,Y16T24,,Porcentaje,53.26
2021,1,ICT_TOT,Y16T24,,Porcentaje,95.71
2021,1,ICTCPT,Y16T24,Araba/Álava,Porcentaje,84.98
2021,1,ICTPST,Y16T24,Araba/Álava,Porcentaje,71.4
2021,1,ICTSSHT,Y16T24,Araba/Álava,Porcentaje,60.36
2021,1,ICTPRGM,Y16T24,Araba/Álava,Porcentaje,18.8
2021,1,ICTTRFF,Y16T24,Araba/Álava,Porcentaje,80.13
2021,1,ICTSFWR,Y16T24,Araba/Álava,Porcentaje,94.25
2021,1,ICTPRVCY,Y16T24,Araba/Álava,Porcentaje,42.22
2021,1,ICT_TOT,Y16T24,Araba/Álava,Porcentaje,97.21
2021,1,ICTCPT,Y16T24,Gipuzkoa,Porcentaje,85.97
2021,1,ICTPST,Y16T24,Gipuzkoa,Porcentaje,82.42
2021,1,ICTSSHT,Y16T24,Gipuzkoa,Porcentaje,76.33
2021,1,ICTPRGM,Y16T24,Gipuzkoa,Porcentaje,20.33
2021,1,ICTTRFF,Y16T24,Gipuzkoa,Porcentaje,91.14
2021,1,ICTSFWR,Y16T24,Gipuzkoa,Porcentaje,93.67
2021,1,ICTPRVCY,Y16T24,Gipuzkoa,Porcentaje,55.51
2021,1,ICT_TOT,Y16T24,Gipuzkoa,Porcentaje,98.26
2021,1,ICTCPT,Y16T24,Bizkaia,Porcentaje,89.47
2021,1,ICTPST,Y16T24,Bizkaia,Porcentaje,86.33
2021,1,ICTSSHT,Y16T24,Bizkaia,Porcentaje,68.76
2021,1,ICTPRGM,Y16T24,Bizkaia,Porcentaje,15.6
2021,1,ICTTRFF,Y16T24,Bizkaia,Porcentaje,87.19
2021,1,ICTSFWR,Y16T24,Bizkaia,Porcentaje,87.52
2021,1,ICTPRVCY,Y16T24,Bizkaia,Porcentaje,55.21
2021,1,ICT_TOT,Y16T24,Bizkaia,Porcentaje,93.28
2021,1,ICTCPT,Y25T74,,Porcentaje,59.16
2021,1,ICTPST,Y25T74,,Porcentaje,41.72
2021,1,ICTSSHT,Y25T74,,Porcentaje,43.19
2021,1,ICTPRGM,Y25T74,,Porcentaje,5.9
2021,1,ICTTRFF,Y25T74,,Porcentaje,58.31
2021,1,ICTSFWR,Y25T74,,Porcentaje,64.79
2021,1,ICTPRVCY,Y25T74,,Porcentaje,29.21
2021,1,ICT_TOT,Y25T74,,Porcentaje,73.44
2021,1,ICTCPT,Y25T74,Araba/Álava,Porcentaje,61.18
2021,1,ICTPST,Y25T74,Araba/Álava,Porcentaje,44.79
2021,1,ICTSSHT,Y25T74,Araba/Álava,Porcentaje,42.61
2021,1,ICTPRGM,Y25T74,Araba/Álava,Porcentaje,6.01
2021,1,ICTTRFF,Y25T74,Araba/Álava,Porcentaje,60.27
2021,1,ICTSFWR,Y25T74,Araba/Álava,Porcentaje,65.94
2021,1,ICTPRVCY,Y25T74,Araba/Álava,Porcentaje,28.04
2021,1,ICT_TOT,Y25T74,Araba/Álava,Porcentaje,73.2
2021,1,ICTCPT,Y25T74,Gipuzkoa,Porcentaje,56.08
2021,1,ICTPST,Y25T74,Gipuzkoa,Porcentaje,37.52
2021,1,ICTSSHT,Y25T74,Gipuzkoa,Porcentaje,39.7
2021,1,ICTPRGM,Y25T74,Gipuzkoa,Porcentaje,5.8
2021,1,ICTTRFF,Y25T74,Gipuzkoa,Porcentaje,56.37
2021,1,ICTSFWR,Y25T74,Gipuzkoa,Porcentaje,62.86
2021,1,ICTPRVCY,Y25T74,Gipuzkoa,Porcentaje,27.05
2021,1,ICT_TOT,Y25T74,Gipuzkoa,Porcentaje,72.14
2021,1,ICTCPT,Y25T74,Bizkaia,Porcentaje,60.48
