Year,Series,Sexo,Renta,Territorio,Comarca,Municipio,Units,GeoCode,Value
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48030,EUR,ES48030,21520.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48030,EUR,ES48030,19106.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48030,EUR,ES48030,20939.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20035,EUR,ES20035,25788.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20035,EUR,ES20035,27158.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20035,EUR,ES20035,23231.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20035,EUR,ES20035,26011.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20035,EUR,ES20035,24416.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20035,EUR,ES20035,20434.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20035,EUR,ES20035,24588.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20035,EUR,ES20035,21720.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20035,EUR,ES20035,21707.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20035,EUR,ES20035,27729.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20035,EUR,ES20035,22621.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48906,EUR,ES48906,23224.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48906,EUR,ES48906,18610.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48906,EUR,ES48906,22206.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48906,EUR,ES48906,21762.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48906,EUR,ES48906,19033.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48906,EUR,ES48906,20953.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48906,EUR,ES48906,22228.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48906,EUR,ES48906,18908.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48906,EUR,ES48906,18132.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48906,EUR,ES48906,19003.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48906,EUR,ES48906,18559.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48035,EUR,ES48035,22752.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48035,EUR,ES48035,23856.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48035,EUR,ES48035,20566.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48035,EUR,ES48035,25671.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48035,EUR,ES48035,20759.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48035,EUR,ES48035,20841.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48035,EUR,ES48035,20874.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48035,EUR,ES48035,21111.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48035,EUR,ES48035,24108.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48035,EUR,ES48035,21892.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48035,EUR,ES48035,21506.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20038,EUR,ES20038,22548.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20038,EUR,ES20038,26986.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20038,EUR,ES20038,35338.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20038,EUR,ES20038,25106.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20038,EUR,ES20038,27325.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20038,EUR,ES20038,23178.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20038,EUR,ES20038,20254.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20038,EUR,ES20038,27782.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20038,EUR,ES20038,23657.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20038,EUR,ES20038,25381.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20038,EUR,ES20038,26217.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20037,EUR,ES20037,22260.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20037,EUR,ES20037,25819.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20037,EUR,ES20037,20820.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20037,EUR,ES20037,21602.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20037,EUR,ES20037,21600.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20037,EUR,ES20037,26870.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20037,EUR,ES20037,23452.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20037,EUR,ES20037,20399.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20037,EUR,ES20037,20776.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20037,EUR,ES20037,20766.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20037,EUR,ES20037,28216.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48036,EUR,ES48036,23217.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48036,EUR,ES48036,21150.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48036,EUR,ES48036,19734.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48036,EUR,ES48036,20982.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48036,EUR,ES48036,22233.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48036,EUR,ES48036,19802.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48036,EUR,ES48036,20225.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48036,EUR,ES48036,22264.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48036,EUR,ES48036,19394.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48036,EUR,ES48036,19830.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48036,EUR,ES48036,19469.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48037,EUR,ES48037,20674.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48037,EUR,ES48037,19298.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48037,EUR,ES48037,19193.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48037,EUR,ES48037,18865.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48037,EUR,ES48037,22087.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48037,EUR,ES48037,19291.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48037,EUR,ES48037,18265.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48037,EUR,ES48037,18076.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48037,EUR,ES48037,20857.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48037,EUR,ES48037,18675.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48037,EUR,ES48037,19103.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48038,EUR,ES48038,23989.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48038,EUR,ES48038,25713.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48038,EUR,ES48038,22434.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48038,EUR,ES48038,23421.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48038,EUR,ES48038,22480.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48038,EUR,ES48038,22755.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48038,EUR,ES48038,23321.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48038,EUR,ES48038,23461.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48038,EUR,ES48038,27502.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48038,EUR,ES48038,22415.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48038,EUR,ES48038,25294.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48039,EUR,ES48039,30909.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48039,EUR,ES48039,30614.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48039,EUR,ES48039,27192.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48039,EUR,ES48039,28890.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48039,EUR,ES48039,27529.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48039,EUR,ES48039,28297.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48039,EUR,ES48039,33432.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48039,EUR,ES48039,27616.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48039,EUR,ES48039,47824.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48039,EUR,ES48039,29092.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48039,EUR,ES48039,33323.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48040,EUR,ES48040,22823.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48040,EUR,ES48040,21814.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48040,EUR,ES48040,22595.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48040,EUR,ES48040,24133.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48040,EUR,ES48040,22008.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48040,EUR,ES48040,21963.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48040,EUR,ES48040,25067.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48040,EUR,ES48040,24113.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48040,EUR,ES48040,22028.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48040,EUR,ES48040,24241.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48040,EUR,ES48040,23272.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48041,EUR,ES48041,23812.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48041,EUR,ES48041,26206.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48041,EUR,ES48041,21998.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48041,EUR,ES48041,23500.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48041,EUR,ES48041,22658.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48041,EUR,ES48041,25499.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48041,EUR,ES48041,24883.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48041,EUR,ES48041,22590.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48041,EUR,ES48041,23785.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48041,EUR,ES48041,23012.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48041,EUR,ES48041,22947.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20907,EUR,ES20907,21566.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20907,EUR,ES20907,22229.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20907,EUR,ES20907,20173.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20907,EUR,ES20907,18381.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20907,EUR,ES20907,18971.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20907,EUR,ES20907,20171.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20907,EUR,ES20907,20729.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20907,EUR,ES20907,18792.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20907,EUR,ES20907,18281.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20907,EUR,ES20907,19219.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20907,EUR,ES20907,19039.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48046,EUR,ES48046,18769.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48046,EUR,ES48046,19001.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48046,EUR,ES48046,22198.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48046,EUR,ES48046,19806.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48046,EUR,ES48046,20695.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48046,EUR,ES48046,18502.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48046,EUR,ES48046,18395.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48046,EUR,ES48046,21653.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48046,EUR,ES48046,18325.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48046,EUR,ES48046,20440.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48046,EUR,ES48046,21088.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20039,EUR,ES20039,22618.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20039,EUR,ES20039,20426.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20039,EUR,ES20039,21614.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20039,EUR,ES20039,20252.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20039,EUR,ES20039,19828.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20039,EUR,ES20039,19314.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20039,EUR,ES20039,21337.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20039,EUR,ES20039,25669.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20039,EUR,ES20039,24193.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20039,EUR,ES20039,23633.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20039,EUR,ES20039,24327.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48044,EUR,ES48044,26851.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48044,EUR,ES48044,28881.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48044,EUR,ES48044,30050.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48044,EUR,ES48044,26893.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48044,EUR,ES48044,31303.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48044,EUR,ES48044,29894.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48044,EUR,ES48044,26220.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48044,EUR,ES48044,27261.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48044,EUR,ES48044,27067.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48044,EUR,ES48044,26627.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48044,EUR,ES48044,30154.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48047,EUR,ES48047,21230.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48047,EUR,ES48047,18894.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48047,EUR,ES48047,22791.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48047,EUR,ES48047,22937.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48047,EUR,ES48047,20917.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48047,EUR,ES48047,22462.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48047,EUR,ES48047,23012.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48047,EUR,ES48047,20626.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48047,EUR,ES48047,22428.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48047,EUR,ES48047,22326.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48047,EUR,ES48047,21011.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48042,EUR,ES48042,20019.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48042,EUR,ES48042,23593.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48042,EUR,ES48042,19661.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48042,EUR,ES48042,24860.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48042,EUR,ES48042,23202.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48042,EUR,ES48042,21797.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48042,EUR,ES48042,20845.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48042,EUR,ES48042,23706.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48042,EUR,ES48042,21356.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48042,EUR,ES48042,19304.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48042,EUR,ES48042,22086.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48043,EUR,ES48043,22000.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48043,EUR,ES48043,22903.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48043,EUR,ES48043,22435.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48043,EUR,ES48043,23551.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48043,EUR,ES48043,25671.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48043,EUR,ES48043,21990.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48043,EUR,ES48043,25401.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48043,EUR,ES48043,22123.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48043,EUR,ES48043,24819.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48043,EUR,ES48043,21418.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48043,EUR,ES48043,23486.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48045,EUR,ES48045,16796.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48045,EUR,ES48045,16859.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48045,EUR,ES48045,17211.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48045,EUR,ES48045,18093.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48045,EUR,ES48045,16487.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48045,EUR,ES48045,19293.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48045,EUR,ES48045,19626.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48045,EUR,ES48045,17290.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48045,EUR,ES48045,18239.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48045,EUR,ES48045,17269.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48045,EUR,ES48045,20098.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES01056,EUR,ES01056,16661.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES01056,EUR,ES01056,15640.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES01056,EUR,ES01056,15155.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES01056,EUR,ES01056,14718.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES01056,EUR,ES01056,17202.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES01056,EUR,ES01056,15174.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES01056,EUR,ES01056,17983.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES01056,EUR,ES01056,18329.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES01056,EUR,ES01056,16174.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES01056,EUR,ES01056,15517.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES01056,EUR,ES01056,17217.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20040,EUR,ES20040,18634.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20040,EUR,ES20040,17962.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20040,EUR,ES20040,21757.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20040,EUR,ES20040,21315.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20040,EUR,ES20040,18892.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20040,EUR,ES20040,18689.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20040,EUR,ES20040,18301.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20040,EUR,ES20040,20870.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20040,EUR,ES20040,17814.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20040,EUR,ES20040,20249.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20040,EUR,ES20040,19547.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20041,EUR,ES20041,18916.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20041,EUR,ES20041,22686.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20041,EUR,ES20041,18230.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20041,EUR,ES20041,20425.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20041,EUR,ES20041,18543.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20041,EUR,ES20041,22526.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20041,EUR,ES20041,20583.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20041,EUR,ES20041,20921.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20041,EUR,ES20041,19511.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20041,EUR,ES20041,22430.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20041,EUR,ES20041,19005.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20036,EUR,ES20036,22108.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20036,EUR,ES20036,23730.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20036,EUR,ES20036,26180.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20036,EUR,ES20036,22366.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20036,EUR,ES20036,21329.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20036,EUR,ES20036,20818.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20036,EUR,ES20036,25014.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20036,EUR,ES20036,27307.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20036,EUR,ES20036,26321.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20036,EUR,ES20036,20703.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20036,EUR,ES20036,22674.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20042,EUR,ES20042,19428.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20042,EUR,ES20042,18482.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20042,EUR,ES20042,20962.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20042,EUR,ES20042,18232.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20042,EUR,ES20042,20060.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20042,EUR,ES20042,20620.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20042,EUR,ES20042,18998.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20042,EUR,ES20042,21804.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20042,EUR,ES20042,18472.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20042,EUR,ES20042,19002.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20042,EUR,ES20042,18530.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48048,EUR,ES48048,21655.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48048,EUR,ES48048,24324.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48048,EUR,ES48048,23942.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48048,EUR,ES48048,26835.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48048,EUR,ES48048,25131.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48048,EUR,ES48048,22765.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48048,EUR,ES48048,26473.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48048,EUR,ES48048,25626.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48048,EUR,ES48048,27613.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48048,EUR,ES48048,23835.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48048,EUR,ES48048,23347.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20043,EUR,ES20043,24569.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20043,EUR,ES20043,28011.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20043,EUR,ES20043,24948.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20043,EUR,ES20043,25257.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20043,EUR,ES20043,23912.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20043,EUR,ES20043,26480.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20043,EUR,ES20043,23393.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20043,EUR,ES20043,27233.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20043,EUR,ES20043,27896.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20043,EUR,ES20043,23711.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20043,EUR,ES20043,22349.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48094,EUR,ES48094,19057.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48094,EUR,ES48094,19578.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48094,EUR,ES48094,18203.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48094,EUR,ES48094,18751.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48094,EUR,ES48094,19487.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48094,EUR,ES48094,20512.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48094,EUR,ES48094,17465.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48094,EUR,ES48094,19589.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48094,EUR,ES48094,21051.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48094,EUR,ES48094,17950.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48094,EUR,ES48094,20266.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20044,EUR,ES20044,20739.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20044,EUR,ES20044,18947.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20044,EUR,ES20044,18728.0
