Year,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2019,,,Atxondo,Porcentaje,Atxondo,1.1
2020,,,Atxondo,Porcentaje,Atxondo,1.0
2010,,,Atxondo,Porcentaje,Atxondo,0.6
2018,,,Atxondo,Porcentaje,Atxondo,1.0
2017,,,Atxondo,Porcentaje,Atxondo,0.9
2016,,,Atxondo,Porcentaje,Atxondo,0.9
2021,,,Atxondo,Porcentaje,Atxondo,1.4
2014,,,Atxondo,Porcentaje,Atxondo,0.7
2019,,,Aulesti,Porcentaje,Aulesti,8.8
2016,,,Aulesti,Porcentaje,Aulesti,8.3
2014,,,Aulesti,Porcentaje,Aulesti,5.9
2015,,,Aulesti,Porcentaje,Aulesti,6.2
2021,,,Aulesti,Porcentaje,Aulesti,10.5
2010,,,Aulesti,Porcentaje,Aulesti,3.8
2018,,,Aulesti,Porcentaje,Aulesti,7.9
2012,,,Aulesti,Porcentaje,Aulesti,4.7
2020,,,Aulesti,Porcentaje,Aulesti,7.1
2017,,,Aulesti,Porcentaje,Aulesti,8.2
2019,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,6.1
2018,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,7.8
2016,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,7.9
2021,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,7.8
2012,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,8.0
2014,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,11.9
2015,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,9.2
2017,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,8.4
2010,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,8.2
2020,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,6.0
2019,,,Azkoitia,Porcentaje,Azkoitia,0.9
2012,,,Azkoitia,Porcentaje,Azkoitia,0.5
2021,,,Azkoitia,Porcentaje,Azkoitia,0.9
2020,,,Azkoitia,Porcentaje,Azkoitia,0.8
2010,,,Azkoitia,Porcentaje,Azkoitia,0.5
2017,,,Azkoitia,Porcentaje,Azkoitia,0.9
2018,,,Azkoitia,Porcentaje,Azkoitia,0.7
2016,,,Azkoitia,Porcentaje,Azkoitia,0.7
2014,,,Azkoitia,Porcentaje,Azkoitia,0.5
2015,,,Azkoitia,Porcentaje,Azkoitia,0.6
2014,,,Azpeitia,Porcentaje,Azpeitia,0.6
2018,,,Azpeitia,Porcentaje,Azpeitia,0.7
2020,,,Azpeitia,Porcentaje,Azpeitia,0.9
2010,,,Azpeitia,Porcentaje,Azpeitia,0.5
2021,,,Azpeitia,Porcentaje,Azpeitia,1.0
2012,,,Azpeitia,Porcentaje,Azpeitia,0.6
2016,,,Azpeitia,Porcentaje,Azpeitia,0.7
2017,,,Azpeitia,Porcentaje,Azpeitia,0.9
2019,,,Azpeitia,Porcentaje,Azpeitia,0.9
2015,,,Azpeitia,Porcentaje,Azpeitia,0.7
2021,,,Bakio,Porcentaje,Bakio,3.6
2010,,,Bakio,Porcentaje,Bakio,4.1
2015,,,Bakio,Porcentaje,Bakio,4.9
2019,,,Bakio,Porcentaje,Bakio,2.8
2018,,,Bakio,Porcentaje,Bakio,2.7
2016,,,Bakio,Porcentaje,Bakio,4.0
2012,,,Bakio,Porcentaje,Bakio,4.9
2020,,,Bakio,Porcentaje,Bakio,3.1
2014,,,Bakio,Porcentaje,Bakio,5.0
2017,,,Bakio,Porcentaje,Bakio,3.3
2019,,,Baliarrain,Porcentaje,Baliarrain,6.8
2018,,,Baliarrain,Porcentaje,Baliarrain,6.2
2012,,,Baliarrain,Porcentaje,Baliarrain,11.4
2021,,,Baliarrain,Porcentaje,Baliarrain,5.1
2020,,,Baliarrain,Porcentaje,Baliarrain,6.1
2017,,,Baliarrain,Porcentaje,Baliarrain,7.1
2010,,,Baliarrain,Porcentaje,Baliarrain,13.7
2015,,,Baliarrain,Porcentaje,Baliarrain,8.2
2014,,,Baliarrain,Porcentaje,Baliarrain,9.5
2016,,,Baliarrain,Porcentaje,Baliarrain,7.2
2010,,,Balmaseda,Porcentaje,Balmaseda,0.6
2017,,,Balmaseda,Porcentaje,Balmaseda,0.9
2014,,,Balmaseda,Porcentaje,Balmaseda,0.7
2021,,,Balmaseda,Porcentaje,Balmaseda,1.3
2015,,,Balmaseda,Porcentaje,Balmaseda,0.7
2012,,,Balmaseda,Porcentaje,Balmaseda,0.7
2019,,,Balmaseda,Porcentaje,Balmaseda,0.9
2018,,,Balmaseda,Porcentaje,Balmaseda,0.9
2016,,,Balmaseda,Porcentaje,Balmaseda,0.9
2020,,,Balmaseda,Porcentaje,Balmaseda,1.0
2014,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,26.6
2016,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,34.2
2017,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,34.5
2020,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,39.7
2019,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,35.7
2015,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,32.6
2012,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,18.5
2018,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,37.1
2021,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,36.6
2010,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,17.5
2019,,,Barakaldo,Porcentaje,Barakaldo,0.0
2018,,,Barakaldo,Porcentaje,Barakaldo,0.0
2012,,,Barakaldo,Porcentaje,Barakaldo,0.0
2016,,,Barakaldo,Porcentaje,Barakaldo,0.0
2021,,,Barakaldo,Porcentaje,Barakaldo,0.0
2020,,,Barakaldo,Porcentaje,Barakaldo,0.0
2017,,,Barakaldo,Porcentaje,Barakaldo,0.0
2014,,,Barakaldo,Porcentaje,Barakaldo,0.0
2015,,,Barakaldo,Porcentaje,Barakaldo,0.0
2010,,,Barakaldo,Porcentaje,Barakaldo,0.0
2014,,,Barrika,Porcentaje,Barrika,1.1
2012,,,Barrika,Porcentaje,Barrika,1.2
2015,,,Barrika,Porcentaje,Barrika,1.3
2019,,,Barrika,Porcentaje,Barrika,1.8
2018,,,Barrika,Porcentaje,Barrika,1.7
2010,,,Barrika,Porcentaje,Barrika,1.3
2021,,,Barrika,Porcentaje,Barrika,1.8
2016,,,Barrika,Porcentaje,Barrika,1.6
2017,,,Barrika,Porcentaje,Barrika,1.8
2020,,,Barrika,Porcentaje,Barrika,1.9
2017,,,Barrundia,Porcentaje,Barrundia,28.2
2014,,,Barrundia,Porcentaje,Barrundia,30.9
2018,,,Barrundia,Porcentaje,Barrundia,27.5
2015,,,Barrundia,Porcentaje,Barrundia,25.8
2010,,,Barrundia,Porcentaje,Barrundia,23.7
2020,,,Barrundia,Porcentaje,Barrundia,26.7
2012,,,Barrundia,Porcentaje,Barrundia,23.0
2021,,,Barrundia,Porcentaje,Barrundia,30.8
2016,,,Barrundia,Porcentaje,Barrundia,27.3
2019,,,Barrundia,Porcentaje,Barrundia,26.6
2018,,,Basauri,Porcentaje,Basauri,0.0
2012,,,Basauri,Porcentaje,Basauri,0.1
2016,,,Basauri,Porcentaje,Basauri,0.1
2021,,,Basauri,Porcentaje,Basauri,0.0
2020,,,Basauri,Porcentaje,Basauri,0.1
2015,,,Basauri,Porcentaje,Basauri,0.1
2014,,,Basauri,Porcentaje,Basauri,0.1
2017,,,Basauri,Porcentaje,Basauri,0.1
2010,,,Basauri,Porcentaje,Basauri,0.1
2019,,,Basauri,Porcentaje,Basauri,0.0
2010,,,Beasain,Porcentaje,Beasain,0.1
2016,,,Beasain,Porcentaje,Beasain,0.2
2021,,,Beasain,Porcentaje,Beasain,0.2
2014,,,Beasain,Porcentaje,Beasain,0.2
2012,,,Beasain,Porcentaje,Beasain,0.1
2017,,,Beasain,Porcentaje,Beasain,0.2
2020,,,Beasain,Porcentaje,Beasain,0.1
2018,,,Beasain,Porcentaje,Beasain,0.1
2015,,,Beasain,Porcentaje,Beasain,0.2
2019,,,Beasain,Porcentaje,Beasain,0.2
2012,,,Bedia,Porcentaje,Bedia,1.8
2020,,,Bedia,Porcentaje,Bedia,3.0
2014,,,Bedia,Porcentaje,Bedia,2.2
2019,,,Bedia,Porcentaje,Bedia,2.6
2016,,,Bedia,Porcentaje,Bedia,2.3
2015,,,Bedia,Porcentaje,Bedia,2.1
2017,,,Bedia,Porcentaje,Bedia,2.5
2018,,,Bedia,Porcentaje,Bedia,2.5
2021,,,Bedia,Porcentaje,Bedia,3.3
2010,,,Bedia,Porcentaje,Bedia,1.5
2020,,,Beizama,Porcentaje,Beizama,20.4
2021,,,Beizama,Porcentaje,Beizama,24.8
2019,,,Beizama,Porcentaje,Beizama,23.8
2015,,,Beizama,Porcentaje,Beizama,16.5
2010,,,Beizama,Porcentaje,Beizama,18.9
2017,,,Beizama,Porcentaje,Beizama,19.9
2018,,,Beizama,Porcentaje,Beizama,18.5
2016,,,Beizama,Porcentaje,Beizama,19.2
2014,,,Beizama,Porcentaje,Beizama,15.6
2012,,,Beizama,Porcentaje,Beizama,16.7
2020,,,Belauntza,Porcentaje,Belauntza,1.0
2018,,,Belauntza,Porcentaje,Belauntza,0.9
2010,,,Belauntza,Porcentaje,Belauntza,1.7
2021,,,Belauntza,Porcentaje,Belauntza,1.0
2014,,,Belauntza,Porcentaje,Belauntza,1.7
2017,,,Belauntza,Porcentaje,Belauntza,1.2
2016,,,Belauntza,Porcentaje,Belauntza,1.3
2015,,,Belauntza,Porcentaje,Belauntza,1.4
2019,,,Belauntza,Porcentaje,Belauntza,1.1
2012,,,Belauntza,Porcentaje,Belauntza,1.6
2021,,,Berango,Porcentaje,Berango,0.3
2012,,,Berango,Porcentaje,Berango,1.1
2015,,,Berango,Porcentaje,Berango,0.9
2019,,,Berango,Porcentaje,Berango,0.5
2018,,,Berango,Porcentaje,Berango,0.5
2020,,,Berango,Porcentaje,Berango,0.4
2016,,,Berango,Porcentaje,Berango,0.7
2010,,,Berango,Porcentaje,Berango,1.1
2017,,,Berango,Porcentaje,Berango,0.7
2014,,,Berango,Porcentaje,Berango,1.1
2016,,,Berantevilla,Porcentaje,Berantevilla,4.9
2019,,,Berantevilla,Porcentaje,Berantevilla,3.9
2014,,,Berantevilla,Porcentaje,Berantevilla,4.1
2018,,,Berantevilla,Porcentaje,Berantevilla,4.4
2015,,,Berantevilla,Porcentaje,Berantevilla,6.0
2012,,,Berantevilla,Porcentaje,Berantevilla,3.4
2020,,,Berantevilla,Porcentaje,Berantevilla,4.4
2021,,,Berantevilla,Porcentaje,Berantevilla,6.1
2010,,,Berantevilla,Porcentaje,Berantevilla,4.7
2017,,,Berantevilla,Porcentaje,Berantevilla,4.0
2018,,,Berastegi,Porcentaje,Berastegi,2.7
2017,,,Berastegi,Porcentaje,Berastegi,3.7
2020,,,Berastegi,Porcentaje,Berastegi,3.1
2021,,,Berastegi,Porcentaje,Berastegi,3.2
2010,,,Berastegi,Porcentaje,Berastegi,3.0
2014,,,Berastegi,Porcentaje,Berastegi,2.7
2016,,,Berastegi,Porcentaje,Berastegi,2.9
2019,,,Berastegi,Porcentaje,Berastegi,3.7
2015,,,Berastegi,Porcentaje,Berastegi,2.7
2012,,,Berastegi,Porcentaje,Berastegi,3.1
2018,,,Bergara,Porcentaje,Bergara,0.6
2021,,,Bergara,Porcentaje,Bergara,0.8
2010,,,Bergara,Porcentaje,Bergara,0.5
2017,,,Bergara,Porcentaje,Bergara,0.9
2020,,,Bergara,Porcentaje,Bergara,0.7
2014,,,Bergara,Porcentaje,Bergara,0.7
2019,,,Bergara,Porcentaje,Bergara,0.8
2012,,,Bergara,Porcentaje,Bergara,0.6
2016,,,Bergara,Porcentaje,Bergara,0.8
2015,,,Bergara,Porcentaje,Bergara,0.8
2012,,,Bermeo,Porcentaje,Bermeo,30.1
2016,,,Bermeo,Porcentaje,Bermeo,14.3
2021,,,Bermeo,Porcentaje,Bermeo,24.4
2020,,,Bermeo,Porcentaje,Bermeo,29.4
2017,,,Bermeo,Porcentaje,Bermeo,33.4
2014,,,Bermeo,Porcentaje,Bermeo,16.6
2015,,,Bermeo,Porcentaje,Bermeo,13.0
2010,,,Bermeo,Porcentaje,Bermeo,21.8
2019,,,Bermeo,Porcentaje,Bermeo,32.5
2018,,,Bermeo,Porcentaje,Bermeo,30.8
2016,,,Bernedo,Porcentaje,Bernedo,7.6
2010,,,Bernedo,Porcentaje,Bernedo,5.5
2014,,,Bernedo,Porcentaje,Bernedo,7.5
2015,,,Bernedo,Porcentaje,Bernedo,7.8
2018,,,Bernedo,Porcentaje,Bernedo,7.4
2019,,,Bernedo,Porcentaje,Bernedo,7.0
2017,,,Bernedo,Porcentaje,Bernedo,7.5
2020,,,Bernedo,Porcentaje,Bernedo,5.6
2021,,,Bernedo,Porcentaje,Bernedo,7.3
2012,,,Bernedo,Porcentaje,Bernedo,6.1
2017,,,Berriatua,Porcentaje,Berriatua,1.2
2015,,,Berriatua,Porcentaje,Berriatua,1.5
2019,,,Berriatua,Porcentaje,Berriatua,1.4
2018,,,Berriatua,Porcentaje,Berriatua,1.2
2014,,,Berriatua,Porcentaje,Berriatua,1.5
2012,,,Berriatua,Porcentaje,Berriatua,1.7
2010,,,Berriatua,Porcentaje,Berriatua,1.5
2021,,,Berriatua,Porcentaje,Berriatua,2.3
2016,,,Berriatua,Porcentaje,Berriatua,1.4
2020,,,Berriatua,Porcentaje,Berriatua,1.6
2015,,,Berriz,Porcentaje,Berriz,0.7
2019,,,Berriz,Porcentaje,Berriz,0.9
2012,,,Berriz,Porcentaje,Berriz,0.6
2021,,,Berriz,Porcentaje,Berriz,1.2
2020,,,Berriz,Porcentaje,Berriz,1.1
2018,,,Berriz,Porcentaje,Berriz,0.8
2010,,,Berriz,Porcentaje,Berriz,0.6
2014,,,Berriz,Porcentaje,Berriz,0.7
2016,,,Berriz,Porcentaje,Berriz,0.9
2017,,,Berriz,Porcentaje,Berriz,0.9
2015,,,Berrobi,Porcentaje,Berrobi,3.6
2017,,,Berrobi,Porcentaje,Berrobi,3.4
2018,,,Berrobi,Porcentaje,Berrobi,2.6
2016,,,Berrobi,Porcentaje,Berrobi,3.3
2020,,,Berrobi,Porcentaje,Berrobi,3.4
2019,,,Berrobi,Porcentaje,Berrobi,3.2
2021,,,Berrobi,Porcentaje,Berrobi,3.6
2010,,,Berrobi,Porcentaje,Berrobi,4.2
2014,,,Berrobi,Porcentaje,Berrobi,3.2
2012,,,Berrobi,Porcentaje,Berrobi,3.0
2014,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,5.5
2016,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,6.4
2020,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,5.9
2017,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,6.4
2012,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,5.8
2018,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,5.8
2015,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,6.8
2010,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,6.6
2021,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,5.4
2019,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,6.5
2014,,,Bilbao,Porcentaje,Bilbao,0.0
2012,,,Bilbao,Porcentaje,Bilbao,0.1
2010,,,Bilbao,Porcentaje,Bilbao,0.0
2021,,,Bilbao,Porcentaje,Bilbao,0.0
2020,,,Bilbao,Porcentaje,Bilbao,0.0
2016,,,Bilbao,Porcentaje,Bilbao,0.0
2017,,,Bilbao,Porcentaje,Bilbao,0.1
2018,,,Bilbao,Porcentaje,Bilbao,0.1
2019,,,Bilbao,Porcentaje,Bilbao,0.1
2015,,,Bilbao,Porcentaje,Bilbao,0.0
2012,,,Busturia,Porcentaje,Busturia,6.1
2021,,,Busturia,Porcentaje,Busturia,6.4
2010,,,Busturia,Porcentaje,Busturia,5.8
2015,,,Busturia,Porcentaje,Busturia,5.8
2014,,,Busturia,Porcentaje,Busturia,6.5
2019,,,Busturia,Porcentaje,Busturia,4.8
2018,,,Busturia,Porcentaje,Busturia,4.3
2020,,,Busturia,Porcentaje,Busturia,4.7
2017,,,Busturia,Porcentaje,Busturia,5.0
2016,,,Busturia,Porcentaje,Busturia,5.0
2020,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,9.7
2017,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,11.3
2012,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,9.4
2016,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,13.1
2010,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,8.9
2021,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,11.4
2014,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,11.5
2015,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,12.9
2019,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,11.3
2018,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,12.6
2010,,,Deba,Porcentaje,Deba,1.2
2012,,,Deba,Porcentaje,Deba,1.0
2016,,,Deba,Porcentaje,Deba,1.1
2015,,,Deba,Porcentaje,Deba,1.1
2014,,,Deba,Porcentaje,Deba,1.1
2021,,,Deba,Porcentaje,Deba,1.3
2020,,,Deba,Porcentaje,Deba,1.2
2019,,,Deba,Porcentaje,Deba,1.2
2017,,,Deba,Porcentaje,Deba,1.3
2018,,,Deba,Porcentaje,Deba,0.9
2017,,,Derio,Porcentaje,Derio,0.2
2012,,,Derio,Porcentaje,Derio,0.2
2014,,,Derio,Porcentaje,Derio,0.2
2019,,,Derio,Porcentaje,Derio,0.2
2016,,,Derio,Porcentaje,Derio,0.2
2020,,,Derio,Porcentaje,Derio,0.1
2010,,,Derio,Porcentaje,Derio,0.2
2015,,,Derio,Porcentaje,Derio,0.2
2018,,,Derio,Porcentaje,Derio,0.2
2021,,,Derio,Porcentaje,Derio,0.1
2015,,,Dima,Porcentaje,Dima,6.3
2010,,,Dima,Porcentaje,Dima,4.3
2016,,,Dima,Porcentaje,Dima,7.8
2020,,,Dima,Porcentaje,Dima,8.2
2018,,,Dima,Porcentaje,Dima,7.1
2014,,,Dima,Porcentaje,Dima,5.9
2017,,,Dima,Porcentaje,Dima,7.7
2021,,,Dima,Porcentaje,Dima,11.6
2012,,,Dima,Porcentaje,Dima,5.6
2019,,,Dima,Porcentaje,Dima,8.6
2014,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,0.1
2018,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,0.0
2017,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,0.0
2021,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,0.0
2010,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,0.1
2016,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,0.0
2020,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,0.0
2015,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,0.1
2019,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,0.0
2012,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,0.1
2021,,,Durango,Porcentaje,Durango,0.1
2019,,,Durango,Porcentaje,Durango,0.1
2018,,,Durango,Porcentaje,Durango,0.1
2015,,,Durango,Porcentaje,Durango,0.1
2014,,,Durango,Porcentaje,Durango,0.1
2017,,,Durango,Porcentaje,Durango,0.1
2010,,,Durango,Porcentaje,Durango,0.1
2012,,,Durango,Porcentaje,Durango,0.1
2020,,,Durango,Porcentaje,Durango,0.1
2016,,,Durango,Porcentaje,Durango,0.1
2018,,,Ea,Porcentaje,Ea,4.3
2012,,,Ea,Porcentaje,Ea,5.1
2010,,,Ea,Porcentaje,Ea,4.9
2017,,,Ea,Porcentaje,Ea,4.9
2021,,,Ea,Porcentaje,Ea,5.5
2020,,,Ea,Porcentaje,Ea,4.7
2015,,,Ea,Porcentaje,Ea,5.2
2014,,,Ea,Porcentaje,Ea,5.6
2019,,,Ea,Porcentaje,Ea,4.9
2016,,,Ea,Porcentaje,Ea,4.7
2021,,,Eibar,Porcentaje,Eibar,0.2
2020,,,Eibar,Porcentaje,Eibar,0.2
2016,,,Eibar,Porcentaje,Eibar,0.2
2017,,,Eibar,Porcentaje,Eibar,0.2
2010,,,Eibar,Porcentaje,Eibar,0.1
2015,,,Eibar,Porcentaje,Eibar,0.1
2018,,,Eibar,Porcentaje,Eibar,0.2
2019,,,Eibar,Porcentaje,Eibar,0.2
2014,,,Eibar,Porcentaje,Eibar,0.1
2012,,,Eibar,Porcentaje,Eibar,0.1
2012,,,Elantxobe,Porcentaje,Elantxobe,2.0
2017,,,Elantxobe,Porcentaje,Elantxobe,1.2
2016,,,Elantxobe,Porcentaje,Elantxobe,1.4
2021,,,Elantxobe,Porcentaje,Elantxobe,1.2
2020,,,Elantxobe,Porcentaje,Elantxobe,1.0
2018,,,Elantxobe,Porcentaje,Elantxobe,1.0
2019,,,Elantxobe,Porcentaje,Elantxobe,1.1
2010,,,Elantxobe,Porcentaje,Elantxobe,7.1
2015,,,Elantxobe,Porcentaje,Elantxobe,1.6
2014,,,Elantxobe,Porcentaje,Elantxobe,1.8
2020,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,18.9
2021,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,21.9
2014,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,17.0
2017,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,17.3
2012,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,17.0
2015,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,25.6
2010,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,18.4
2019,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,18.1
2016,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,20.2
2018,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,17.3
2010,,,Elciego,Porcentaje,Elciego,5.9
2021,,,Elciego,Porcentaje,Elciego,10.8
2015,,,Elciego,Porcentaje,Elciego,13.3
2020,,,Elciego,Porcentaje,Elciego,12.3
2012,,,Elciego,Porcentaje,Elciego,6.0
2014,,,Elciego,Porcentaje,Elciego,9.8
2017,,,Elciego,Porcentaje,Elciego,12.6
2016,,,Elciego,Porcentaje,Elciego,13.8
2018,,,Elciego,Porcentaje,Elciego,14.1
2019,,,Elciego,Porcentaje,Elciego,12.5
2017,,,Elduain,Porcentaje,Elduain,7.2
2012,,,Elduain,Porcentaje,Elduain,8.2
2021,,,Elduain,Porcentaje,Elduain,8.9
2014,,,Elduain,Porcentaje,Elduain,7.9
2020,,,Elduain,Porcentaje,Elduain,7.2
2019,,,Elduain,Porcentaje,Elduain,7.8
2016,,,Elduain,Porcentaje,Elduain,5.8
2018,,,Elduain,Porcentaje,Elduain,6.5
2010,,,Elduain,Porcentaje,Elduain,9.1
2015,,,Elduain,Porcentaje,Elduain,7.0
2018,,,Elgeta,Porcentaje,Elgeta,0.9
2016,,,Elgeta,Porcentaje,Elgeta,1.2
2019,,,Elgeta,Porcentaje,Elgeta,1.3
2020,,,Elgeta,Porcentaje,Elgeta,1.3
2021,,,Elgeta,Porcentaje,Elgeta,1.5
2012,,,Elgeta,Porcentaje,Elgeta,0.7
2017,,,Elgeta,Porcentaje,Elgeta,1.5
2015,,,Elgeta,Porcentaje,Elgeta,1.0
2014,,,Elgeta,Porcentaje,Elgeta,0.9
2010,,,Elgeta,Porcentaje,Elgeta,0.7
2015,,,Elgoibar,Porcentaje,Elgoibar,0.3
2017,,,Elgoibar,Porcentaje,Elgoibar,0.4
2020,,,Elgoibar,Porcentaje,Elgoibar,0.4
2019,,,Elgoibar,Porcentaje,Elgoibar,0.5
2012,,,Elgoibar,Porcentaje,Elgoibar,0.2
2016,,,Elgoibar,Porcentaje,Elgoibar,0.3
2018,,,Elgoibar,Porcentaje,Elgoibar,0.3
2021,,,Elgoibar,Porcentaje,Elgoibar,0.5
2010,,,Elgoibar,Porcentaje,Elgoibar,0.3
2014,,,Elgoibar,Porcentaje,Elgoibar,0.3
2016,,,Elorrio,Porcentaje,Elorrio,0.8
2020,,,Elorrio,Porcentaje,Elorrio,0.8
2015,,,Elorrio,Porcentaje,Elorrio,0.5
2019,,,Elorrio,Porcentaje,Elorrio,0.8
2018,,,Elorrio,Porcentaje,Elorrio,0.7
2021,,,Elorrio,Porcentaje,Elorrio,1.1
2014,,,Elorrio,Porcentaje,Elorrio,0.6
2010,,,Elorrio,Porcentaje,Elorrio,0.4
2017,,,Elorrio,Porcentaje,Elorrio,0.7
2012,,,Elorrio,Porcentaje,Elorrio,0.5
2012,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,18.4
2017,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,43.1
2021,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,51.0
2018,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,50.6
2010,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,18.3
2015,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,33.6
2014,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,25.5
2019,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,48.9
2016,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,39.7
2020,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,53.4
2012,,,Erandio,Porcentaje,Erandio,0.1
2016,,,Erandio,Porcentaje,Erandio,0.1
2015,,,Erandio,Porcentaje,Erandio,0.1
2010,,,Erandio,Porcentaje,Erandio,0.1
2017,,,Erandio,Porcentaje,Erandio,0.1
2019,,,Erandio,Porcentaje,Erandio,0.1
2020,,,Erandio,Porcentaje,Erandio,0.1
2018,,,Erandio,Porcentaje,Erandio,0.1
2021,,,Erandio,Porcentaje,Erandio,0.1
2014,,,Erandio,Porcentaje,Erandio,0.2
2019,,,Ereño,Porcentaje,Ereño,14.9
2012,,,Ereño,Porcentaje,Ereño,12.2
2017,,,Ereño,Porcentaje,Ereño,8.5
2021,,,Ereño,Porcentaje,Ereño,17.9
2020,,,Ereño,Porcentaje,Ereño,16.4
2015,,,Ereño,Porcentaje,Ereño,10.6
2018,,,Ereño,Porcentaje,Ereño,11.9
2016,,,Ereño,Porcentaje,Ereño,8.7
2014,,,Ereño,Porcentaje,Ereño,13.6
2010,,,Ereño,Porcentaje,Ereño,10.2
2020,,,Ermua,Porcentaje,Ermua,0.1
2010,,,Ermua,Porcentaje,Ermua,0.0
2015,,,Ermua,Porcentaje,Ermua,0.1
2019,,,Ermua,Porcentaje,Ermua,0.1
2018,,,Ermua,Porcentaje,Ermua,0.0
2021,,,Ermua,Porcentaje,Ermua,0.1
2016,,,Ermua,Porcentaje,Ermua,0.1
2014,,,Ermua,Porcentaje,Ermua,0.1
2012,,,Ermua,Porcentaje,Ermua,0.1
2017,,,Ermua,Porcentaje,Ermua,0.1
2018,,,Errenteria,Porcentaje,Errenteria,0.1
2017,,,Errenteria,Porcentaje,Errenteria,0.2
2014,,,Errenteria,Porcentaje,Errenteria,0.1
2012,,,Errenteria,Porcentaje,Errenteria,0.1
2019,,,Errenteria,Porcentaje,Errenteria,0.1
