Year,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2014,,,Bidania-Goiatz,PT,Bidania-Goiatz,5.0
2021,,,Bidania-Goiatz,PT,Bidania-Goiatz,4.9
2019,,,Bidania-Goiatz,PT,Bidania-Goiatz,5.8
2020,,,Bidania-Goiatz,PT,Bidania-Goiatz,5.4
2016,,,Bidania-Goiatz,PT,Bidania-Goiatz,5.8
2018,,,Bidania-Goiatz,PT,Bidania-Goiatz,5.2
2021,,,ES48020,PT,ES48020,0.0
2018,,,ES48020,PT,ES48020,0.1
2019,,,ES48020,PT,ES48020,0.0
2017,,,ES48020,PT,ES48020,0.1
2016,,,ES48020,PT,ES48020,0.0
2020,,,ES48020,PT,ES48020,0.0
2015,,,ES48020,PT,ES48020,0.0
2014,,,ES48020,PT,ES48020,0.0
2019,,,ES48021,PT,ES48021,4.3
2018,,,ES48021,PT,ES48021,3.9
2015,,,ES48021,PT,ES48021,5.3
2017,,,ES48021,PT,ES48021,4.5
2021,,,ES48021,PT,ES48021,5.6
2020,,,ES48021,PT,ES48021,4.3
2016,,,ES48021,PT,ES48021,4.5
2014,,,ES48021,PT,ES48021,5.8
2019,,,Campezo / Kanpezu,PT,Campezo / Kanpezu,10.1
2017,,,Campezo / Kanpezu,PT,Campezo / Kanpezu,10.2
2020,,,Campezo / Kanpezu,PT,Campezo / Kanpezu,8.7
2014,,,Campezo / Kanpezu,PT,Campezo / Kanpezu,10.3
2016,,,Campezo / Kanpezu,PT,Campezo / Kanpezu,11.8
2015,,,Campezo / Kanpezu,PT,Campezo / Kanpezu,11.7
2018,,,Campezo / Kanpezu,PT,Campezo / Kanpezu,11.4
2021,,,Campezo / Kanpezu,PT,Campezo / Kanpezu,10.2
2019,,,Deba,PT,Deba,1.1
2021,,,Deba,PT,Deba,1.2
2020,,,Deba,PT,Deba,1.1
2017,,,Deba,PT,Deba,1.2
2018,,,Deba,PT,Deba,0.8
2014,,,Deba,PT,Deba,1.0
2015,,,Deba,PT,Deba,1.0
2016,,,Deba,PT,Deba,1.0
2021,,,ES48901,PT,ES48901,0.1
2015,,,ES48901,PT,ES48901,0.2
2018,,,ES48901,PT,ES48901,0.1
2016,,,ES48901,PT,ES48901,0.2
2014,,,ES48901,PT,ES48901,0.2
2020,,,ES48901,PT,ES48901,0.1
2019,,,ES48901,PT,ES48901,0.2
2017,,,ES48901,PT,ES48901,0.2
2017,,,ES48026,PT,ES48026,6.9
2015,,,ES48026,PT,ES48026,5.7
2016,,,ES48026,PT,ES48026,7.0
2020,,,ES48026,PT,ES48026,7.4
2021,,,ES48026,PT,ES48026,10.4
2019,,,ES48026,PT,ES48026,7.7
2014,,,ES48026,PT,ES48026,5.2
2018,,,ES48026,PT,ES48026,6.4
2015,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,0.1
2014,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,0.1
2021,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,0.0
2016,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,0.0
2018,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,0.0
2020,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,0.0
2017,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,0.0
2019,,,Donostia / San Sebastián,PT,Donostia / San Sebastián,0.0
2014,,,ES48027,PT,ES48027,0.1
2016,,,ES48027,PT,ES48027,0.1
2021,,,ES48027,PT,ES48027,0.1
2020,,,ES48027,PT,ES48027,0.1
2015,,,ES48027,PT,ES48027,0.1
2018,,,ES48027,PT,ES48027,0.1
2017,,,ES48027,PT,ES48027,0.1
2019,,,ES48027,PT,ES48027,0.1
2016,,,ES48028,PT,ES48028,4.2
2015,,,ES48028,PT,ES48028,4.7
2017,,,ES48028,PT,ES48028,4.4
2021,,,ES48028,PT,ES48028,5.0
2020,,,ES48028,PT,ES48028,4.3
2019,,,ES48028,PT,ES48028,4.4
2014,,,ES48028,PT,ES48028,5.0
2018,,,ES48028,PT,ES48028,3.8
2018,,,Eibar,PT,Eibar,0.1
2020,,,Eibar,PT,Eibar,0.2
2016,,,Eibar,PT,Eibar,0.1
2014,,,Eibar,PT,Eibar,0.1
2017,,,Eibar,PT,Eibar,0.2
2015,,,Eibar,PT,Eibar,0.1
2019,,,Eibar,PT,Eibar,0.2
2021,,,Eibar,PT,Eibar,0.2
2018,,,ES48031,PT,ES48031,0.9
2015,,,ES48031,PT,ES48031,1.5
2019,,,ES48031,PT,ES48031,1.0
2017,,,ES48031,PT,ES48031,1.1
2021,,,ES48031,PT,ES48031,1.1
2020,,,ES48031,PT,ES48031,0.9
2014,,,ES48031,PT,ES48031,1.6
2016,,,ES48031,PT,ES48031,1.2
2017,,,Elburgo / Burgelu,PT,Elburgo / Burgelu,15.6
2015,,,Elburgo / Burgelu,PT,Elburgo / Burgelu,23.1
2018,,,Elburgo / Burgelu,PT,Elburgo / Burgelu,15.6
2016,,,Elburgo / Burgelu,PT,Elburgo / Burgelu,18.1
2020,,,Elburgo / Burgelu,PT,Elburgo / Burgelu,17.0
2019,,,Elburgo / Burgelu,PT,Elburgo / Burgelu,16.3
2014,,,Elburgo / Burgelu,PT,Elburgo / Burgelu,15.4
2021,,,Elburgo / Burgelu,PT,Elburgo / Burgelu,19.5
2019,,,Elciego,PT,Elciego,11.2
2018,,,Elciego,PT,Elciego,12.7
2014,,,Elciego,PT,Elciego,8.9
2015,,,Elciego,PT,Elciego,12.0
2017,,,Elciego,PT,Elciego,11.4
2016,,,Elciego,PT,Elciego,12.4
2021,,,Elciego,PT,Elciego,9.6
2020,,,Elciego,PT,Elciego,11.1
2020,,,Elduain,PT,Elduain,6.5
2018,,,Elduain,PT,Elduain,5.9
2016,,,Elduain,PT,Elduain,5.2
2021,,,Elduain,PT,Elduain,7.9
2015,,,Elduain,PT,Elduain,6.3
2019,,,Elduain,PT,Elduain,7.0
2017,,,Elduain,PT,Elduain,6.5
2014,,,Elduain,PT,Elduain,7.1
2015,,,Elgeta,PT,Elgeta,0.9
2019,,,Elgeta,PT,Elgeta,1.2
2021,,,Elgeta,PT,Elgeta,1.3
2017,,,Elgeta,PT,Elgeta,1.3
2018,,,Elgeta,PT,Elgeta,0.8
2016,,,Elgeta,PT,Elgeta,1.1
2020,,,Elgeta,PT,Elgeta,1.1
2014,,,Elgeta,PT,Elgeta,0.8
2019,,,Elgoibar,PT,Elgoibar,0.4
2016,,,Elgoibar,PT,Elgoibar,0.3
2014,,,Elgoibar,PT,Elgoibar,0.2
2015,,,Elgoibar,PT,Elgoibar,0.3
2017,,,Elgoibar,PT,Elgoibar,0.4
2020,,,Elgoibar,PT,Elgoibar,0.4
2021,,,Elgoibar,PT,Elgoibar,0.5
2018,,,Elgoibar,PT,Elgoibar,0.3
2014,,,ES48032,PT,ES48032,0.5
2016,,,ES48032,PT,ES48032,0.7
2020,,,ES48032,PT,ES48032,0.7
2019,,,ES48032,PT,ES48032,0.8
2021,,,ES48032,PT,ES48032,0.9
2017,,,ES48032,PT,ES48032,0.7
2015,,,ES48032,PT,ES48032,0.5
2018,,,ES48032,PT,ES48032,0.7
2017,,,Elvillar / Bilar,PT,Elvillar / Bilar,38.8
2016,,,Elvillar / Bilar,PT,Elvillar / Bilar,35.7
2014,,,Elvillar / Bilar,PT,Elvillar / Bilar,23.0
2015,,,Elvillar / Bilar,PT,Elvillar / Bilar,30.3
2018,,,Elvillar / Bilar,PT,Elvillar / Bilar,45.6
2021,,,Elvillar / Bilar,PT,Elvillar / Bilar,45.4
2020,,,Elvillar / Bilar,PT,Elvillar / Bilar,48.0
2019,,,Elvillar / Bilar,PT,Elvillar / Bilar,43.9
2018,,,ES48902,PT,ES48902,0.1
2020,,,ES48902,PT,ES48902,0.1
2021,,,ES48902,PT,ES48902,0.1
2014,,,ES48902,PT,ES48902,0.1
2015,,,ES48902,PT,ES48902,0.1
2016,,,ES48902,PT,ES48902,0.1
2017,,,ES48902,PT,ES48902,0.1
2019,,,ES48902,PT,ES48902,0.1
2016,,,ES48033,PT,ES48033,7.8
2018,,,ES48033,PT,ES48033,10.7
2017,,,ES48033,PT,ES48033,7.7
2021,,,ES48033,PT,ES48033,16.0
2020,,,ES48033,PT,ES48033,14.8
2014,,,ES48033,PT,ES48033,12.2
2015,,,ES48033,PT,ES48033,9.5
2019,,,ES48033,PT,ES48033,13.4
2016,,,ES48034,PT,ES48034,0.1
2018,,,ES48034,PT,ES48034,0.0
2014,,,ES48034,PT,ES48034,0.1
2017,,,ES48034,PT,ES48034,0.0
2020,,,ES48034,PT,ES48034,0.1
2021,,,ES48034,PT,ES48034,0.1
2015,,,ES48034,PT,ES48034,0.0
2019,,,ES48034,PT,ES48034,0.0
2014,,,Errenteria,PT,Errenteria,0.1
2015,,,Errenteria,PT,Errenteria,0.1
2018,,,Errenteria,PT,Errenteria,0.1
2017,,,Errenteria,PT,Errenteria,0.1
2021,,,Errenteria,PT,Errenteria,0.1
2016,,,Errenteria,PT,Errenteria,0.1
2020,,,Errenteria,PT,Errenteria,0.1
2019,,,Errenteria,PT,Errenteria,0.1
2015,,,Errezil,PT,Errezil,4.6
2018,,,Errezil,PT,Errezil,5.4
2016,,,Errezil,PT,Errezil,5.7
2020,,,Errezil,PT,Errezil,5.3
2014,,,Errezil,PT,Errezil,4.6
2019,,,Errezil,PT,Errezil,6.5
2017,,,Errezil,PT,Errezil,6.7
2021,,,Errezil,PT,Errezil,4.8
2020,,,Erriberagoitia / Ribera Alta,PT,Erriberagoitia / Ribera Alta,24.4
2019,,,Erriberagoitia / Ribera Alta,PT,Erriberagoitia / Ribera Alta,24.2
2015,,,Erriberagoitia / Ribera Alta,PT,Erriberagoitia / Ribera Alta,20.3
2017,,,Erriberagoitia / Ribera Alta,PT,Erriberagoitia / Ribera Alta,20.8
2016,,,Erriberagoitia / Ribera Alta,PT,Erriberagoitia / Ribera Alta,22.5
2021,,,Erriberagoitia / Ribera Alta,PT,Erriberagoitia / Ribera Alta,26.9
2018,,,Erriberagoitia / Ribera Alta,PT,Erriberagoitia / Ribera Alta,23.3
2014,,,Erriberagoitia / Ribera Alta,PT,Erriberagoitia / Ribera Alta,25.8
2017,,,ES48079,PT,ES48079,14.0
2015,,,ES48079,PT,ES48079,11.5
2016,,,ES48079,PT,ES48079,12.9
2018,,,ES48079,PT,ES48079,12.0
2021,,,ES48079,PT,ES48079,16.4
2014,,,ES48079,PT,ES48079,13.4
2019,,,ES48079,PT,ES48079,13.2
2020,,,ES48079,PT,ES48079,14.3
2019,,,Eskoriatza,PT,Eskoriatza,0.9
2018,,,Eskoriatza,PT,Eskoriatza,0.8
2020,,,Eskoriatza,PT,Eskoriatza,0.9
2016,,,Eskoriatza,PT,Eskoriatza,0.7
2021,,,Eskoriatza,PT,Eskoriatza,1.1
2014,,,Eskoriatza,PT,Eskoriatza,0.6
2015,,,Eskoriatza,PT,Eskoriatza,0.6
2017,,,Eskoriatza,PT,Eskoriatza,0.9
2019,,,ES48029,PT,ES48029,0.0
2015,,,ES48029,PT,ES48029,0.0
2018,,,ES48029,PT,ES48029,0.0
2017,,,ES48029,PT,ES48029,0.0
2021,,,ES48029,PT,ES48029,0.0
2020,,,ES48029,PT,ES48029,0.0
2014,,,ES48029,PT,ES48029,0.0
2016,,,ES48029,PT,ES48029,0.0
2019,,,ES48030,PT,ES48030,1.0
2015,,,ES48030,PT,ES48030,0.8
2017,,,ES48030,PT,ES48030,0.7
2016,,,ES48030,PT,ES48030,0.8
2020,,,ES48030,PT,ES48030,1.0
2021,,,ES48030,PT,ES48030,1.4
2018,,,ES48030,PT,ES48030,0.8
2014,,,ES48030,PT,ES48030,0.8
2015,,,Ezkio-Itsaso,PT,Ezkio-Itsaso,1.6
2021,,,Ezkio-Itsaso,PT,Ezkio-Itsaso,2.0
2020,,,Ezkio-Itsaso,PT,Ezkio-Itsaso,1.8
2019,,,Ezkio-Itsaso,PT,Ezkio-Itsaso,1.9
2017,,,Ezkio-Itsaso,PT,Ezkio-Itsaso,2.2
2014,,,Ezkio-Itsaso,PT,Ezkio-Itsaso,1.5
2016,,,Ezkio-Itsaso,PT,Ezkio-Itsaso,1.7
2018,,,Ezkio-Itsaso,PT,Ezkio-Itsaso,1.5
2020,,,ES48906,PT,ES48906,5.5
2021,,,ES48906,PT,ES48906,5.7
2019,,,ES48906,PT,ES48906,4.4
2017,,,ES48906,PT,ES48906,4.5
2018,,,ES48906,PT,ES48906,4.1
2015,,,ES48906,PT,ES48906,4.7
2016,,,ES48906,PT,ES48906,4.7
2014,,,ES48906,PT,ES48906,4.6
2016,,,ES48035,PT,ES48035,5.6
2015,,,ES48035,PT,ES48035,6.4
2019,,,ES48035,PT,ES48035,4.6
2017,,,ES48035,PT,ES48035,4.7
2021,,,ES48035,PT,ES48035,4.6
2020,,,ES48035,PT,ES48035,4.0
2014,,,ES48035,PT,ES48035,7.4
2018,,,ES48035,PT,ES48035,4.3
2020,,,Gabiria,PT,Gabiria,5.7
2016,,,Gabiria,PT,Gabiria,5.7
2014,,,Gabiria,PT,Gabiria,5.2
2021,,,Gabiria,PT,Gabiria,6.8
2019,,,Gabiria,PT,Gabiria,5.2
2017,,,Gabiria,PT,Gabiria,6.0
2015,,,Gabiria,PT,Gabiria,5.9
2018,,,Gabiria,PT,Gabiria,4.4
2018,,,Gaintza,PT,Gaintza,11.1
2016,,,Gaintza,PT,Gaintza,12.4
2020,,,Gaintza,PT,Gaintza,13.2
2017,,,Gaintza,PT,Gaintza,14.8
2015,,,Gaintza,PT,Gaintza,12.5
2019,,,Gaintza,PT,Gaintza,14.1
2021,,,Gaintza,PT,Gaintza,16.3
2014,,,Gaintza,PT,Gaintza,12.4
2016,,,ES48036,PT,ES48036,0.1
2014,,,ES48036,PT,ES48036,0.2
2018,,,ES48036,PT,ES48036,0.1
2019,,,ES48036,PT,ES48036,0.1
2015,,,ES48036,PT,ES48036,0.2
2017,,,ES48036,PT,ES48036,0.1
2021,,,ES48036,PT,ES48036,0.1
2020,,,ES48036,PT,ES48036,0.1
2015,,,ES48037,PT,ES48037,6.3
2014,,,ES48037,PT,ES48037,5.6
2017,,,ES48037,PT,ES48037,7.6
2021,,,ES48037,PT,ES48037,8.1
2020,,,ES48037,PT,ES48037,7.2
2018,,,ES48037,PT,ES48037,6.7
2019,,,ES48037,PT,ES48037,7.0
2016,,,ES48037,PT,ES48037,8.1
2014,,,ES48038,PT,ES48038,16.4
2019,,,ES48038,PT,ES48038,10.2
2018,,,ES48038,PT,ES48038,10.3
2016,,,ES48038,PT,ES48038,13.0
2015,,,ES48038,PT,ES48038,17.1
2017,,,ES48038,PT,ES48038,11.6
2021,,,ES48038,PT,ES48038,11.6
2020,,,ES48038,PT,ES48038,11.1
2018,,,ES48039,PT,ES48039,5.5
2019,,,ES48039,PT,ES48039,5.8
2016,,,ES48039,PT,ES48039,6.3
2014,,,ES48039,PT,ES48039,5.4
2017,,,ES48039,PT,ES48039,5.8
2021,,,ES48039,PT,ES48039,8.9
2020,,,ES48039,PT,ES48039,7.6
2015,,,ES48039,PT,ES48039,5.5
2019,,,ES48040,PT,ES48040,2.3
2021,,,ES48040,PT,ES48040,2.5
2015,,,ES48040,PT,ES48040,3.3
2014,,,ES48040,PT,ES48040,2.6
2018,,,ES48040,PT,ES48040,2.1
2017,,,ES48040,PT,ES48040,2.4
2016,,,ES48040,PT,ES48040,2.5
2020,,,ES48040,PT,ES48040,2.7
2016,,,ES48041,PT,ES48041,3.1
2018,,,ES48041,PT,ES48041,2.4
2014,,,ES48041,PT,ES48041,4.1
2015,,,ES48041,PT,ES48041,3.6
2017,,,ES48041,PT,ES48041,2.6
2020,,,ES48041,PT,ES48041,2.8
2021,,,ES48041,PT,ES48041,3.4
2019,,,ES48041,PT,ES48041,2.5
2014,,,ES20907,PT,ES20907,10.9
2020,,,ES20907,PT,ES20907,18.1
2021,,,ES20907,PT,ES20907,18.5
2016,,,ES20907,PT,ES20907,14.8
2015,,,ES20907,PT,ES20907,12.4
2019,,,ES20907,PT,ES20907,17.9
2018,,,ES20907,PT,ES20907,14.0
2017,,,ES20907,PT,ES20907,16.2
2018,,,ES48046,PT,ES48046,0.3
2014,,,ES48046,PT,ES48046,0.2
2017,,,ES48046,PT,ES48046,0.2
2021,,,ES48046,PT,ES48046,0.3
2019,,,ES48046,PT,ES48046,0.3
2016,,,ES48046,PT,ES48046,0.2
2020,,,ES48046,PT,ES48046,0.3
2015,,,ES48046,PT,ES48046,0.2
2020,,,Getaria,PT,Getaria,15.9
2014,,,Getaria,PT,Getaria,16.4
2018,,,Getaria,PT,Getaria,20.8
2016,,,Getaria,PT,Getaria,17.3
2021,,,Getaria,PT,Getaria,19.0
2019,,,Getaria,PT,Getaria,18.7
2015,,,Getaria,PT,Getaria,18.7
2017,,,Getaria,PT,Getaria,22.3
2016,,,ES48044,PT,ES48044,0.1
2014,,,ES48044,PT,ES48044,0.1
2018,,,ES48044,PT,ES48044,0.0
2021,,,ES48044,PT,ES48044,0.0
2020,,,ES48044,PT,ES48044,0.0
2017,,,ES48044,PT,ES48044,0.1
2015,,,ES48044,PT,ES48044,0.1
2019,,,ES48044,PT,ES48044,0.0
2019,,,ES48047,PT,ES48047,1.9
2015,,,ES48047,PT,ES48047,1.7
2018,,,ES48047,PT,ES48047,1.5
2016,,,ES48047,PT,ES48047,1.9
2021,,,ES48047,PT,ES48047,2.5
2020,,,ES48047,PT,ES48047,1.9
2017,,,ES48047,PT,ES48047,1.4
2014,,,ES48047,PT,ES48047,2.0
2015,,,ES48042,PT,ES48042,4.6
2017,,,ES48042,PT,ES48042,3.8
2021,,,ES48042,PT,ES48042,5.5
2020,,,ES48042,PT,ES48042,3.9
2018,,,ES48042,PT,ES48042,3.6
2016,,,ES48042,PT,ES48042,4.6
2019,,,ES48042,PT,ES48042,4.1
2014,,,ES48042,PT,ES48042,4.9
2019,,,ES48043,PT,ES48043,0.5
2015,,,ES48043,PT,ES48043,1.4
2017,,,ES48043,PT,ES48043,0.8
2021,,,ES48043,PT,ES48043,0.4
2020,,,ES48043,PT,ES48043,0.5
2016,,,ES48043,PT,ES48043,1.1
2014,,,ES48043,PT,ES48043,1.5
2018,,,ES48043,PT,ES48043,0.7
2019,,,ES48045,PT,ES48045,0.9
2015,,,ES48045,PT,ES48045,1.2
2018,,,ES48045,PT,ES48045,1.0
2017,,,ES48045,PT,ES48045,1.1
2020,,,ES48045,PT,ES48045,1.1
2021,,,ES48045,PT,ES48045,1.5
2014,,,ES48045,PT,ES48045,1.2
2016,,,ES48045,PT,ES48045,1.2
2017,,,Harana / Valle de Arana,PT,Harana / Valle de Arana,26.6
2020,,,Harana / Valle de Arana,PT,Harana / Valle de Arana,22.1
2015,,,Harana / Valle de Arana,PT,Harana / Valle de Arana,29.1
2014,,,Harana / Valle de Arana,PT,Harana / Valle de Arana,31.5
2019,,,Harana / Valle de Arana,PT,Harana / Valle de Arana,21.5
2016,,,Harana / Valle de Arana,PT,Harana / Valle de Arana,27.8
2021,,,Harana / Valle de Arana,PT,Harana / Valle de Arana,35.0
2018,,,Harana / Valle de Arana,PT,Harana / Valle de Arana,27.6
2017,,,Hernani,PT,Hernani,0.3
2015,,,Hernani,PT,Hernani,0.4
2021,,,Hernani,PT,Hernani,0.3
2014,,,Hernani,PT,Hernani,0.4
2019,,,Hernani,PT,Hernani,0.2
2018,,,Hernani,PT,Hernani,0.2
2016,,,Hernani,PT,Hernani,0.3
2020,,,Hernani,PT,Hernani,0.2
2014,,,Hernialde,PT,Hernialde,4.4
2017,,,Hernialde,PT,Hernialde,6.3
2015,,,Hernialde,PT,Hernialde,6.6
2021,,,Hernialde,PT,Hernialde,4.5
2020,,,Hernialde,PT,Hernialde,5.0
2019,,,Hernialde,PT,Hernialde,4.9
2018,,,Hernialde,PT,Hernialde,4.9
2016,,,Hernialde,PT,Hernialde,5.2
2019,,,Hondarribia,PT,Hondarribia,5.2
2020,,,Hondarribia,PT,Hondarribia,4.2
2016,,,Hondarribia,PT,Hondarribia,4.3
2014,,,Hondarribia,PT,Hondarribia,4.1
2018,,,Hondarribia,PT,Hondarribia,5.4
2017,,,Hondarribia,PT,Hondarribia,5.9
2021,,,Hondarribia,PT,Hondarribia,5.5
2015,,,Hondarribia,PT,Hondarribia,4.7
2017,,,Ibarra,PT,Ibarra,0.5
2021,,,Ibarra,PT,Ibarra,0.5
2020,,,Ibarra,PT,Ibarra,0.5
2016,,,Ibarra,PT,Ibarra,0.5
2019,,,Ibarra,PT,Ibarra,0.4
2014,,,Ibarra,PT,Ibarra,0.6
2018,,,Ibarra,PT,Ibarra,0.4
2015,,,Ibarra,PT,Ibarra,0.6
2018,,,ES48048,PT,ES48048,3.1
2016,,,ES48048,PT,ES48048,3.8
2015,,,ES48048,PT,ES48048,4.0
2019,,,ES48048,PT,ES48048,3.5
2017,,,ES48048,PT,ES48048,3.9
2020,,,ES48048,PT,ES48048,3.9
2021,,,ES48048,PT,ES48048,4.3
2014,,,ES48048,PT,ES48048,3.8
2017,,,Idiazabal,PT,Idiazabal,1.7
2015,,,Idiazabal,PT,Idiazabal,2.3
2019,,,Idiazabal,PT,Idiazabal,1.1
2021,,,Idiazabal,PT,Idiazabal,1.0
2014,,,Idiazabal,PT,Idiazabal,1.5
2018,,,Idiazabal,PT,Idiazabal,1.2
2016,,,Idiazabal,PT,Idiazabal,1.4
2020,,,Idiazabal,PT,Idiazabal,0.9
2018,,,ES48094,PT,ES48094,0.5
2019,,,ES48094,PT,ES48094,0.5
2021,,,ES48094,PT,ES48094,0.7
2014,,,ES48094,PT,ES48094,0.3
2017,,,ES48094,PT,ES48094,0.5
2016,,,ES48094,PT,ES48094,0.5
2015,,,ES48094,PT,ES48094,0.4
2020,,,ES48094,PT,ES48094,0.5
2017,,,Ikaztegieta,PT,Ikaztegieta,0.5
2015,,,Ikaztegieta,PT,Ikaztegieta,0.7
2019,,,Ikaztegieta,PT,Ikaztegieta,0.4
2021,,,Ikaztegieta,PT,Ikaztegieta,0.4
2014,,,Ikaztegieta,PT,Ikaztegieta,0.6
2016,,,Ikaztegieta,PT,Ikaztegieta,0.5
2020,,,Ikaztegieta,PT,Ikaztegieta,0.4
2018,,,Ikaztegieta,PT,Ikaztegieta,0.3
2019,,,Irun,PT,Irun,0.1
2021,,,Irun,PT,Irun,0.1
2016,,,Irun,PT,Irun,0.1
2018,,,Irun,PT,Irun,0.1
2020,,,Irun,PT,Irun,0.1
2015,,,Irun,PT,Irun,0.1
2017,,,Irun,PT,Irun,0.1
2014,,,Irun,PT,Irun,0.1
2015,,,Iruña Oka / Iruña de Oca,PT,Iruña Oka / Iruña de Oca,1.0
2017,,,Iruña Oka / Iruña de Oca,PT,Iruña Oka / Iruña de Oca,0.8
2019,,,Iruña Oka / Iruña de Oca,PT,Iruña Oka / Iruña de Oca,0.8
2014,,,Iruña Oka / Iruña de Oca,PT,Iruña Oka / Iruña de Oca,1.3
2016,,,Iruña Oka / Iruña de Oca,PT,Iruña Oka / Iruña de Oca,0.9
2021,,,Iruña Oka / Iruña de Oca,PT,Iruña Oka / Iruña de Oca,0.7
2018,,,Iruña Oka / Iruña de Oca,PT,Iruña Oka / Iruña de Oca,0.8
2020,,,Iruña Oka / Iruña de Oca,PT,Iruña Oka / Iruña de Oca,0.6
2021,,,Irura,PT,Irura,0.1
2015,,,Irura,PT,Irura,0.1
2017,,,Irura,PT,Irura,0.1
2014,,,Irura,PT,Irura,0.1
2019,,,Irura,PT,Irura,0.1
2020,,,Irura,PT,Irura,0.1
2016,,,Irura,PT,Irura,0.1
2018,,,Irura,PT,Irura,0.1
2015,,,Iruraiz-Gauna,PT,Iruraiz-Gauna,39.8
2014,,,Iruraiz-Gauna,PT,Iruraiz-Gauna,32.4
2016,,,Iruraiz-Gauna,PT,Iruraiz-Gauna,33.4
2019,,,Iruraiz-Gauna,PT,Iruraiz-Gauna,32.7
2017,,,Iruraiz-Gauna,PT,Iruraiz-Gauna,31.1
2021,,,Iruraiz-Gauna,PT,Iruraiz-Gauna,33.3
2018,,,Iruraiz-Gauna,PT,Iruraiz-Gauna,30.3
2020,,,Iruraiz-Gauna,PT,Iruraiz-Gauna,31.7
2016,,,ES48049,PT,ES48049,8.4
2018,,,ES48049,PT,ES48049,10.3
2014,,,ES48049,PT,ES48049,6.8
2015,,,ES48049,PT,ES48049,7.9
2017,,,ES48049,PT,ES48049,7.9
2021,,,ES48049,PT,ES48049,13.2
2020,,,ES48049,PT,ES48049,11.0
2019,,,ES48049,PT,ES48049,11.3
2015,,,Itsasondo,PT,Itsasondo,1.1
2017,,,Itsasondo,PT,Itsasondo,1.6
2014,,,Itsasondo,PT,Itsasondo,0.9
2021,,,Itsasondo,PT,Itsasondo,1.4
2016,,,Itsasondo,PT,Itsasondo,1.3
2019,,,Itsasondo,PT,Itsasondo,1.6
2020,,,Itsasondo,PT,Itsasondo,1.2
2018,,,Itsasondo,PT,Itsasondo,1.5
2017,,,ES48910,PT,ES48910,0.2
2016,,,ES48910,PT,ES48910,0.2
2015,,,ES48910,PT,ES48910,0.1
2021,,,ES48910,PT,ES48910,0.2
2018,,,ES48910,PT,ES48910,0.2
2019,,,ES48910,PT,ES48910,0.2
2014,,,ES48910,PT,ES48910,0.2
2020,,,ES48910,PT,ES48910,0.2
2019,,,ES48050,PT,ES48050,0.7
2015,,,ES48050,PT,ES48050,0.3
2017,,,ES48050,PT,ES48050,0.5
2016,,,ES48050,PT,ES48050,0.5
2020,,,ES48050,PT,ES48050,0.8
2018,,,ES48050,PT,ES48050,0.6
2014,,,ES48050,PT,ES48050,0.3
2021,,,ES48050,PT,ES48050,0.8
2019,,,ES48022,PT,ES48022,13.5
2015,,,ES48022,PT,ES48022,15.4
2014,,,ES48022,PT,ES48022,19.9
2018,,,ES48022,PT,ES48022,14.1
2017,,,ES48022,PT,ES48022,17.7
2016,,,ES48022,PT,ES48022,16.7
2021,,,ES48022,PT,ES48022,18.8
2020,,,ES48022,PT,ES48022,15.1
2015,,,ES48907,PT,ES48907,26.9
2016,,,ES48907,PT,ES48907,20.9
2017,,,ES48907,PT,ES48907,19.1
2021,,,ES48907,PT,ES48907,17.7
2014,,,ES48907,PT,ES48907,21.8
2020,,,ES48907,PT,ES48907,19.7
2018,,,ES48907,PT,ES48907,15.7
2019,,,ES48907,PT,ES48907,17.1
2019,,,Kripan,PT,Kripan,54.1
2018,,,Kripan,PT,Kripan,57.5
2015,,,Kripan,PT,Kripan,53.2
2021,,,Kripan,PT,Kripan,55.8
2016,,,Kripan,PT,Kripan,54.5
2014,,,Kripan,PT,Kripan,41.3
2020,,,Kripan,PT,Kripan,53.0
2017,,,Kripan,PT,Kripan,54.0
2017,,,Kuartango,PT,Kuartango,29.8
2021,,,Kuartango,PT,Kuartango,27.1
2019,,,Kuartango,PT,Kuartango,31.8
2015,,,Kuartango,PT,Kuartango,26.6
2014,,,Kuartango,PT,Kuartango,37.2
2016,,,Kuartango,PT,Kuartango,29.4
2018,,,Kuartango,PT,Kuartango,33.6
2020,,,Kuartango,PT,Kuartango,29.9
2017,,,Labastida / Bastida,PT,Labastida / Bastida,7.8
2019,,,Labastida / Bastida,PT,Labastida / Bastida,7.3
2020,,,Labastida / Bastida,PT,Labastida / Bastida,6.2
2014,,,Labastida / Bastida,PT,Labastida / Bastida,7.4
2016,,,Labastida / Bastida,PT,Labastida / Bastida,8.0
2018,,,Labastida / Bastida,PT,Labastida / Bastida,8.8
2021,,,Labastida / Bastida,PT,Labastida / Bastida,7.9
2015,,,Labastida / Bastida,PT,Labastida / Bastida,9.8
2018,,,Lagrán,PT,Lagrán,19.8
2021,,,Lagrán,PT,Lagrán,19.9
2020,,,Lagrán,PT,Lagrán,19.8
