Year,Tipo de violencia,Territorio,Comarca,Municipio,Units,GeoCode,Value
2020,Todos los tipos de violencia,,,Lizartza,Por 10.000,Lizartza,0.0
2019,Todos los tipos de violencia,,,Loiu,Por 10.000,Loiu,61.2
2018,Todos los tipos de violencia,,,Loiu,Por 10.000,Loiu,68.9
2021,Todos los tipos de violencia,,,Loiu,Por 10.000,Loiu,45.8
2020,Todos los tipos de violencia,,,Loiu,Por 10.000,Loiu,45.2
2021,Todos los tipos de violencia,,,Mallabia,Por 10.000,Mallabia,16.9
2020,Todos los tipos de violencia,,,Mallabia,Por 10.000,Mallabia,17.1
2018,Todos los tipos de violencia,,,Mallabia,Por 10.000,Mallabia,0.0
2019,Todos los tipos de violencia,,,Mallabia,Por 10.000,Mallabia,17.3
2020,Todos los tipos de violencia,,,Mañaria,Por 10.000,Mañaria,38.8
2019,Todos los tipos de violencia,,,Mañaria,Por 10.000,Mañaria,77.5
2018,Todos los tipos de violencia,,,Mañaria,Por 10.000,Mañaria,79.7
2021,Todos los tipos de violencia,,,Mañaria,Por 10.000,Mañaria,79.4
2021,Todos los tipos de violencia,,,Markina-Xemein,Por 10.000,Markina-Xemein,52.8
2019,Todos los tipos de violencia,,,Markina-Xemein,Por 10.000,Markina-Xemein,20.5
2018,Todos los tipos de violencia,,,Markina-Xemein,Por 10.000,Markina-Xemein,25.0
2020,Todos los tipos de violencia,,,Markina-Xemein,Por 10.000,Markina-Xemein,28.4
2020,Todos los tipos de violencia,,,Maruri-Jatabe,Por 10.000,Maruri-Jatabe,0.0
2018,Todos los tipos de violencia,,,Maruri-Jatabe,Por 10.000,Maruri-Jatabe,22.2
2021,Todos los tipos de violencia,,,Maruri-Jatabe,Por 10.000,Maruri-Jatabe,0.0
2019,Todos los tipos de violencia,,,Maruri-Jatabe,Por 10.000,Maruri-Jatabe,0.0
2019,Todos los tipos de violencia,,,Mendaro,Por 10.000,Mendaro,28.3
2018,Todos los tipos de violencia,,,Mendaro,Por 10.000,Mendaro,18.7
2021,Todos los tipos de violencia,,,Mendaro,Por 10.000,Mendaro,51.0
2020,Todos los tipos de violencia,,,Mendaro,Por 10.000,Mendaro,29.5
2019,Todos los tipos de violencia,,,Mendata,Por 10.000,Mendata,52.6
2021,Todos los tipos de violencia,,,Mendata,Por 10.000,Mendata,49.0
2020,Todos los tipos de violencia,,,Mendata,Por 10.000,Mendata,0.0
2018,Todos los tipos de violencia,,,Mendata,Por 10.000,Mendata,0.0
2020,Todos los tipos de violencia,,,Mendexa,Por 10.000,Mendexa,87.3
2019,Todos los tipos de violencia,,,Mendexa,Por 10.000,Mendexa,41.3
2018,Todos los tipos de violencia,,,Mendexa,Por 10.000,Mendexa,0.0
2021,Todos los tipos de violencia,,,Mendexa,Por 10.000,Mendexa,0.0
2021,Todos los tipos de violencia,,,Meñaka,Por 10.000,Meñaka,58.0
2020,Todos los tipos de violencia,,,Meñaka,Por 10.000,Meñaka,0.0
2018,Todos los tipos de violencia,,,Meñaka,Por 10.000,Meñaka,87.7
2019,Todos los tipos de violencia,,,Meñaka,Por 10.000,Meñaka,0.0
2020,Todos los tipos de violencia,,,Moreda de Álava/Moreda Araba,Por 10.000,Moreda de Álava/Moreda Araba,0.0
2019,Todos los tipos de violencia,,,Moreda de Álava/Moreda Araba,Por 10.000,Moreda de Álava/Moreda Araba,0.0
2018,Todos los tipos de violencia,,,Moreda de Álava/Moreda Araba,Por 10.000,Moreda de Álava/Moreda Araba,0.0
2021,Todos los tipos de violencia,,,Moreda de Álava/Moreda Araba,Por 10.000,Moreda de Álava/Moreda Araba,0.0
2020,Todos los tipos de violencia,,,Morga,Por 10.000,Morga,0.0
2021,Todos los tipos de violencia,,,Morga,Por 10.000,Morga,0.0
2018,Todos los tipos de violencia,,,Morga,Por 10.000,Morga,0.0
2019,Todos los tipos de violencia,,,Morga,Por 10.000,Morga,0.0
2021,Todos los tipos de violencia,,,Mundaka,Por 10.000,Mundaka,61.6
2019,Todos los tipos de violencia,,,Mundaka,Por 10.000,Mundaka,0.0
2018,Todos los tipos de violencia,,,Mundaka,Por 10.000,Mundaka,62.4
2020,Todos los tipos de violencia,,,Mundaka,Por 10.000,Mundaka,30.8
2019,Todos los tipos de violencia,,,Mungia,Por 10.000,Mungia,30.3
2021,Todos los tipos de violencia,,,Mungia,Por 10.000,Mungia,39.2
2020,Todos los tipos de violencia,,,Mungia,Por 10.000,Mungia,41.5
2018,Todos los tipos de violencia,,,Mungia,Por 10.000,Mungia,48.3
2021,Todos los tipos de violencia,,,Munitibar-Arbatzegi Gerrikaitz,Por 10.000,Munitibar-Arbatzegi Gerrikaitz,135.1
2020,Todos los tipos de violencia,,,Munitibar-Arbatzegi Gerrikaitz,Por 10.000,Munitibar-Arbatzegi Gerrikaitz,0.0
2019,Todos los tipos de violencia,,,Munitibar-Arbatzegi Gerrikaitz,Por 10.000,Munitibar-Arbatzegi Gerrikaitz,50.0
2018,Todos los tipos de violencia,,,Munitibar-Arbatzegi Gerrikaitz,Por 10.000,Munitibar-Arbatzegi Gerrikaitz,0.0
2018,Todos los tipos de violencia,,,Murueta,Por 10.000,Murueta,0.0
2021,Todos los tipos de violencia,,,Murueta,Por 10.000,Murueta,0.0
2020,Todos los tipos de violencia,,,Murueta,Por 10.000,Murueta,63.3
2019,Todos los tipos de violencia,,,Murueta,Por 10.000,Murueta,187.5
2019,Todos los tipos de violencia,,,Muskiz,Por 10.000,Muskiz,49.9
2021,Todos los tipos de violencia,,,Muskiz,Por 10.000,Muskiz,56.3
2020,Todos los tipos de violencia,,,Muskiz,Por 10.000,Muskiz,108.4
2018,Todos los tipos de violencia,,,Muskiz,Por 10.000,Muskiz,84.3
2018,Todos los tipos de violencia,,,Mutiloa,Por 10.000,Mutiloa,0.0
2021,Todos los tipos de violencia,,,Mutiloa,Por 10.000,Mutiloa,0.0
2020,Todos los tipos de violencia,,,Mutiloa,Por 10.000,Mutiloa,0.0
2019,Todos los tipos de violencia,,,Mutiloa,Por 10.000,Mutiloa,0.0
2018,Todos los tipos de violencia,,,Mutriku,Por 10.000,Mutriku,26.6
2021,Todos los tipos de violencia,,,Mutriku,Por 10.000,Mutriku,41.6
2020,Todos los tipos de violencia,,,Mutriku,Por 10.000,Mutriku,49.3
2019,Todos los tipos de violencia,,,Mutriku,Por 10.000,Mutriku,49.4
2020,Todos los tipos de violencia,,,Muxika,Por 10.000,Muxika,84.5
2021,Todos los tipos de violencia,,,Muxika,Por 10.000,Muxika,42.9
2019,Todos los tipos de violencia,,,Muxika,Por 10.000,Muxika,13.7
2018,Todos los tipos de violencia,,,Muxika,Por 10.000,Muxika,55.2
2019,Todos los tipos de violencia,,,Nabarniz,Por 10.000,Nabarniz,0.0
2020,Todos los tipos de violencia,,,Nabarniz,Por 10.000,Nabarniz,0.0
2018,Todos los tipos de violencia,,,Nabarniz,Por 10.000,Nabarniz,78.1
2021,Todos los tipos de violencia,,,Nabarniz,Por 10.000,Nabarniz,71.9
2021,Todos los tipos de violencia,,,Navaridas,Por 10.000,Navaridas,102.0
2020,Todos los tipos de violencia,,,Navaridas,Por 10.000,Navaridas,0.0
2018,Todos los tipos de violencia,,,Navaridas,Por 10.000,Navaridas,0.0
2019,Todos los tipos de violencia,,,Navaridas,Por 10.000,Navaridas,0.0
2020,Todos los tipos de violencia,,,Oiartzun,Por 10.000,Oiartzun,41.7
2021,Todos los tipos de violencia,,,Oiartzun,Por 10.000,Oiartzun,53.2
2018,Todos los tipos de violencia,,,Oiartzun,Por 10.000,Oiartzun,30.4
2019,Todos los tipos de violencia,,,Oiartzun,Por 10.000,Oiartzun,34.0
2018,Todos los tipos de violencia,,,Okondo,Por 10.000,Okondo,88.3
2019,Todos los tipos de violencia,,,Okondo,Por 10.000,Okondo,87.4
2021,Todos los tipos de violencia,,,Okondo,Por 10.000,Okondo,126.6
2020,Todos los tipos de violencia,,,Okondo,Por 10.000,Okondo,194.7
2021,Todos los tipos de violencia,,,Olaberria,Por 10.000,Olaberria,44.2
2018,Todos los tipos de violencia,,,Olaberria,Por 10.000,Olaberria,45.5
2019,Todos los tipos de violencia,,,Olaberria,Por 10.000,Olaberria,0.0
2020,Todos los tipos de violencia,,,Olaberria,Por 10.000,Olaberria,44.2
2020,Todos los tipos de violencia,,,Ondarroa,Por 10.000,Ondarroa,44.9
2019,Todos los tipos de violencia,,,Ondarroa,Por 10.000,Ondarroa,33.0
2018,Todos los tipos de violencia,,,Ondarroa,Por 10.000,Ondarroa,23.6
2021,Todos los tipos de violencia,,,Ondarroa,Por 10.000,Ondarroa,21.5
2019,Todos los tipos de violencia,,,Oñati,Por 10.000,Oñati,24.1
2018,Todos los tipos de violencia,,,Oñati,Por 10.000,Oñati,10.4
2021,Todos los tipos de violencia,,,Oñati,Por 10.000,Oñati,12.1
2020,Todos los tipos de violencia,,,Oñati,Por 10.000,Oñati,25.8
2018,Todos los tipos de violencia,,,Ordizia,Por 10.000,Ordizia,39.8
2019,Todos los tipos de violencia,,,Ordizia,Por 10.000,Ordizia,31.5
2020,Todos los tipos de violencia,,,Ordizia,Por 10.000,Ordizia,49.2
2021,Todos los tipos de violencia,,,Ordizia,Por 10.000,Ordizia,59.1
2018,Todos los tipos de violencia,,,Orendain,Por 10.000,Orendain,97.1
2019,Todos los tipos de violencia,,,Orendain,Por 10.000,Orendain,92.6
2020,Todos los tipos de violencia,,,Orendain,Por 10.000,Orendain,87.0
2021,Todos los tipos de violencia,,,Orendain,Por 10.000,Orendain,0.0
2021,Todos los tipos de violencia,,,Orexa,Por 10.000,Orexa,0.0
2018,Todos los tipos de violencia,,,Orexa,Por 10.000,Orexa,0.0
2019,Todos los tipos de violencia,,,Orexa,Por 10.000,Orexa,0.0
2020,Todos los tipos de violencia,,,Orexa,Por 10.000,Orexa,0.0
2021,Todos los tipos de violencia,,,Orio,Por 10.000,Orio,26.4
2020,Todos los tipos de violencia,,,Orio,Por 10.000,Orio,52.6
2019,Todos los tipos de violencia,,,Orio,Por 10.000,Orio,42.9
2018,Todos los tipos de violencia,,,Orio,Por 10.000,Orio,40.2
2020,Todos los tipos de violencia,,,Ormaiztegi,Por 10.000,Ormaiztegi,0.0
2019,Todos los tipos de violencia,,,Ormaiztegi,Por 10.000,Ormaiztegi,15.5
2021,Todos los tipos de violencia,,,Ormaiztegi,Por 10.000,Ormaiztegi,15.9
2018,Todos los tipos de violencia,,,Ormaiztegi,Por 10.000,Ormaiztegi,45.9
2021,Todos los tipos de violencia,,,Orozko,Por 10.000,Orozko,36.1
2020,Todos los tipos de violencia,,,Orozko,Por 10.000,Orozko,81.0
2018,Todos los tipos de violencia,,,Orozko,Por 10.000,Orozko,37.7
2019,Todos los tipos de violencia,,,Orozko,Por 10.000,Orozko,30.1
2020,Todos los tipos de violencia,,,Ortuella,Por 10.000,Ortuella,79.3
2019,Todos los tipos de violencia,,,Ortuella,Por 10.000,Ortuella,83.8
2021,Todos los tipos de violencia,,,Ortuella,Por 10.000,Ortuella,85.7
2018,Todos los tipos de violencia,,,Ortuella,Por 10.000,Ortuella,51.2
2018,Todos los tipos de violencia,,,Otxandio,Por 10.000,Otxandio,30.2
2019,Todos los tipos de violencia,,,Otxandio,Por 10.000,Otxandio,29.9
2021,Todos los tipos de violencia,,,Otxandio,Por 10.000,Otxandio,15.3
2020,Todos los tipos de violencia,,,Otxandio,Por 10.000,Otxandio,30.0
2018,Todos los tipos de violencia,,,Oyón-Oion,Por 10.000,Oyón-Oion,41.0
2019,Todos los tipos de violencia,,,Oyón-Oion,Por 10.000,Oyón-Oion,23.2
2020,Todos los tipos de violencia,,,Oyón-Oion,Por 10.000,Oyón-Oion,46.0
2021,Todos los tipos de violencia,,,Oyón-Oion,Por 10.000,Oyón-Oion,17.1
2019,Todos los tipos de violencia,,,Pasaia,Por 10.000,Pasaia,63.3
2021,Todos los tipos de violencia,,,Pasaia,Por 10.000,Pasaia,59.3
2018,Todos los tipos de violencia,,,Pasaia,Por 10.000,Pasaia,56.5
2020,Todos los tipos de violencia,,,Pasaia,Por 10.000,Pasaia,47.3
2018,Todos los tipos de violencia,,,Peñacerrada-Urizaharra,Por 10.000,Peñacerrada-Urizaharra,0.0
2019,Todos los tipos de violencia,,,Peñacerrada-Urizaharra,Por 10.000,Peñacerrada-Urizaharra,0.0
2021,Todos los tipos de violencia,,,Peñacerrada-Urizaharra,Por 10.000,Peñacerrada-Urizaharra,0.0
2020,Todos los tipos de violencia,,,Peñacerrada-Urizaharra,Por 10.000,Peñacerrada-Urizaharra,78.1
2019,Todos los tipos de violencia,,,Plentzia,Por 10.000,Plentzia,53.5
2020,Todos los tipos de violencia,,,Plentzia,Por 10.000,Plentzia,56.7
2018,Todos los tipos de violencia,,,Plentzia,Por 10.000,Plentzia,48.9
2021,Todos los tipos de violencia,,,Plentzia,Por 10.000,Plentzia,34.7
2020,Todos los tipos de violencia,,,Portugalete,Por 10.000,Portugalete,50.1
2021,Todos los tipos de violencia,,,Portugalete,Por 10.000,Portugalete,55.7
2018,Todos los tipos de violencia,,,Portugalete,Por 10.000,Portugalete,32.4
2019,Todos los tipos de violencia,,,Portugalete,Por 10.000,Portugalete,42.4
2020,Todos los tipos de violencia,,,Ribera Baja/Erriberabeitia,Por 10.000,Ribera Baja/Erriberabeitia,13.3
2019,Todos los tipos de violencia,,,Ribera Baja/Erriberabeitia,Por 10.000,Ribera Baja/Erriberabeitia,0.0
2021,Todos los tipos de violencia,,,Ribera Baja/Erriberabeitia,Por 10.000,Ribera Baja/Erriberabeitia,27.0
2018,Todos los tipos de violencia,,,Ribera Baja/Erriberabeitia,Por 10.000,Ribera Baja/Erriberabeitia,27.0
2021,Todos los tipos de violencia,,,Samaniego,Por 10.000,Samaniego,0.0
2020,Todos los tipos de violencia,,,Samaniego,Por 10.000,Samaniego,0.0
2019,Todos los tipos de violencia,,,Samaniego,Por 10.000,Samaniego,0.0
2018,Todos los tipos de violencia,,,Samaniego,Por 10.000,Samaniego,0.0
2020,Todos los tipos de violencia,,,San Millán/Donemiliaga,Por 10.000,San Millán/Donemiliaga,61.7
2021,Todos los tipos de violencia,,,San Millán/Donemiliaga,Por 10.000,San Millán/Donemiliaga,121.2
2018,Todos los tipos de violencia,,,San Millán/Donemiliaga,Por 10.000,San Millán/Donemiliaga,31.4
2019,Todos los tipos de violencia,,,San Millán/Donemiliaga,Por 10.000,San Millán/Donemiliaga,94.0
2020,Todos los tipos de violencia,,,Santurtzi,Por 10.000,Santurtzi,51.2
2021,Todos los tipos de violencia,,,Santurtzi,Por 10.000,Santurtzi,79.3
2018,Todos los tipos de violencia,,,Santurtzi,Por 10.000,Santurtzi,53.5
2019,Todos los tipos de violencia,,,Santurtzi,Por 10.000,Santurtzi,45.3
2019,Todos los tipos de violencia,,,Segura,Por 10.000,Segura,0.0
2021,Todos los tipos de violencia,,,Segura,Por 10.000,Segura,0.0
2020,Todos los tipos de violencia,,,Segura,Por 10.000,Segura,53.5
2018,Todos los tipos de violencia,,,Segura,Por 10.000,Segura,0.0
2018,Todos los tipos de violencia,,,Sestao,Por 10.000,Sestao,65.8
2019,Todos los tipos de violencia,,,Sestao,Por 10.000,Sestao,94.0
2020,Todos los tipos de violencia,,,Sestao,Por 10.000,Sestao,110.8
2021,Todos los tipos de violencia,,,Sestao,Por 10.000,Sestao,93.3
2019,Todos los tipos de violencia,,,Sondika,Por 10.000,Sondika,38.2
2020,Todos los tipos de violencia,,,Sondika,Por 10.000,Sondika,42.4
2021,Todos los tipos de violencia,,,Sondika,Por 10.000,Sondika,55.5
2018,Todos los tipos de violencia,,,Sondika,Por 10.000,Sondika,25.6
2018,Todos los tipos de violencia,,,Sopela,Por 10.000,Sopela,56.9
2019,Todos los tipos de violencia,,,Sopela,Por 10.000,Sopela,39.4
2020,Todos los tipos de violencia,,,Sopela,Por 10.000,Sopela,33.0
2021,Todos los tipos de violencia,,,Sopela,Por 10.000,Sopela,59.1
2021,Todos los tipos de violencia,,,Sopuerta,Por 10.000,Sopuerta,37.2
2019,Todos los tipos de violencia,,,Sopuerta,Por 10.000,Sopuerta,15.9
2020,Todos los tipos de violencia,,,Sopuerta,Por 10.000,Sopuerta,30.9
2018,Todos los tipos de violencia,,,Sopuerta,Por 10.000,Sopuerta,8.0
2018,Todos los tipos de violencia,,,Soraluze-Placencia de las Armas,Por 10.000,Soraluze-Placencia de las Armas,20.3
2020,Todos los tipos de violencia,,,Soraluze-Placencia de las Armas,Por 10.000,Soraluze-Placencia de las Armas,41.5
2021,Todos los tipos de violencia,,,Soraluze-Placencia de las Armas,Por 10.000,Soraluze-Placencia de las Armas,64.0
2019,Todos los tipos de violencia,,,Soraluze-Placencia de las Armas,Por 10.000,Soraluze-Placencia de las Armas,35.6
2020,Todos los tipos de violencia,,,Sukarrieta,Por 10.000,Sukarrieta,0.0
2019,Todos los tipos de violencia,,,Sukarrieta,Por 10.000,Sukarrieta,119.8
2021,Todos los tipos de violencia,,,Sukarrieta,Por 10.000,Sukarrieta,0.0
2018,Todos los tipos de violencia,,,Sukarrieta,Por 10.000,Sukarrieta,0.0
2018,Todos los tipos de violencia,,,Tolosa,Por 10.000,Tolosa,39.5
2020,Todos los tipos de violencia,,,Tolosa,Por 10.000,Tolosa,37.7
2019,Todos los tipos de violencia,,,Tolosa,Por 10.000,Tolosa,32.1
2021,Todos los tipos de violencia,,,Tolosa,Por 10.000,Tolosa,53.2
2018,Todos los tipos de violencia,,,Trucios-Turtzioz,Por 10.000,Trucios-Turtzioz,79.4
2020,Todos los tipos de violencia,,,Trucios-Turtzioz,Por 10.000,Trucios-Turtzioz,0.0
2019,Todos los tipos de violencia,,,Trucios-Turtzioz,Por 10.000,Trucios-Turtzioz,39.4
2021,Todos los tipos de violencia,,,Trucios-Turtzioz,Por 10.000,Trucios-Turtzioz,0.0
2018,Todos los tipos de violencia,,,Ubide,Por 10.000,Ubide,0.0
2019,Todos los tipos de violencia,,,Ubide,Por 10.000,Ubide,0.0
2021,Todos los tipos de violencia,,,Ubide,Por 10.000,Ubide,0.0
2020,Todos los tipos de violencia,,,Ubide,Por 10.000,Ubide,0.0
2020,Todos los tipos de violencia,,,Ugao-Miraballes,Por 10.000,Ugao-Miraballes,98.6
2018,Todos los tipos de violencia,,,Ugao-Miraballes,Por 10.000,Ugao-Miraballes,34.6
2021,Todos los tipos de violencia,,,Ugao-Miraballes,Por 10.000,Ugao-Miraballes,59.3
2019,Todos los tipos de violencia,,,Ugao-Miraballes,Por 10.000,Ugao-Miraballes,39.5
2021,Todos los tipos de violencia,,,Urduliz,Por 10.000,Urduliz,47.4
2018,Todos los tipos de violencia,,,Urduliz,Por 10.000,Urduliz,67.6
2019,Todos los tipos de violencia,,,Urduliz,Por 10.000,Urduliz,37.0
2020,Todos los tipos de violencia,,,Urduliz,Por 10.000,Urduliz,55.2
2020,Todos los tipos de violencia,,,Urduña/Orduña,Por 10.000,Urduña/Orduña,34.9
2021,Todos los tipos de violencia,,,Urduña/Orduña,Por 10.000,Urduña/Orduña,35.2
2018,Todos los tipos de violencia,,,Urduña/Orduña,Por 10.000,Urduña/Orduña,94.2
2019,Todos los tipos de violencia,,,Urduña/Orduña,Por 10.000,Urduña/Orduña,59.4
2021,Todos los tipos de violencia,,,Urkabustaiz,Por 10.000,Urkabustaiz,0.0
2019,Todos los tipos de violencia,,,Urkabustaiz,Por 10.000,Urkabustaiz,29.4
2020,Todos los tipos de violencia,,,Urkabustaiz,Por 10.000,Urkabustaiz,43.6
2018,Todos los tipos de violencia,,,Urkabustaiz,Por 10.000,Urkabustaiz,0.0
2021,Todos los tipos de violencia,,,Urnieta,Por 10.000,Urnieta,39.0
2019,Todos los tipos de violencia,,,Urnieta,Por 10.000,Urnieta,38.6
2018,Todos los tipos de violencia,,,Urnieta,Por 10.000,Urnieta,35.3
2020,Todos los tipos de violencia,,,Urnieta,Por 10.000,Urnieta,67.9
2018,Todos los tipos de violencia,,,Urretxu,Por 10.000,Urretxu,26.5
2019,Todos los tipos de violencia,,,Urretxu,Por 10.000,Urretxu,32.3
2020,Todos los tipos de violencia,,,Urretxu,Por 10.000,Urretxu,47.0
2021,Todos los tipos de violencia,,,Urretxu,Por 10.000,Urretxu,59.0
2020,Todos los tipos de violencia,,,Usurbil,Por 10.000,Usurbil,22.7
2021,Todos los tipos de violencia,,,Usurbil,Por 10.000,Usurbil,32.6
2019,Todos los tipos de violencia,,,Usurbil,Por 10.000,Usurbil,74.0
2018,Todos los tipos de violencia,,,Usurbil,Por 10.000,Usurbil,45.1
2020,Todos los tipos de violencia,,,Valdegovía/Gaubea,Por 10.000,Valdegovía/Gaubea,40.2
2018,Todos los tipos de violencia,,,Valdegovía/Gaubea,Por 10.000,Valdegovía/Gaubea,0.0
2021,Todos los tipos de violencia,,,Valdegovía/Gaubea,Por 10.000,Valdegovía/Gaubea,57.1
2019,Todos los tipos de violencia,,,Valdegovía/Gaubea,Por 10.000,Valdegovía/Gaubea,41.7
2018,Todos los tipos de violencia,,,Valle de Trápaga-Trapagaran,Por 10.000,Valle de Trápaga-Trapagaran,58.5
2019,Todos los tipos de violencia,,,Valle de Trápaga-Trapagaran,Por 10.000,Valle de Trápaga-Trapagaran,53.6
2021,Todos los tipos de violencia,,,Valle de Trápaga-Trapagaran,Por 10.000,Valle de Trápaga-Trapagaran,80.2
2020,Todos los tipos de violencia,,,Valle de Trápaga-Trapagaran,Por 10.000,Valle de Trápaga-Trapagaran,44.0
2018,Todos los tipos de violencia,,,Villabona,Por 10.000,Villabona,40.3
2021,Todos los tipos de violencia,,,Villabona,Por 10.000,Villabona,27.5
2019,Todos los tipos de violencia,,,Villabona,Por 10.000,Villabona,50.4
2020,Todos los tipos de violencia,,,Villabona,Por 10.000,Villabona,30.5
2021,Todos los tipos de violencia,,,Villabuena de Álava/Eskuernaga,Por 10.000,Villabuena de Álava/Eskuernaga,70.9
2020,Todos los tipos de violencia,,,Villabuena de Álava/Eskuernaga,Por 10.000,Villabuena de Álava/Eskuernaga,0.0
2018,Todos los tipos de violencia,,,Villabuena de Álava/Eskuernaga,Por 10.000,Villabuena de Álava/Eskuernaga,130.7
2019,Todos los tipos de violencia,,,Villabuena de Álava/Eskuernaga,Por 10.000,Villabuena de Álava/Eskuernaga,69.0
2021,Todos los tipos de violencia,,,Vitoria-Gasteiz,Por 10.000,Vitoria-Gasteiz,49.3
2020,Todos los tipos de violencia,,,Vitoria-Gasteiz,Por 10.000,Vitoria-Gasteiz,46.3
2018,Todos los tipos de violencia,,,Vitoria-Gasteiz,Por 10.000,Vitoria-Gasteiz,46.0
2019,Todos los tipos de violencia,,,Vitoria-Gasteiz,Por 10.000,Vitoria-Gasteiz,52.4
2018,Todos los tipos de violencia,,,Yécora/Iekora,Por 10.000,Yécora/Iekora,0.0
2019,Todos los tipos de violencia,,,Yécora/Iekora,Por 10.000,Yécora/Iekora,0.0
2021,Todos los tipos de violencia,,,Yécora/Iekora,Por 10.000,Yécora/Iekora,86.2
2020,Todos los tipos de violencia,,,Yécora/Iekora,Por 10.000,Yécora/Iekora,0.0
2020,Todos los tipos de violencia,,,Zaldibar,Por 10.000,Zaldibar,59.4
2021,Todos los tipos de violencia,,,Zaldibar,Por 10.000,Zaldibar,13.3
2019,Todos los tipos de violencia,,,Zaldibar,Por 10.000,Zaldibar,33.0
2018,Todos los tipos de violencia,,,Zaldibar,Por 10.000,Zaldibar,19.7
2020,Todos los tipos de violencia,,,Zaldibia,Por 10.000,Zaldibia,0.0
2021,Todos los tipos de violencia,,,Zaldibia,Por 10.000,Zaldibia,12.4
2019,Todos los tipos de violencia,,,Zaldibia,Por 10.000,Zaldibia,0.0
2018,Todos los tipos de violencia,,,Zaldibia,Por 10.000,Zaldibia,0.0
2018,Todos los tipos de violencia,,,Zalduondo,Por 10.000,Zalduondo,0.0
2019,Todos los tipos de violencia,,,Zalduondo,Por 10.000,Zalduondo,0.0
2021,Todos los tipos de violencia,,,Zalduondo,Por 10.000,Zalduondo,101.0
2020,Todos los tipos de violencia,,,Zalduondo,Por 10.000,Zalduondo,0.0
2018,Todos los tipos de violencia,,,Zalla,Por 10.000,Zalla,30.3
2021,Todos los tipos de violencia,,,Zalla,Por 10.000,Zalla,56.7
2020,Todos los tipos de violencia,,,Zalla,Por 10.000,Zalla,56.1
2019,Todos los tipos de violencia,,,Zalla,Por 10.000,Zalla,51.3
2018,Todos los tipos de violencia,,,Zambrana,Por 10.000,Zambrana,49.8
2020,Todos los tipos de violencia,,,Zambrana,Por 10.000,Zambrana,47.4
2019,Todos los tipos de violencia,,,Zambrana,Por 10.000,Zambrana,47.8
2021,Todos los tipos de violencia,,,Zambrana,Por 10.000,Zambrana,0.0
2018,Todos los tipos de violencia,,,Zamudio,Por 10.000,Zamudio,24.2
2021,Todos los tipos de violencia,,,Zamudio,Por 10.000,Zamudio,117.9
2020,Todos los tipos de violencia,,,Zamudio,Por 10.000,Zamudio,67.1
2019,Todos los tipos de violencia,,,Zamudio,Por 10.000,Zamudio,36.3
2019,Todos los tipos de violencia,,,Zaratamo,Por 10.000,Zaratamo,35.8
2020,Todos los tipos de violencia,,,Zaratamo,Por 10.000,Zaratamo,154.0
2018,Todos los tipos de violencia,,,Zaratamo,Por 10.000,Zaratamo,24.1
2021,Todos los tipos de violencia,,,Zaratamo,Por 10.000,Zaratamo,83.6
2020,Todos los tipos de violencia,,,Zarautz,Por 10.000,Zarautz,14.2
2018,Todos los tipos de violencia,,,Zarautz,Por 10.000,Zarautz,34.4
2021,Todos los tipos de violencia,,,Zarautz,Por 10.000,Zarautz,25.1
2019,Todos los tipos de violencia,,,Zarautz,Por 10.000,Zarautz,22.5
2021,Todos los tipos de violencia,,,Zeanuri,Por 10.000,Zeanuri,64.1
2020,Todos los tipos de violencia,,,Zeanuri,Por 10.000,Zeanuri,32.8
2019,Todos los tipos de violencia,,,Zeanuri,Por 10.000,Zeanuri,49.8
2018,Todos los tipos de violencia,,,Zeanuri,Por 10.000,Zeanuri,0.0
2018,Todos los tipos de violencia,,,Zeberio,Por 10.000,Zeberio,18.8
2021,Todos los tipos de violencia,,,Zeberio,Por 10.000,Zeberio,56.1
2020,Todos los tipos de violencia,,,Zeberio,Por 10.000,Zeberio,55.9
2019,Todos los tipos de violencia,,,Zeberio,Por 10.000,Zeberio,37.2
2018,Todos los tipos de violencia,,,Zegama,Por 10.000,Zegama,27.5
2020,Todos los tipos de violencia,,,Zegama,Por 10.000,Zegama,13.5
2021,Todos los tipos de violencia,,,Zegama,Por 10.000,Zegama,13.4
2019,Todos los tipos de violencia,,,Zegama,Por 10.000,Zegama,0.0
2021,Todos los tipos de violencia,,,Zerain,Por 10.000,Zerain,0.0
2020,Todos los tipos de violencia,,,Zerain,Por 10.000,Zerain,68.0
2018,Todos los tipos de violencia,,,Zerain,Por 10.000,Zerain,0.0
2019,Todos los tipos de violencia,,,Zerain,Por 10.000,Zerain,137.9
2018,Todos los tipos de violencia,,,Zestoa,Por 10.000,Zestoa,27.4
2020,Todos los tipos de violencia,,,Zestoa,Por 10.000,Zestoa,49.2
2019,Todos los tipos de violencia,,,Zestoa,Por 10.000,Zestoa,38.0
2021,Todos los tipos de violencia,,,Zestoa,Por 10.000,Zestoa,22.3
2021,Todos los tipos de violencia,,,Zierbena,Por 10.000,Zierbena,85.5
2019,Todos los tipos de violencia,,,Zierbena,Por 10.000,Zierbena,56.3
2020,Todos los tipos de violencia,,,Zierbena,Por 10.000,Zierbena,84.2
2018,Todos los tipos de violencia,,,Zierbena,Por 10.000,Zierbena,114.0
2020,Todos los tipos de violencia,,,Zigoitia,Por 10.000,Zigoitia,24.5
2019,Todos los tipos de violencia,,,Zigoitia,Por 10.000,Zigoitia,12.7
