Year,Province,County,Municipality,Units,GeoCode,Value
2020,,,Aduna,Percentage,Aduna,0.4
2014,,,Aizarnazabal,Percentage,Aizarnazabal,0.8
2015,,,Aizarnazabal,Percentage,Aizarnazabal,1.1
2016,,,Aizarnazabal,Percentage,Aizarnazabal,1.0
2017,,,Aizarnazabal,Percentage,Aizarnazabal,1.0
2018,,,Aizarnazabal,Percentage,Aizarnazabal,1.0
2019,,,Aizarnazabal,Percentage,Aizarnazabal,1.0
2020,,,Aizarnazabal,Percentage,Aizarnazabal,1.2
2014,,,Albiztur,Percentage,Albiztur,4.9
2015,,,Albiztur,Percentage,Albiztur,4.0
2016,,,Albiztur,Percentage,Albiztur,4.2
2017,,,Albiztur,Percentage,Albiztur,4.7
2018,,,Albiztur,Percentage,Albiztur,3.2
2019,,,Albiztur,Percentage,Albiztur,4.1
2020,,,Albiztur,Percentage,Albiztur,3.5
2014,,,Alegia,Percentage,Alegia,0.8
2015,,,Alegia,Percentage,Alegia,0.7
2016,,,Alegia,Percentage,Alegia,0.8
2017,,,Alegia,Percentage,Alegia,0.9
2018,,,Alegia,Percentage,Alegia,0.6
2019,,,Alegia,Percentage,Alegia,0.8
2020,,,Alegia,Percentage,Alegia,0.6
2014,,,Alkiza,Percentage,Alkiza,8.8
2015,,,Alkiza,Percentage,Alkiza,10.6
2016,,,Alkiza,Percentage,Alkiza,9.4
2017,,,Alkiza,Percentage,Alkiza,11.3
2018,,,Alkiza,Percentage,Alkiza,9.5
2019,,,Alkiza,Percentage,Alkiza,11.3
2020,,,Alkiza,Percentage,Alkiza,11.5
2014,,,Altzo,Percentage,Altzo,1.3
2015,,,Altzo,Percentage,Altzo,1.2
2016,,,Altzo,Percentage,Altzo,1.2
2017,,,Altzo,Percentage,Altzo,1.8
2018,,,Altzo,Percentage,Altzo,1.2
2019,,,Altzo,Percentage,Altzo,1.3
2020,,,Altzo,Percentage,Altzo,1.0
2014,,,Amezketa,Percentage,Amezketa,1.9
2015,,,Amezketa,Percentage,Amezketa,1.7
2016,,,Amezketa,Percentage,Amezketa,1.8
2017,,,Amezketa,Percentage,Amezketa,2.1
2018,,,Amezketa,Percentage,Amezketa,1.6
2019,,,Amezketa,Percentage,Amezketa,1.5
2020,,,Amezketa,Percentage,Amezketa,1.5
2014,,,Andoain,Percentage,Andoain,0.2
2015,,,Andoain,Percentage,Andoain,0.3
2016,,,Andoain,Percentage,Andoain,0.2
2017,,,Andoain,Percentage,Andoain,0.2
2018,,,Andoain,Percentage,Andoain,0.2
2019,,,Andoain,Percentage,Andoain,0.2
2020,,,Andoain,Percentage,Andoain,0.2
2014,,EU2001,,Percentage,EU2001,1.0
2015,,EU2001,,Percentage,EU2001,1.1
2016,,EU2001,,Percentage,EU2001,1.0
2017,,EU2001,,Percentage,EU2001,1.3
2018,,EU2001,,Percentage,EU2001,1.3
2019,,EU2001,,Percentage,EU2001,1.3
2020,,EU2001,,Percentage,EU2001,1.0
2014,,,Anoeta,Percentage,Anoeta,0.3
2015,,,Anoeta,Percentage,Anoeta,0.4
2016,,,Anoeta,Percentage,Anoeta,0.4
2017,,,Anoeta,Percentage,Anoeta,0.5
2018,,,Anoeta,Percentage,Anoeta,0.4
2019,,,Anoeta,Percentage,Anoeta,0.5
2020,,,Anoeta,Percentage,Anoeta,0.5
2014,,,Antzuola,Percentage,Antzuola,1.1
2015,,,Antzuola,Percentage,Antzuola,1.3
2016,,,Antzuola,Percentage,Antzuola,1.2
2017,,,Antzuola,Percentage,Antzuola,1.5
2018,,,Antzuola,Percentage,Antzuola,1.2
2019,,,Antzuola,Percentage,Antzuola,1.6
2020,,,Antzuola,Percentage,Antzuola,1.4
2014,,,Arama,Percentage,Arama,1.5
2015,,,Arama,Percentage,Arama,1.5
2016,,,Arama,Percentage,Arama,0.4
2017,,,Arama,Percentage,Arama,0.5
2018,,,Arama,Percentage,Arama,0.4
2019,,,Arama,Percentage,Arama,0.3
2020,,,Arama,Percentage,Arama,0.4
2014,,,Aretxabaleta,Percentage,Aretxabaleta,0.3
2015,,,Aretxabaleta,Percentage,Aretxabaleta,0.4
2016,,,Aretxabaleta,Percentage,Aretxabaleta,0.4
2017,,,Aretxabaleta,Percentage,Aretxabaleta,0.5
2018,,,Aretxabaleta,Percentage,Aretxabaleta,0.4
2019,,,Aretxabaleta,Percentage,Aretxabaleta,0.5
2020,,,Aretxabaleta,Percentage,Aretxabaleta,0.4
2014,,,Asteasu,Percentage,Asteasu,2.2
2015,,,Asteasu,Percentage,Asteasu,2.1
2016,,,Asteasu,Percentage,Asteasu,1.6
2017,,,Asteasu,Percentage,Asteasu,1.6
2018,,,Asteasu,Percentage,Asteasu,1.4
2019,,,Asteasu,Percentage,Asteasu,1.5
2020,,,Asteasu,Percentage,Asteasu,1.5
2014,,,Ataun,Percentage,Ataun,8.4
2015,,,Ataun,Percentage,Ataun,7.5
2016,,,Ataun,Percentage,Ataun,7.2
2017,,,Ataun,Percentage,Ataun,7.9
2018,,,Ataun,Percentage,Ataun,6.1
2019,,,Ataun,Percentage,Ataun,7.7
2020,,,Ataun,Percentage,Ataun,7.2
2014,,,Aia,Percentage,Aia,5.3
2015,,,Aia,Percentage,Aia,5.2
2016,,,Aia,Percentage,Aia,4.7
2017,,,Aia,Percentage,Aia,5.2
2018,,,Aia,Percentage,Aia,4.2
2019,,,Aia,Percentage,Aia,5.0
2020,,,Aia,Percentage,Aia,4.9
2014,,,Azkoitia,Percentage,Azkoitia,0.5
2015,,,Azkoitia,Percentage,Azkoitia,0.6
2016,,,Azkoitia,Percentage,Azkoitia,0.7
2017,,,Azkoitia,Percentage,Azkoitia,0.9
2018,,,Azkoitia,Percentage,Azkoitia,0.7
2019,,,Azkoitia,Percentage,Azkoitia,0.9
2020,,,Azkoitia,Percentage,Azkoitia,0.8
2014,,,Azpeitia,Percentage,Azpeitia,0.6
2015,,,Azpeitia,Percentage,Azpeitia,0.7
2016,,,Azpeitia,Percentage,Azpeitia,0.7
2017,,,Azpeitia,Percentage,Azpeitia,0.9
2018,,,Azpeitia,Percentage,Azpeitia,0.7
2019,,,Azpeitia,Percentage,Azpeitia,0.9
2020,,,Azpeitia,Percentage,Azpeitia,0.9
2014,,,Beasain,Percentage,Beasain,0.2
2015,,,Beasain,Percentage,Beasain,0.2
2016,,,Beasain,Percentage,Beasain,0.2
2017,,,Beasain,Percentage,Beasain,0.2
2018,,,Beasain,Percentage,Beasain,0.1
2019,,,Beasain,Percentage,Beasain,0.2
2020,,,Beasain,Percentage,Beasain,0.1
2014,,EU2002,,Percentage,EU2002,0.4
2015,,EU2002,,Percentage,EU2002,0.4
2016,,EU2002,,Percentage,EU2002,0.5
2017,,EU2002,,Percentage,EU2002,0.6
2018,,EU2002,,Percentage,EU2002,0.5
2019,,EU2002,,Percentage,EU2002,0.6
2020,,EU2002,,Percentage,EU2002,0.6
2014,,,Beizama,Percentage,Beizama,15.6
2015,,,Beizama,Percentage,Beizama,16.5
2016,,,Beizama,Percentage,Beizama,19.2
2017,,,Beizama,Percentage,Beizama,19.9
2018,,,Beizama,Percentage,Beizama,18.5
2019,,,Beizama,Percentage,Beizama,23.8
2020,,,Beizama,Percentage,Beizama,20.4
2014,,,Belauntza,Percentage,Belauntza,1.7
2015,,,Belauntza,Percentage,Belauntza,1.4
2016,,,Belauntza,Percentage,Belauntza,1.3
2017,,,Belauntza,Percentage,Belauntza,1.2
2018,,,Belauntza,Percentage,Belauntza,0.9
2019,,,Belauntza,Percentage,Belauntza,1.1
2020,,,Belauntza,Percentage,Belauntza,1.0
2014,,,Berastegi,Percentage,Berastegi,2.7
2015,,,Berastegi,Percentage,Berastegi,2.7
2016,,,Berastegi,Percentage,Berastegi,2.9
2017,,,Berastegi,Percentage,Berastegi,3.7
2018,,,Berastegi,Percentage,Berastegi,2.7
2019,,,Berastegi,Percentage,Berastegi,3.7
2020,,,Berastegi,Percentage,Berastegi,3.1
2014,,,Berrobi,Percentage,Berrobi,3.2
2015,,,Berrobi,Percentage,Berrobi,3.6
2016,,,Berrobi,Percentage,Berrobi,3.3
2017,,,Berrobi,Percentage,Berrobi,3.4
2018,,,Berrobi,Percentage,Berrobi,2.6
2019,,,Berrobi,Percentage,Berrobi,3.2
2020,,,Berrobi,Percentage,Berrobi,3.4
2014,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,5.5
2015,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,6.8
2016,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,6.4
2017,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,6.4
2018,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,5.8
2019,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,6.5
2020,,,Bidania-Goiatz,Percentage,Bidania-Goiatz,5.9
2014,,,Zegama,Percentage,Zegama,3.6
2015,,,Zegama,Percentage,Zegama,4.1
2016,,,Zegama,Percentage,Zegama,3.3
2017,,,Zegama,Percentage,Zegama,4.0
2018,,,Zegama,Percentage,Zegama,2.6
2019,,,Zegama,Percentage,Zegama,3.8
2020,,,Zegama,Percentage,Zegama,3.4
2014,,,Zerain,Percentage,Zerain,12.0
2015,,,Zerain,Percentage,Zerain,10.9
2016,,,Zerain,Percentage,Zerain,9.4
2017,,,Zerain,Percentage,Zerain,9.9
2018,,,Zerain,Percentage,Zerain,9.0
2019,,,Zerain,Percentage,Zerain,8.2
2020,,,Zerain,Percentage,Zerain,7.8
2014,,,Zestoa,Percentage,Zestoa,1.6
2015,,,Zestoa,Percentage,Zestoa,1.6
2016,,,Zestoa,Percentage,Zestoa,1.7
2017,,,Zestoa,Percentage,Zestoa,2.0
2018,,,Zestoa,Percentage,Zestoa,1.7
2019,,,Zestoa,Percentage,Zestoa,1.9
2020,,,Zestoa,Percentage,Zestoa,1.6
2014,,,Zizurkil,Percentage,Zizurkil,1.2
2015,,,Zizurkil,Percentage,Zizurkil,1.2
2016,,,Zizurkil,Percentage,Zizurkil,1.1
2017,,,Zizurkil,Percentage,Zizurkil,1.2
2018,,,Zizurkil,Percentage,Zizurkil,0.9
2019,,,Zizurkil,Percentage,Zizurkil,1.1
2020,,,Zizurkil,Percentage,Zizurkil,1.0
2014,,,Deba,Percentage,Deba,1.1
2015,,,Deba,Percentage,Deba,1.1
2016,,,Deba,Percentage,Deba,1.1
2017,,,Deba,Percentage,Deba,1.3
2018,,,Deba,Percentage,Deba,0.9
2019,,,Deba,Percentage,Deba,1.2
2020,,,Deba,Percentage,Deba,1.2
2014,,EU2003,,Percentage,EU2003,0.5
2015,,EU2003,,Percentage,EU2003,0.5
2016,,EU2003,,Percentage,EU2003,0.5
2017,,EU2003,,Percentage,EU2003,0.7
2018,,EU2003,,Percentage,EU2003,0.4
2019,,EU2003,,Percentage,EU2003,0.6
2020,,EU2003,,Percentage,EU2003,0.5
2014,,,Eibar,Percentage,Eibar,0.1
2015,,,Eibar,Percentage,Eibar,0.1
2016,,,Eibar,Percentage,Eibar,0.2
2017,,,Eibar,Percentage,Eibar,0.2
2018,,,Eibar,Percentage,Eibar,0.2
2019,,,Eibar,Percentage,Eibar,0.2
2020,,,Eibar,Percentage,Eibar,0.2
2014,,,Elduain,Percentage,Elduain,7.9
2015,,,Elduain,Percentage,Elduain,7.0
2016,,,Elduain,Percentage,Elduain,5.8
2017,,,Elduain,Percentage,Elduain,7.2
2018,,,Elduain,Percentage,Elduain,6.5
2019,,,Elduain,Percentage,Elduain,7.8
2020,,,Elduain,Percentage,Elduain,7.2
2014,,,Elgoibar,Percentage,Elgoibar,0.3
2015,,,Elgoibar,Percentage,Elgoibar,0.3
2016,,,Elgoibar,Percentage,Elgoibar,0.3
2017,,,Elgoibar,Percentage,Elgoibar,0.4
2018,,,Elgoibar,Percentage,Elgoibar,0.3
2019,,,Elgoibar,Percentage,Elgoibar,0.5
2020,,,Elgoibar,Percentage,Elgoibar,0.4
2014,,,Elgeta,Percentage,Elgeta,0.9
2015,,,Elgeta,Percentage,Elgeta,1.0
2016,,,Elgeta,Percentage,Elgeta,1.2
2017,,,Elgeta,Percentage,Elgeta,1.5
2018,,,Elgeta,Percentage,Elgeta,0.9
2019,,,Elgeta,Percentage,Elgeta,1.3
2020,,,Elgeta,Percentage,Elgeta,1.3
2014,,,Eskoriatza,Percentage,Eskoriatza,0.7
2015,,,Eskoriatza,Percentage,Eskoriatza,0.7
2016,,,Eskoriatza,Percentage,Eskoriatza,0.8
2017,,,Eskoriatza,Percentage,Eskoriatza,1.0
2018,,,Eskoriatza,Percentage,Eskoriatza,0.9
2019,,,Eskoriatza,Percentage,Eskoriatza,1.0
2020,,,Eskoriatza,Percentage,Eskoriatza,1.0
2014,,,Ezkio-Itsaso,Percentage,Ezkio-Itsaso,1.7
2015,,,Ezkio-Itsaso,Percentage,Ezkio-Itsaso,1.7
2016,,,Ezkio-Itsaso,Percentage,Ezkio-Itsaso,1.9
2017,,,Ezkio-Itsaso,Percentage,Ezkio-Itsaso,2.5
2018,,,Ezkio-Itsaso,Percentage,Ezkio-Itsaso,1.6
2019,,,Ezkio-Itsaso,Percentage,Ezkio-Itsaso,2.1
2020,,,Ezkio-Itsaso,Percentage,Ezkio-Itsaso,1.9
2014,,,Hondarribia,Percentage,Hondarribia,4.5
2015,,,Hondarribia,Percentage,Hondarribia,5.2
2016,,,Hondarribia,Percentage,Hondarribia,4.8
2017,,,Hondarribia,Percentage,Hondarribia,6.6
2018,,,Hondarribia,Percentage,Hondarribia,6.0
2019,,,Hondarribia,Percentage,Hondarribia,5.8
2020,,,Hondarribia,Percentage,Hondarribia,4.7
2014,,,Gaintza,Percentage,Gaintza,13.7
2015,,,Gaintza,Percentage,Gaintza,13.9
2016,,,Gaintza,Percentage,Gaintza,13.8
2017,,,Gaintza,Percentage,Gaintza,16.5
2018,,,Gaintza,Percentage,Gaintza,12.3
2019,,,Gaintza,Percentage,Gaintza,15.7
2020,,,Gaintza,Percentage,Gaintza,14.6
2014,,,Gabiria,Percentage,Gabiria,5.7
2015,,,Gabiria,Percentage,Gabiria,6.6
2016,,,Gabiria,Percentage,Gabiria,6.3
2017,,,Gabiria,Percentage,Gabiria,6.6
2018,,,Gabiria,Percentage,Gabiria,4.9
2019,,,Gabiria,Percentage,Gabiria,5.8
2020,,,Gabiria,Percentage,Gabiria,6.2
2014,,,Getaria,Percentage,Getaria,18.1
2015,,,Getaria,Percentage,Getaria,20.7
2016,,,Getaria,Percentage,Getaria,19.2
2017,,,Getaria,Percentage,Getaria,24.7
2018,,,Getaria,Percentage,Getaria,23.0
2019,,,Getaria,Percentage,Getaria,20.8
2020,,,Getaria,Percentage,Getaria,17.6
2014,,EU2004,,Percentage,EU2004,0.2
2015,,EU2004,,Percentage,EU2004,0.2
2016,,EU2004,,Percentage,EU2004,0.2
2017,,EU2004,,Percentage,EU2004,0.2
2018,,EU2004,,Percentage,EU2004,0.2
2019,,EU2004,,Percentage,EU2004,0.2
2020,,EU2004,,Percentage,EU2004,0.2
2014,,,Hernani,Percentage,Hernani,0.5
2015,,,Hernani,Percentage,Hernani,0.5
2016,,,Hernani,Percentage,Hernani,0.4
2017,,,Hernani,Percentage,Hernani,0.3
2018,,,Hernani,Percentage,Hernani,0.3
2019,,,Hernani,Percentage,Hernani,0.3
2020,,,Hernani,Percentage,Hernani,0.3
2014,,,Hernialde,Percentage,Hernialde,4.9
2015,,,Hernialde,Percentage,Hernialde,7.3
2016,,,Hernialde,Percentage,Hernialde,5.8
2017,,,Hernialde,Percentage,Hernialde,7.0
2018,,,Hernialde,Percentage,Hernialde,5.4
2019,,,Hernialde,Percentage,Hernialde,5.5
2020,,,Hernialde,Percentage,Hernialde,5.5
2014,,,Ibarra,Percentage,Ibarra,0.6
2015,,,Ibarra,Percentage,Ibarra,0.6
2016,,,Ibarra,Percentage,Ibarra,0.5
2017,,,Ibarra,Percentage,Ibarra,0.6
2018,,,Ibarra,Percentage,Ibarra,0.5
2019,,,Ibarra,Percentage,Ibarra,0.5
2020,,,Ibarra,Percentage,Ibarra,0.5
2014,,,Idiazabal,Percentage,Idiazabal,1.6
2015,,,Idiazabal,Percentage,Idiazabal,2.5
2016,,,Idiazabal,Percentage,Idiazabal,1.6
2017,,,Idiazabal,Percentage,Idiazabal,1.9
2018,,,Idiazabal,Percentage,Idiazabal,1.3
2019,,,Idiazabal,Percentage,Idiazabal,1.2
2020,,,Idiazabal,Percentage,Idiazabal,1.0
2014,,,Ikaztegieta,Percentage,Ikaztegieta,0.6
2015,,,Ikaztegieta,Percentage,Ikaztegieta,0.8
2016,,,Ikaztegieta,Percentage,Ikaztegieta,0.5
2017,,,Ikaztegieta,Percentage,Ikaztegieta,0.5
2018,,,Ikaztegieta,Percentage,Ikaztegieta,0.4
2019,,,Ikaztegieta,Percentage,Ikaztegieta,0.4
2020,,,Ikaztegieta,Percentage,Ikaztegieta,0.5
2014,,,Irun,Percentage,Irun,0.1
2015,,,Irun,Percentage,Irun,0.2
2016,,,Irun,Percentage,Irun,0.1
2017,,,Irun,Percentage,Irun,0.1
2018,,,Irun,Percentage,Irun,0.1
2019,,,Irun,Percentage,Irun,0.1
2020,,,Irun,Percentage,Irun,0.1
2014,,,Irura,Percentage,Irura,0.1
2015,,,Irura,Percentage,Irura,0.1
2016,,,Irura,Percentage,Irura,0.1
2017,,,Irura,Percentage,Irura,0.1
2018,,,Irura,Percentage,Irura,0.1
2019,,,Irura,Percentage,Irura,0.1
2020,,,Irura,Percentage,Irura,0.1
2014,,,Itsasondo,Percentage,Itsasondo,1.0
2015,,,Itsasondo,Percentage,Itsasondo,1.2
2016,,,Itsasondo,Percentage,Itsasondo,1.4
2017,,,Itsasondo,Percentage,Itsasondo,1.7
2018,,,Itsasondo,Percentage,Itsasondo,1.6
2019,,,Itsasondo,Percentage,Itsasondo,1.8
2020,,,Itsasondo,Percentage,Itsasondo,1.3
2014,,,Larraul,Percentage,Larraul,6.8
2015,,,Larraul,Percentage,Larraul,7.5
2016,,,Larraul,Percentage,Larraul,4.8
2017,,,Larraul,Percentage,Larraul,4.5
2018,,,Larraul,Percentage,Larraul,4.3
2019,,,Larraul,Percentage,Larraul,4.3
2020,,,Larraul,Percentage,Larraul,5.1
2014,,,Lazkao,Percentage,Lazkao,0.8
2015,,,Lazkao,Percentage,Lazkao,0.8
2016,,,Lazkao,Percentage,Lazkao,0.8
2017,,,Lazkao,Percentage,Lazkao,0.9
2018,,,Lazkao,Percentage,Lazkao,0.6
2019,,,Lazkao,Percentage,Lazkao,0.7
2020,,,Lazkao,Percentage,Lazkao,0.7
2014,,EU2005,,Percentage,EU2005,0.6
2015,,EU2005,,Percentage,EU2005,0.7
2016,,EU2005,,Percentage,EU2005,0.6
2017,,EU2005,,Percentage,EU2005,0.7
2018,,EU2005,,Percentage,EU2005,0.5
2019,,EU2005,,Percentage,EU2005,0.6
2020,,EU2005,,Percentage,EU2005,0.6
2014,,,Leaburu,Percentage,Leaburu,2.0
2015,,,Leaburu,Percentage,Leaburu,1.9
2016,,,Leaburu,Percentage,Leaburu,1.8
2017,,,Leaburu,Percentage,Leaburu,2.1
2018,,,Leaburu,Percentage,Leaburu,1.7
2019,,,Leaburu,Percentage,Leaburu,2.1
2020,,,Leaburu,Percentage,Leaburu,2.0
2014,,,Legazpi,Percentage,Legazpi,0.4
2015,,,Legazpi,Percentage,Legazpi,0.3
2016,,,Legazpi,Percentage,Legazpi,0.4
2017,,,Legazpi,Percentage,Legazpi,0.5
2018,,,Legazpi,Percentage,Legazpi,0.3
2019,,,Legazpi,Percentage,Legazpi,0.5
2020,,,Legazpi,Percentage,Legazpi,0.4
2014,,,Legorreta,Percentage,Legorreta,2.1
2015,,,Legorreta,Percentage,Legorreta,2.3
2016,,,Legorreta,Percentage,Legorreta,1.6
2017,,,Legorreta,Percentage,Legorreta,1.5
2018,,,Legorreta,Percentage,Legorreta,1.2
2019,,,Legorreta,Percentage,Legorreta,1.2
2020,,,Legorreta,Percentage,Legorreta,1.0
2014,,,Lezo,Percentage,Lezo,0.1
2015,,,Lezo,Percentage,Lezo,0.2
2016,,,Lezo,Percentage,Lezo,0.1
2017,,,Lezo,Percentage,Lezo,0.2
2018,,,Lezo,Percentage,Lezo,0.1
2019,,,Lezo,Percentage,Lezo,0.1
2020,,,Lezo,Percentage,Lezo,0.1
2014,,,Lizartza,Percentage,Lizartza,1.6
2015,,,Lizartza,Percentage,Lizartza,1.7
2016,,,Lizartza,Percentage,Lizartza,1.6
2017,,,Lizartza,Percentage,Lizartza,1.8
2018,,,Lizartza,Percentage,Lizartza,1.3
2019,,,Lizartza,Percentage,Lizartza,1.6
2020,,,Lizartza,Percentage,Lizartza,1.4
2014,,,Arrasate/Mondragón,Percentage,Arrasate/Mondragón,0.1
2015,,,Arrasate/Mondragón,Percentage,Arrasate/Mondragón,0.1
2016,,,Arrasate/Mondragón,Percentage,Arrasate/Mondragón,0.2
2017,,,Arrasate/Mondragón,Percentage,Arrasate/Mondragón,0.2
2018,,,Arrasate/Mondragón,Percentage,Arrasate/Mondragón,0.1
2019,,,Arrasate/Mondragón,Percentage,Arrasate/Mondragón,0.2
2020,,,Arrasate/Mondragón,Percentage,Arrasate/Mondragón,0.2
2014,,,Mutriku,Percentage,Mutriku,2.1
2015,,,Mutriku,Percentage,Mutriku,2.1
2016,,,Mutriku,Percentage,Mutriku,2.3
2017,,,Mutriku,Percentage,Mutriku,2.5
2018,,,Mutriku,Percentage,Mutriku,2.4
2019,,,Mutriku,Percentage,Mutriku,2.5
2020,,,Mutriku,Percentage,Mutriku,2.6
2014,,,Mutiloa,Percentage,Mutiloa,10.1
2015,,,Mutiloa,Percentage,Mutiloa,10.2
2016,,,Mutiloa,Percentage,Mutiloa,11.8
2017,,,Mutiloa,Percentage,Mutiloa,14.0
2018,,,Mutiloa,Percentage,Mutiloa,7.0
2019,,,Mutiloa,Percentage,Mutiloa,7.7
2020,,,Mutiloa,Percentage,Mutiloa,8.0
2014,,,Olaberria,Percentage,Olaberria,0.2
2015,,,Olaberria,Percentage,Olaberria,0.2
2016,,,Olaberria,Percentage,Olaberria,0.2
2017,,,Olaberria,Percentage,Olaberria,0.3
2018,,,Olaberria,Percentage,Olaberria,0.2
2019,,,Olaberria,Percentage,Olaberria,0.2
2020,,,Olaberria,Percentage,Olaberria,0.2
2014,,,Oñati,Percentage,Oñati,0.7
2015,,,Oñati,Percentage,Oñati,0.7
2016,,,Oñati,Percentage,Oñati,0.7
2017,,,Oñati,Percentage,Oñati,0.8
2018,,,Oñati,Percentage,Oñati,0.6
2019,,,Oñati,Percentage,Oñati,0.7
2020,,,Oñati,Percentage,Oñati,0.7
2014,,EU2006,,Percentage,EU2006,1.1
2015,,EU2006,,Percentage,EU2006,1.1
2016,,EU2006,,Percentage,EU2006,1.0
2017,,EU2006,,Percentage,EU2006,1.1
2018,,EU2006,,Percentage,EU2006,0.9
2019,,EU2006,,Percentage,EU2006,1.0
2020,,EU2006,,Percentage,EU2006,0.9
2014,,,Orexa,Percentage,Orexa,8.1
2015,,,Orexa,Percentage,Orexa,11.2
2016,,,Orexa,Percentage,Orexa,14.0
2017,,,Orexa,Percentage,Orexa,16.5
2018,,,Orexa,Percentage,Orexa,14.2
2019,,,Orexa,Percentage,Orexa,10.5
2020,,,Orexa,Percentage,Orexa,10.8
2014,,,Orio,Percentage,Orio,4.7
2015,,,Orio,Percentage,Orio,5.1
2016,,,Orio,Percentage,Orio,5.7
2017,,,Orio,Percentage,Orio,7.7
2018,,,Orio,Percentage,Orio,7.7
2019,,,Orio,Percentage,Orio,6.3
2020,,,Orio,Percentage,Orio,3.6
2014,,,Ormaiztegi,Percentage,Ormaiztegi,0.4
2015,,,Ormaiztegi,Percentage,Ormaiztegi,0.3
2016,,,Ormaiztegi,Percentage,Ormaiztegi,0.3
2017,,,Ormaiztegi,Percentage,Ormaiztegi,0.3
2018,,,Ormaiztegi,Percentage,Ormaiztegi,0.2
2019,,,Ormaiztegi,Percentage,Ormaiztegi,0.3
2020,,,Ormaiztegi,Percentage,Ormaiztegi,0.4
2014,,,Oiartzun,Percentage,Oiartzun,0.5
2015,,,Oiartzun,Percentage,Oiartzun,0.5
2016,,,Oiartzun,Percentage,Oiartzun,0.4
2017,,,Oiartzun,Percentage,Oiartzun,0.4
2018,,,Oiartzun,Percentage,Oiartzun,0.3
2019,,,Oiartzun,Percentage,Oiartzun,0.3
2020,,,Oiartzun,Percentage,Oiartzun,0.3
2014,,,Pasaia,Percentage,Pasaia,2.3
2015,,,Pasaia,Percentage,Pasaia,2.4
2016,,,Pasaia,Percentage,Pasaia,2.4
2017,,,Pasaia,Percentage,Pasaia,2.1
2018,,,Pasaia,Percentage,Pasaia,2.6
2019,,,Pasaia,Percentage,Pasaia,3.8
2020,,,Pasaia,Percentage,Pasaia,3.5
2014,,,Soraluze/Placencia de las Armas,Percentage,Soraluze/Placencia de las Armas,0.5
2015,,,Soraluze/Placencia de las Armas,Percentage,Soraluze/Placencia de las Armas,0.5
2016,,,Soraluze/Placencia de las Armas,Percentage,Soraluze/Placencia de las Armas,0.6
2017,,,Soraluze/Placencia de las Armas,Percentage,Soraluze/Placencia de las Armas,0.8
2018,,,Soraluze/Placencia de las Armas,Percentage,Soraluze/Placencia de las Armas,0.6
2019,,,Soraluze/Placencia de las Armas,Percentage,Soraluze/Placencia de las Armas,0.8
2020,,,Soraluze/Placencia de las Armas,Percentage,Soraluze/Placencia de las Armas,0.8
2014,,,Errezil,Percentage,Errezil,5.1
2015,,,Errezil,Percentage,Errezil,5.1
2016,,,Errezil,Percentage,Errezil,6.4
2017,,,Errezil,Percentage,Errezil,7.4
2018,,,Errezil,Percentage,Errezil,6.0
2019,,,Errezil,Percentage,Errezil,7.3
2020,,,Errezil,Percentage,Errezil,5.9
2014,,,Errenteria,Percentage,Errenteria,0.1
2015,,,Errenteria,Percentage,Errenteria,0.1
2016,,,Errenteria,Percentage,Errenteria,0.1
2017,,,Errenteria,Percentage,Errenteria,0.2
2018,,,Errenteria,Percentage,Errenteria,0.1
2019,,,Errenteria,Percentage,Errenteria,0.1
2020,,,Errenteria,Percentage,Errenteria,0.1
2014,,,Leintz-Gatzaga,Percentage,Leintz-Gatzaga,4.5
2015,,,Leintz-Gatzaga,Percentage,Leintz-Gatzaga,5.8
2016,,,Leintz-Gatzaga,Percentage,Leintz-Gatzaga,6.3
2017,,,Leintz-Gatzaga,Percentage,Leintz-Gatzaga,7.2
2018,,,Leintz-Gatzaga,Percentage,Leintz-Gatzaga,5.0
2019,,,Leintz-Gatzaga,Percentage,Leintz-Gatzaga,6.7
2020,,,Leintz-Gatzaga,Percentage,Leintz-Gatzaga,8.3
2014,,,Donostia / San Sebastián,Percentage,Donostia / San Sebastián,0.1
2015,,,Donostia / San Sebastián,Percentage,Donostia / San Sebastián,0.1
2016,,,Donostia / San Sebastián,Percentage,Donostia / San Sebastián,0.0
2017,,,Donostia / San Sebastián,Percentage,Donostia / San Sebastián,0.0
2018,,,Donostia / San Sebastián,Percentage,Donostia / San Sebastián,0.0
2019,,,Donostia / San Sebastián,Percentage,Donostia / San Sebastián,0.0
2020,,,Donostia / San Sebastián,Percentage,Donostia / San Sebastián,0.0
2014,,EU2007,,Percentage,EU2007,1.7
2015,,EU2007,,Percentage,EU2007,1.9
2016,,EU2007,,Percentage,EU2007,1.9
2017,,EU2007,,Percentage,EU2007,2.5
2018,,EU2007,,Percentage,EU2007,2.1
2019,,EU2007,,Percentage,EU2007,2.2
2020,,EU2007,,Percentage,EU2007,1.9
2014,,,Segura,Percentage,Segura,2.6
2015,,,Segura,Percentage,Segura,2.7
2016,,,Segura,Percentage,Segura,2.4
2017,,,Segura,Percentage,Segura,2.9
2018,,,Segura,Percentage,Segura,2.4
