Year,Violencia,Territorio,Units,Value
2020,SEXV,ES01023,PER_10000,0
2019,SEXV,ES20028,PER_10000,13.5
2020,SEXV,ES48019,PER_10000,0
2020,SEXV,ES48018,PER_10000,0
2019,SEXV,ES48018,PER_10000,0
2019,SEXV,ES01052,PER_10000,0
2019,SEXV,ES01011,PER_10000,0
2020,SEXV,ES20028,PER_10000,6.9
2018,SEXV,ES48018,PER_10000,0
2018,SEXV,ES20027,PER_10000,0
2020,SEXV,ES48017,PER_10000,1.2
2019,SEXV,ES48017,PER_10000,2.3
2019,SEXV,ES01051,PER_10000,0
2020,SEXV,ES20027,PER_10000,0
2018,SEXV,ES48017,PER_10000,3.5
2019,SEXV,ES48047,PER_10000,0
2018,SEXV,ES01023,PER_10000,0
2019,SEXV,ES48016,PER_10000,0
2020,SEXV,ES48016,PER_10000,2.6
2018,SEXV,ES48016,PER_10000,0
2019,SEXV,ES01023,PER_10000,0
2019,SEXV,ES48015,PER_10000,2.4
2020,SEXV,ES20026,PER_10000,0
2020,SEXV,ES48015,PER_10000,3.8
2018,SEXV,ES01051,PER_10000,0
2020,SEXV,ES48048,PER_10000,0
2019,SEXV,ES48014,PER_10000,0
2018,SEXV,ES48014,PER_10000,0
2019,SEXV,ES20026,PER_10000,0
2018,SEXV,ES20026,PER_10000,0
2020,SEXV,ES48014,PER_10000,0
2020,SEXV,ES48013,PER_10000,5.9
2019,SEXV,ES0105,PER_10000,2.4
2018,SEXV,ES48013,PER_10000,4.1
2019,SEXV,ES48013,PER_10000,2.5
2020,SEXV,ES20025,PER_10000,0
2018,SEXV,ES20025,PER_10000,0
2019,SEXV,ES48012,PER_10000,0
2018,SEXV,ES0105,PER_10000,4.8
2018,SEXV,ES48012,PER_10000,0
2021,SEXV,ES0105,PER_10000,2.3
2020,SEXV,ES48011,PER_10000,4.9
2018,SEXV,ES48011,PER_10000,3.3
2019,SEXV,ES48011,PER_10000,3.2
2019,SEXV,ES20024,PER_10000,0
2020,SEXV,ES0105,PER_10000,0
2020,SEXV,ES20024,PER_10000,0
2018,SEXV,ES48010,PER_10000,0
2019,SEXV,ES48010,PER_10000,0
2018,SEXV,ES20024,PER_10000,0
2021,SEXV,ES4801,PER_10000,6.7
2018,SEXV,ES01022,PER_10000,0
2020,SEXV,ES4801,PER_10000,1.7
2019,SEXV,ES4801,PER_10000,2.5
2018,SEXV,ES4801,PER_10000,1.7
2019,SEXV,ES01022,PER_10000,0
2019,SEXV,ES20023,PER_10000,0
2019,SEXV,ES48009,PER_10000,0
2018,SEXV,ES20023,PER_10000,0
2018,SEXV,ES48009,PER_10000,19.6
2020,SEXV,ES20023,PER_10000,0
2018,SEXV,ES20022,PER_10000,0
2020,SEXV,ES20022,PER_10000,0
2019,SEXV,ES48008,PER_10000,0
2020,SEXV,ES01022,PER_10000,0
2020,SEXV,ES01049,PER_10000,0
2020,SEXV,ES20008,PER_10000,0
2019,SEXV,ES20022,PER_10000,0
2018,SEXV,ES48008,PER_10000,0
2020,SEXV,ES48007,PER_10000,0
2019,SEXV,ES48007,PER_10000,0
2018,SEXV,ES48007,PER_10000,0
2018,SEXV,ES01049,PER_10000,0
2019,SEXV,ES48006,PER_10000,0
2018,SEXV,ES48006,PER_10000,0
2020,SEXV,ES48006,PER_10000,0
2020,SEXV,ES48046,PER_10000,4.6
2020,SEXV,ES4805,PER_10000,2.6
2019,SEXV,ES01004,PER_10000,0
2019,SEXV,ES01049,PER_10000,0
2018,SEXV,ES01021,PER_10000,0
2020,SEXV,ES20021,PER_10000,0
2018,SEXV,ES20021,PER_10000,0
2019,SEXV,ES48005,PER_10000,0
2018,SEXV,ES48005,PER_10000,0
2019,SEXV,ES01021,PER_10000,0
2018,SEXV,ES20020,PER_10000,0
2019,SEXV,ES48004,PER_10000,0
2018,SEXV,ES01047,PER_10000,0
2018,SEXV,ES48004,PER_10000,0
2020,SEXV,ES48004,PER_10000,0
2019,SEXV,ES20020,PER_10000,0
2020,SEXV,ES01047,PER_10000,0
2019,SEXV,ES48003,PER_10000,0
2018,SEXV,ES20068,PER_10000,0
2020,SEXV,ES48003,PER_10000,1
2020,SEXV,ES20020,PER_10000,0
2019,SEXV,ES01047,PER_10000,0
2018,SEXV,ES48003,PER_10000,3.1
2020,SEXV,ES48002,PER_10000,0
2021,SEXV,ES2002,PER_10000,3.2
2019,SEXV,ES48002,PER_10000,0
2020,SEXV,ES2002,PER_10000,3
2019,SEXV,ES2002,PER_10000,2.3
2020,SEXV,ES48001,PER_10000,5.2
2018,SEXV,ES48001,PER_10000,5.2
2018,SEXV,ES01010,PER_10000,6.9
2019,SEXV,ES01046,PER_10000,0
2019,SEXV,ES48001,PER_10000,0
2019,SEXV,ES48902,PER_10000,6.4
2018,SEXV,ES01046,PER_10000,0
2018,SEXV,ES2002,PER_10000,1.8
2019,SEXV,ES48915,PER_10000,0
2019,SEXV,ES01019,PER_10000,0
2018,SEXV,ES01002,PER_10000,0
2019,SEXV,ES20019,PER_10000,2.9
2020,SEXV,ES01046,PER_10000,0
2018,SEXV,ES20019,PER_10000,7.3
2020,SEXV,ES20072,PER_10000,0
2020,SEXV,ES01002,PER_10000,3.8
2020,SEXV,,PER_10000,4
2020,SEXV,ES20019,PER_10000,1.5
2018,SEXV,ES01003,PER_10000,13.9
2020,SEXV,ES20018,PER_10000,0
2019,SEXV,ES01010,PER_10000,6.9
2018,SEXV,ES20018,PER_10000,8
2020,SEXV,ES01010,PER_10000,0
2019,SEXV,ES01044,PER_10000,0
2019,SEXV,ES20018,PER_10000,0
2020,SEXV,ES20907,PER_10000,0
2019,SEXV,ES20907,PER_10000,0
2018,SEXV,ES20907,PER_10000,0
2018,SEXV,ES20906,PER_10000,0
2018,SEXV,ES01020,PER_10000,0
2020,SEXV,ES20906,PER_10000,0
2019,SEXV,ES20017,PER_10000,0
2019,SEXV,ES20906,PER_10000,0
2020,SEXV,ES20017,PER_10000,1.7
2020,SEXV,ES48097,PER_10000,0
2018,SEXV,ES01062,PER_10000,0
2018,SEXV,ES01044,PER_10000,0
2020,SEXV,ES20905,PER_10000,0
2018,SEXV,ES20905,PER_10000,0
2020,SEXV,ES01044,PER_10000,0
2018,SEXV,ES20016,PER_10000,0
2019,SEXV,ES01020,PER_10000,0
2019,SEXV,ES20904,PER_10000,0
2019,SEXV,ES01043,PER_10000,0
2018,SEXV,ES20904,PER_10000,0
2018,SEXV,ES01031,PER_10000,0
2021,SEXV,ES2001,PER_10000,7.6
2020,SEXV,ES20904,PER_10000,0
2019,SEXV,ES48059,PER_10000,0
2019,SEXV,ES48914,PER_10000,0
2018,SEXV,ES01043,PER_10000,5.8
2019,SEXV,ES20016,PER_10000,10.5
2020,SEXV,ES20903,PER_10000,0
2020,SEXV,ES20016,PER_10000,0
2019,SEXV,ES20903,PER_10000,0
2020,SEXV,ES4806,PER_10000,3.1
2018,SEXV,ES20903,PER_10000,3.1
2020,SEXV,ES01020,PER_10000,0
2020,SEXV,ES20902,PER_10000,2
2019,SEXV,ES20902,PER_10000,6.1
2018,SEXV,ES20902,PER_10000,2.1
2018,SEXV,ES20015,PER_10000,0
2018,SEXV,ES20049,PER_10000,3.6
2019,SEXV,ES20901,PER_10000,0
2020,SEXV,ES20014,PER_10000,0
2020,SEXV,ES20901,PER_10000,0
2018,SEXV,ES0101,PER_10000,0
2020,SEXV,ES01043,PER_10000,0
2020,SEXV,ES20081,PER_10000,9.9
2019,SEXV,ES20081,PER_10000,2
2018,SEXV,ES20081,PER_10000,0
2019,SEXV,ES20014,PER_10000,0
2018,SEXV,ES48095,PER_10000,0
2018,SEXV,ES20014,PER_10000,0
2021,SEXV,ES0102,PER_10000,4.8
2019,SEXV,ES20080,PER_10000,0
2018,SEXV,ES20080,PER_10000,2.2
2018,SEXV,ES20013,PER_10000,0
2018,SEXV,ES01042,PER_10000,0
2020,SEXV,ES20080,PER_10000,2.3
2018,SEXV,ES20079,PER_10000,4.2
2019,SEXV,ES20013,PER_10000,2.8
2019,SEXV,ES20079,PER_10000,2.5
2020,SEXV,ES20079,PER_10000,5
2019,SEXV,ES01042,PER_10000,0
2020,SEXV,ES20078,PER_10000,0
2020,SEXV,ES20013,PER_10000,0
2018,SEXV,ES20078,PER_10000,0
2018,SEXV,ES20012,PER_10000,0
2020,SEXV,ES20012,PER_10000,0
2020,SEXV,ES20077,PER_10000,3
2019,SEXV,ES20077,PER_10000,0
2019,SEXV,ES20012,PER_10000,0
2018,SEXV,ES20077,PER_10000,0
2018,SEXV,ES0102,PER_10000,3.1
2020,SEXV,ES01041,PER_10000,0
2020,SEXV,ES20076,PER_10000,11.8
2019,SEXV,ES01041,PER_10000,0
2020,SEXV,ES20011,PER_10000,0
2019,SEXV,ES20076,PER_10000,2
2019,SEXV,ES20078,PER_10000,0
2018,SEXV,ES20076,PER_10000,2
2018,SEXV,ES48094,PER_10000,0
2019,SEXV,ES0102,PER_10000,3.8
2019,SEXV,ES20075,PER_10000,0
2018,SEXV,ES20075,PER_10000,0
2020,SEXV,ES20075,PER_10000,3.4
2018,SEXV,ES20011,PER_10000,0
2018,SEXV,ES01041,PER_10000,0
2019,SEXV,ES20011,PER_10000,0
2019,SEXV,ES48093,PER_10000,0
2020,SEXV,ES01042,PER_10000,0
2020,SEXV,ES20074,PER_10000,4.1
2019,SEXV,ES20074,PER_10000,5.4
2020,SEXV,ES20010,PER_10000,0
2018,SEXV,ES20074,PER_10000,5.3
2019,SEXV,ES20010,PER_10000,0
2018,SEXV,ES0104,PER_10000,3.6
2020,SEXV,ES20073,PER_10000,0
2019,SEXV,ES20073,PER_10000,3.2
2018,SEXV,ES20010,PER_10000,0
2018,SEXV,ES20073,PER_10000,3.2
2020,SEXV,ES0102,PER_10000,3.4
2018,SEXV,,PER_10000,3.8
2018,SEXV,ES01001,PER_10000,0
2020,SEXV,ES01004,PER_10000,0
2020,SEXV,ES48062,PER_10000,0
2020,SEXV,ES48915,PER_10000,0
2019,SEXV,ES20072,PER_10000,0
2018,SEXV,ES48915,PER_10000,0
2021,SEXV,ES0101,PER_10000,0
2021,SEXV,ES0104,PER_10000,1.8
2018,SEXV,ES20072,PER_10000,6.4
2020,SEXV,ES48066,PER_10000,0
2020,SEXV,ES0104,PER_10000,1.8
2018,SEXV,ES48914,PER_10000,0
2020,SEXV,ES48914,PER_10000,0
2020,SEXV,ES48913,PER_10000,0
2018,SEXV,ES48913,PER_10000,0
2019,SEXV,ES20015,PER_10000,0
2018,SEXV,ES20901,PER_10000,0
2019,SEXV,ES48913,PER_10000,0
2020,SEXV,ES48912,PER_10000,0
2018,SEXV,ES48067,PER_10000,0
2020,SEXV,ES20052,PER_10000,0
2018,SEXV,ES20070,PER_10000,0
2020,SEXV,ES48911,PER_10000,0
2019,SEXV,ES20070,PER_10000,0
2018,SEXV,ES48911,PER_10000,0
2020,SEXV,ES48910,PER_10000,5.3
2019,SEXV,ES48910,PER_10000,0
2018,SEXV,ES48910,PER_10000,5.3
2020,SEXV,ES20015,PER_10000,0
2020,SEXV,ES48909,PER_10000,0
2019,SEXV,ES2007,PER_10000,1.8
2018,SEXV,ES48909,PER_10000,0
2018,SEXV,ES2007,PER_10000,3.4
2018,SEXV,ES20009,PER_10000,0
2019,SEXV,ES48909,PER_10000,0
2019,SEXV,ES20009,PER_10000,0
2020,SEXV,ES48908,PER_10000,0
2018,SEXV,ES48908,PER_10000,0
2020,SEXV,ES48907,PER_10000,0
2018,SEXV,ES48907,PER_10000,0
2020,SEXV,ES20069,PER_10000,5.7
2019,SEXV,ES48906,PER_10000,0
2018,SEXV,ES20069,PER_10000,4.9
2018,SEXV,ES48906,PER_10000,0
2020,SEXV,ES48906,PER_10000,0
2021,SEXV,ES4807,PER_10000,5.9
2020,SEXV,ES48905,PER_10000,18.6
2019,SEXV,ES48905,PER_10000,18.3
2018,SEXV,ES48905,PER_10000,18.1
2019,SEXV,ES20068,PER_10000,0
2018,SEXV,ES20054,PER_10000,0
2020,SEXV,ES48904,PER_10000,4.3
2019,SEXV,ES48904,PER_10000,12.7
2018,SEXV,ES48904,PER_10000,0
2019,SEXV,ES20905,PER_10000,0
2020,SEXV,ES48903,PER_10000,0
2019,SEXV,ES48903,PER_10000,9
2018,SEXV,ES20067,PER_10000,1.9
2018,SEXV,ES48903,PER_10000,0
2020,SEXV,ES0101,PER_10000,0
2018,SEXV,ES20048,PER_10000,0
2020,SEXV,ES48902,PER_10000,4.8
2020,SEXV,ES20067,PER_10000,4.4
2019,SEXV,ES20067,PER_10000,2.4
2020,SEXV,ES48901,PER_10000,2.8
2018,SEXV,ES48901,PER_10000,5.9
2018,SEXV,ES20017,PER_10000,1.7
2019,SEXV,ES48901,PER_10000,2.9
2018,SEXV,ES20007,PER_10000,0
2019,SEXV,ES20066,PER_10000,0
2019,SEXV,ES48097,PER_10000,0
2018,SEXV,ES48097,PER_10000,0
2020,SEXV,ES48096,PER_10000,4.7
2018,SEXV,ES48096,PER_10000,9.3
2020,SEXV,ES20065,PER_10000,5.3
2019,SEXV,ES01009,PER_10000,24.6
2018,SEXV,ES20065,PER_10000,0
2020,SEXV,ES48074,PER_10000,0
2020,SEXV,ES48095,PER_10000,0
2018,SEXV,ES20006,PER_10000,0
2020,SEXV,ES48094,PER_10000,4.7
2020,SEXV,ES20064,PER_10000,1.2
2019,SEXV,ES20064,PER_10000,0
2020,SEXV,ES48093,PER_10000,0
2018,SEXV,ES48093,PER_10000,0
2018,SEXV,ES01037,PER_10000,0
2020,SEXV,ES48092,PER_10000,0
2019,SEXV,ES48092,PER_10000,0
2020,SEXV,ES20063,PER_10000,7.6
2019,SEXV,ES20063,PER_10000,3.8
2018,SEXV,ES01018,PER_10000,12.7
2018,SEXV,ES20063,PER_10000,3.8
2019,SEXV,ES48091,PER_10000,0
2018,SEXV,ES48091,PER_10000,0
2020,SEXV,ES48090,PER_10000,7.5
2019,SEXV,ES48090,PER_10000,5
2019,SEXV,ES20005,PER_10000,0
2020,SEXV,ES20062,PER_10000,15.9
2020,SEXV,ES01018,PER_10000,0
2018,SEXV,ES20005,PER_10000,0
2020,SEXV,ES48089,PER_10000,0
2019,SEXV,ES20057,PER_10000,0
2020,SEXV,ES48088,PER_10000,0
2018,SEXV,ES48088,PER_10000,0
2020,SEXV,ES01036,PER_10000,2.2
2019,SEXV,ES20061,PER_10000,3.3
2018,SEXV,ES20061,PER_10000,3.3
2020,SEXV,ES20061,PER_10000,0
2019,SEXV,ES48087,PER_10000,0
2020,SEXV,ES20006,PER_10000,0
2020,SEXV,ES01009,PER_10000,0
2020,SEXV,ES48087,PER_10000,0
2020,SEXV,ES48086,PER_10000,0
2021,SEXV,,PER_10000,4.6
2019,SEXV,ES48086,PER_10000,0
2018,SEXV,ES48086,PER_10000,0
2018,SEXV,ES01004,PER_10000,10.4
2019,SEXV,ES01036,PER_10000,4.3
2019,SEXV,ES01034,PER_10000,90.1
2020,SEXV,ES20060,PER_10000,0
2018,SEXV,ES20060,PER_10000,0
2020,SEXV,ES48085,PER_10000,4.4
2020,SEXV,ES01021,PER_10000,0
2020,SEXV,ES48084,PER_10000,9.3
2019,SEXV,ES48084,PER_10000,0.7
2018,SEXV,ES48084,PER_10000,2.8
2018,SEXV,ES01017,PER_10000,0
2019,SEXV,ES48083,PER_10000,0
2019,SEXV,ES2006,PER_10000,5.6
2018,SEXV,ES2006,PER_10000,1.6
2018,SEXV,ES20003,PER_10000,0
2019,SEXV,ES48081,PER_10000,8.1
2018,SEXV,ES48082,PER_10000,2.5
2018,SEXV,ES48002,PER_10000,2.1
2019,SEXV,ES48082,PER_10000,3.8
2019,SEXV,ES01018,PER_10000,12.3
2019,SEXV,ES20003,PER_10000,0
2018,SEXV,ES20059,PER_10000,0
2020,SEXV,ES48081,PER_10000,0
2020,SEXV,ES20059,PER_10000,5.2
2018,SEXV,ES48081,PER_10000,8.1
2019,SEXV,ES20059,PER_10000,1.7
2020,SEXV,ES20003,PER_10000,0
2018,SEXV,ES48083,PER_10000,0
2020,SEXV,ES48080,PER_10000,4.9
2019,SEXV,ES48080,PER_10000,6.5
2018,SEXV,ES48080,PER_10000,3.2
2020,SEXV,ES48082,PER_10000,4.2
2019,SEXV,ES01003,PER_10000,0
2020,SEXV,ES48083,PER_10000,4.6
2020,SEXV,ES20058,PER_10000,0
2018,SEXV,ES01036,PER_10000,3.2
2019,SEXV,ES48079,PER_10000,0
2018,SEXV,ES48079,PER_10000,0
2019,SEXV,ES20002,PER_10000,0
2018,SEXV,ES20058,PER_10000,0
2020,SEXV,ES48079,PER_10000,0
2019,SEXV,ES20058,PER_10000,0
2018,SEXV,ES01009,PER_10000,0
2018,SEXV,ES20002,PER_10000,0
2020,SEXV,ES48078,PER_10000,3
2018,SEXV,ES48078,PER_10000,0
2019,SEXV,ES48078,PER_10000,2.9
2020,SEXV,ES2006,PER_10000,2.4
2020,SEXV,ES20057,PER_10000,0
2020,SEXV,ES48005,PER_10000,0
2020,SEXV,ES48077,PER_10000,4.3
2020,SEXV,ES20004,PER_10000,0
2019,SEXV,ES48077,PER_10000,0
2021,SEXV,ES2006,PER_10000,4.4
2018,SEXV,ES20057,PER_10000,0
2018,SEXV,ES48077,PER_10000,0
2018,SEXV,ES48085,PER_10000,6.1
2020,SEXV,ES48076,PER_10000,0
2019,SEXV,ES20021,PER_10000,0
2019,SEXV,ES20004,PER_10000,0
2019,SEXV,ES48076,PER_10000,0
2018,SEXV,ES48076,PER_10000,0
2020,SEXV,ES20002,PER_10000,0
2020,SEXV,ES48075,PER_10000,0
2020,SEXV,ES01034,PER_10000,0
2018,SEXV,ES20056,PER_10000,0
2019,SEXV,ES48075,PER_10000,0
2018,SEXV,ES48075,PER_10000,0
2019,SEXV,ES20056,PER_10000,0
2018,SEXV,ES20004,PER_10000,0
2018,SEXV,ES20001,PER_10000,0
2018,SEXV,ES48074,PER_10000,0
2019,SEXV,ES01017,PER_10000,0
2020,SEXV,ES20001,PER_10000,0
2019,SEXV,ES48074,PER_10000,5
2019,SEXV,ES20001,PER_10000,0
2020,SEXV,ES20056,PER_10000,0
2019,SEXV,ES48085,PER_10000,4.5
2019,SEXV,ES01001,PER_10000,0
2018,SEXV,ES01034,PER_10000,0
2020,SEXV,ES48073,PER_10000,0
2020,SEXV,ES20044,PER_10000,0
2020,SEXV,ES48008,PER_10000,0
2019,SEXV,ES48073,PER_10000,2.4
2018,SEXV,ES48073,PER_10000,2.4
2020,SEXV,ES20055,PER_10000,11.8
2018,SEXV,ES20055,PER_10000,2.7
2020,SEXV,ES48072,PER_10000,0
2019,SEXV,ES48072,PER_10000,0
2018,SEXV,ES48087,PER_10000,0
2018,SEXV,ES48072,PER_10000,0
2020,SEXV,ES48009,PER_10000,0
2019,SEXV,ES20055,PER_10000,0.9
2019,SEXV,ES48071,PER_10000,5.3
2018,SEXV,ES01033,PER_10000,0
2018,SEXV,ES48071,PER_10000,0
2020,SEXV,ES20054,PER_10000,0
2018,SEXV,ES01902,PER_10000,0
2020,SEXV,ES48071,PER_10000,5.4
2020,SEXV,ES48070,PER_10000,0
2020,SEXV,ES20005,PER_10000,0
2019,SEXV,ES48070,PER_10000,0
2019,SEXV,ES20054,PER_10000,0
2018,SEXV,ES48070,PER_10000,0
2018,SEXV,ES20062,PER_10000,0
2019,SEXV,ES48088,PER_10000,0
2018,SEXV,ES20053,PER_10000,0
2020,SEXV,ES4807,PER_10000,2.3
2018,SEXV,ES4807,PER_10000,3.4
2018,SEXV,ES48089,PER_10000,0
2020,SEXV,ES01017,PER_10000,0
2020,SEXV,ES48010,PER_10000,0
2019,SEXV,ES4807,PER_10000,2
2019,SEXV,ES01902,PER_10000,0
2020,SEXV,ES20053,PER_10000,13.1
2020,SEXV,ES48069,PER_10000,1.1
2019,SEXV,ES48069,PER_10000,1.1
2019,SEXV,ES20053,PER_10000,3.3
2020,SEXV,ES01902,PER_10000,0
2018,SEXV,ES48069,PER_10000,1.1
2019,SEXV,ES01037,PER_10000,0
2019,SEXV,ES48089,PER_10000,0
2019,SEXV,ES20062,PER_10000,0
2020,SEXV,ES48068,PER_10000,0
2019,SEXV,ES48068,PER_10000,0
2018,SEXV,ES48068,PER_10000,0
2019,SEXV,ES01901,PER_10000,0
2019,SEXV,ES01033,PER_10000,0
2019,SEXV,ES48067,PER_10000,0
2019,SEXV,ES20025,PER_10000,0
2020,SEXV,ES48012,PER_10000,14.3
2020,SEXV,ES01901,PER_10000,0
2019,SEXV,ES20052,PER_10000,0
2018,SEXV,ES20052,PER_10000,0
2020,SEXV,ES48091,PER_10000,0
2019,SEXV,ES20051,PER_10000,0
2020,SEXV,ES48067,PER_10000,14.3
2018,SEXV,ES20051,PER_10000,0
2019,SEXV,ES48066,PER_10000,0
2018,SEXV,ES48066,PER_10000,0
2018,SEXV,ES48092,PER_10000,0
2020,SEXV,ES01033,PER_10000,23.8
2020,SEXV,ES20051,PER_10000,4.8
2020,SEXV,ES01037,PER_10000,0
2020,SEXV,ES48065,PER_10000,0
2019,SEXV,ES01032,PER_10000,0
2019,SEXV,ES48065,PER_10000,4.9
2020,SEXV,ES01051,PER_10000,3.9
2018,SEXV,ES48065,PER_10000,0
2020,SEXV,ES20050,PER_10000,0
2020,SEXV,ES48064,PER_10000,0
2018,SEXV,ES01901,PER_10000,0
2019,SEXV,ES48064,PER_10000,0
2018,SEXV,ES48064,PER_10000,0
2019,SEXV,ES48094,PER_10000,4.6
2018,SEXV,ES01063,PER_10000,0
2019,SEXV,ES20050,PER_10000,0
2018,SEXV,ES20050,PER_10000,0
2018,SEXV,ES48015,PER_10000,3.8
2019,SEXV,ES48063,PER_10000,0
2018,SEXV,ES48063,PER_10000,0
2018,SEXV,ES01032,PER_10000,0
2020,SEXV,ES48063,PER_10000,0
2018,SEXV,ES2005,PER_10000,2.6
2019,SEXV,ES2005,PER_10000,2.1
2018,SEXV,ES48062,PER_10000,0
2019,SEXV,ES20060,PER_10000,0
2018,SEXV,ES48090,PER_10000,0
2018,SEXV,ES20064,PER_10000,1.2
2020,SEXV,ES01003,PER_10000,0
2021,SEXV,ES2005,PER_10000,3.2
2020,SEXV,ES01063,PER_10000,0
2019,SEXV,ES48062,PER_10000,0
2019,SEXV,ES20027,PER_10000,5.5
2020,SEXV,ES2005,PER_10000,4.4
2019,SEXV,ES48095,PER_10000,13.2
2019,SEXV,ES01063,PER_10000,0
2020,SEXV,ES48061,PER_10000,0
2019,SEXV,ES48061,PER_10000,0
2018,SEXV,ES48061,PER_10000,0
2019,SEXV,ES20006,PER_10000,0
2020,SEXV,ES48060,PER_10000,4.1
2019,SEXV,ES48060,PER_10000,0
2018,SEXV,ES48060,PER_10000,8.2
2019,SEXV,ES20049,PER_10000,10.5
2019,SEXV,ES48096,PER_10000,2.3
2020,SEXV,ES20049,PER_10000,6.9
2019,SEXV,ES4806,PER_10000,1.5
2018,SEXV,ES4806,PER_10000,3.9
2019,SEXV,ES20065,PER_10000,5.2
2020,SEXV,ES20007,PER_10000,0
2018,SEXV,ES01016,PER_10000,0
2021,SEXV,ES4806,PER_10000,3.1
2020,SEXV,ES20066,PER_10000,38.6
2020,SEXV,ES01032,PER_10000,0
2018,SEXV,ES48059,PER_10000,0
2018,SEXV,ES20066,PER_10000,0
2019,SEXV,ES01062,PER_10000,0
2020,SEXV,ES48059,PER_10000,0
2020,SEXV,ES01019,PER_10000,0
2019,SEXV,ES01016,PER_10000,0
2019,SEXV,ES20048,PER_10000,0
2020,SEXV,ES48058,PER_10000,0
2018,SEXV,ES48058,PER_10000,0
2020,SEXV,ES01062,PER_10000,0
2019,SEXV,ES48058,PER_10000,0
2019,SEXV,ES20007,PER_10000,0
2020,SEXV,ES20048,PER_10000,0
2020,SEXV,ES48057,PER_10000,8.2
2019,SEXV,ES48057,PER_10000,2.7
2018,SEXV,ES48057,PER_10000,5.5
2020,SEXV,ES01031,PER_10000,0
2020,SEXV,ES01016,PER_10000,0
2020,SEXV,ES20047,PER_10000,0
2019,SEXV,ES01039,PER_10000,0
2019,SEXV,ES01061,PER_10000,0
2018,SEXV,ES20047,PER_10000,0
2020,SEXV,ES4802,PER_10000,4.2
2020,SEXV,ES48056,PER_10000,0
2019,SEXV,ES48056,PER_10000,0
2020,SEXV,ES01061,PER_10000,0
2018,SEXV,ES48056,PER_10000,0
2019,SEXV,ES20047,PER_10000,0
2018,SEXV,ES48902,PER_10000,6.4
2020,SEXV,ES20046,PER_10000,0
2019,SEXV,ES48055,PER_10000,0
2018,SEXV,ES48055,PER_10000,0
2020,SEXV,ES48020,PER_10000,4.5
2019,SEXV,ES20046,PER_10000,0
2018,SEXV,ES20046,PER_10000,0
2020,SEXV,ES48055,PER_10000,0
2019,SEXV,ES20008,PER_10000,0
2018,SEXV,ES01061,PER_10000,0
2020,SEXV,ES48054,PER_10000,3.1
2018,SEXV,ES48054,PER_10000,1.2
2018,SEXV,ES01008,PER_10000,0
2019,SEXV,ES48054,PER_10000,0.6
2019,SEXV,ES01031,PER_10000,0
2020,SEXV,ES48021,PER_10000,0
2020,SEXV,ES48053,PER_10000,0
2019,SEXV,ES20045,PER_10000,3.9
2019,SEXV,ES48053,PER_10000,0
2020,SEXV,ES20068,PER_10000,0
2018,SEXV,ES48053,PER_10000,0
2020,SEXV,ES01060,PER_10000,0
2020,SEXV,ES48052,PER_10000,0
2019,SEXV,ES48052,PER_10000,0
2020,SEXV,ES20045,PER_10000,8.4
2018,SEXV,ES48052,PER_10000,0
2019,SEXV,ES01060,PER_10000,0
2018,SEXV,ES01060,PER_10000,0
2018,SEXV,ES01039,PER_10000,0
2018,SEXV,ES20045,PER_10000,4.5
2018,SEXV,ES01053,PER_10000,0
2020,SEXV,ES48023,PER_10000,0
2020,SEXV,ES48051,PER_10000,0
2019,SEXV,ES48051,PER_10000,0
2019,SEXV,ES20044,PER_10000,0
2018,SEXV,ES48051,PER_10000,0
2018,SEXV,ES20008,PER_10000,22.9
2018,SEXV,ES20044,PER_10000,0
2020,SEXV,ES01001,PER_10000,13.1
2020,SEXV,ES48050,PER_10000,0
2019,SEXV,ES20069,PER_10000,3.4
2018,SEXV,ES48050,PER_10000,0
2020,SEXV,ES01039,PER_10000,0
2019,SEXV,ES01030,PER_10000,0
2019,SEXV,ES48050,PER_10000,0
2021,SEXV,ES4805,PER_10000,1.3
2019,SEXV,ES0106,PER_10000,2.8
2020,SEXV,ES20043,PER_10000,0
2018,SEXV,ES4805,PER_10000,3
2020,SEXV,ES01030,PER_10000,0
2019,SEXV,ES4805,PER_10000,1.3
2020,SEXV,ES48025,PER_10000,0
2019,SEXV,ES48907,PER_10000,0
2019,SEXV,ES20043,PER_10000,0
2020,SEXV,ES48049,PER_10000,0
2020,SEXV,ES0106,PER_10000,2.3
2019,SEXV,ES48049,PER_10000,0
2018,SEXV,ES20043,PER_10000,0
2021,SEXV,ES0106,PER_10000,5.1
2018,SEXV,ES48049,PER_10000,0
2019,SEXV,ES01014,PER_10000,0
2018,SEXV,ES20042,PER_10000,0
2019,SEXV,ES48048,PER_10000,0
2018,SEXV,ES01019,PER_10000,0
2019,SEXV,ES0104,PER_10000,1.8
2019,SEXV,ES48908,PER_10000,0
2018,SEXV,ES0106,PER_10000,2.8
2018,SEXV,ES48048,PER_10000,65.8
2020,SEXV,ES48047,PER_10000,0
2019,SEXV,ES20042,PER_10000,4.7
2018,SEXV,ES48047,PER_10000,0
2018,SEXV,ES01014,PER_10000,0
2020,SEXV,ES20042,PER_10000,4.8
2018,SEXV,ES20041,PER_10000,0
2021,SEXV,ES2007,PER_10000,3.4
2020,SEXV,ES20041,PER_10000,0
2018,SEXV,ES48046,PER_10000,2.3
2020,SEXV,ES20009,PER_10000,0
2020,SEXV,ES2007,PER_10000,3.6
2019,SEXV,ES48046,PER_10000,1.1
