Year,Province,County,Municipality,Units,GeoCode,Value
2020,,,Navaridas,Percentage,Navaridas,4.94
2021,,,Navaridas,Percentage,Navaridas,1.69
2010,,,Okondo,Percentage,Okondo,2.25
2011,,,Okondo,Percentage,Okondo,2.25
2012,,,Okondo,Percentage,Okondo,1.55
2013,,,Okondo,Percentage,Okondo,1.54
2014,,,Okondo,Percentage,Okondo,1.0
2015,,,Okondo,Percentage,Okondo,1.0
2016,,,Okondo,Percentage,Okondo,1.1
2017,,,Okondo,Percentage,Okondo,0.67
2018,,,Okondo,Percentage,Okondo,0.68
2019,,,Okondo,Percentage,Okondo,0.63
2020,,,Okondo,Percentage,Okondo,0.82
2021,,,Okondo,Percentage,Okondo,0.79
2010,,,Oyón-Oion,Percentage,Oyón-Oion,0.92
2011,,,Oyón-Oion,Percentage,Oyón-Oion,0.93
2012,,,Oyón-Oion,Percentage,Oyón-Oion,0.93
2013,,,Oyón-Oion,Percentage,Oyón-Oion,0.48
2014,,,Oyón-Oion,Percentage,Oyón-Oion,0.44
2015,,,Oyón-Oion,Percentage,Oyón-Oion,0.87
2016,,,Oyón-Oion,Percentage,Oyón-Oion,1.01
2017,,,Oyón-Oion,Percentage,Oyón-Oion,0.68
2018,,,Oyón-Oion,Percentage,Oyón-Oion,0.69
2019,,,Oyón-Oion,Percentage,Oyón-Oion,0.75
2020,,,Oyón-Oion,Percentage,Oyón-Oion,1.3
2021,,,Oyón-Oion,Percentage,Oyón-Oion,1.02
2010,,,Peñacerrada-Urizaharra,Percentage,Peñacerrada-Urizaharra,0.0
2011,,,Peñacerrada-Urizaharra,Percentage,Peñacerrada-Urizaharra,0.0
2012,,,Peñacerrada-Urizaharra,Percentage,Peñacerrada-Urizaharra,0.0
2013,,,Peñacerrada-Urizaharra,Percentage,Peñacerrada-Urizaharra,0.0
2014,,,Peñacerrada-Urizaharra,Percentage,Peñacerrada-Urizaharra,0.0
2015,,,Peñacerrada-Urizaharra,Percentage,Peñacerrada-Urizaharra,0.0
2016,,,Peñacerrada-Urizaharra,Percentage,Peñacerrada-Urizaharra,0.0
2017,,,Peñacerrada-Urizaharra,Percentage,Peñacerrada-Urizaharra,0.0
2018,,,Peñacerrada-Urizaharra,Percentage,Peñacerrada-Urizaharra,0.0
2019,,,Peñacerrada-Urizaharra,Percentage,Peñacerrada-Urizaharra,0.0
2020,,,Peñacerrada-Urizaharra,Percentage,Peñacerrada-Urizaharra,0.0
2021,,,Peñacerrada-Urizaharra,Percentage,Peñacerrada-Urizaharra,0.0
2010,,,Erriberagoitia/Ribera Alta,Percentage,Erriberagoitia/Ribera Alta,0.04
2011,,,Erriberagoitia/Ribera Alta,Percentage,Erriberagoitia/Ribera Alta,0.16
2012,,,Erriberagoitia/Ribera Alta,Percentage,Erriberagoitia/Ribera Alta,0.23
2013,,,Erriberagoitia/Ribera Alta,Percentage,Erriberagoitia/Ribera Alta,2.5
2014,,,Erriberagoitia/Ribera Alta,Percentage,Erriberagoitia/Ribera Alta,3.24
2015,,,Erriberagoitia/Ribera Alta,Percentage,Erriberagoitia/Ribera Alta,3.66
2016,,,Erriberagoitia/Ribera Alta,Percentage,Erriberagoitia/Ribera Alta,3.68
2017,,,Erriberagoitia/Ribera Alta,Percentage,Erriberagoitia/Ribera Alta,8.49
2018,,,Erriberagoitia/Ribera Alta,Percentage,Erriberagoitia/Ribera Alta,4.96
2019,,,Erriberagoitia/Ribera Alta,Percentage,Erriberagoitia/Ribera Alta,7.21
2020,,,Erriberagoitia/Ribera Alta,Percentage,Erriberagoitia/Ribera Alta,7.81
2021,,,Erriberagoitia/Ribera Alta,Percentage,Erriberagoitia/Ribera Alta,7.93
2010,,,Ribera Baja/Erribera Beitia,Percentage,Ribera Baja/Erribera Beitia,0.0
2011,,,Ribera Baja/Erribera Beitia,Percentage,Ribera Baja/Erribera Beitia,0.0
2012,,,Ribera Baja/Erribera Beitia,Percentage,Ribera Baja/Erribera Beitia,0.0
2013,,,Ribera Baja/Erribera Beitia,Percentage,Ribera Baja/Erribera Beitia,0.0
2014,,,Ribera Baja/Erribera Beitia,Percentage,Ribera Baja/Erribera Beitia,0.0
2015,,,Ribera Baja/Erribera Beitia,Percentage,Ribera Baja/Erribera Beitia,0.0
2016,,,Ribera Baja/Erribera Beitia,Percentage,Ribera Baja/Erribera Beitia,0.0
2017,,,Ribera Baja/Erribera Beitia,Percentage,Ribera Baja/Erribera Beitia,0.0
2018,,,Ribera Baja/Erribera Beitia,Percentage,Ribera Baja/Erribera Beitia,0.0
2019,,,Ribera Baja/Erribera Beitia,Percentage,Ribera Baja/Erribera Beitia,0.0
2020,,,Ribera Baja/Erribera Beitia,Percentage,Ribera Baja/Erribera Beitia,0.08
2021,,,Ribera Baja/Erribera Beitia,Percentage,Ribera Baja/Erribera Beitia,0.08
2010,,,Añana,Percentage,Añana,0.0
2011,,,Añana,Percentage,Añana,0.0
2012,,,Añana,Percentage,Añana,0.0
2013,,,Añana,Percentage,Añana,0.06
2014,,,Añana,Percentage,Añana,0.41
2015,,,Añana,Percentage,Añana,0.42
2016,,,Añana,Percentage,Añana,0.42
2017,,,Añana,Percentage,Añana,0.83
2018,,,Añana,Percentage,Añana,0.42
2019,,,Añana,Percentage,Añana,0.92
2020,,,Añana,Percentage,Añana,1.07
2021,,,Añana,Percentage,Añana,0.89
2010,,Gorbeialdea / Estribaciones del Gorbea,,Percentage,Gorbeialdea / Estribaciones del Gorbea,0.46
2011,,Gorbeialdea / Estribaciones del Gorbea,,Percentage,Gorbeialdea / Estribaciones del Gorbea,0.49
2012,,Gorbeialdea / Estribaciones del Gorbea,,Percentage,Gorbeialdea / Estribaciones del Gorbea,1.04
2013,,Gorbeialdea / Estribaciones del Gorbea,,Percentage,Gorbeialdea / Estribaciones del Gorbea,1.22
2014,,Gorbeialdea / Estribaciones del Gorbea,,Percentage,Gorbeialdea / Estribaciones del Gorbea,1.25
2015,,Gorbeialdea / Estribaciones del Gorbea,,Percentage,Gorbeialdea / Estribaciones del Gorbea,1.14
2016,,Gorbeialdea / Estribaciones del Gorbea,,Percentage,Gorbeialdea / Estribaciones del Gorbea,1.03
2017,,Gorbeialdea / Estribaciones del Gorbea,,Percentage,Gorbeialdea / Estribaciones del Gorbea,1.76
2018,,Gorbeialdea / Estribaciones del Gorbea,,Percentage,Gorbeialdea / Estribaciones del Gorbea,1.69
2019,,Gorbeialdea / Estribaciones del Gorbea,,Percentage,Gorbeialdea / Estribaciones del Gorbea,2.47
2020,,Gorbeialdea / Estribaciones del Gorbea,,Percentage,Gorbeialdea / Estribaciones del Gorbea,2.85
2021,,Gorbeialdea / Estribaciones del Gorbea,,Percentage,Gorbeialdea / Estribaciones del Gorbea,3.54
2010,,,Agurain/Salvatierra,Percentage,Agurain/Salvatierra,0.38
2011,,,Agurain/Salvatierra,Percentage,Agurain/Salvatierra,0.35
2012,,,Agurain/Salvatierra,Percentage,Agurain/Salvatierra,0.35
2013,,,Agurain/Salvatierra,Percentage,Agurain/Salvatierra,0.35
2014,,,Agurain/Salvatierra,Percentage,Agurain/Salvatierra,0.33
2015,,,Agurain/Salvatierra,Percentage,Agurain/Salvatierra,0.33
2016,,,Agurain/Salvatierra,Percentage,Agurain/Salvatierra,0.41
2017,,,Agurain/Salvatierra,Percentage,Agurain/Salvatierra,0.41
2018,,,Agurain/Salvatierra,Percentage,Agurain/Salvatierra,0.43
2019,,,Agurain/Salvatierra,Percentage,Agurain/Salvatierra,0.43
2020,,,Agurain/Salvatierra,Percentage,Agurain/Salvatierra,0.42
2021,,,Agurain/Salvatierra,Percentage,Agurain/Salvatierra,0.12
2010,,,Samaniego,Percentage,Samaniego,0.19
2011,,,Samaniego,Percentage,Samaniego,0.19
2012,,,Samaniego,Percentage,Samaniego,0.29
2013,,,Samaniego,Percentage,Samaniego,0.63
2014,,,Samaniego,Percentage,Samaniego,0.59
2015,,,Samaniego,Percentage,Samaniego,1.93
2016,,,Samaniego,Percentage,Samaniego,2.1
2017,,,Samaniego,Percentage,Samaniego,2.66
2018,,,Samaniego,Percentage,Samaniego,3.67
2019,,,Samaniego,Percentage,Samaniego,5.39
2020,,,Samaniego,Percentage,Samaniego,18.57
2021,,,Samaniego,Percentage,Samaniego,7.21
2010,,,San Millán/Donemiliaga,Percentage,San Millán/Donemiliaga,0.61
2011,,,San Millán/Donemiliaga,Percentage,San Millán/Donemiliaga,0.58
2012,,,San Millán/Donemiliaga,Percentage,San Millán/Donemiliaga,0.58
2013,,,San Millán/Donemiliaga,Percentage,San Millán/Donemiliaga,0.58
2014,,,San Millán/Donemiliaga,Percentage,San Millán/Donemiliaga,1.7
2015,,,San Millán/Donemiliaga,Percentage,San Millán/Donemiliaga,1.62
2016,,,San Millán/Donemiliaga,Percentage,San Millán/Donemiliaga,2.31
2017,,,San Millán/Donemiliaga,Percentage,San Millán/Donemiliaga,2.31
2018,,,San Millán/Donemiliaga,Percentage,San Millán/Donemiliaga,2.25
2019,,,San Millán/Donemiliaga,Percentage,San Millán/Donemiliaga,0.57
2020,,,San Millán/Donemiliaga,Percentage,San Millán/Donemiliaga,2.26
2021,,,San Millán/Donemiliaga,Percentage,San Millán/Donemiliaga,1.47
2010,,,Urkabustaiz,Percentage,Urkabustaiz,0.28
2011,,,Urkabustaiz,Percentage,Urkabustaiz,0.28
2012,,,Urkabustaiz,Percentage,Urkabustaiz,0.28
2013,,,Urkabustaiz,Percentage,Urkabustaiz,0.24
2014,,,Urkabustaiz,Percentage,Urkabustaiz,0.18
2015,,,Urkabustaiz,Percentage,Urkabustaiz,0.18
2016,,,Urkabustaiz,Percentage,Urkabustaiz,0.18
2017,,,Urkabustaiz,Percentage,Urkabustaiz,3.34
2018,,,Urkabustaiz,Percentage,Urkabustaiz,3.28
2019,,,Urkabustaiz,Percentage,Urkabustaiz,6.42
2020,,,Urkabustaiz,Percentage,Urkabustaiz,7.87
2021,,,Urkabustaiz,Percentage,Urkabustaiz,10.73
2010,,,Valdegovía/Gaubea,Percentage,Valdegovía/Gaubea,0.04
2011,,,Valdegovía/Gaubea,Percentage,Valdegovía/Gaubea,0.04
2012,,,Valdegovía/Gaubea,Percentage,Valdegovía/Gaubea,0.04
2013,,,Valdegovía/Gaubea,Percentage,Valdegovía/Gaubea,0.05
2014,,,Valdegovía/Gaubea,Percentage,Valdegovía/Gaubea,0.08
2015,,,Valdegovía/Gaubea,Percentage,Valdegovía/Gaubea,0.09
2016,,,Valdegovía/Gaubea,Percentage,Valdegovía/Gaubea,0.3
2017,,,Valdegovía/Gaubea,Percentage,Valdegovía/Gaubea,0.57
2018,,,Valdegovía/Gaubea,Percentage,Valdegovía/Gaubea,0.3
2019,,,Valdegovía/Gaubea,Percentage,Valdegovía/Gaubea,0.3
2020,,,Valdegovía/Gaubea,Percentage,Valdegovía/Gaubea,0.35
2021,,,Valdegovía/Gaubea,Percentage,Valdegovía/Gaubea,0.29
2010,,,Harana/Valle de Arana,Percentage,Harana/Valle de Arana,0.49
2011,,,Harana/Valle de Arana,Percentage,Harana/Valle de Arana,0.49
2012,,,Harana/Valle de Arana,Percentage,Harana/Valle de Arana,0.49
2013,,,Harana/Valle de Arana,Percentage,Harana/Valle de Arana,0.5
2014,,,Harana/Valle de Arana,Percentage,Harana/Valle de Arana,0.84
2015,,,Harana/Valle de Arana,Percentage,Harana/Valle de Arana,1.03
2016,,,Harana/Valle de Arana,Percentage,Harana/Valle de Arana,2.29
2017,,,Harana/Valle de Arana,Percentage,Harana/Valle de Arana,2.58
2018,,,Harana/Valle de Arana,Percentage,Harana/Valle de Arana,2.49
2019,,,Harana/Valle de Arana,Percentage,Harana/Valle de Arana,3.0
2020,,,Harana/Valle de Arana,Percentage,Harana/Valle de Arana,2.67
2021,,,Harana/Valle de Arana,Percentage,Harana/Valle de Arana,2.67
2010,,,Villabuena de Álava/Eskuernaga,Percentage,Villabuena de Álava/Eskuernaga,0.29
2011,,,Villabuena de Álava/Eskuernaga,Percentage,Villabuena de Álava/Eskuernaga,0.41
2012,,,Villabuena de Álava/Eskuernaga,Percentage,Villabuena de Álava/Eskuernaga,0.68
2013,,,Villabuena de Álava/Eskuernaga,Percentage,Villabuena de Álava/Eskuernaga,0.92
2014,,,Villabuena de Álava/Eskuernaga,Percentage,Villabuena de Álava/Eskuernaga,2.29
2015,,,Villabuena de Álava/Eskuernaga,Percentage,Villabuena de Álava/Eskuernaga,2.94
2016,,,Villabuena de Álava/Eskuernaga,Percentage,Villabuena de Álava/Eskuernaga,2.49
2017,,,Villabuena de Álava/Eskuernaga,Percentage,Villabuena de Álava/Eskuernaga,2.49
2018,,,Villabuena de Álava/Eskuernaga,Percentage,Villabuena de Álava/Eskuernaga,3.15
2019,,,Villabuena de Álava/Eskuernaga,Percentage,Villabuena de Álava/Eskuernaga,3.53
2020,,,Villabuena de Álava/Eskuernaga,Percentage,Villabuena de Álava/Eskuernaga,19.35
2021,,,Villabuena de Álava/Eskuernaga,Percentage,Villabuena de Álava/Eskuernaga,8.44
2010,,,Legutio,Percentage,Legutio,0.0
2011,,,Legutio,Percentage,Legutio,0.0
2012,,,Legutio,Percentage,Legutio,0.0
2013,,,Legutio,Percentage,Legutio,1.48
2014,,,Legutio,Percentage,Legutio,1.14
2015,,,Legutio,Percentage,Legutio,0.0
2016,,,Legutio,Percentage,Legutio,0.0
2017,,,Legutio,Percentage,Legutio,0.0
2018,,,Legutio,Percentage,Legutio,0.0
2019,,,Legutio,Percentage,Legutio,0.0
2020,,,Legutio,Percentage,Legutio,0.0
2021,,,Legutio,Percentage,Legutio,0.04
2010,,,Vitoria-Gasteiz,Percentage,Vitoria-Gasteiz,0.27
2011,,,Vitoria-Gasteiz,Percentage,Vitoria-Gasteiz,0.27
2012,,,Vitoria-Gasteiz,Percentage,Vitoria-Gasteiz,0.25
2013,,,Vitoria-Gasteiz,Percentage,Vitoria-Gasteiz,0.46
2014,,,Vitoria-Gasteiz,Percentage,Vitoria-Gasteiz,0.63
2015,,,Vitoria-Gasteiz,Percentage,Vitoria-Gasteiz,0.65
2016,,,Vitoria-Gasteiz,Percentage,Vitoria-Gasteiz,0.65
2017,,,Vitoria-Gasteiz,Percentage,Vitoria-Gasteiz,0.64
2018,,,Vitoria-Gasteiz,Percentage,Vitoria-Gasteiz,0.73
2019,,,Vitoria-Gasteiz,Percentage,Vitoria-Gasteiz,0.96
2020,,,Vitoria-Gasteiz,Percentage,Vitoria-Gasteiz,0.78
2021,,,Vitoria-Gasteiz,Percentage,Vitoria-Gasteiz,2.45
2010,,Arabako Kantaurialdea / Cantábrica Alavesa,,Percentage,Arabako Kantaurialdea / Cantábrica Alavesa,0.44
2011,,Arabako Kantaurialdea / Cantábrica Alavesa,,Percentage,Arabako Kantaurialdea / Cantábrica Alavesa,0.64
2012,,Arabako Kantaurialdea / Cantábrica Alavesa,,Percentage,Arabako Kantaurialdea / Cantábrica Alavesa,0.53
2013,,Arabako Kantaurialdea / Cantábrica Alavesa,,Percentage,Arabako Kantaurialdea / Cantábrica Alavesa,0.53
2014,,Arabako Kantaurialdea / Cantábrica Alavesa,,Percentage,Arabako Kantaurialdea / Cantábrica Alavesa,0.47
2015,,Arabako Kantaurialdea / Cantábrica Alavesa,,Percentage,Arabako Kantaurialdea / Cantábrica Alavesa,0.47
2016,,Arabako Kantaurialdea / Cantábrica Alavesa,,Percentage,Arabako Kantaurialdea / Cantábrica Alavesa,0.53
2017,,Arabako Kantaurialdea / Cantábrica Alavesa,,Percentage,Arabako Kantaurialdea / Cantábrica Alavesa,0.52
2018,,Arabako Kantaurialdea / Cantábrica Alavesa,,Percentage,Arabako Kantaurialdea / Cantábrica Alavesa,0.52
2019,,Arabako Kantaurialdea / Cantábrica Alavesa,,Percentage,Arabako Kantaurialdea / Cantábrica Alavesa,0.62
2020,,Arabako Kantaurialdea / Cantábrica Alavesa,,Percentage,Arabako Kantaurialdea / Cantábrica Alavesa,0.64
2021,,Arabako Kantaurialdea / Cantábrica Alavesa,,Percentage,Arabako Kantaurialdea / Cantábrica Alavesa,0.59
2010,,,Yécora/Iekora,Percentage,Yécora/Iekora,0.0
2011,,,Yécora/Iekora,Percentage,Yécora/Iekora,0.0
2012,,,Yécora/Iekora,Percentage,Yécora/Iekora,0.01
2013,,,Yécora/Iekora,Percentage,Yécora/Iekora,0.23
2014,,,Yécora/Iekora,Percentage,Yécora/Iekora,0.19
2015,,,Yécora/Iekora,Percentage,Yécora/Iekora,0.28
2016,,,Yécora/Iekora,Percentage,Yécora/Iekora,0.29
2017,,,Yécora/Iekora,Percentage,Yécora/Iekora,0.29
2018,,,Yécora/Iekora,Percentage,Yécora/Iekora,0.64
2019,,,Yécora/Iekora,Percentage,Yécora/Iekora,0.89
2020,,,Yécora/Iekora,Percentage,Yécora/Iekora,1.39
2021,,,Yécora/Iekora,Percentage,Yécora/Iekora,0.91
2010,,,Zalduondo,Percentage,Zalduondo,0.0
2011,,,Zalduondo,Percentage,Zalduondo,0.0
2012,,,Zalduondo,Percentage,Zalduondo,0.0
2013,,,Zalduondo,Percentage,Zalduondo,0.0
2014,,,Zalduondo,Percentage,Zalduondo,0.0
2015,,,Zalduondo,Percentage,Zalduondo,0.22
2016,,,Zalduondo,Percentage,Zalduondo,0.2
2017,,,Zalduondo,Percentage,Zalduondo,0.2
2018,,,Zalduondo,Percentage,Zalduondo,0.0
2019,,,Zalduondo,Percentage,Zalduondo,0.58
2020,,,Zalduondo,Percentage,Zalduondo,1.01
2021,,,Zalduondo,Percentage,Zalduondo,0.92
2010,,,Zambrana,Percentage,Zambrana,0.56
2011,,,Zambrana,Percentage,Zambrana,0.55
2012,,,Zambrana,Percentage,Zambrana,0.55
2013,,,Zambrana,Percentage,Zambrana,0.55
2014,,,Zambrana,Percentage,Zambrana,0.43
2015,,,Zambrana,Percentage,Zambrana,0.44
2016,,,Zambrana,Percentage,Zambrana,0.0
2017,,,Zambrana,Percentage,Zambrana,0.0
2018,,,Zambrana,Percentage,Zambrana,0.0
2019,,,Zambrana,Percentage,Zambrana,0.0
2020,,,Zambrana,Percentage,Zambrana,0.0
2021,,,Zambrana,Percentage,Zambrana,0.0
2010,,,Zuia,Percentage,Zuia,0.06
2011,,,Zuia,Percentage,Zuia,0.06
2012,,,Zuia,Percentage,Zuia,1.09
2013,,,Zuia,Percentage,Zuia,1.09
2014,,,Zuia,Percentage,Zuia,0.53
2015,,,Zuia,Percentage,Zuia,0.53
2016,,,Zuia,Percentage,Zuia,0.6
2017,,,Zuia,Percentage,Zuia,0.75
2018,,,Zuia,Percentage,Zuia,0.76
2019,,,Zuia,Percentage,Zuia,0.8
2020,,,Zuia,Percentage,Zuia,0.81
2021,,,Zuia,Percentage,Zuia,0.83
2010,,,Iruña Oka/Iruña de Oca,Percentage,Iruña Oka/Iruña de Oca,0.0
2011,,,Iruña Oka/Iruña de Oca,Percentage,Iruña Oka/Iruña de Oca,0.0
2012,,,Iruña Oka/Iruña de Oca,Percentage,Iruña Oka/Iruña de Oca,0.0
2013,,,Iruña Oka/Iruña de Oca,Percentage,Iruña Oka/Iruña de Oca,0.0
2014,,,Iruña Oka/Iruña de Oca,Percentage,Iruña Oka/Iruña de Oca,0.0
2015,,,Iruña Oka/Iruña de Oca,Percentage,Iruña Oka/Iruña de Oca,0.0
2016,,,Iruña Oka/Iruña de Oca,Percentage,Iruña Oka/Iruña de Oca,0.0
2017,,,Iruña Oka/Iruña de Oca,Percentage,Iruña Oka/Iruña de Oca,0.0
2018,,,Iruña Oka/Iruña de Oca,Percentage,Iruña Oka/Iruña de Oca,0.0
2019,,,Iruña Oka/Iruña de Oca,Percentage,Iruña Oka/Iruña de Oca,0.0
2020,,,Iruña Oka/Iruña de Oca,Percentage,Iruña Oka/Iruña de Oca,0.0
2021,,,Iruña Oka/Iruña de Oca,Percentage,Iruña Oka/Iruña de Oca,0.0
2010,,,Lantarón,Percentage,Lantarón,1.16
2011,,,Lantarón,Percentage,Lantarón,0.94
2012,,,Lantarón,Percentage,Lantarón,1.18
2013,,,Lantarón,Percentage,Lantarón,1.28
2014,,,Lantarón,Percentage,Lantarón,1.29
2015,,,Lantarón,Percentage,Lantarón,1.31
2016,,,Lantarón,Percentage,Lantarón,2.23
2017,,,Lantarón,Percentage,Lantarón,3.34
2018,,,Lantarón,Percentage,Lantarón,2.61
2019,,,Lantarón,Percentage,Lantarón,2.59
2020,,,Lantarón,Percentage,Lantarón,3.16
2021,,,Lantarón,Percentage,Lantarón,3.23
2010,Gipuzkoa,,,Percentage,Gipuzkoa,0.8
2011,Gipuzkoa,,,Percentage,Gipuzkoa,0.85
2012,Gipuzkoa,,,Percentage,Gipuzkoa,0.87
2013,Gipuzkoa,,,Percentage,Gipuzkoa,0.95
2014,Gipuzkoa,,,Percentage,Gipuzkoa,1.02
2015,Gipuzkoa,,,Percentage,Gipuzkoa,1.14
2016,Gipuzkoa,,,Percentage,Gipuzkoa,1.22
2017,Gipuzkoa,,,Percentage,Gipuzkoa,1.36
2018,Gipuzkoa,,,Percentage,Gipuzkoa,1.54
2019,Gipuzkoa,,,Percentage,Gipuzkoa,2.23
2020,Gipuzkoa,,,Percentage,Gipuzkoa,2.32
2021,Gipuzkoa,,,Percentage,Gipuzkoa,2.83
2010,,,Abaltzisketa,Percentage,Abaltzisketa,0.83
2011,,,Abaltzisketa,Percentage,Abaltzisketa,0.81
2012,,,Abaltzisketa,Percentage,Abaltzisketa,0.81
2013,,,Abaltzisketa,Percentage,Abaltzisketa,0.81
2014,,,Abaltzisketa,Percentage,Abaltzisketa,0.0
2015,,,Abaltzisketa,Percentage,Abaltzisketa,0.0
2016,,,Abaltzisketa,Percentage,Abaltzisketa,0.0
2017,,,Abaltzisketa,Percentage,Abaltzisketa,0.0
2018,,,Abaltzisketa,Percentage,Abaltzisketa,0.79
2019,,,Abaltzisketa,Percentage,Abaltzisketa,0.57
2020,,,Abaltzisketa,Percentage,Abaltzisketa,0.57
2021,,,Abaltzisketa,Percentage,Abaltzisketa,1.67
2010,,,Aduna,Percentage,Aduna,0.0
2011,,,Aduna,Percentage,Aduna,0.0
2012,,,Aduna,Percentage,Aduna,0.0
2013,,,Aduna,Percentage,Aduna,0.0
2014,,,Aduna,Percentage,Aduna,0.0
2015,,,Aduna,Percentage,Aduna,0.0
2016,,,Aduna,Percentage,Aduna,0.0
2017,,,Aduna,Percentage,Aduna,0.0
2018,,,Aduna,Percentage,Aduna,0.0
2019,,,Aduna,Percentage,Aduna,0.0
2020,,,Aduna,Percentage,Aduna,0.0
2021,,,Aduna,Percentage,Aduna,0.0
2010,,,Aizarnazabal,Percentage,Aizarnazabal,1.61
2011,,,Aizarnazabal,Percentage,Aizarnazabal,1.58
2012,,,Aizarnazabal,Percentage,Aizarnazabal,1.58
2013,,,Aizarnazabal,Percentage,Aizarnazabal,1.58
2014,,,Aizarnazabal,Percentage,Aizarnazabal,1.1
2015,,,Aizarnazabal,Percentage,Aizarnazabal,1.1
2016,,,Aizarnazabal,Percentage,Aizarnazabal,1.13
2017,,,Aizarnazabal,Percentage,Aizarnazabal,1.05
2018,,,Aizarnazabal,Percentage,Aizarnazabal,1.06
2019,,,Aizarnazabal,Percentage,Aizarnazabal,1.08
2020,,,Aizarnazabal,Percentage,Aizarnazabal,1.05
2021,,,Aizarnazabal,Percentage,Aizarnazabal,0.6
2010,,,Albiztur,Percentage,Albiztur,0.0
2011,,,Albiztur,Percentage,Albiztur,0.0
2012,,,Albiztur,Percentage,Albiztur,0.0
2013,,,Albiztur,Percentage,Albiztur,0.0
2014,,,Albiztur,Percentage,Albiztur,0.0
2015,,,Albiztur,Percentage,Albiztur,0.0
2016,,,Albiztur,Percentage,Albiztur,0.0
2017,,,Albiztur,Percentage,Albiztur,0.0
2018,,,Albiztur,Percentage,Albiztur,0.0
2019,,,Albiztur,Percentage,Albiztur,0.0
2020,,,Albiztur,Percentage,Albiztur,0.0
2021,,,Albiztur,Percentage,Albiztur,0.0
2010,,,Alegia,Percentage,Alegia,0.0
2011,,,Alegia,Percentage,Alegia,0.0
2012,,,Alegia,Percentage,Alegia,0.0
2013,,,Alegia,Percentage,Alegia,0.0
2014,,,Alegia,Percentage,Alegia,0.0
2015,,,Alegia,Percentage,Alegia,0.0
2016,,,Alegia,Percentage,Alegia,0.0
2017,,,Alegia,Percentage,Alegia,0.27
2018,,,Alegia,Percentage,Alegia,0.27
2019,,,Alegia,Percentage,Alegia,0.27
2020,,,Alegia,Percentage,Alegia,0.27
2021,,,Alegia,Percentage,Alegia,0.27
2010,,,Alkiza,Percentage,Alkiza,0.13
2011,,,Alkiza,Percentage,Alkiza,0.13
2012,,,Alkiza,Percentage,Alkiza,0.13
2013,,,Alkiza,Percentage,Alkiza,0.13
2014,,,Alkiza,Percentage,Alkiza,0.13
2015,,,Alkiza,Percentage,Alkiza,0.13
2016,,,Alkiza,Percentage,Alkiza,0.13
2017,,,Alkiza,Percentage,Alkiza,0.13
2018,,,Alkiza,Percentage,Alkiza,0.13
2019,,,Alkiza,Percentage,Alkiza,0.13
2020,,,Alkiza,Percentage,Alkiza,0.22
2021,,,Alkiza,Percentage,Alkiza,0.22
2010,,,Altzo,Percentage,Altzo,8.8
2011,,,Altzo,Percentage,Altzo,8.63
2012,,,Altzo,Percentage,Altzo,9.01
2013,,,Altzo,Percentage,Altzo,9.01
2014,,,Altzo,Percentage,Altzo,8.86
2015,,,Altzo,Percentage,Altzo,7.92
2016,,,Altzo,Percentage,Altzo,8.29
2017,,,Altzo,Percentage,Altzo,8.46
2018,,,Altzo,Percentage,Altzo,7.96
2019,,,Altzo,Percentage,Altzo,14.47
2020,,,Altzo,Percentage,Altzo,14.86
2021,,,Altzo,Percentage,Altzo,14.86
2010,,,Amezketa,Percentage,Amezketa,0.0
2011,,,Amezketa,Percentage,Amezketa,0.0
2012,,,Amezketa,Percentage,Amezketa,0.0
2013,,,Amezketa,Percentage,Amezketa,0.0
2014,,,Amezketa,Percentage,Amezketa,0.0
2015,,,Amezketa,Percentage,Amezketa,0.0
2016,,,Amezketa,Percentage,Amezketa,0.0
2017,,,Amezketa,Percentage,Amezketa,0.0
2018,,,Amezketa,Percentage,Amezketa,0.0
2019,,,Amezketa,Percentage,Amezketa,0.4
2020,,,Amezketa,Percentage,Amezketa,0.4
2021,,,Amezketa,Percentage,Amezketa,0.4
2010,,,Andoain,Percentage,Andoain,2.37
2011,,,Andoain,Percentage,Andoain,2.42
2012,,,Andoain,Percentage,Andoain,2.45
2013,,,Andoain,Percentage,Andoain,2.45
2014,,,Andoain,Percentage,Andoain,2.58
2015,,,Andoain,Percentage,Andoain,2.55
2016,,,Andoain,Percentage,Andoain,2.56
2017,,,Andoain,Percentage,Andoain,2.62
2018,,,Andoain,Percentage,Andoain,2.77
2019,,,Andoain,Percentage,Andoain,2.95
2020,,,Andoain,Percentage,Andoain,2.92
2021,,,Andoain,Percentage,Andoain,2.75
2010,,Bidasoa Beherea / Bajo Bidasoa,,Percentage,Bidasoa Beherea / Bajo Bidasoa,0.02
2011,,Bidasoa Beherea / Bajo Bidasoa,,Percentage,Bidasoa Beherea / Bajo Bidasoa,0.04
2012,,Bidasoa Beherea / Bajo Bidasoa,,Percentage,Bidasoa Beherea / Bajo Bidasoa,0.04
2013,,Bidasoa Beherea / Bajo Bidasoa,,Percentage,Bidasoa Beherea / Bajo Bidasoa,0.36
2014,,Bidasoa Beherea / Bajo Bidasoa,,Percentage,Bidasoa Beherea / Bajo Bidasoa,0.43
2015,,Bidasoa Beherea / Bajo Bidasoa,,Percentage,Bidasoa Beherea / Bajo Bidasoa,0.42
2016,,Bidasoa Beherea / Bajo Bidasoa,,Percentage,Bidasoa Beherea / Bajo Bidasoa,0.45
