Year,Edad,Sexo,Territorio,Units,Value
2022,10-14 años,,Legazpi,Porcentaje,0.0
2016,10-14 años,,Navaridas,Porcentaje,0.0
2016,10-14 años,,Gaintza,Porcentaje,0.0
2014,10-14 años,,Gaintza,Porcentaje,0.0
2014,10-14 años,,Galdakao,Porcentaje,0.0
2013,10-14 años,,Galdakao,Porcentaje,0.0
2018,10-14 años,,Errezil,Porcentaje,0.0
2018,10-14 años,,Villabuena de Álava/Eskuernaga,Porcentaje,0.0
2015,10-14 años,,Gaintza,Porcentaje,0.0
2019,10-14 años,,Galdakao,Porcentaje,0.0
2022,10-14 años,,Galdakao,Porcentaje,0.0
2021,10-14 años,,Gaintza,Porcentaje,0.0
2014,10-14 años,,Zierbena,Porcentaje,0.0
2018,10-14 años,,Anoeta,Porcentaje,0.0
2021,10-14 años,,Berantevilla,Porcentaje,0.0
2014,10-14 años,,Villabuena de Álava/Eskuernaga,Porcentaje,0.0
2020,10-14 años,,Zalduondo,Porcentaje,0.0
2018,10-14 años,,Arabako Mendialdea / Montaña Alavesa,Porcentaje,0.0
2010,10-14 años,,Laukiz,Porcentaje,0.0
2020,10-14 años,,Laguardia,Porcentaje,0.0
2015,10-14 años,,Urretxu,Porcentaje,0.0
2018,10-14 años,,Fruiz,Porcentaje,0.0
2010,10-14 años,,Arratzua-Ubarrundia,Porcentaje,0.0
2013,10-14 años,,Fruiz,Porcentaje,0.0
2010,10-14 años,,Arrigorriaga,Porcentaje,0.0
2020,10-14 años,,Fruiz,Porcentaje,0.0
2016,10-14 años,,Fruiz,Porcentaje,0.0
2020,10-14 años,,Arabako Mendialdea / Montaña Alavesa,Porcentaje,0.0
2020,10-14 años,,Hondarribia,Porcentaje,0.0
2015,10-14 años,,Hondarribia,Porcentaje,0.0
2019,10-14 años,,Hondarribia,Porcentaje,0.0
2022,10-14 años,,Hondarribia,Porcentaje,0.0
2021,10-14 años,,Hondarribia,Porcentaje,0.0
2021,10-14 años,,Ermua,Porcentaje,0.0
2022,10-14 años,,Ermua,Porcentaje,0.0
2018,10-14 años,,Hondarribia,Porcentaje,0.0
2018,10-14 años,,Ermua,Porcentaje,0.0
2016,10-14 años,,Hondarribia,Porcentaje,0.0
2021,10-14 años,,Villabuena de Álava/Eskuernaga,Porcentaje,0.0
2014,10-14 años,,Ermua,Porcentaje,0.0
2010,10-14 años,,Ermua,Porcentaje,0.0
2010,10-14 años,,Barrundia,Porcentaje,0.0
2016,10-14 años,,Ermua,Porcentaje,0.0
2019,10-14 años,,Leioa,Porcentaje,0.0
2019,10-14 años,,Irura,Porcentaje,0.0
2013,10-14 años,,Leioa,Porcentaje,0.0
2020,10-14 años,,Aretxabaleta,Porcentaje,0.0
2020,10-14 años,,Ezkio-Itsaso,Porcentaje,0.0
2018,10-14 años,,Ereño,Porcentaje,0.0
2014,10-14 años,,Ereño,Porcentaje,0.0
2015,10-14 años,,Ereño,Porcentaje,0.0
2016,10-14 años,,Labastida/Bastida,Porcentaje,0.0
2014,10-14 años,,Aretxabaleta,Porcentaje,0.0
2021,10-14 años,,Ereño,Porcentaje,0.0
2016,10-14 años,,Bidania-Goiatz,Porcentaje,0.0
2013,10-14 años,,Bidania-Goiatz,Porcentaje,0.0
2010,10-14 años,,Ezkio-Itsaso,Porcentaje,0.0
2021,10-14 años,,Ezkio-Itsaso,Porcentaje,0.0
2016,10-14 años,,Ezkio-Itsaso,Porcentaje,0.0
2014,10-14 años,,Elorrio,Porcentaje,0.0
2018,10-14 años,,Elorrio,Porcentaje,0.0
2013,10-14 años,,Elorrio,Porcentaje,0.0
2022,10-14 años,,Ezkio-Itsaso,Porcentaje,0.0
2016,10-14 años,,Amurrio,Porcentaje,0.0
2016,10-14 años,,Armiñón,Porcentaje,0.0
2021,10-14 años,,Laukiz,Porcentaje,0.0
2019,10-14 años,,Laukiz,Porcentaje,0.0
2019,10-14 años,,Laguardia,Porcentaje,0.0
2015,10-14 años,,Labastida/Bastida,Porcentaje,0.0
2020,10-14 años,,Zarautz,Porcentaje,0.0
2019,10-14 años,,Elorrio,Porcentaje,0.0
2019,10-14 años,,Harana/Valle de Arana,Porcentaje,0.0
2018,10-14 años,,Zalduondo,Porcentaje,0.0
2021,10-14 años,,Barrundia,Porcentaje,0.0
2016,10-14 años,,Lemoa,Porcentaje,0.0
2013,10-14 años,,Elantxobe,Porcentaje,0.0
2018,10-14 años,,Elantxobe,Porcentaje,0.0
2020,10-14 años,,Elantxobe,Porcentaje,0.0
2015,10-14 años,,Elantxobe,Porcentaje,0.0
2016,10-14 años,,Artziniega,Porcentaje,0.0
2020,10-14 años,,Orozko,Porcentaje,0.0
2021,10-14 años,,Elantxobe,Porcentaje,0.0
2022,10-14 años,,Zarautz,Porcentaje,0.0
2020,10-14 años,,Mutiloa,Porcentaje,0.0
2019,10-14 años,,Aduna,Porcentaje,0.0
2016,10-14 años,,Alonsotegi,Porcentaje,0.0
2013,10-14 años,,Harana/Valle de Arana,Porcentaje,0.0
2022,10-14 años,,Tolosa,Porcentaje,0.0
2019,10-14 años,,Eskoriatza,Porcentaje,0.0
2010,10-14 años,,Altzo,Porcentaje,0.0
2019,10-14 años,,Zalduondo,Porcentaje,0.0
2015,10-14 años,,Barrundia,Porcentaje,0.0
2015,10-14 años,,Etxebarria,Porcentaje,0.0
2015,10-14 años,,Harana/Valle de Arana,Porcentaje,0.0
2010,10-14 años,,Eskoriatza,Porcentaje,0.0
2016,10-14 años,,Harana/Valle de Arana,Porcentaje,0.0
2014,10-14 años,,Etxebarria,Porcentaje,0.0
2010,10-14 años,,Harana/Valle de Arana,Porcentaje,0.0
2010,10-14 años,,Morga,Porcentaje,0.0
2018,10-14 años,,Irura,Porcentaje,0.0
2010,10-14 años,,Zumarraga,Porcentaje,0.0
2020,10-14 años,,Itsasondo,Porcentaje,0.0
2021,10-14 años,,Labastida/Bastida,Porcentaje,0.0
2015,10-14 años,,Valdegovía/Gaubea,Porcentaje,0.0
2015,10-14 años,,Durangaldea / Duranguesado,Porcentaje,0.0
2013,10-14 años,,Durangaldea / Duranguesado,Porcentaje,0.0
2020,10-14 años,,Durangaldea / Duranguesado,Porcentaje,0.0
2022,10-14 años,,Labastida/Bastida,Porcentaje,0.0
2016,10-14 años,,Durangaldea / Duranguesado,Porcentaje,0.0
2016,10-14 años,,Asteasu,Porcentaje,0.0
2019,10-14 años,,Asteasu,Porcentaje,0.0
2015,10-14 años,,Getxo,Porcentaje,0.0
2016,10-14 años,,Zumarraga,Porcentaje,0.0
2019,10-14 años,,Durangaldea / Duranguesado,Porcentaje,0.0
2015,10-14 años,,Zumarraga,Porcentaje,0.0
2013,10-14 años,,Zambrana,Porcentaje,0.0
2014,10-14 años,,Valdegovía/Gaubea,Porcentaje,0.0
2015,10-14 años,,Zambrana,Porcentaje,0.0
2018,10-14 años,,Berrobi,Porcentaje,0.0
2016,10-14 años,,Iurreta,Porcentaje,0.0
2016,10-14 años,,Tolosa,Porcentaje,0.0
2022,10-14 años,,Zaratamo,Porcentaje,0.0
2022,10-14 años,,Elgeta,Porcentaje,0.0
2020,10-14 años,,Etxebarri,Porcentaje,0.0
2016,10-14 años,,Etxebarri,Porcentaje,0.0
2016,10-14 años,,Valdegovía/Gaubea,Porcentaje,0.0
2016,10-14 años,,Elgeta,Porcentaje,0.0
2019,10-14 años,,Elgeta,Porcentaje,0.0
2010,10-14 años,,Etxebarri,Porcentaje,0.0
2021,10-14 años,,Etxebarri,Porcentaje,0.0
2018,10-14 años,,Elgeta,Porcentaje,0.0
2020,10-14 años,,Zambrana,Porcentaje,0.0
2014,10-14 años,,Arratia Nerbioi / Arratia-Nervión,Porcentaje,0.0
2016,10-14 años,,Lekeitio,Porcentaje,0.0
2022,10-14 años,,Valdegovía/Gaubea,Porcentaje,0.0
2020,10-14 años,,Ea,Porcentaje,0.0
2020,10-14 años,,Valdegovía/Gaubea,Porcentaje,0.0
2015,10-14 años,,Bernedo,Porcentaje,0.0
2015,10-14 años,,Itsasondo,Porcentaje,0.0
2010,10-14 años,,Lekeitio,Porcentaje,0.0
2019,10-14 años,,Valdegovía/Gaubea,Porcentaje,0.0
2016,10-14 años,,Ea,Porcentaje,0.0
2019,10-14 años,,Ea,Porcentaje,0.0
2013,10-14 años,,Zumaia,Porcentaje,0.0
2021,10-14 años,,Orozko,Porcentaje,0.0
2015,10-14 años,,Elgoibar,Porcentaje,0.0
2019,10-14 años,,Durango,Porcentaje,0.0
2019,10-14 años,,Elgoibar,Porcentaje,0.0
2015,10-14 años,,Durango,Porcentaje,0.0
2018,10-14 años,,Durango,Porcentaje,0.0
2021,10-14 años,,Elgoibar,Porcentaje,0.0
2022,10-14 años,,Elgoibar,Porcentaje,0.0
2018,10-14 años,,Elgoibar,Porcentaje,0.0
2010,10-14 años,,Durango,Porcentaje,0.0
2019,10-14 años,,Mallabia,Porcentaje,0.0
2021,10-14 años,,Urkabustaiz,Porcentaje,0.0
2014,10-14 años,,Güeñes,Porcentaje,0.0
2013,10-14 años,,Yécora/Iekora,Porcentaje,0.0
2013,10-14 años,,Dima,Porcentaje,0.0
2022,10-14 años,,Dima,Porcentaje,0.0
2018,10-14 años,,Dima,Porcentaje,0.0
2015,10-14 años,,Dima,Porcentaje,0.0
2015,10-14 años,,Iruraiz-Gauna,Porcentaje,0.0
2020,10-14 años,,Dima,Porcentaje,0.0
2019,10-14 años,,Dima,Porcentaje,0.0
2020,10-14 años,,Mendaro,Porcentaje,0.0
2018,10-14 años,,Larraul,Porcentaje,0.0
2018,10-14 años,,Elduain,Porcentaje,0.0
2010,10-14 años,,Elduain,Porcentaje,0.0
2014,10-14 años,,Elduain,Porcentaje,0.0
2022,10-14 años,,Urkabustaiz,Porcentaje,0.0
2018,10-14 años,,Zeberio,Porcentaje,0.0
2015,10-14 años,,Zeberio,Porcentaje,0.0
2020,10-14 años,,Elduain,Porcentaje,0.0
2022,10-14 años,,Zeberio,Porcentaje,0.0
2022,10-14 años,,Elduain,Porcentaje,0.0
2016,10-14 años,,Urkabustaiz,Porcentaje,0.0
2014,10-14 años,,Zeberio,Porcentaje,0.0
2010,10-14 años,,Ayala/Aiara,Porcentaje,0.0
2016,10-14 años,,Zeberio,Porcentaje,0.0
2015,10-14 años,,Mallabia,Porcentaje,0.0
2018,10-14 años,,Oyón-Oion,Porcentaje,0.0
2020,10-14 años,,Eibar,Porcentaje,0.0
2013,10-14 años,,Iruraiz-Gauna,Porcentaje,0.0
2021,10-14 años,,Lasarte-Oria,Porcentaje,0.0
2018,10-14 años,,Iruraiz-Gauna,Porcentaje,0.0
2018,10-14 años,,Zeanuri,Porcentaje,0.0
2013,10-14 años,,Zeanuri,Porcentaje,0.0
2020,10-14 años,,Zeanuri,Porcentaje,0.0
2015,10-14 años,,Zeanuri,Porcentaje,0.0
2013,10-14 años,,Urkabustaiz,Porcentaje,0.0
2016,10-14 años,,Iruraiz-Gauna,Porcentaje,0.0
2021,10-14 años,,Zeanuri,Porcentaje,0.0
2019,10-14 años,,Lasarte-Oria,Porcentaje,0.0
2022,10-14 años,,Arabako Errioxa / Rioja Alavesa,Porcentaje,0.0
2015,10-14 años,,Eibar,Porcentaje,0.0
2019,10-14 años,,Eibar,Porcentaje,0.0
2010,10-14 años,,Mañaria,Porcentaje,0.0
2021,10-14 años,,Eibar,Porcentaje,0.0
2020,10-14 años,,Artea,Porcentaje,0.0
2015,10-14 años,,Artea,Porcentaje,0.0
2019,10-14 años,,Urkabustaiz,Porcentaje,0.0
2022,10-14 años,,Artea,Porcentaje,0.0
2013,10-14 años,,Artea,Porcentaje,0.0
2013,10-14 años,,Eibar,Porcentaje,0.0
2016,10-14 años,,Artea,Porcentaje,0.0
2021,10-14 años,,Artea,Porcentaje,0.0
2015,10-14 años,,Derio,Porcentaje,0.0
2010,10-14 años,,Eibar,Porcentaje,0.0
2010,10-14 años,,Aramaio,Porcentaje,0.0
2016,10-14 años,,Markina-Ondarroa,Porcentaje,0.0
2010,10-14 años,,San Millán/Donemiliaga,Porcentaje,0.0
2020,10-14 años,,Armiñón,Porcentaje,0.0
2019,10-14 años,,Iruraiz-Gauna,Porcentaje,0.0
2013,10-14 años,,San Millán/Donemiliaga,Porcentaje,0.0
2022,10-14 años,,Karrantza Harana/Valle de Carranza,Porcentaje,0.0
2015,10-14 años,,Karrantza Harana/Valle de Carranza,Porcentaje,0.0
2020,10-14 años,,Karrantza Harana/Valle de Carranza,Porcentaje,0.0
2010,10-14 años,,Astigarraga,Porcentaje,0.0
2019,10-14 años,,Karrantza Harana/Valle de Carranza,Porcentaje,0.0
2014,10-14 años,,Segura,Porcentaje,0.0
2014,10-14 años,,Aia,Porcentaje,0.0
2013,10-14 años,,Nabarniz,Porcentaje,0.0
2020,10-14 años,,Amurrio,Porcentaje,0.0
2022,10-14 años,,Barrundia,Porcentaje,0.0
2022,10-14 años,,Debagoiena / Alto Deba,Porcentaje,0.0
2022,10-14 años,,Markina-Ondarroa,Porcentaje,0.0
2016,10-14 años,,Debagoiena / Alto Deba,Porcentaje,0.0
2010,10-14 años,,Debagoiena / Alto Deba,Porcentaje,0.0
2018,10-14 años,,Busturia,Porcentaje,0.0
2020,10-14 años,,Busturia,Porcentaje,0.0
2020,10-14 años,,Debagoiena / Alto Deba,Porcentaje,0.0
2015,10-14 años,,Busturia,Porcentaje,0.0
2021,10-14 años,,Debagoiena / Alto Deba,Porcentaje,0.0
2019,10-14 años,,Busturia,Porcentaje,0.0
2021,10-14 años,,Busturia,Porcentaje,0.0
2018,10-14 años,,Baños de Ebro/Mañueta,Porcentaje,0.0
2013,10-14 años,,Armiñón,Porcentaje,0.0
2021,10-14 años,,Markina-Xemein,Porcentaje,0.0
2019,10-14 años,,San Millán/Donemiliaga,Porcentaje,0.0
2014,10-14 años,,Markina-Xemein,Porcentaje,0.0
2018,10-14 años,,Bilbao,Porcentaje,0.0
2015,10-14 años,,Deba,Porcentaje,0.0
2016,10-14 años,,Bilbao,Porcentaje,0.0
2020,10-14 años,,Bilbao,Porcentaje,0.0
2015,10-14 años,,Bilbao,Porcentaje,0.0
2021,10-14 años,,Bilbao,Porcentaje,0.0
2019,10-14 años,,Bilbao,Porcentaje,0.0
2016,10-14 años,,Nabarniz,Porcentaje,0.0
2014,10-14 años,,Barrundia,Porcentaje,0.0
2022,10-14 años,,Baliarrain,Porcentaje,0.0
2021,10-14 años,,Baliarrain,Porcentaje,0.0
2016,10-14 años,,San Millán/Donemiliaga,Porcentaje,0.0
2018,10-14 años,,Ayala/Aiara,Porcentaje,0.0
2018,10-14 años,,San Millán/Donemiliaga,Porcentaje,0.0
2021,10-14 años,,Iruraiz-Gauna,Porcentaje,0.0
2019,10-14 años,,Bilbo Handia / Gran Bilbao,Porcentaje,0.0
2014,10-14 años,,Deba,Porcentaje,0.0
2022,10-14 años,,Bilbo Handia / Gran Bilbao,Porcentaje,0.0
2018,10-14 años,,Bilbo Handia / Gran Bilbao,Porcentaje,0.0
2018,10-14 años,,Peñacerrada-Urizaharra,Porcentaje,0.0
2019,10-14 años,,Deba,Porcentaje,0.0
2010,10-14 años,,Deba,Porcentaje,0.0
2010,10-14 años,,Bilbo Handia / Gran Bilbao,Porcentaje,0.0
2020,10-14 años,,San Millán/Donemiliaga,Porcentaje,0.0
2022,10-14 años,,Elvillar/Bilar,Porcentaje,0.0
2016,10-14 años,,Goierri,Porcentaje,0.0
2013,10-14 años,,Goierri,Porcentaje,0.0
2015,10-14 años,,Goierri,Porcentaje,0.0
2018,10-14 años,,Samaniego,Porcentaje,0.0
2016,10-14 años,,Otxandio,Porcentaje,0.0
2014,10-14 años,,Berriz,Porcentaje,0.0
2021,10-14 años,,Maruri-Jatabe,Porcentaje,0.0
2010,10-14 años,,Berriz,Porcentaje,0.0
2018,10-14 años,,Berriz,Porcentaje,0.0
2015,10-14 años,,Berriz,Porcentaje,0.0
2021,10-14 años,,Berriz,Porcentaje,0.0
2019,10-14 años,,Berriz,Porcentaje,0.0
2018,10-14 años,,Arabako Errioxa / Rioja Alavesa,Porcentaje,0.0
2013,10-14 años,,Elvillar/Bilar,Porcentaje,0.0
2018,10-14 años,,Zizurkil,Porcentaje,0.0
2015,10-14 años,,Zizurkil,Porcentaje,0.0
2022,10-14 años,,Maruri-Jatabe,Porcentaje,0.0
2013,10-14 años,,Baños de Ebro/Mañueta,Porcentaje,0.0
2010,10-14 años,,Zizurkil,Porcentaje,0.0
2016,10-14 años,,Zizurkil,Porcentaje,0.0
2019,10-14 años,,Zizurkil,Porcentaje,0.0
2022,10-14 años,,Berriatua,Porcentaje,0.0
2020,10-14 años,,Zizurkil,Porcentaje,0.0
2019,10-14 años,,Samaniego,Porcentaje,0.0
2019,10-14 años,,Berriatua,Porcentaje,0.0
2014,10-14 años,,Berriatua,Porcentaje,0.0
2021,10-14 años,,Berriatua,Porcentaje,0.0
2013,10-14 años,,Azkoitia,Porcentaje,0.0
2015,10-14 años,,Kuartango,Porcentaje,0.0
2013,10-14 años,,Arrasate/Mondragón,Porcentaje,0.0
2016,10-14 años,,Mendata,Porcentaje,0.0
2015,10-14 años,,Amezketa,Porcentaje,0.0
2013,10-14 años,,Berriatua,Porcentaje,0.0
2022,10-14 años,,Urola Kosta,Porcentaje,0.0
2010,10-14 años,,,Porcentaje,0.0
2014,10-14 años,,Lanciego/Lantziego,Porcentaje,0.0
2016,10-14 años,,Bermeo,Porcentaje,0.0
2022,10-14 años,,Bermeo,Porcentaje,0.0
2013,10-14 años,,Bermeo,Porcentaje,0.0
2015,10-14 años,,Bermeo,Porcentaje,0.0
2010,10-14 años,,Bermeo,Porcentaje,0.0
2020,10-14 años,,Elvillar/Bilar,Porcentaje,0.0
2019,10-14 años,,Zestoa,Porcentaje,0.0
2018,10-14 años,,Mendata,Porcentaje,0.0
2018,10-14 años,,Kuartango,Porcentaje,0.0
2010,10-14 años,,Zestoa,Porcentaje,0.0
2010,10-14 años,,Berango,Porcentaje,0.0
2018,10-14 años,,Zestoa,Porcentaje,0.0
2019,10-14 años,,Baños de Ebro/Mañueta,Porcentaje,0.0
2022,10-14 años,,Zestoa,Porcentaje,0.0
2018,10-14 años,,Berango,Porcentaje,0.0
2014,10-14 años,,Berango,Porcentaje,0.0
2014,10-14 años,,Peñacerrada-Urizaharra,Porcentaje,0.0
2019,10-14 años,,Berango,Porcentaje,0.0
2015,10-14 años,,Zestoa,Porcentaje,0.0
2016,10-14 años,,Berango,Porcentaje,0.0
2022,10-14 años,,Altzaga,Porcentaje,0.0
2014,10-14 años,,Leaburu,Porcentaje,0.0
2018,10-14 años,,Leaburu,Porcentaje,0.0
2016,10-14 años,,Agurain/Salvatierra,Porcentaje,0.0
2021,10-14 años,,Basauri,Porcentaje,0.0
2019,10-14 años,,Agurain/Salvatierra,Porcentaje,0.0
2013,10-14 años,,Basauri,Porcentaje,0.0
2020,10-14 años,,Basauri,Porcentaje,0.0
2021,10-14 años,,Arratzua-Ubarrundia,Porcentaje,0.0
2021,10-14 años,,Armiñón,Porcentaje,0.0
2016,10-14 años,,Elvillar/Bilar,Porcentaje,0.0
2020,10-14 años,,Agurain/Salvatierra,Porcentaje,0.0
2021,10-14 años,,Urola Kosta,Porcentaje,0.0
2019,10-14 años,,Urola Kosta,Porcentaje,0.0
2019,10-14 años,,,Porcentaje,0.0
2014,10-14 años,,Zerain,Porcentaje,0.0
2010,10-14 años,,Zerain,Porcentaje,0.0
2021,10-14 años,,Zerain,Porcentaje,0.0
2016,10-14 años,,Barrika,Porcentaje,0.0
2020,10-14 años,,Barrika,Porcentaje,0.0
2015,10-14 años,,Barrika,Porcentaje,0.0
2022,10-14 años,,Zerain,Porcentaje,0.0
2018,10-14 años,,Barrika,Porcentaje,0.0
2016,10-14 años,,Zerain,Porcentaje,0.0
2019,10-14 años,,Zerain,Porcentaje,0.0
2020,10-14 años,,Zerain,Porcentaje,0.0
2015,10-14 años,,Zerain,Porcentaje,0.0
2010,10-14 años,,Barrika,Porcentaje,0.0
2018,10-14 años,,Lapuebla de Labarca,Porcentaje,0.0
2021,10-14 años,,Barrika,Porcentaje,0.0
2022,10-14 años,,Andoain,Porcentaje,0.0
2021,10-14 años,,Meñaka,Porcentaje,0.0
2019,10-14 años,,Forua,Porcentaje,0.0
2018,10-14 años,,Gaztelu,Porcentaje,0.0
2014,10-14 años,,Meñaka,Porcentaje,0.0
2015,10-14 años,,Armiñón,Porcentaje,0.0
2022,10-14 años,,Barakaldo,Porcentaje,0.0
2021,10-14 años,,Agurain/Salvatierra,Porcentaje,0.0
2018,10-14 años,,Barakaldo,Porcentaje,0.0
2021,10-14 años,,Kortezubi,Porcentaje,0.0
2015,10-14 años,,Barakaldo,Porcentaje,0.0
2019,10-14 años,,Barakaldo,Porcentaje,0.0
2015,10-14 años,,Amurrio,Porcentaje,0.0
2013,10-14 años,,Agurain/Salvatierra,Porcentaje,0.0
2013,10-14 años,,Abaltzisketa,Porcentaje,0.0
2016,10-14 años,,Gaztelu,Porcentaje,0.0
2015,10-14 años,,Muskiz,Porcentaje,0.0
2010,10-14 años,,Mungia,Porcentaje,0.0
2014,10-14 años,,Armiñón,Porcentaje,0.0
2015,10-14 años,,Meñaka,Porcentaje,0.0
2019,10-14 años,,Belauntza,Porcentaje,0.0
2010,10-14 años,,Baños de Ebro/Mañueta,Porcentaje,0.0
2015,10-14 años,,Bakio,Porcentaje,0.0
2020,10-14 años,,Bakio,Porcentaje,0.0
2014,10-14 años,,Zegama,Porcentaje,0.0
2013,10-14 años,,Bakio,Porcentaje,0.0
2022,10-14 años,,Bakio,Porcentaje,0.0
2022,10-14 años,,Zegama,Porcentaje,0.0
2018,10-14 años,,Zegama,Porcentaje,0.0
2014,10-14 años,,Bakio,Porcentaje,0.0
2016,10-14 años,,Bakio,Porcentaje,0.0
2010,10-14 años,,Belauntza,Porcentaje,0.0
2021,10-14 años,,Ayala/Aiara,Porcentaje,0.0
2020,10-14 años,,Vitoria-Gasteiz,Porcentaje,0.0
2013,10-14 años,,Arrigorriaga,Porcentaje,0.0
2019,10-14 años,,Ugao-Miraballes,Porcentaje,0.0
2013,10-14 años,,Legazpi,Porcentaje,0.0
2019,10-14 años,,Gorbeialdea / Estribaciones del Gorbea,Porcentaje,0.0
2022,10-14 años,,Arrigorriaga,Porcentaje,0.0
2018,10-14 años,,Arrigorriaga,Porcentaje,0.0
2015,10-14 años,,Arrigorriaga,Porcentaje,0.0
2015,10-14 años,,Bidania-Goiatz,Porcentaje,0.0
2015,10-14 años,,Gorbeialdea / Estribaciones del Gorbea,Porcentaje,0.0
2016,10-14 años,,Arrigorriaga,Porcentaje,0.0
2020,10-14 años,,Arrigorriaga,Porcentaje,0.0
2016,10-14 años,,Baños de Ebro/Mañueta,Porcentaje,0.0
2022,10-14 años,,Bidania-Goiatz,Porcentaje,0.0
2021,10-14 años,,Gorbeialdea / Estribaciones del Gorbea,Porcentaje,0.0
2010,10-14 años,,Bidania-Goiatz,Porcentaje,0.0
2014,10-14 años,,Bidania-Goiatz,Porcentaje,0.0
2020,10-14 años,,Bidania-Goiatz,Porcentaje,0.0
2022,10-14 años,,Arrieta,Porcentaje,0.0
2018,10-14 años,,Bidania-Goiatz,Porcentaje,0.0
2019,10-14 años,,Bidania-Goiatz,Porcentaje,0.0
2013,10-14 años,,Arrieta,Porcentaje,0.0
2018,10-14 años,,Gorbeialdea / Estribaciones del Gorbea,Porcentaje,0.0
2010,10-14 años,,Arrieta,Porcentaje,0.0
2021,10-14 años,,Arrieta,Porcentaje,0.0
2016,10-14 años,,Morga,Porcentaje,0.0
2016,10-14 años,,Ziortza-Bolibar,Porcentaje,0.0
2022,10-14 años,,Gorbeialdea / Estribaciones del Gorbea,Porcentaje,0.0
2018,10-14 años,,Amurrio,Porcentaje,0.0
2016,10-14 años,,Arratia Nerbioi / Arratia-Nervión,Porcentaje,0.0
2019,10-14 años,,Arratia Nerbioi / Arratia-Nervión,Porcentaje,0.0
2022,10-14 años,,Arratia Nerbioi / Arratia-Nervión,Porcentaje,0.0
2020,10-14 años,,Arratia Nerbioi / Arratia-Nervión,Porcentaje,0.0
2013,10-14 años,,Arratia Nerbioi / Arratia-Nervión,Porcentaje,0.0
2010,10-14 años,,Gorbeialdea / Estribaciones del Gorbea,Porcentaje,0.0
2021,10-14 años,,Arratia Nerbioi / Arratia-Nervión,Porcentaje,0.0
2010,10-14 años,,Arratia Nerbioi / Arratia-Nervión,Porcentaje,0.0
2010,10-14 años,,Armiñón,Porcentaje,0.0
2014,10-14 años,,Berrobi,Porcentaje,0.0
2010,10-14 años,,Arrankudiaga-Zollo,Porcentaje,0.0
2022,10-14 años,,Iruña Oka/Iruña de Oca,Porcentaje,0.0
2013,10-14 años,,Berrobi,Porcentaje,0.0
2020,10-14 años,,Berrobi,Porcentaje,0.0
2015,10-14 años,,Berrobi,Porcentaje,0.0
2010,10-14 años,,Berrobi,Porcentaje,0.0
2015,10-14 años,,Arrankudiaga-Zollo,Porcentaje,0.0
2014,10-14 años,,Arrankudiaga-Zollo,Porcentaje,0.0
2016,10-14 años,,Arrankudiaga-Zollo,Porcentaje,0.0
2021,10-14 años,,Arrankudiaga-Zollo,Porcentaje,0.0
2010,10-14 años,,Amoroto,Porcentaje,0.0
2016,10-14 años,,Leintz-Gatzaga,Porcentaje,0.0
2021,10-14 años,,Alegría-Dulantzi,Porcentaje,0.0
2022,10-14 años,,Loiu,Porcentaje,0.0
2014,10-14 años,,Añana,Porcentaje,0.0
2016,10-14 años,,Kripan,Porcentaje,0.0
2013,10-14 años,,Artzentales,Porcentaje,0.0
2021,10-14 años,,Artzentales,Porcentaje,0.0
2015,10-14 años,,Artzentales,Porcentaje,0.0
2019,10-14 años,,Donostia / San Sebastián,Porcentaje,0.0
2016,10-14 años,,Añana,Porcentaje,0.0
2014,10-14 años,,Artzentales,Porcentaje,0.0
2016,10-14 años,,Usurbil,Porcentaje,0.0
2010,10-14 años,,Donostia / San Sebastián,Porcentaje,0.0
2021,10-14 años,,Elciego,Porcentaje,0.0
2019,10-14 años,,Artzentales,Porcentaje,0.0
2010,10-14 años,,Campezo/Kanpezu,Porcentaje,0.0
2022,10-14 años,,Añana,Porcentaje,0.0
2020,10-14 años,,Zamudio,Porcentaje,0.0
2014,10-14 años,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,0.0
2021,10-14 años,,Berastegi,Porcentaje,0.0
2015,10-14 años,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,0.0
2013,10-14 años,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,0.0
2021,10-14 años,,Legorreta,Porcentaje,0.0
2020,10-14 años,,Berastegi,Porcentaje,0.0
2016,10-14 años,,Berastegi,Porcentaje,0.0
2010,10-14 años,,Berastegi,Porcentaje,0.0
2010,10-14 años,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,0.0
2019,10-14 años,,Abadiño,Porcentaje,0.0
2021,10-14 años,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,0.0
2010,10-14 años,,Debabarrena / Bajo Deba,Porcentaje,0.0
2020,10-14 años,,Abadiño,Porcentaje,0.0
2010,10-14 años,,Abadiño,Porcentaje,0.0
2013,10-14 años,,Legorreta,Porcentaje,0.0
2014,10-14 años,,Berastegi,Porcentaje,0.0
2019,10-14 años,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,0.0
2022,10-14 años,,Arantzazu,Porcentaje,0.0
2013,10-14 años,,Arantzazu,Porcentaje,0.0
2018,10-14 años,,Arantzazu,Porcentaje,0.0
2020,10-14 años,,Arantzazu,Porcentaje,0.0
2020,10-14 años,,Belauntza,Porcentaje,0.0
2020,10-14 años,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,0.0
